method_a,method_b,metric,domain,n_paired,n_dedup_groups_a,n_dedup_groups_b,n_rows_removed_a,n_rows_removed_b,mean_a,mean_b,mean_diff,sd_diff,se_diff,ci95_lo,ci95_hi,min_diff,max_diff,median_diff,d_z,effect_label,wins_a,wins_b,ties,win_rate_a,wilcoxon_stat,wilcoxon_p,n_signals,p_holm
IMP_INTERP_ERROR,RDP_OFFLINE,snr_db,ALL,1863,0,0,0,0,39.06220794417606,40.8477312399356,-1.7855232957595277,1.2485613009923227,0.028927003121194794,-1.8422202218770696,-1.7288263696419859,-19.754300000000008,-0.06020000000000003,-1.5822000000000003,-1.430064582604348,large,0,1863,0,0.0,0.0,6.895099515977247e-306,19,1.4479708983552218e-304
IMP_INTERP_ERROR,RDP_OFFLINE,snr_db,ecg,1563,0,0,0,0,43.732186244401795,45.519313435700575,-1.7871271912987845,1.2745618044051987,0.032238988738990476,-1.8503156092272057,-1.7239387733703633,-19.754300000000008,-0.36129999999999995,-1.5873999999999953,-1.402150280294007,large,0,1563,0,0.0,0.0,5.429125162522128e-257,16,6.514950195026553e-256
IMP_INTERP_ERROR,RDP_OFFLINE,snr_db,vibration,300,0,0,0,0,14.731621000000002,16.508788000000003,-1.7771670000000002,1.105134819849814,0.06380498857311187,-1.9022247776032994,-1.6521092223967009,-5.939899999999998,-0.06020000000000003,-1.5585500000000003,-1.6080997251009737,large,0,300,0,0.0,0.0,6.083559849691437e-51,3,6.08352178729816e-50
IMP_INTERP_ERROR,LTTB_OFFLINE,snr_db,ALL,1900,0,0,0,0,39.47099936842105,32.2489317368421,7.222067631578947,3.6419842617757556,0.08355284921603211,7.0583040471155245,7.38583121604237,0.7480999999999991,21.666599999999995,6.522549999999999,1.983003525681799,large,1900,0,0,1.0,0.0,0.0,19,0.0
IMP_INTERP_ERROR,LTTB_OFFLINE,snr_db,ecg,1600,0,0,0,0,44.1096328125,36.4366534375,7.672979375000001,3.635667640975228,0.0908916910243807,7.494831660592214,7.851127089407787,1.1356000000000037,21.666599999999995,7.205499999999997,2.110473270032408,large,1600,0,0,1.0,0.0,5.056217946712696e-263,16,1.0112433670995973e-261
IMP_INTERP_ERROR,LTTB_OFFLINE,snr_db,vibration,300,0,0,0,0,14.731621000000002,9.914415999999997,4.817205,2.581382781914417,0.14903620440197535,4.525094039372129,5.109315960627872,0.7480999999999991,14.187999999999999,4.76285,1.866133544296535,large,300,0,0,1.0,0.0,6.083559849691437e-51,3,6.08352178729816e-50
IMP_INTERP_ERROR,IMP_COMPOSITE,snr_db,ALL,1900,0,0,0,0,39.47099936842105,30.242089736842107,9.228909631578947,2.691461876737316,0.061746370163633074,9.107886746058226,9.349932517099669,1.3377,16.933,9.1141,3.428957961970672,large,1900,0,0,1.0,0.0,0.0,19,0.0
IMP_INTERP_ERROR,IMP_COMPOSITE,snr_db,ecg,1600,0,0,0,0,44.1096328125,34.542054937500005,9.567577875,2.276230079370686,0.05690575198426715,9.456042601110836,9.679113148889163,3.557000000000002,16.933,9.247049999999998,4.203256059969635,large,1600,0,0,1.0,0.0,5.056216835497987e-263,16,1.0112433670995973e-261
IMP_INTERP_ERROR,IMP_COMPOSITE,snr_db,vibration,300,0,0,0,0,14.731621000000002,7.308942,7.422679000000001,3.796346865369347,0.21918218846581844,6.993081910606997,7.852276089393006,1.3377,16.2608,6.458100000000001,1.955216228451203,large,300,0,0,1.0,0.0,6.083559849691437e-51,3,6.08352178729816e-50
IMP_INTERP_ERROR,DROP,snr_db,ALL,1900,0,0,0,0,39.47099936842105,26.97682189473684,12.49417747368421,3.674276518390315,0.08429368439098867,12.328961852277873,12.659393095090548,3.6915,23.723300000000002,12.285650000000004,3.4004456145717246,large,1900,0,0,1.0,0.0,0.0,19,0.0
IMP_INTERP_ERROR,DROP,snr_db,ecg,1600,0,0,0,0,44.1096328125,30.985108937499998,13.124523875,3.473427275007239,0.08683568187518097,12.954325938524645,13.294721811475354,5.792299999999997,23.723300000000002,12.895849999999998,3.7785515100420946,large,1600,0,0,1.0,0.0,5.056223502789327e-263,16,1.0112433670995973e-261
IMP_INTERP_ERROR,DROP,snr_db,vibration,300,0,0,0,0,14.731621000000002,5.599290999999999,9.13233,2.7851073962408197,0.1607982504941655,8.817165429031435,9.447494570968564,3.6915,17.6347,8.8306,3.278986660380243,large,300,0,0,1.0,0.0,6.08352178729816e-51,3,6.08352178729816e-50
IMP_INTERP_ERROR,RANDOM_DROP,snr_db,ALL,1900,0,0,0,0,39.47099936842105,20.75791447368421,18.713084894736845,5.422613694980517,0.12440329003305138,18.469254446272064,18.956915343201626,2.7824999999999998,35.970699999999994,19.033949999999997,3.450934539566916,large,1900,0,0,1.0,0.0,0.0,19,0.0
IMP_INTERP_ERROR,RANDOM_DROP,snr_db,ecg,1600,0,0,0,0,44.1096328125,23.98941825,20.1202145625,4.334074683943268,0.10835186709858169,19.907844902986778,20.33258422201322,9.394099999999998,35.970699999999994,20.04625,4.6423322230788235,large,1600,0,0,1.0,0.0,5.0562246140055e-263,16,1.0112433670995973e-261
IMP_INTERP_ERROR,RANDOM_DROP,snr_db,vibration,300,0,0,0,0,14.731621000000002,3.5232276666666675,11.208393333333333,4.381291118399854,0.2529539606606272,10.712603570438503,11.704183096228164,2.7824999999999998,20.6035,11.4452,2.5582398043038257,large,300,0,0,1.0,0.0,6.083559849691437e-51,3,6.08352178729816e-50
IMP_INTERP_ERROR,RDP_OFFLINE,spectral_correlation,vibration,188,17,19,68,76,0.9716127659574467,0.9517749999999999,0.01983776595744681,0.02674000606570853,0.0019502153787141119,0.01601534381516715,0.02366018809972647,-0.007000000000000006,0.15439999999999998,0.009799999999999975,0.7418758959403089,medium,174,13,1,0.925531914893617,511.0,5.764558477240124e-29,3,5.764558477240124e-29
IMP_INTERP_ERROR,LTTB_OFFLINE,spectral_correlation,vibration,232,17,0,68,0,0.9732185344827586,0.7755030172413794,0.1977155172413793,0.20584375241314348,0.013514304427914889,0.17122748056266612,0.2242035539200925,0.00039999999999995595,0.6133,0.0998,0.9605125971690887,large,232,0,0,1.0,0.0,8.19793492356254e-40,3,4.0989674617812707e-39
IMP_INTERP_ERROR,IMP_COMPOSITE,spectral_correlation,vibration,232,17,3,68,12,0.9732185344827586,0.8904392241379311,0.08277931034482759,0.0729035821983928,0.004786354660583264,0.0733980552100844,0.09216056547957079,0.0,0.3467,0.0595,1.1354628654537158,large,229,0,3,0.9870689655172413,0.0,2.542077895624508e-39,3,1.0168311582498032e-38
IMP_INTERP_ERROR,DROP,spectral_correlation,vibration,232,17,3,68,12,0.9732185344827586,0.6427112068965518,0.3305073275862069,0.2966715282266901,0.01947744005124458,0.29233154508576753,0.3686831100866462,0.0,0.9228,0.2586,1.114051387275905,large,229,0,3,0.9870689655172413,0.0,2.5422417279567516e-39,3,1.0168311582498032e-38
IMP_INTERP_ERROR,RANDOM_DROP,spectral_correlation,vibration,232,17,3,68,12,0.9732185344827586,0.7014737068965516,0.2717448275862069,0.2364140872828246,0.015521345239447397,0.24132299091689,0.3021666642555238,0.0,0.8353,0.18239999999999995,1.1494443106561403,large,229,0,3,0.9870689655172413,0.0,2.5423236479911983e-39,3,1.0168311582498032e-38
IMP_INTERP_ERROR,RDP_OFFLINE,prd,ecg,1563,0,0,0,0,0.8561488343989362,0.7142939153731142,0.14185491902582195,0.1133501731282231,0.0028670990629197143,0.1362354048624993,0.1474744331891446,0.01212472609261539,0.755325145499093,0.10832910358360248,1.2514750980164269,large,1563,0,0,1.0,0.0,5.429168924403149e-257,16,6.514950195026553e-256
IMP_INTERP_ERROR,LTTB_OFFLINE,prd,ecg,1600,0,0,0,0,0.8388425668462959,1.8257035064446518,-0.9868609395983557,0.6753588634351732,0.01688397158587933,-1.0199535239066793,-0.9537683552900322,-4.417709096194629,-0.16444600336137438,-0.8088697304228247,-1.461239339599018,large,0,1600,0,0.0,0.0,5.0562246140055e-263,16,1.0112433670995973e-261
IMP_INTERP_ERROR,IMP_COMPOSITE,prd,ecg,1600,0,0,0,0,0.8388425668462959,2.299207331215966,-1.4603647643696704,0.8890887520913937,0.022227218802284843,-1.5039301132221488,-1.4167994155171921,-5.2356504997801405,-0.2138193832384192,-1.2307893736243094,-1.6425410409641,large,0,1600,0,0.0,0.0,5.0562279476549126e-263,16,1.0112433670995973e-261
IMP_INTERP_ERROR,DROP,prd,ecg,1600,0,0,0,0,0.8388425668462959,3.641910678074372,-2.803068111228076,2.0987811015729623,0.05246952753932406,-2.9059083852051515,-2.700227837251001,-12.846952935208044,-0.2712842455235282,-2.1352849362887234,-1.335569540400033,large,0,1600,0,0.0,0.0,5.0562279476549126e-263,16,1.0112433670995973e-261
IMP_INTERP_ERROR,RANDOM_DROP,prd,ecg,1600,0,0,0,0,0.8388425668462959,8.80270342496425,-7.963860858117954,6.784633422103427,0.1696158355525857,-8.296307895801021,-7.6314138204348865,-48.32340249146198,-0.2943322711266253,-5.679992893706411,-1.1738085704339989,large,0,1600,0,0.0,0.0,5.0562279476549126e-263,16,1.0112433670995973e-261
