record,method,buffer_size,overload,retained,CR,snr_db,f1,f1_baseline
118,SDT,64,50,264,37.879,18.2722,0.9706,0.9855
118,FIFO,64,50,263,38.023,8.6753,0.7797,0.9855
118,IE,128,5,2127,4.701,39.2719,0.9855,0.9855
118,SDT,128,5,2127,4.701,38.1092,0.9855,0.9855
118,FIFO,128,5,2127,4.701,27.9262,0.9855,0.9855
118,IE,128,10,1127,8.873,32.6774,0.9855,0.9855
118,SDT,128,10,1133,8.826,32.0174,0.9855,0.9855
118,FIFO,128,10,1127,8.873,18.7672,0.9855,0.9855
118,IE,128,20,627,15.949,24.5551,0.9855,0.9855
118,SDT,128,20,628,15.924,25.6181,0.9855,0.9855
118,FIFO,128,20,627,15.949,13.2897,0.9552,0.9855
118,IE,128,50,327,30.581,15.5037,0.9855,0.9855
118,SDT,128,50,327,30.581,19.839,0.9855,0.9855
118,FIFO,128,50,327,30.581,9.0461,0.8,0.9855
118,IE,256,5,2255,4.435,39.9132,0.9855,0.9855
118,SDT,256,5,2255,4.435,38.9181,0.9855,0.9855
118,FIFO,256,5,2255,4.435,26.8255,0.9855,0.9855
118,IE,256,10,1255,7.968,33.3096,0.9855,0.9855
118,SDT,256,10,1255,7.968,32.9876,0.9855,0.9855
118,FIFO,256,10,1255,7.968,19.6518,0.9565,0.9855
118,IE,256,20,755,13.245,26.7707,0.9855,0.9855
118,SDT,256,20,751,13.316,28.0431,0.9855,0.9855
118,FIFO,256,20,755,13.245,14.0452,0.9552,0.9855
118,IE,256,50,455,21.978,18.212,0.9855,0.9855
118,SDT,256,50,455,21.978,22.3626,0.9855,0.9855
118,FIFO,256,50,455,21.978,9.3038,0.7213,0.9855
118,IE,512,5,2511,3.982,40.6664,0.9855,0.9855
118,SDT,512,5,2554,3.915,40.5337,0.9855,0.9855
118,FIFO,512,5,2511,3.982,27.6834,0.9855,0.9855
118,IE,512,10,1511,6.618,34.6969,0.9855,0.9855
118,SDT,512,10,1509,6.627,34.6801,0.9855,0.9855
118,FIFO,512,10,1511,6.618,19.8841,0.9855,0.9855
118,IE,512,20,1011,9.891,30.7178,0.9855,0.9855
118,SDT,512,20,1011,9.891,30.9277,0.9855,0.9855
118,FIFO,512,20,1011,9.891,13.783,0.9855,0.9855
118,IE,512,50,711,14.065,23.5559,0.9855,0.9855
118,SDT,512,50,711,14.065,27.2891,0.9855,0.9855
118,FIFO,512,50,711,14.065,9.1979,0.8308,0.9855
119,IE,32,5,2031,4.924,39.5809,0.9206,0.9206
119,SDT,32,5,2048,4.883,38.6329,0.9206,0.9206
119,FIFO,32,5,2031,4.924,25.8493,0.9062,0.9206
119,IE,32,10,1031,9.699,33.9012,0.9524,0.9206
119,SDT,32,10,1033,9.681,33.5424,0.9206,0.9206
119,FIFO,32,10,1031,9.699,16.604,0.9524,0.9206
119,IE,32,20,531,18.832,26.1464,0.9206,0.9206
119,SDT,32,20,531,18.832,26.1276,0.9524,0.9206
119,FIFO,32,20,531,18.832,11.4451,0.64,0.9206
119,IE,32,50,231,43.29,12.5782,0.9524,0.9206
119,SDT,32,50,231,43.29,15.5976,0.9524,0.9206
119,FIFO,32,50,231,43.29,6.929,0.48,0.9206
119,IE,64,5,2063,4.847,40.1755,0.9206,0.9206
119,SDT,64,5,2063,4.847,38.7087,0.9206,0.9206
119,FIFO,64,5,2063,4.847,25.7261,0.9524,0.9206
119,IE,64,10,1063,9.407,34.2392,0.9206,0.9206
119,SDT,64,10,1062,9.416,33.771,0.9206,0.9206
119,FIFO,64,10,1063,9.407,16.2731,0.9524,0.9206
119,IE,64,20,563,17.762,26.5791,0.9206,0.9206
119,SDT,64,20,561,17.825,27.1278,0.9206,0.9206
119,FIFO,64,20,563,17.762,11.9355,0.7586,0.9206
119,IE,64,50,263,38.023,13.4741,0.9206,0.9206
119,SDT,64,50,263,38.023,16.1041,0.9524,0.9206
119,FIFO,64,50,263,38.023,7.0941,0.2745,0.9206
119,IE,128,5,2127,4.701,40.4092,0.9206,0.9206
119,SDT,128,5,2217,4.511,39.5769,0.9206,0.9206
119,FIFO,128,5,2127,4.701,25.9544,0.9375,0.9206
119,IE,128,10,1127,8.873,34.5378,0.9206,0.9206
119,SDT,128,10,1135,8.811,34.2124,0.9206,0.9206
119,FIFO,128,10,1127,8.873,17.0872,0.9206,0.9206
119,IE,128,20,627,15.949,27.1355,0.9206,0.9206
119,SDT,128,20,623,16.051,28.1865,0.9206,0.9206
119,FIFO,128,20,627,15.949,11.5529,0.7273,0.9206
119,IE,128,50,327,30.581,14.7215,0.9206,0.9206
119,SDT,128,50,328,30.488,18.5009,0.9524,0.9206
119,FIFO,128,50,327,30.581,6.6592,0.36,0.9206
119,IE,256,5,2255,4.435,40.6998,0.9206,0.9206
119,SDT,256,5,2262,4.421,39.8477,0.9206,0.9206
119,FIFO,256,5,2255,4.435,25.6108,0.9062,0.9206
119,IE,256,10,1255,7.968,34.7969,0.9206,0.9206
119,SDT,256,10,1238,8.078,34.7747,0.9206,0.9206
119,FIFO,256,10,1255,7.968,16.6827,0.9206,0.9206
119,IE,256,20,755,13.245,28.8347,0.9206,0.9206
119,SDT,256,20,747,13.387,30.4719,0.9524,0.9206
119,FIFO,256,20,755,13.245,11.2501,0.6122,0.9206
119,IE,256,50,455,21.978,19.1901,0.9206,0.9206
119,SDT,256,50,455,21.978,23.3497,0.9524,0.9206
119,FIFO,256,50,455,21.978,7.6621,0.4186,0.9206
119,IE,512,5,2511,3.982,41.5254,0.9206,0.9206
119,SDT,512,5,2512,3.981,41.1581,0.9206,0.9206
119,FIFO,512,5,2511,3.982,26.0069,0.9062,0.9206
119,IE,512,10,1511,6.618,35.9707,0.9206,0.9206
119,SDT,512,10,1526,6.553,36.1236,0.9206,0.9206
119,FIFO,512,10,1511,6.618,16.8585,0.9524,0.9206
119,IE,512,20,1011,9.891,31.3911,0.9206,0.9206
119,SDT,512,20,1011,9.891,33.1991,0.9206,0.9206
119,FIFO,512,20,1011,9.891,11.6781,0.64,0.9206
119,IE,512,50,711,14.065,23.4005,0.9206,0.9206
119,SDT,512,50,710,14.085,29.9093,0.9206,0.9206
119,FIFO,512,50,711,14.065,7.4876,0.3137,0.9206
122,IE,32,5,2031,4.924,37.1321,0.988,0.988
122,SDT,32,5,2090,4.785,36.3564,0.988,0.988
122,FIFO,32,5,2031,4.924,28.4049,0.988,0.988
122,IE,32,10,1031,9.699,32.1404,0.988,0.988
122,SDT,32,10,1028,9.728,31.9492,0.988,0.988
122,FIFO,32,10,1031,9.699,19.7168,0.988,0.988
122,IE,32,20,531,18.832,27.5595,0.988,0.988
122,SDT,32,20,531,18.832,26.22,0.988,0.988
122,FIFO,32,20,531,18.832,12.1601,0.8493,0.988
122,IE,32,50,231,43.29,16.6442,0.988,0.988
122,SDT,32,50,231,43.29,19.142,0.988,0.988
122,FIFO,32,50,231,43.29,7.8832,0.4444,0.988
122,IE,64,5,2063,4.847,37.3727,0.988,0.988
122,SDT,64,5,2090,4.785,36.3564,0.988,0.988
122,FIFO,64,5,2063,4.847,28.2343,0.988,0.988
122,IE,64,10,1063,9.407,32.3162,0.988,0.988
122,SDT,64,10,1063,9.407,32.1131,0.988,0.988
122,FIFO,64,10,1063,9.407,19.8578,0.988,0.988
122,IE,64,20,563,17.762,27.8688,0.988,0.988
122,SDT,64,20,563,17.762,26.6596,0.988,0.988
122,FIFO,64,20,563,17.762,12.1274,0.8649,0.988
122,IE,64,50,263,38.023,19.228,0.988,0.988
122,SDT,64,50,264,37.879,20.303,0.988,0.988
122,FIFO,64,50,263,38.023,7.6862,0.6452,0.988
122,IE,128,5,2127,4.701,37.5347,0.988,0.988
122,SDT,128,5,2126,4.704,36.4678,0.988,0.988
122,FIFO,128,5,2127,4.701,28.3849,0.988,0.988
122,IE,128,10,1127,8.873,32.5801,0.988,0.988
122,SDT,128,10,1118,8.945,32.3554,0.988,0.988
122,FIFO,128,10,1127,8.873,19.1597,0.988,0.988
122,IE,128,20,627,15.949,28.0477,0.988,0.988
122,SDT,128,20,626,15.974,28.0492,0.988,0.988
122,FIFO,128,20,627,15.949,12.4054,0.9367,0.988
122,IE,128,50,327,30.581,21.4576,0.988,0.988
122,SDT,128,50,326,30.675,22.1727,0.9756,0.988
122,FIFO,128,50,327,30.581,8.103,0.6,0.988
122,IE,256,5,2255,4.435,37.8886,0.988,0.988
122,SDT,256,5,2247,4.45,36.8737,0.988,0.988
122,FIFO,256,5,2255,4.435,28.3283,0.988,0.988
122,IE,256,10,1255,7.968,32.9212,0.988,0.988
122,SDT,256,10,1254,7.974,33.2309,0.988,0.988
122,FIFO,256,10,1255,7.968,19.6346,0.988,0.988
122,IE,256,20,755,13.245,28.749,0.988,0.988
122,SDT,256,20,756,13.228,29.8372,0.988,0.988
122,FIFO,256,20,755,13.245,12.5208,0.95,0.988
122,IE,256,50,455,21.978,23.758,0.988,0.988
122,SDT,256,50,454,22.026,24.5972,0.988,0.988
122,FIFO,256,50,455,21.978,8.3792,0.3529,0.988
122,IE,512,5,2511,3.982,38.4579,0.988,0.988
122,SDT,512,5,2524,3.962,38.0236,0.988,0.988
122,FIFO,512,5,2511,3.982,28.6917,0.988,0.988
122,IE,512,10,1511,6.618,33.899,0.988,0.988
122,SDT,512,10,1521,6.575,34.0151,0.988,0.988
122,FIFO,512,10,1511,6.618,19.9588,0.988,0.988
122,IE,512,20,1011,9.891,30.978,0.988,0.988
122,SDT,512,20,1010,9.901,31.7509,0.988,0.988
122,FIFO,512,20,1011,9.891,12.416,0.8649,0.988
122,IE,512,50,711,14.065,27.0773,0.988,0.988
122,SDT,512,50,711,14.065,29.3034,0.988,0.988
122,FIFO,512,50,711,14.065,8.1566,0.6452,0.988
201,IE,32,5,2031,4.924,30.7458,0.9877,0.9877
201,SDT,32,5,2024,4.941,30.036,0.9877,0.9877
201,FIFO,32,5,2031,4.924,21.0285,0.9877,0.9877
201,IE,32,10,1031,9.699,26.9537,0.9877,0.9877
201,SDT,32,10,1033,9.681,26.4157,0.9877,0.9877
201,FIFO,32,10,1031,9.699,12.3433,0.9877,0.9877
201,IE,32,20,531,18.832,21.3117,0.9877,0.9877
201,SDT,32,20,531,18.832,20.1408,0.9877,0.9877
201,FIFO,32,20,531,18.832,5.6435,0.7273,0.9877
201,IE,32,50,231,43.29,9.6238,0.9877,0.9877
201,SDT,32,50,232,43.103,11.6885,0.9877,0.9877
201,FIFO,32,50,231,43.29,1.605,0.6102,0.9877
201,IE,64,5,2063,4.847,31.0514,0.9877,0.9877
201,SDT,64,5,2155,4.64,30.3538,0.9877,0.9877
201,FIFO,64,5,2063,4.847,20.7861,0.9877,0.9877
201,IE,64,10,1063,9.407,27.249,0.9877,0.9877
201,SDT,64,10,1052,9.506,26.5544,0.9877,0.9877
201,FIFO,64,10,1063,9.407,12.123,0.9877,0.9877
201,IE,64,20,563,17.762,21.6407,0.9877,0.9877
201,SDT,64,20,563,17.762,20.859,0.9877,0.9877
201,FIFO,64,20,563,17.762,5.7909,0.7941,0.9877
201,IE,64,50,263,38.023,10.2324,0.9877,0.9877
201,SDT,64,50,263,38.023,13.0406,0.9877,0.9877
201,FIFO,64,50,263,38.023,1.9629,0.4074,0.9877
201,IE,128,5,2127,4.701,31.1882,0.9877,0.9877
201,SDT,128,5,2155,4.64,30.3538,0.9877,0.9877
201,FIFO,128,5,2127,4.701,21.062,0.9877,0.9877
201,IE,128,10,1127,8.873,27.4962,0.9877,0.9877
201,SDT,128,10,1123,8.905,26.9492,0.9877,0.9877
201,FIFO,128,10,1127,8.873,11.8108,0.9877,0.9877
201,IE,128,20,627,15.949,22.0319,0.9877,0.9877
201,SDT,128,20,638,15.674,21.9641,0.9877,0.9877
201,FIFO,128,20,627,15.949,5.8176,0.8611,0.9877
201,IE,128,50,327,30.581,12.2894,0.9877,0.9877
201,SDT,128,50,328,30.488,14.8609,0.9877,0.9877
201,FIFO,128,50,327,30.581,1.4851,0.5085,0.9877
201,IE,256,5,2255,4.435,31.4677,0.9877,0.9877
201,SDT,256,5,2266,4.413,30.5833,0.9877,0.9877
201,FIFO,256,5,2255,4.435,20.7726,0.9877,0.9877
201,IE,256,10,1255,7.968,27.7674,0.9877,0.9877
201,SDT,256,10,1256,7.962,27.5286,0.9877,0.9877
201,FIFO,256,10,1255,7.968,11.7203,0.9877,0.9877
201,IE,256,20,755,13.245,23.5613,0.9877,0.9877
201,SDT,256,20,740,13.514,23.6884,0.9877,0.9877
201,FIFO,256,20,755,13.245,5.7298,0.7941,0.9877
201,IE,256,50,455,21.978,16.5133,0.9877,0.9877
201,SDT,256,50,456,21.93,18.5953,0.9877,0.9877
201,FIFO,256,50,455,21.978,2.3087,0.5667,0.9877
201,IE,512,5,2511,3.982,32.0094,0.9877,0.9877
201,SDT,512,5,2404,4.16,30.944,0.9877,0.9877
201,FIFO,512,5,2511,3.982,21.1661,0.9877,0.9877
201,IE,512,10,1511,6.618,28.638,0.9877,0.9877
201,SDT,512,10,1513,6.609,28.6563,0.9877,0.9877
201,FIFO,512,10,1511,6.618,12.5218,0.9877,0.9877
201,IE,512,20,1011,9.891,25.37,0.9877,0.9877
201,SDT,512,20,1013,9.872,26.1966,0.9877,0.9877
201,FIFO,512,20,1011,9.891,5.7326,0.7273,0.9877
201,IE,512,50,711,14.065,20.9926,0.9877,0.9877
201,SDT,512,50,712,14.045,23.1771,0.9877,0.9877
201,FIFO,512,50,711,14.065,1.5679,0.4074,0.9877
205,IE,32,5,2031,4.924,34.6793,0.9762,0.9762
205,SDT,32,5,2083,4.801,33.1422,0.9762,0.9762
205,FIFO,32,5,2031,4.924,19.6335,0.9762,0.9762
205,IE,32,10,1031,9.699,28.6661,0.9762,0.9762
205,SDT,32,10,1031,9.699,27.9076,0.9762,0.9762
205,FIFO,32,10,1031,9.699,10.5485,0.8684,0.9762
205,IE,32,20,531,18.832,22.1361,0.9762,0.9762
205,SDT,32,20,532,18.797,21.3583,0.9639,0.9762
205,FIFO,32,20,531,18.832,7.2625,0.6769,0.9762
205,IE,32,50,231,43.29,16.5908,0.9762,0.9762
205,SDT,32,50,231,43.29,16.1551,0.9762,0.9762
205,FIFO,32,50,231,43.29,5.3022,0.28,0.9762
205,IE,64,5,2063,4.847,35.1093,0.9762,0.9762
205,SDT,64,5,2083,4.801,33.1422,0.9762,0.9762
205,FIFO,64,5,2063,4.847,19.665,0.9762,0.9762
205,IE,64,10,1063,9.407,28.8608,0.9762,0.9762
205,SDT,64,10,1063,9.407,28.1412,0.9762,0.9762
205,FIFO,64,10,1063,9.407,10.7151,0.8831,0.9762
205,IE,64,20,563,17.762,22.1426,0.9762,0.9762
205,SDT,64,20,564,17.73,21.985,0.9762,0.9762
205,FIFO,64,20,563,17.762,7.1113,0.6757,0.9762
205,IE,64,50,263,38.023,17.0403,0.9762,0.9762
205,SDT,64,50,263,38.023,16.8779,0.988,0.9762
205,FIFO,64,50,263,38.023,5.3752,0.2963,0.9762
205,IE,128,5,2127,4.701,35.3551,0.9762,0.9762
205,SDT,128,5,2147,4.658,33.7308,0.9762,0.9762
205,FIFO,128,5,2127,4.701,19.5302,0.9762,0.9762
205,IE,128,10,1127,8.873,29.4232,0.9762,0.9762
205,SDT,128,10,1138,8.787,28.5193,0.9762,0.9762
205,FIFO,128,10,1127,8.873,11.6149,0.9762,0.9762
205,IE,128,20,627,15.949,22.5814,0.9762,0.9762
205,SDT,128,20,627,15.949,23.1224,0.9762,0.9762
205,FIFO,128,20,627,15.949,6.7858,0.625,0.9762
205,IE,128,50,327,30.581,17.0846,0.9762,0.9762
205,SDT,128,50,328,30.488,17.6601,0.9639,0.9762
205,FIFO,128,50,327,30.581,4.6137,0.3793,0.9762
205,IE,256,5,2255,4.435,35.7307,0.9762,0.9762
205,SDT,256,5,2178,4.591,34.052,0.9762,0.9762
205,FIFO,256,5,2255,4.435,20.0531,0.9762,0.9762
205,IE,256,10,1255,7.968,29.7531,0.9762,0.9762
205,SDT,256,10,1245,8.032,29.0664,0.9762,0.9762
205,FIFO,256,10,1255,7.968,11.424,0.9114,0.9762
205,IE,256,20,755,13.245,24.1748,0.9762,0.9762
205,SDT,256,20,760,13.158,24.9236,0.9762,0.9762
205,FIFO,256,20,755,13.245,7.1617,0.6769,0.9762
205,IE,256,50,455,21.978,19.3536,0.9762,0.9762
205,SDT,256,50,456,21.93,19.5984,0.9639,0.9762
205,FIFO,256,50,455,21.978,4.6818,0.4138,0.9762
205,IE,512,5,2511,3.982,36.5526,0.9762,0.9762
205,SDT,512,5,2475,4.04,36.2016,0.9762,0.9762
205,FIFO,512,5,2511,3.982,19.8647,0.9762,0.9762
205,IE,512,10,1511,6.618,30.5553,0.9762,0.9762
205,SDT,512,10,1500,6.667,30.3188,0.9762,0.9762
205,FIFO,512,10,1511,6.618,10.7848,0.8684,0.9762
205,IE,512,20,1011,9.891,27.0234,0.9762,0.9762
205,SDT,512,20,1012,9.881,27.7009,0.9762,0.9762
205,FIFO,512,20,1011,9.891,7.4134,0.6769,0.9762
205,IE,512,50,711,14.065,22.2483,0.9762,0.9762
205,SDT,512,50,705,14.184,24.33,0.9762,0.9762
205,FIFO,512,50,711,14.065,5.4163,0.4138,0.9762
212,IE,32,5,2031,4.924,29.0307,0.9762,0.9762
212,SDT,32,5,2045,4.89,28.05,0.9762,0.9762
212,FIFO,32,5,2031,4.924,15.4535,0.9762,0.9762
212,IE,32,10,1031,9.699,23.9244,0.9762,0.9762
212,SDT,32,10,1030,9.709,23.1594,0.9762,0.9762
212,FIFO,32,10,1031,9.699,8.5111,0.9647,0.9762
212,IE,32,20,531,18.832,15.7672,0.9762,0.9762
212,SDT,32,20,532,18.797,14.2018,0.9762,0.9762
212,FIFO,32,20,531,18.832,3.6865,0.7324,0.9762
212,IE,32,50,231,43.29,2.5666,0.9762,0.9762
212,SDT,32,50,231,43.29,5.0132,0.9882,0.9762
212,FIFO,32,50,231,43.29,0.2719,0.359,0.9762
212,IE,64,5,2063,4.847,29.1612,0.9762,0.9762
212,SDT,64,5,2062,4.85,28.0999,0.9762,0.9762
212,FIFO,64,5,2063,4.847,16.376,0.9762,0.9762
212,IE,64,10,1063,9.407,24.1024,0.9762,0.9762
212,SDT,64,10,1064,9.398,23.4435,0.9762,0.9762
212,FIFO,64,10,1063,9.407,7.5414,0.9639,0.9762
212,IE,64,20,563,17.762,16.054,0.9762,0.9762
212,SDT,64,20,563,17.762,14.8653,0.9762,0.9762
212,FIFO,64,20,563,17.762,3.6555,0.7895,0.9762
212,IE,64,50,263,38.023,3.6084,0.9762,0.9762
212,SDT,64,50,264,37.879,5.6658,0.9882,0.9762
212,FIFO,64,50,263,38.023,1.2541,0.4691,0.9762
212,IE,128,5,2127,4.701,29.3105,0.9762,0.9762
212,SDT,128,5,2126,4.704,28.2822,0.9762,0.9762
212,FIFO,128,5,2127,4.701,15.9922,0.9762,0.9762
212,IE,128,10,1127,8.873,24.2991,0.9762,0.9762
212,SDT,128,10,1120,8.929,23.8771,0.9762,0.9762
212,FIFO,128,10,1127,8.873,8.1069,0.9512,0.9762
212,IE,128,20,627,15.949,16.6291,0.9762,0.9762
212,SDT,128,20,629,15.898,16.7315,0.9762,0.9762
212,FIFO,128,20,627,15.949,3.7582,0.7887,0.9762
212,IE,128,50,327,30.581,9.2188,0.9762,0.9762
212,SDT,128,50,328,30.488,7.9503,0.9882,0.9762
212,FIFO,128,50,327,30.581,0.6545,0.4941,0.9762
212,IE,256,5,2255,4.435,29.5844,0.9762,0.9762
212,SDT,256,5,2195,4.556,28.5473,0.9762,0.9762
212,FIFO,256,5,2255,4.435,15.5129,0.9762,0.9762
212,IE,256,10,1255,7.968,24.7021,0.9762,0.9762
212,SDT,256,10,1254,7.974,24.888,0.9762,0.9762
212,FIFO,256,10,1255,7.968,7.5859,0.9762,0.9762
212,IE,256,20,755,13.245,18.1106,0.9762,0.9762
212,SDT,256,20,756,13.228,19.3318,0.9762,0.9762
212,FIFO,256,20,755,13.245,3.9525,0.8293,0.9762
212,IE,256,50,455,21.978,10.4963,0.9762,0.9762
212,SDT,256,50,456,21.93,12.1596,0.9882,0.9762
212,FIFO,256,50,455,21.978,0.9821,0.4444,0.9762
212,IE,512,5,2511,3.982,30.1025,0.9762,0.9762
212,SDT,512,5,2451,4.08,29.3301,0.9762,0.9762
212,FIFO,512,5,2511,3.982,15.5526,0.9762,0.9762
212,IE,512,10,1511,6.618,25.7663,0.9762,0.9762
212,SDT,512,10,1469,6.807,26.0788,0.9762,0.9762
212,FIFO,512,10,1511,6.618,8.7836,0.9647,0.9762
212,IE,512,20,1011,9.891,20.4929,0.9762,0.9762
212,SDT,512,20,1014,9.862,23.0798,0.9762,0.9762
212,FIFO,512,20,1011,9.891,3.9768,0.75,0.9762
212,IE,512,50,711,14.065,13.5063,0.9762,0.9762
212,SDT,512,50,713,14.025,18.6158,0.9762,0.9762
212,FIFO,512,50,711,14.065,0.9314,0.4578,0.9762
215,IE,32,5,2031,4.924,26.1839,0.9905,0.9905
215,SDT,32,5,2036,4.912,25.2815,0.9905,0.9905
215,FIFO,32,5,2031,4.924,15.924,0.9905,0.9905
215,IE,32,10,1031,9.699,21.0161,0.9905,0.9905
215,SDT,32,10,1033,9.681,20.3776,0.9905,0.9905
215,FIFO,32,10,1031,9.699,7.4145,0.9505,0.9905
215,IE,32,20,531,18.832,13.4221,0.9905,0.9905
215,SDT,32,20,531,18.832,14.9624,0.9905,0.9905
215,FIFO,32,20,531,18.832,2.6039,0.8824,0.9905
215,IE,32,50,231,43.29,2.8104,0.9808,0.9905
215,SDT,32,50,231,43.29,1.2796,0.9808,0.9905
215,FIFO,32,50,231,43.29,-0.0399,0.4944,0.9905
215,IE,64,5,2063,4.847,26.32,0.9905,0.9905
215,SDT,64,5,2047,4.885,25.3184,0.9905,0.9905
215,FIFO,64,5,2063,4.847,16.0546,0.9905,0.9905
215,IE,64,10,1063,9.407,21.1086,0.9905,0.9905
215,SDT,64,10,1065,9.39,20.5467,0.9905,0.9905
215,FIFO,64,10,1063,9.407,7.3978,0.9293,0.9905
215,IE,64,20,563,17.762,14.2405,0.9905,0.9905
215,SDT,64,20,564,17.73,15.3958,0.9905,0.9905
215,FIFO,64,20,563,17.762,2.6534,0.866,0.9905
215,IE,64,50,263,38.023,3.2769,0.9905,0.9905
215,SDT,64,50,263,38.023,3.5874,0.9905,0.9905
215,FIFO,64,50,263,38.023,1.0626,0.3488,0.9905
215,IE,128,5,2127,4.701,26.5181,0.9905,0.9905
215,SDT,128,5,2125,4.706,25.6452,0.9905,0.9905
215,FIFO,128,5,2127,4.701,16.0595,0.9905,0.9905
215,IE,128,10,1127,8.873,21.3043,0.9905,0.9905
215,SDT,128,10,1128,8.865,21.0172,0.9905,0.9905
215,FIFO,128,10,1127,8.873,7.6853,0.9709,0.9905
215,IE,128,20,627,15.949,14.6626,0.9905,0.9905
215,SDT,128,20,627,15.949,16.4261,0.9905,0.9905
215,FIFO,128,20,627,15.949,2.4943,0.9,0.9905
215,IE,128,50,327,30.581,5.0412,0.9905,0.9905
215,SDT,128,50,327,30.581,6.9094,0.9905,0.9905
215,FIFO,128,50,327,30.581,0.0431,0.3529,0.9905
215,IE,256,5,2255,4.435,26.7814,0.9905,0.9905
215,SDT,256,5,2257,4.431,26.1547,0.9905,0.9905
215,FIFO,256,5,2255,4.435,15.8627,0.9905,0.9905
215,IE,256,10,1255,7.968,21.6951,0.9905,0.9905
215,SDT,256,10,1256,7.962,21.9245,0.9905,0.9905
215,FIFO,256,10,1255,7.968,7.4855,0.94,0.9905
215,IE,256,20,755,13.245,15.9945,0.9905,0.9905
215,SDT,256,20,755,13.245,17.8266,0.9905,0.9905
215,FIFO,256,20,755,13.245,2.8452,0.8776,0.9905
215,IE,256,50,455,21.978,8.1007,0.9905,0.9905
215,SDT,256,50,455,21.978,12.9909,0.9905,0.9905
215,FIFO,256,50,455,21.978,0.6016,0.3765,0.9905
215,IE,512,5,2511,3.982,27.4531,0.9905,0.9905
215,SDT,512,5,2511,3.982,27.0644,0.9905,0.9905
215,FIFO,512,5,2511,3.982,16.1249,0.9905,0.9905
215,IE,512,10,1511,6.618,22.8525,0.9905,0.9905
215,SDT,512,10,1512,6.614,22.937,0.9905,0.9905
215,FIFO,512,10,1511,6.618,7.6481,0.9608,0.9905
215,IE,512,20,1011,9.891,18.8576,0.9905,0.9905
215,SDT,512,20,1012,9.881,20.218,0.9905,0.9905
215,FIFO,512,20,1011,9.891,2.821,0.8932,0.9905
215,IE,512,50,711,14.065,13.3645,0.9905,0.9905
215,SDT,512,50,711,14.065,17.4636,0.9905,0.9905
215,FIFO,512,50,711,14.065,0.8152,0.3571,0.9905
228,IE,32,5,2031,4.924,30.4349,0.9459,0.9459
228,SDT,32,5,2060,4.854,29.3636,0.9459,0.9459
228,FIFO,32,5,2031,4.924,23.0447,0.9315,0.9459
228,IE,32,10,1031,9.699,25.0166,0.9459,0.9459
228,SDT,32,10,1030,9.709,24.5599,0.9459,0.9459
228,FIFO,32,10,1031,9.699,15.2896,0.9014,0.9459
228,IE,32,20,531,18.832,21.0261,0.9459,0.9459
228,SDT,32,20,533,18.762,20.2867,0.9167,0.9459
228,FIFO,32,20,531,18.832,9.2678,0.6875,0.9459
228,IE,32,50,231,43.29,10.1525,0.9014,0.9459
228,SDT,32,50,232,43.103,11.5741,0.9014,0.9459
228,FIFO,32,50,231,43.29,3.6702,0.5135,0.9459
228,IE,64,5,2063,4.847,30.7063,0.9459,0.9459
228,SDT,64,5,2063,4.847,29.3886,0.9459,0.9459
228,FIFO,64,5,2063,4.847,23.0302,0.9014,0.9459
228,IE,64,10,1063,9.407,25.2963,0.9459,0.9459
228,SDT,64,10,1064,9.398,24.8711,0.9459,0.9459
228,FIFO,64,10,1063,9.407,15.7402,0.9041,0.9459
228,IE,64,20,563,17.762,21.4044,0.9315,0.9459
228,SDT,64,20,563,17.762,20.7066,0.9014,0.9459
228,FIFO,64,20,563,17.762,8.8234,0.6765,0.9459
228,IE,64,50,263,38.023,10.6764,0.9014,0.9459
228,SDT,64,50,263,38.023,13.099,0.8857,0.9459
228,FIFO,64,50,263,38.023,2.7148,0.411,0.9459
228,IE,128,5,2127,4.701,31.0429,0.9459,0.9459
228,SDT,128,5,2157,4.636,29.8137,0.9459,0.9459
228,FIFO,128,5,2127,4.701,23.0105,0.9315,0.9459
228,IE,128,10,1127,8.873,25.6139,0.9459,0.9459
228,SDT,128,10,1126,8.881,25.2433,0.9459,0.9459
228,FIFO,128,10,1127,8.873,16.1316,0.8857,0.9459
228,IE,128,20,627,15.949,21.734,0.9315,0.9459
228,SDT,128,20,628,15.924,21.7171,0.9315,0.9459
228,FIFO,128,20,627,15.949,8.5875,0.6462,0.9459
228,IE,128,50,327,30.581,12.9199,0.8696,0.9459
228,SDT,128,50,328,30.488,15.6876,0.8857,0.9459
228,FIFO,128,50,327,30.581,3.3703,0.5294,0.9459
228,IE,256,5,2255,4.435,31.3515,0.9459,0.9459
228,SDT,256,5,2258,4.429,30.2814,0.9459,0.9459
228,FIFO,256,5,2255,4.435,23.1432,0.9167,0.9459
228,IE,256,10,1255,7.968,26.0013,0.9459,0.9459
228,SDT,256,10,1259,7.943,25.9273,0.9459,0.9459
228,FIFO,256,10,1255,7.968,16.4103,0.9189,0.9459
228,IE,256,20,755,13.245,22.2924,0.9315,0.9459
228,SDT,256,20,756,13.228,22.9484,0.9459,0.9459
228,FIFO,256,20,755,13.245,9.4954,0.7188,0.9459
228,IE,256,50,455,21.978,16.2595,0.8857,0.9459
228,SDT,256,50,456,21.93,18.8033,0.9014,0.9459
228,FIFO,256,50,455,21.978,2.5118,0.4571,0.9459
228,IE,512,5,2511,3.982,32.1107,0.9459,0.9459
