signal,mode,buffer_size,consumer_delay_us,producer_delay_us,noise_std,trial,drops,max_wait_ms,mse,snr_db,max_error,deriv_ratio,rpeak_accuracy
spikes,IMP_ADAPTIVE,256,400,100,0.1000,1,385,0.0365,4.024126e-03,8.7683,3.113039e-01,0.7980,-1.0000
spikes,IMP_INTERP_ERROR,256,400,100,0.1000,1,389,0.0218,1.271412e-03,13.7722,1.641594e-01,0.9331,-1.0000
spikes,IMP_INTERP_COMPOSITE,256,400,100,0.1000,1,387,0.0047,1.204764e-03,14.0060,1.373753e-01,0.9354,-1.0000
spikes,RDP_OFFLINE,256,400,100,0.1000,1,389,0.0000,6.655184e-04,16.5834,8.490617e-02,0.9686,-1.0000
spikes,LTTB_OFFLINE,256,400,100,0.1000,1,389,0.0000,7.149891e-03,6.2720,9.848176e-01,0.8174,-1.0000
sine_1hz,DROP,256,400,100,0.1000,2,386,0.0016,5.866915e-03,19.3699,3.653095e-01,0.6267,-1.0000
sine_1hz,WAIT,256,400,100,0.1000,2,0,0.4321,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,256,400,100,0.1000,2,0,0.4716,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,256,400,100,0.1000,2,326,0.0924,4.868344e-03,20.1802,3.784451e-01,0.6788,-1.0000
sine_1hz,LEGACY_IMPORTANCE,256,400,100,0.1000,2,388,0.0186,3.676057e-03,21.4002,2.706833e-01,0.8442,-1.0000
sine_1hz,RANDOM_DROP,256,400,100,0.1000,2,389,0.0070,5.552628e-03,19.6090,4.703910e-01,0.6010,-1.0000
sine_1hz,DROP_MIDDLE,256,400,100,0.1000,2,387,0.0010,6.013194e-03,19.2629,3.976218e-01,0.6194,-1.0000
sine_1hz,DROP_LOW_VARIANCE,256,400,100,0.1000,2,387,0.0085,2.980489e-03,22.3111,2.527584e-01,0.7925,-1.0000
sine_1hz,IMP_FIRST_ORDER,256,400,100,0.1000,2,388,0.0050,3.679113e-03,21.3965,2.706833e-01,0.8438,-1.0000
sine_1hz,IMP_SECOND_ORDER,256,400,100,0.1000,2,388,0.0223,5.677643e-03,19.5123,3.653095e-01,0.6318,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,256,400,100,0.1000,2,389,0.0042,3.454399e-03,21.6703,3.163483e-01,0.7569,-1.0000
sine_1hz,IMP_COMPOSITE,256,400,100,0.1000,2,388,0.0054,3.453595e-03,21.6713,2.688723e-01,0.7859,-1.0000
sine_1hz,IMP_ADAPTIVE,256,400,100,0.1000,2,389,0.0052,3.645655e-03,21.4362,3.471533e-01,0.7626,-1.0000
sine_1hz,IMP_INTERP_ERROR,256,400,100,0.1000,2,386,0.0323,9.634867e-04,27.2155,1.213607e-01,0.9418,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,256,400,100,0.1000,2,385,0.0096,9.312125e-04,27.3635,1.213607e-01,0.9451,-1.0000
sine_1hz,RDP_OFFLINE,256,400,100,0.1000,2,386,0.0000,5.024452e-04,30.0431,7.544510e-02,0.9624,-1.0000
sine_1hz,LTTB_OFFLINE,256,400,100,0.1000,2,386,0.0000,3.420655e-03,21.7129,3.784451e-01,0.8004,-1.0000
chirp,DROP,256,400,100,0.1000,2,387,0.0007,6.294629e-03,18.9134,4.113141e-01,0.6183,-1.0000
chirp,WAIT,256,400,100,0.1000,2,0,0.4444,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,256,400,100,0.1000,2,0,0.4467,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,256,400,100,0.1000,2,301,0.1247,4.449097e-03,20.4204,3.984307e-01,0.7256,-1.0000
chirp,LEGACY_IMPORTANCE,256,400,100,0.1000,2,387,0.0029,4.063193e-03,20.8144,3.263933e-01,0.8400,-1.0000
chirp,RANDOM_DROP,256,400,100,0.1000,2,385,0.0081,6.306298e-03,18.9053,3.984307e-01,0.6172,-1.0000
chirp,DROP_MIDDLE,256,400,100,0.1000,2,385,0.0043,5.697396e-03,19.3463,4.693099e-01,0.6332,-1.0000
chirp,DROP_LOW_VARIANCE,256,400,100,0.1000,2,389,0.0085,3.197810e-03,21.8546,2.489047e-01,0.7866,-1.0000
chirp,IMP_FIRST_ORDER,256,400,100,0.1000,2,388,0.0219,3.880607e-03,21.0141,3.263933e-01,0.8396,-1.0000
chirp,IMP_SECOND_ORDER,256,400,100,0.1000,2,385,0.0064,6.022516e-03,19.1053,3.790298e-01,0.6213,-1.0000
chirp,IMP_WINDOWED_ENERGY,256,400,100,0.1000,2,384,0.0126,3.241781e-03,21.7953,2.592195e-01,0.7830,-1.0000
chirp,IMP_COMPOSITE,256,400,100,0.1000,2,385,0.0053,3.876801e-03,21.0184,3.585613e-01,0.8033,-1.0000
chirp,IMP_ADAPTIVE,256,400,100,0.1000,2,385,0.0080,3.403140e-03,21.5843,2.691409e-01,0.7869,-1.0000
chirp,IMP_INTERP_ERROR,256,400,100,0.1000,2,384,0.0019,9.269907e-04,27.2323,1.149853e-01,0.9511,-1.0000
chirp,IMP_INTERP_COMPOSITE,256,400,100,0.1000,2,384,0.0040,8.933069e-04,27.3931,1.149853e-01,0.9518,-1.0000
chirp,RDP_OFFLINE,256,400,100,0.1000,2,384,0.0000,4.919550e-04,29.9838,7.087205e-02,0.9658,-1.0000
chirp,LTTB_OFFLINE,256,400,100,0.1000,2,384,0.0000,3.040236e-03,22.0740,2.964573e-01,0.8131,-1.0000
spikes,DROP,256,400,100,0.1000,2,386,0.0011,1.857078e-02,2.1632,2.106126e+00,0.5709,-1.0000
spikes,WAIT,256,400,100,0.1000,2,0,0.3786,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,256,400,100,0.1000,2,0,0.4362,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,256,400,100,0.1000,2,303,0.0998,1.238243e-02,3.9235,2.013251e+00,0.7180,-1.0000
spikes,LEGACY_IMPORTANCE,256,400,100,0.1000,2,389,0.0020,4.420370e-03,8.3970,9.406675e-01,0.8619,-1.0000
spikes,RANDOM_DROP,256,400,100,0.1000,2,387,0.0076,2.041247e-02,1.7526,2.163987e+00,0.5895,-1.0000
spikes,DROP_MIDDLE,256,400,100,0.1000,2,390,0.0012,1.810548e-02,2.2734,1.910633e+00,0.6404,-1.0000
spikes,DROP_LOW_VARIANCE,256,400,100,0.1000,2,387,0.0020,2.585033e-03,10.7269,2.488100e-01,0.8200,-1.0000
spikes,IMP_FIRST_ORDER,256,400,100,0.1000,2,385,0.0099,4.371489e-03,8.4452,9.406675e-01,0.8642,-1.0000
spikes,IMP_SECOND_ORDER,256,400,100,0.1000,2,385,0.0096,1.875491e-02,2.1204,2.106126e+00,0.5829,-1.0000
spikes,IMP_WINDOWED_ENERGY,256,400,100,0.1000,2,385,0.0099,3.385106e-03,9.5558,2.874432e-01,0.7969,-1.0000
spikes,IMP_COMPOSITE,256,400,100,0.1000,2,384,0.0169,3.496907e-03,9.4147,2.674035e-01,0.8248,-1.0000
spikes,IMP_ADAPTIVE,256,400,100,0.1000,2,387,0.0050,3.496823e-03,9.4148,2.343253e-01,0.7922,-1.0000
spikes,IMP_INTERP_ERROR,256,400,100,0.1000,2,386,0.0203,9.820779e-04,14.9301,1.213469e-01,0.9492,-1.0000
spikes,IMP_INTERP_COMPOSITE,256,400,100,0.1000,2,387,0.0075,1.007979e-03,14.8170,1.213469e-01,0.9479,-1.0000
spikes,RDP_OFFLINE,256,400,100,0.1000,2,386,0.0000,5.228001e-04,17.6682,7.548928e-02,0.9674,-1.0000
spikes,LTTB_OFFLINE,256,400,100,0.1000,2,386,0.0000,6.978424e-03,6.4140,1.160552e+00,0.8198,-1.0000
sine_1hz,DROP,256,400,100,0.1000,3,384,0.0007,5.665138e-03,19.5351,4.368713e-01,0.6264,-1.0000
sine_1hz,WAIT,256,400,100,0.1000,3,0,0.4654,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,256,400,100,0.1000,3,0,0.5699,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,256,400,100,0.1000,3,303,0.1139,4.134742e-03,20.9027,4.368713e-01,0.7129,-1.0000
sine_1hz,LEGACY_IMPORTANCE,256,400,100,0.1000,3,389,0.0014,3.630032e-03,21.4681,2.862315e-01,0.8388,-1.0000
sine_1hz,RANDOM_DROP,256,400,100,0.1000,3,388,0.0078,5.322418e-03,19.8061,4.368713e-01,0.6224,-1.0000
sine_1hz,DROP_MIDDLE,256,400,100,0.1000,3,388,0.0019,5.945428e-03,19.3254,4.117458e-01,0.6081,-1.0000
sine_1hz,DROP_LOW_VARIANCE,256,400,100,0.1000,3,388,0.0016,2.821693e-03,22.5621,2.626076e-01,0.7943,-1.0000
sine_1hz,IMP_FIRST_ORDER,256,400,100,0.1000,3,386,0.0047,3.563003e-03,21.5490,2.862315e-01,0.8408,-1.0000
sine_1hz,IMP_SECOND_ORDER,256,400,100,0.1000,3,387,0.0056,5.160927e-03,19.9399,3.650245e-01,0.6301,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,256,400,100,0.1000,3,386,0.0063,3.074965e-03,22.1888,2.276513e-01,0.7680,-1.0000
sine_1hz,IMP_COMPOSITE,256,400,100,0.1000,3,383,0.0191,3.217567e-03,21.9919,3.153712e-01,0.8188,-1.0000
sine_1hz,IMP_ADAPTIVE,256,400,100,0.1000,3,388,0.0061,3.353998e-03,21.8116,2.883366e-01,0.7758,-1.0000
sine_1hz,IMP_INTERP_ERROR,256,400,100,0.1000,3,388,0.0046,8.061834e-04,28.0029,9.792012e-02,0.9358,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,256,400,100,0.1000,3,386,0.0401,8.120590e-04,27.9713,9.930507e-02,0.9329,-1.0000
sine_1hz,RDP_OFFLINE,256,400,100,0.1000,3,388,0.0000,5.547418e-04,29.6263,7.365099e-02,0.9503,-1.0000
sine_1hz,LTTB_OFFLINE,256,400,100,0.1000,3,388,0.0000,3.132374e-03,22.1085,3.534639e-01,0.8173,-1.0000
chirp,DROP,256,400,100,0.1000,3,387,0.0018,5.701400e-03,19.2740,4.367422e-01,0.6539,-1.0000
chirp,WAIT,256,400,100,0.1000,3,0,0.4303,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,256,400,100,0.1000,3,0,0.6612,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,256,400,100,0.1000,3,324,0.1923,4.563888e-03,20.2405,4.039786e-01,0.7003,-1.0000
chirp,LEGACY_IMPORTANCE,256,400,100,0.1000,3,385,0.0208,4.101809e-03,20.7041,2.789500e-01,0.8485,-1.0000
chirp,RANDOM_DROP,256,400,100,0.1000,3,386,0.0085,5.718576e-03,19.2609,4.241656e-01,0.6544,-1.0000
chirp,DROP_MIDDLE,256,400,100,0.1000,3,387,0.0010,5.581640e-03,19.3662,4.213696e-01,0.6603,-1.0000
chirp,DROP_LOW_VARIANCE,256,400,100,0.1000,3,386,0.0086,2.721454e-03,22.4858,2.562423e-01,0.8026,-1.0000
chirp,IMP_FIRST_ORDER,256,400,100,0.1000,3,384,0.0102,4.067832e-03,20.7402,2.789500e-01,0.8506,-1.0000
chirp,IMP_SECOND_ORDER,256,400,100,0.1000,3,387,0.0050,5.870449e-03,19.1471,3.768040e-01,0.6376,-1.0000
chirp,IMP_WINDOWED_ENERGY,256,400,100,0.1000,3,388,0.0055,3.261277e-03,21.6999,2.862030e-01,0.7980,-1.0000
chirp,IMP_COMPOSITE,256,400,100,0.1000,3,386,0.0253,3.547691e-03,21.3344,2.883829e-01,0.8109,-1.0000
chirp,IMP_ADAPTIVE,256,400,100,0.1000,3,385,0.0051,3.280273e-03,21.6747,2.734884e-01,0.7971,-1.0000
chirp,IMP_INTERP_ERROR,256,400,100,0.1000,3,391,0.0040,8.284030e-04,27.6514,1.164867e-01,0.9415,-1.0000
chirp,IMP_INTERP_COMPOSITE,256,400,100,0.1000,3,389,0.0049,8.339798e-04,27.6223,1.164867e-01,0.9396,-1.0000
chirp,RDP_OFFLINE,256,400,100,0.1000,3,391,0.0000,5.508580e-04,29.4234,7.322766e-02,0.9543,-1.0000
chirp,LTTB_OFFLINE,256,400,100,0.1000,3,391,0.0000,2.637322e-03,22.6222,3.534061e-01,0.8415,-1.0000
spikes,DROP,256,400,100,0.1000,3,388,0.0009,1.947290e-02,1.9330,2.084518e+00,0.6157,-1.0000
spikes,WAIT,256,400,100,0.1000,3,0,0.4852,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,256,400,100,0.1000,3,0,0.3603,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,256,400,100,0.1000,3,332,0.1759,1.744631e-02,2.4102,2.225941e+00,0.6343,-1.0000
spikes,LEGACY_IMPORTANCE,256,400,100,0.1000,3,389,0.0017,4.576456e-03,8.2220,9.688922e-01,0.8663,-1.0000
spikes,RANDOM_DROP,256,400,100,0.1000,3,389,0.0072,2.338212e-02,1.1384,2.207473e+00,0.5571,-1.0000
spikes,DROP_MIDDLE,256,400,100,0.1000,3,386,0.0039,1.957962e-02,1.9092,2.207473e+00,0.6006,-1.0000
spikes,DROP_LOW_VARIANCE,256,400,100,0.1000,3,387,0.0082,2.413672e-03,11.0005,2.295354e-01,0.8265,-1.0000
spikes,IMP_FIRST_ORDER,256,400,100,0.1000,3,387,0.0078,4.615485e-03,8.1851,9.688922e-01,0.8688,-1.0000
spikes,IMP_SECOND_ORDER,256,400,100,0.1000,3,387,0.0557,1.778146e-02,2.3276,2.225941e+00,0.6125,-1.0000
spikes,IMP_WINDOWED_ENERGY,256,400,100,0.1000,3,387,0.0223,3.222017e-03,9.7460,2.517385e-01,0.7971,-1.0000
spikes,IMP_COMPOSITE,256,400,100,0.1000,3,386,0.0249,3.364282e-03,9.5583,2.708193e-01,0.8265,-1.0000
spikes,IMP_ADAPTIVE,256,400,100,0.1000,3,385,0.0284,3.086516e-03,9.9326,2.243387e-01,0.8082,-1.0000
spikes,IMP_INTERP_ERROR,256,400,100,0.1000,3,386,0.0043,8.180741e-04,15.6993,9.811575e-02,0.9439,-1.0000
spikes,IMP_INTERP_COMPOSITE,256,400,100,0.1000,3,385,0.0093,8.085039e-04,15.7504,9.823300e-02,0.9449,-1.0000
spikes,RDP_OFFLINE,256,400,100,0.1000,3,386,0.0000,5.537648e-04,17.3940,7.363502e-02,0.9570,-1.0000
spikes,LTTB_OFFLINE,256,400,100,0.1000,3,386,0.0000,7.088490e-03,6.3217,1.302321e+00,0.8351,-1.0000
sine_1hz,DROP,256,400,100,0.1000,4,389,0.0016,6.782110e-03,18.7681,4.794461e-01,0.5770,-1.0000
sine_1hz,WAIT,256,400,100,0.1000,4,0,0.4040,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,256,400,100,0.1000,4,0,0.3695,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,256,400,100,0.1000,4,302,0.1160,5.075866e-03,20.0267,3.862837e-01,0.6800,-1.0000
sine_1hz,LEGACY_IMPORTANCE,256,400,100,0.1000,4,386,0.0148,3.820551e-03,21.2605,4.544403e-01,0.8441,-1.0000
sine_1hz,RANDOM_DROP,256,400,100,0.1000,4,389,0.0076,6.431315e-03,18.9988,4.084632e-01,0.5910,-1.0000
sine_1hz,DROP_MIDDLE,256,400,100,0.1000,4,389,0.0012,6.349290e-03,19.0545,3.946407e-01,0.5915,-1.0000
sine_1hz,DROP_LOW_VARIANCE,256,400,100,0.1000,4,391,0.0023,3.287943e-03,21.9125,2.530019e-01,0.7809,-1.0000
sine_1hz,IMP_FIRST_ORDER,256,400,100,0.1000,4,387,0.0099,3.865377e-03,21.2099,4.544403e-01,0.8431,-1.0000
sine_1hz,IMP_SECOND_ORDER,256,400,100,0.1000,4,385,0.0061,6.829259e-03,18.7381,5.594793e-01,0.5715,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,256,400,100,0.1000,4,385,0.0101,2.655793e-03,22.8398,2.311649e-01,0.7547,-1.0000
sine_1hz,IMP_COMPOSITE,256,400,100,0.1000,4,384,0.0136,3.307166e-03,21.8872,2.371920e-01,0.7805,-1.0000
sine_1hz,IMP_ADAPTIVE,256,400,100,0.1000,4,387,0.0250,3.624090e-03,21.4898,2.617997e-01,0.7553,-1.0000
sine_1hz,IMP_INTERP_ERROR,256,400,100,0.1000,4,385,0.0045,1.084081e-03,26.7312,1.323841e-01,0.9234,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,256,400,100,0.1000,4,383,0.0039,1.050671e-03,26.8671,1.450181e-01,0.9251,-1.0000
sine_1hz,RDP_OFFLINE,256,400,100,0.1000,4,385,0.0000,6.364886e-04,29.0439,7.572007e-02,0.9483,-1.0000
sine_1hz,LTTB_OFFLINE,256,400,100,0.1000,4,385,0.0000,3.792377e-03,21.2927,4.084632e-01,0.7834,-1.0000
chirp,DROP,256,400,100,0.1000,4,386,0.0009,6.569870e-03,18.7574,5.596454e-01,0.5985,-1.0000
chirp,WAIT,256,400,100,0.1000,4,0,0.5317,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,256,400,100,0.1000,4,0,0.4539,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,256,400,100,0.1000,4,301,0.1436,4.865617e-03,20.0615,3.938156e-01,0.7093,-1.0000
chirp,LEGACY_IMPORTANCE,256,400,100,0.1000,4,385,0.0015,4.156343e-03,20.7458,3.891752e-01,0.8585,-1.0000
chirp,RANDOM_DROP,256,400,100,0.1000,4,387,0.0091,6.402913e-03,18.8691,3.861993e-01,0.6146,-1.0000
chirp,DROP_MIDDLE,256,400,100,0.1000,4,389,0.0009,6.559793e-03,18.7640,4.101093e-01,0.6087,-1.0000
chirp,DROP_LOW_VARIANCE,256,400,100,0.1000,4,387,0.0016,2.803213e-03,22.4564,2.816523e-01,0.7918,-1.0000
chirp,IMP_FIRST_ORDER,256,400,100,0.1000,4,389,0.0059,4.295862e-03,20.6024,3.891752e-01,0.8561,-1.0000
chirp,IMP_SECOND_ORDER,256,400,100,0.1000,4,384,0.0370,6.887877e-03,18.5521,5.019735e-01,0.5948,-1.0000
chirp,IMP_WINDOWED_ENERGY,256,400,100,0.1000,4,387,0.0067,3.324246e-03,21.7160,2.782392e-01,0.7797,-1.0000
chirp,IMP_COMPOSITE,256,400,100,0.1000,4,384,0.0051,3.629666e-03,21.3343,2.745155e-01,0.7937,-1.0000
chirp,IMP_ADAPTIVE,256,400,100,0.1000,4,383,0.0226,3.446390e-03,21.5593,2.680329e-01,0.7628,-1.0000
chirp,IMP_INTERP_ERROR,256,400,100,0.1000,4,386,0.0018,1.062769e-03,26.6685,1.365461e-01,0.9275,-1.0000
chirp,IMP_INTERP_COMPOSITE,256,400,100,0.1000,4,388,0.0029,1.067961e-03,26.6474,1.177834e-01,0.9259,-1.0000
chirp,RDP_OFFLINE,256,400,100,0.1000,4,386,0.0000,6.479697e-04,28.8174,7.580616e-02,0.9547,-1.0000
chirp,LTTB_OFFLINE,256,400,100,0.1000,4,386,0.0000,3.322188e-03,21.7187,3.271181e-01,0.8071,-1.0000
spikes,DROP,256,400,100,0.1000,4,387,0.0010,1.864079e-02,1.9255,2.028387e+00,0.5806,-1.0000
spikes,WAIT,256,400,100,0.1000,4,0,0.5132,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,256,400,100,0.1000,4,0,0.3820,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,256,400,100,0.1000,4,328,0.0855,1.247329e-02,3.6703,1.126164e+00,0.6902,-1.0000
spikes,LEGACY_IMPORTANCE,256,400,100,0.1000,4,387,0.0081,9.755008e-03,4.7378,1.279850e+00,0.8574,-1.0000
spikes,RANDOM_DROP,256,400,100,0.1000,4,390,0.0076,1.761557e-02,2.1711,1.947910e+00,0.5866,-1.0000
spikes,DROP_MIDDLE,256,400,100,0.1000,4,386,0.0039,1.694231e-02,2.3404,1.987490e+00,0.5602,-1.0000
spikes,DROP_LOW_VARIANCE,256,400,100,0.1000,4,388,0.0018,3.186582e-03,9.5969,2.550391e-01,0.8076,-1.0000
spikes,IMP_FIRST_ORDER,256,400,100,0.1000,4,385,0.0096,1.182151e-02,3.9034,1.481101e+00,0.8615,-1.0000
spikes,IMP_SECOND_ORDER,256,400,100,0.1000,4,386,0.0076,1.798919e-02,2.0800,2.031796e+00,0.5529,-1.0000
spikes,IMP_WINDOWED_ENERGY,256,400,100,0.1000,4,384,0.0123,3.733072e-03,8.9094,3.119070e-01,0.7833,-1.0000
spikes,IMP_COMPOSITE,256,400,100,0.1000,4,385,0.0104,3.908486e-03,8.7100,2.822132e-01,0.7977,-1.0000
spikes,IMP_ADAPTIVE,256,400,100,0.1000,4,387,0.0052,3.203765e-03,9.5735,2.689921e-01,0.7912,-1.0000
spikes,IMP_INTERP_ERROR,256,400,100,0.1000,4,390,0.0018,1.130183e-03,14.0986,1.323829e-01,0.9284,-1.0000
spikes,IMP_INTERP_COMPOSITE,256,400,100,0.1000,4,386,0.0098,1.094883e-03,14.2364,1.449502e-01,0.9284,-1.0000
spikes,RDP_OFFLINE,256,400,100,0.1000,4,390,0.0000,6.874664e-04,16.2576,7.885578e-02,0.9534,-1.0000
spikes,LTTB_OFFLINE,256,400,100,0.1000,4,390,0.0000,6.745350e-03,6.3401,1.048356e+00,0.8126,-1.0000
sine_1hz,DROP,256,400,100,0.2000,0,389,0.0006,2.841870e-02,12.6860,7.880249e-01,0.5919,-1.0000
sine_1hz,WAIT,256,400,100,0.2000,0,0,0.4756,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,256,400,100,0.2000,0,0,0.4951,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,256,400,100,0.2000,0,322,0.2794,2.194293e-02,13.8091,8.003335e-01,0.6818,-1.0000
sine_1hz,LEGACY_IMPORTANCE,256,400,100,0.2000,0,389,0.0052,1.418017e-02,15.7052,5.260355e-01,0.8484,-1.0000
sine_1hz,RANDOM_DROP,256,400,100,0.2000,0,386,0.0076,2.568262e-02,13.1257,8.713097e-01,0.6265,-1.0000
sine_1hz,DROP_MIDDLE,256,400,100,0.2000,0,380,0.0085,2.606038e-02,13.0623,7.833612e-01,0.6233,-1.0000
sine_1hz,DROP_LOW_VARIANCE,256,400,100,0.2000,0,390,0.0026,1.028953e-02,17.0981,5.493790e-01,0.7861,-1.0000
sine_1hz,IMP_FIRST_ORDER,256,400,100,0.2000,0,387,0.0053,1.405552e-02,15.7436,5.260355e-01,0.8508,-1.0000
sine_1hz,IMP_SECOND_ORDER,256,400,100,0.2000,0,387,0.0138,2.619424e-02,13.0400,8.716425e-01,0.6216,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,256,400,100,0.2000,0,386,0.0050,1.347162e-02,15.9279,5.552397e-01,0.7704,-1.0000
sine_1hz,IMP_COMPOSITE,256,400,100,0.2000,0,388,0.0040,1.628573e-02,15.1040,5.552397e-01,0.7872,-1.0000
sine_1hz,IMP_ADAPTIVE,256,400,100,0.2000,0,387,0.0099,1.350668e-02,15.9166,4.960496e-01,0.7744,-1.0000
sine_1hz,IMP_INTERP_ERROR,256,400,100,0.2000,0,388,0.0083,4.341356e-03,20.8458,2.719121e-01,0.9221,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,256,400,100,0.2000,0,387,0.0047,4.078811e-03,21.1167,2.389547e-01,0.9226,-1.0000
sine_1hz,RDP_OFFLINE,256,400,100,0.2000,0,388,0.0000,2.368939e-03,23.4765,1.540092e-01,0.9496,-1.0000
sine_1hz,LTTB_OFFLINE,256,400,100,0.2000,0,388,0.0000,1.426732e-02,15.6786,7.833612e-01,0.8196,-1.0000
chirp,DROP,256,400,100,0.2000,0,387,0.0003,2.637124e-02,12.9213,8.724428e-01,0.6191,-1.0000
chirp,WAIT,256,400,100,0.2000,0,0,0.4063,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,256,400,100,0.2000,0,0,0.5338,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,256,400,100,0.2000,0,301,0.1933,2.019544e-02,14.0801,7.683176e-01,0.6934,-1.0000
chirp,LEGACY_IMPORTANCE,256,400,100,0.2000,0,387,0.0037,1.596059e-02,15.1021,7.481514e-01,0.8414,-1.0000
chirp,RANDOM_DROP,256,400,100,0.2000,0,390,0.0207,2.567312e-02,13.0378,7.139035e-01,0.6049,-1.0000
chirp,DROP_MIDDLE,256,400,100,0.2000,0,387,0.0012,2.663065e-02,12.8788,9.141449e-01,0.6123,-1.0000
chirp,DROP_LOW_VARIANCE,256,400,100,0.2000,0,386,0.0015,1.014658e-02,17.0694,5.062606e-01,0.7850,-1.0000
chirp,IMP_FIRST_ORDER,256,400,100,0.2000,0,385,0.0041,1.631129e-02,15.0077,7.481514e-01,0.8387,-1.0000
chirp,IMP_SECOND_ORDER,256,400,100,0.2000,0,385,0.0571,2.584112e-02,13.0095,7.517593e-01,0.6207,-1.0000
chirp,IMP_WINDOWED_ENERGY,256,400,100,0.2000,0,389,0.0040,1.397928e-02,15.6778,4.799067e-01,0.7643,-1.0000
chirp,IMP_COMPOSITE,256,400,100,0.2000,0,385,0.0098,1.566058e-02,15.1845,6.517852e-01,0.7880,-1.0000
chirp,IMP_ADAPTIVE,256,400,100,0.2000,0,389,0.0052,1.462806e-02,15.4807,5.508581e-01,0.7712,-1.0000
chirp,IMP_INTERP_ERROR,256,400,100,0.2000,0,386,0.0028,4.228914e-03,20.8703,2.699418e-01,0.9267,-1.0000
chirp,IMP_INTERP_COMPOSITE,256,400,100,0.2000,0,385,0.0098,4.175421e-03,20.9256,2.708628e-01,0.9273,-1.0000
chirp,RDP_OFFLINE,256,400,100,0.2000,0,386,0.0000,2.353489e-03,23.4155,1.549673e-01,0.9527,-1.0000
chirp,LTTB_OFFLINE,256,400,100,0.2000,0,386,0.0000,1.394506e-02,15.6884,7.453964e-01,0.8060,-1.0000
spikes,DROP,256,400,100,0.2000,0,387,0.0004,3.886381e-02,2.1803,1.847826e+00,0.6135,-1.0000
spikes,WAIT,256,400,100,0.2000,0,0,0.4673,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,256,400,100,0.2000,0,0,0.4879,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,256,400,100,0.2000,0,306,0.1340,3.036266e-02,3.2524,1.472461e+00,0.7053,-1.0000
spikes,LEGACY_IMPORTANCE,256,400,100,0.2000,0,390,0.0015,3.349652e-02,2.8258,2.312756e+00,0.8557,-1.0000
spikes,RANDOM_DROP,256,400,100,0.2000,0,387,0.0085,4.038789e-02,2.0133,2.609985e+00,0.6117,-1.0000
spikes,DROP_MIDDLE,256,400,100,0.2000,0,388,0.0078,3.788327e-02,2.2913,1.990819e+00,0.6074,-1.0000
spikes,DROP_LOW_VARIANCE,256,400,100,0.2000,0,387,0.0032,1.096162e-02,7.6770,5.499284e-01,0.8017,-1.0000
spikes,IMP_FIRST_ORDER,256,400,100,0.2000,0,381,0.0112,3.194101e-02,3.0323,2.312756e+00,0.8639,-1.0000
spikes,IMP_SECOND_ORDER,256,400,100,0.2000,0,386,0.0051,4.174607e-02,1.8696,2.609985e+00,0.5877,-1.0000
