signal,mode,buffer_size,consumer_delay_us,producer_delay_us,noise_std,trial,drops,max_wait_ms,mse,snr_db,max_error,deriv_ratio,rpeak_accuracy
spikes,IMP_WINDOWED_ENERGY,128,200,100,0.0500,4,253,0.0075,4.199034e-04,17.1972,1.246985e-01,0.8806,-1.0000
spikes,IMP_COMPOSITE,128,200,100,0.0500,4,252,0.0046,5.305950e-04,16.1811,1.150541e-01,0.8977,-1.0000
spikes,IMP_ADAPTIVE,128,200,100,0.0500,4,254,0.0029,5.000746e-04,16.4383,9.628375e-02,0.8835,-1.0000
spikes,IMP_INTERP_ERROR,128,200,100,0.0500,4,246,0.0040,8.534685e-05,24.1168,3.970508e-02,0.9788,-1.0000
spikes,IMP_INTERP_COMPOSITE,128,200,100,0.0500,4,244,0.0032,7.943896e-05,24.4284,3.942789e-02,0.9792,-1.0000
spikes,RDP_OFFLINE,128,200,100,0.0500,4,246,0.0000,3.922569e-05,27.4930,2.405406e-02,0.9909,-1.0000
spikes,LTTB_OFFLINE,128,200,100,0.0500,4,246,0.0000,2.520321e-03,9.4141,1.028561e+00,0.9054,-1.0000
sine_1hz,DROP,128,200,100,0.1000,0,239,0.0011,4.319818e-03,20.6585,3.841889e-01,0.7333,-1.0000
sine_1hz,WAIT,128,200,100,0.1000,0,0,0.3382,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,128,200,100,0.1000,0,0,0.2639,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,128,200,100,0.1000,0,165,0.2688,2.790043e-03,22.5571,3.759697e-01,0.8316,-1.0000
sine_1hz,LEGACY_IMPORTANCE,128,200,100,0.1000,0,238,0.0026,1.642146e-03,24.8591,2.471682e-01,0.9372,-1.0000
sine_1hz,RANDOM_DROP,128,200,100,0.1000,0,242,0.0089,4.253048e-03,20.7262,4.021146e-01,0.7595,-1.0000
sine_1hz,DROP_MIDDLE,128,200,100,0.1000,0,243,0.0030,3.753251e-03,21.2691,3.841889e-01,0.7629,-1.0000
sine_1hz,DROP_LOW_VARIANCE,128,200,100,0.1000,0,242,0.0012,1.115032e-03,26.5403,2.744148e-01,0.8932,-1.0000
sine_1hz,IMP_FIRST_ORDER,128,200,100,0.1000,0,249,0.0030,1.737892e-03,24.6130,2.471682e-01,0.9312,-1.0000
sine_1hz,IMP_SECOND_ORDER,128,200,100,0.1000,0,251,0.0116,4.400694e-03,20.5780,4.358311e-01,0.7395,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,128,200,100,0.1000,0,247,0.0034,1.724278e-03,24.6471,2.311887e-01,0.8690,-1.0000
sine_1hz,IMP_COMPOSITE,128,200,100,0.1000,0,252,0.0023,1.892071e-03,24.2438,2.456510e-01,0.8921,-1.0000
sine_1hz,IMP_ADAPTIVE,128,200,100,0.1000,0,247,0.0024,1.818353e-03,24.4164,2.582644e-01,0.8740,-1.0000
sine_1hz,IMP_INTERP_ERROR,128,200,100,0.1000,0,250,0.0041,3.084513e-04,32.1213,9.454366e-02,0.9741,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,128,200,100,0.1000,0,241,0.0090,2.718733e-04,32.6695,7.240894e-02,0.9775,-1.0000
sine_1hz,RDP_OFFLINE,128,200,100,0.1000,0,250,0.0000,1.554547e-04,35.0971,4.481404e-02,0.9854,-1.0000
sine_1hz,LTTB_OFFLINE,128,200,100,0.1000,0,250,0.0000,2.523674e-03,22.9928,3.731007e-01,0.8708,-1.0000
chirp,DROP,128,200,100,0.1000,0,247,0.0099,4.252337e-03,20.5889,3.607125e-01,0.7470,-1.0000
chirp,WAIT,128,200,100,0.1000,0,0,0.2737,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,128,200,100,0.1000,0,0,0.2724,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,128,200,100,0.1000,0,173,0.1106,2.979210e-03,22.1342,3.722759e-01,0.8272,-1.0000
chirp,LEGACY_IMPORTANCE,128,200,100,0.1000,0,244,0.0042,2.032301e-03,23.7953,2.468264e-01,0.9297,-1.0000
chirp,RANDOM_DROP,128,200,100,0.1000,0,244,0.0075,4.373234e-03,20.4672,4.544615e-01,0.7516,-1.0000
chirp,DROP_MIDDLE,128,200,100,0.1000,0,244,0.0008,3.926906e-03,20.9347,4.005845e-01,0.7696,-1.0000
chirp,DROP_LOW_VARIANCE,128,200,100,0.1000,0,249,0.0031,1.172735e-03,26.1832,2.472766e-01,0.8841,-1.0000
chirp,IMP_FIRST_ORDER,128,200,100,0.1000,0,248,0.0047,2.023316e-03,23.8146,2.468264e-01,0.9279,-1.0000
chirp,IMP_SECOND_ORDER,128,200,100,0.1000,0,244,0.0421,3.808947e-03,21.0672,4.366314e-01,0.7762,-1.0000
chirp,IMP_WINDOWED_ENERGY,128,200,100,0.1000,0,245,0.0034,1.737772e-03,24.4753,2.137468e-01,0.8822,-1.0000
chirp,IMP_COMPOSITE,128,200,100,0.1000,0,248,0.0120,1.848914e-03,24.2060,2.196165e-01,0.8863,-1.0000
chirp,IMP_ADAPTIVE,128,200,100,0.1000,0,251,0.0025,1.911181e-03,24.0622,2.541315e-01,0.8722,-1.0000
chirp,IMP_INTERP_ERROR,128,200,100,0.1000,0,251,0.0027,3.093392e-04,31.9709,7.397372e-02,0.9757,-1.0000
chirp,IMP_INTERP_COMPOSITE,128,200,100,0.1000,0,250,0.0069,2.977477e-04,32.1367,7.397372e-02,0.9779,-1.0000
chirp,RDP_OFFLINE,128,200,100,0.1000,0,251,0.0000,1.542692e-04,34.9924,4.508941e-02,0.9869,-1.0000
chirp,LTTB_OFFLINE,128,200,100,0.1000,0,251,0.0000,2.322759e-03,23.2152,3.188419e-01,0.8877,-1.0000
spikes,DROP,128,200,100,0.1000,0,250,0.0022,7.738549e-03,6.0373,1.236230e+00,0.7775,-1.0000
spikes,WAIT,128,200,100,0.1000,0,0,0.4132,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,128,200,100,0.1000,0,0,0.3057,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,128,200,100,0.1000,0,165,0.1155,5.247500e-03,7.7244,1.203333e+00,0.8412,-1.0000
spikes,LEGACY_IMPORTANCE,128,200,100,0.1000,0,246,0.0083,2.542851e-03,10.8707,9.462063e-01,0.9449,-1.0000
spikes,RANDOM_DROP,128,200,100,0.1000,0,246,0.0080,1.202133e-02,4.1244,2.283061e+00,0.7322,-1.0000
spikes,DROP_MIDDLE,128,200,100,0.1000,0,246,0.0027,9.813488e-03,5.0057,1.928028e+00,0.7687,-1.0000
spikes,DROP_LOW_VARIANCE,128,200,100,0.1000,0,250,0.0082,1.196764e-03,14.1438,2.749642e-01,0.9049,-1.0000
spikes,IMP_FIRST_ORDER,128,200,100,0.1000,0,243,0.0325,2.556513e-03,10.8474,9.462063e-01,0.9450,-1.0000
spikes,IMP_SECOND_ORDER,128,200,100,0.1000,0,249,0.0052,1.144007e-02,4.3396,2.330411e+00,0.7545,-1.0000
spikes,IMP_WINDOWED_ENERGY,128,200,100,0.1000,0,252,0.0097,1.828655e-03,12.3026,2.946795e-01,0.8789,-1.0000
spikes,IMP_COMPOSITE,128,200,100,0.1000,0,253,0.0050,2.026606e-03,11.8562,2.444635e-01,0.9038,-1.0000
spikes,IMP_ADAPTIVE,128,200,100,0.1000,0,250,0.0037,1.767294e-03,12.4508,2.583020e-01,0.8914,-1.0000
spikes,IMP_INTERP_ERROR,128,200,100,0.1000,0,249,0.0012,3.094654e-04,20.0178,8.265726e-02,0.9776,-1.0000
spikes,IMP_INTERP_COMPOSITE,128,200,100,0.1000,0,246,0.0089,3.113042e-04,19.9921,9.451192e-02,0.9774,-1.0000
spikes,RDP_OFFLINE,128,200,100,0.1000,0,249,0.0000,1.565180e-04,22.9783,4.530054e-02,0.9871,-1.0000
spikes,LTTB_OFFLINE,128,200,100,0.1000,0,249,0.0000,5.016416e-03,7.9200,1.230839e+00,0.8915,-1.0000
sine_1hz,DROP,128,200,100,0.1000,1,249,0.0076,3.975604e-03,21.0713,4.239074e-01,0.7620,-1.0000
sine_1hz,WAIT,128,200,100,0.1000,1,0,0.2573,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,128,200,100,0.1000,1,0,0.2688,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,128,200,100,0.1000,1,171,0.0968,2.842006e-03,22.5290,3.425897e-01,0.8191,-1.0000
sine_1hz,LEGACY_IMPORTANCE,128,200,100,0.1000,1,251,0.0032,2.134715e-03,23.7719,2.400743e-01,0.9189,-1.0000
sine_1hz,RANDOM_DROP,128,200,100,0.1000,1,249,0.0076,3.704238e-03,21.3783,3.511715e-01,0.7684,-1.0000
sine_1hz,DROP_MIDDLE,128,200,100,0.1000,1,238,0.0013,3.971016e-03,21.0763,4.239074e-01,0.7622,-1.0000
sine_1hz,DROP_LOW_VARIANCE,128,200,100,0.1000,1,250,0.0010,1.400485e-03,25.6025,2.099893e-01,0.8810,-1.0000
sine_1hz,IMP_FIRST_ORDER,128,200,100,0.1000,1,249,0.0042,2.092971e-03,23.8577,2.400743e-01,0.9218,-1.0000
sine_1hz,IMP_SECOND_ORDER,128,200,100,0.1000,1,250,0.0078,3.931441e-03,21.1198,4.432343e-01,0.7679,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,128,200,100,0.1000,1,250,0.0201,1.770783e-03,24.5836,2.416868e-01,0.8664,-1.0000
sine_1hz,IMP_COMPOSITE,128,200,100,0.1000,1,250,0.0035,2.254308e-03,23.5352,2.309094e-01,0.8663,-1.0000
sine_1hz,IMP_ADAPTIVE,128,200,100,0.1000,1,244,0.0033,2.055136e-03,23.9369,2.377735e-01,0.8635,-1.0000
sine_1hz,IMP_INTERP_ERROR,128,200,100,0.1000,1,255,0.0018,3.446998e-04,31.6909,8.113713e-02,0.9823,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,128,200,100,0.1000,1,249,0.0054,3.325602e-04,31.8466,8.084912e-02,0.9834,-1.0000
sine_1hz,RDP_OFFLINE,128,200,100,0.1000,1,255,0.0000,1.880109e-04,34.3235,4.876112e-02,0.9877,-1.0000
sine_1hz,LTTB_OFFLINE,128,200,100,0.1000,1,255,0.0000,2.429671e-03,23.2098,2.970685e-01,0.8600,-1.0000
chirp,DROP,128,200,100,0.1000,1,254,0.0005,4.006756e-03,20.8884,3.516661e-01,0.7695,-1.0000
chirp,WAIT,128,200,100,0.1000,1,0,0.1509,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,128,200,100,0.1000,1,0,0.2983,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,128,200,100,0.1000,1,181,0.1105,2.565902e-03,22.8240,3.512192e-01,0.8452,-1.0000
chirp,LEGACY_IMPORTANCE,128,200,100,0.1000,1,250,0.0028,2.232116e-03,23.4292,3.205940e-01,0.9258,-1.0000
chirp,RANDOM_DROP,128,200,100,0.1000,1,254,0.0079,4.511793e-03,20.3729,3.810180e-01,0.7707,-1.0000
chirp,DROP_MIDDLE,128,200,100,0.1000,1,247,0.0099,4.454701e-03,20.4282,4.421188e-01,0.7391,-1.0000
chirp,DROP_LOW_VARIANCE,128,200,100,0.1000,1,252,0.0040,1.595937e-03,24.8862,3.017569e-01,0.8722,-1.0000
chirp,IMP_FIRST_ORDER,128,200,100,0.1000,1,245,0.0054,2.159697e-03,23.5724,3.205940e-01,0.9271,-1.0000
chirp,IMP_SECOND_ORDER,128,200,100,0.1000,1,242,0.0319,3.823258e-03,21.0920,4.421188e-01,0.7817,-1.0000
chirp,IMP_WINDOWED_ENERGY,128,200,100,0.1000,1,252,0.0032,2.032567e-03,23.8359,2.976247e-01,0.8718,-1.0000
chirp,IMP_COMPOSITE,128,200,100,0.1000,1,247,0.0032,2.077708e-03,23.7405,2.172351e-01,0.8877,-1.0000
chirp,IMP_ADAPTIVE,128,200,100,0.1000,1,251,0.0043,2.082942e-03,23.7296,2.172351e-01,0.8800,-1.0000
chirp,IMP_INTERP_ERROR,128,200,100,0.1000,1,249,0.0031,3.259108e-04,31.7854,7.952739e-02,0.9826,-1.0000
chirp,IMP_INTERP_COMPOSITE,128,200,100,0.1000,1,247,0.0034,3.401255e-04,31.6000,1.112580e-01,0.9818,-1.0000
chirp,RDP_OFFLINE,128,200,100,0.1000,1,249,0.0000,1.782574e-04,34.4059,4.667886e-02,0.9888,-1.0000
chirp,LTTB_OFFLINE,128,200,100,0.1000,1,249,0.0000,2.253633e-03,23.3875,3.735011e-01,0.8854,-1.0000
spikes,DROP,128,200,100,0.1000,1,249,0.0021,9.453359e-03,5.0592,1.901464e+00,0.7669,-1.0000
spikes,WAIT,128,200,100,0.1000,1,0,0.2666,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,128,200,100,0.1000,1,0,0.2435,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,128,200,100,0.1000,1,161,0.2814,8.161713e-03,5.6972,1.901464e+00,0.8128,-1.0000
spikes,LEGACY_IMPORTANCE,128,200,100,0.1000,1,241,0.0014,1.973723e-03,11.8622,2.401250e-01,0.9332,-1.0000
spikes,RANDOM_DROP,128,200,100,0.1000,1,246,0.0074,7.363300e-03,6.1443,1.935286e+00,0.7746,-1.0000
spikes,DROP_MIDDLE,128,200,100,0.1000,1,242,0.0021,1.195945e-02,4.0379,1.935286e+00,0.7462,-1.0000
spikes,DROP_LOW_VARIANCE,128,200,100,0.1000,1,241,0.0013,1.237646e-03,13.8891,1.773072e-01,0.9017,-1.0000
spikes,IMP_FIRST_ORDER,128,200,100,0.1000,1,253,0.0107,2.034863e-03,11.7297,2.401250e-01,0.9299,-1.0000
spikes,IMP_SECOND_ORDER,128,200,100,0.1000,1,246,0.0031,1.199970e-02,4.0233,1.901464e+00,0.7329,-1.0000
spikes,IMP_WINDOWED_ENERGY,128,200,100,0.1000,1,244,0.0051,1.869542e-03,12.0977,2.689200e-01,0.8819,-1.0000
spikes,IMP_COMPOSITE,128,200,100,0.1000,1,250,0.0041,2.213469e-03,11.3643,2.377760e-01,0.8957,-1.0000
spikes,IMP_ADAPTIVE,128,200,100,0.1000,1,247,0.0083,1.983040e-03,11.8417,2.134352e-01,0.8864,-1.0000
spikes,IMP_INTERP_ERROR,128,200,100,0.1000,1,242,0.0025,3.001221e-04,20.0420,7.370157e-02,0.9865,-1.0000
spikes,IMP_INTERP_COMPOSITE,128,200,100,0.1000,1,239,0.0081,2.945504e-04,20.1234,7.370157e-02,0.9876,-1.0000
spikes,RDP_OFFLINE,128,200,100,0.1000,1,242,0.0000,1.675363e-04,22.5739,4.608782e-02,0.9913,-1.0000
spikes,LTTB_OFFLINE,128,200,100,0.1000,1,242,0.0000,4.385245e-03,8.3951,9.848176e-01,0.8864,-1.0000
sine_1hz,DROP,128,200,100,0.1000,2,249,0.0011,3.383462e-03,21.7604,3.732603e-01,0.7754,-1.0000
sine_1hz,WAIT,128,200,100,0.1000,2,0,0.2179,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,128,200,100,0.1000,2,0,0.2363,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,128,200,100,0.1000,2,175,0.2052,2.315153e-03,23.4082,3.732603e-01,0.8391,-1.0000
sine_1hz,LEGACY_IMPORTANCE,128,200,100,0.1000,2,250,0.0010,1.666740e-03,24.8353,2.208229e-01,0.9305,-1.0000
sine_1hz,RANDOM_DROP,128,200,100,0.1000,2,245,0.0253,3.591157e-03,21.5016,3.976218e-01,0.7494,-1.0000
sine_1hz,DROP_MIDDLE,128,200,100,0.1000,2,249,0.0009,3.736587e-03,21.3292,3.784451e-01,0.7557,-1.0000
sine_1hz,DROP_LOW_VARIANCE,128,200,100,0.1000,2,250,0.0059,1.025956e-03,26.9427,2.112848e-01,0.8918,-1.0000
sine_1hz,IMP_FIRST_ORDER,128,200,100,0.1000,2,248,0.0029,1.699918e-03,24.7497,2.208229e-01,0.9307,-1.0000
sine_1hz,IMP_SECOND_ORDER,128,200,100,0.1000,2,254,0.0028,3.815782e-03,21.2381,3.976218e-01,0.7492,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,128,200,100,0.1000,2,248,0.0029,1.523219e-03,25.2264,2.218022e-01,0.8667,-1.0000
sine_1hz,IMP_COMPOSITE,128,200,100,0.1000,2,249,0.0045,1.755072e-03,24.6110,2.534950e-01,0.8853,-1.0000
sine_1hz,IMP_ADAPTIVE,128,200,100,0.1000,2,246,0.0046,1.635740e-03,24.9168,2.069714e-01,0.8707,-1.0000
sine_1hz,IMP_INTERP_ERROR,128,200,100,0.1000,2,253,0.0027,2.372778e-04,33.3014,7.086895e-02,0.9814,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,128,200,100,0.1000,2,246,0.0030,2.281903e-04,33.4710,7.086895e-02,0.9840,-1.0000
sine_1hz,RDP_OFFLINE,128,200,100,0.1000,2,253,0.0000,1.263276e-04,36.0390,4.177749e-02,0.9871,-1.0000
sine_1hz,LTTB_OFFLINE,128,200,100,0.1000,2,253,0.0000,2.055225e-03,23.9254,3.525693e-01,0.8675,-1.0000
chirp,DROP,128,200,100,0.1000,2,248,0.0010,3.603381e-03,21.3360,3.984307e-01,0.7751,-1.0000
chirp,WAIT,128,200,100,0.1000,2,0,0.2435,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,128,200,100,0.1000,2,0,0.3116,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,128,200,100,0.1000,2,173,0.1067,2.434617e-03,23.0388,4.626529e-01,0.8456,-1.0000
chirp,LEGACY_IMPORTANCE,128,200,100,0.1000,2,247,0.0024,1.659927e-03,24.7022,2.504847e-01,0.9371,-1.0000
chirp,RANDOM_DROP,128,200,100,0.1000,2,240,0.0091,3.626216e-03,21.3086,3.790298e-01,0.7755,-1.0000
chirp,DROP_MIDDLE,128,200,100,0.1000,2,249,0.0009,3.568879e-03,21.3778,4.626529e-01,0.7744,-1.0000
chirp,DROP_LOW_VARIANCE,128,200,100,0.1000,2,248,0.0040,1.141600e-03,26.3280,1.960909e-01,0.8959,-1.0000
chirp,IMP_FIRST_ORDER,128,200,100,0.1000,2,239,0.0095,1.597216e-03,24.8695,2.504847e-01,0.9409,-1.0000
chirp,IMP_SECOND_ORDER,128,200,100,0.1000,2,249,0.0039,3.244356e-03,21.7918,4.626529e-01,0.8041,-1.0000
chirp,IMP_WINDOWED_ENERGY,128,200,100,0.1000,2,244,0.0034,1.480447e-03,25.1992,2.527689e-01,0.8858,-1.0000
chirp,IMP_COMPOSITE,128,200,100,0.1000,2,250,0.0059,1.965318e-03,23.9688,3.263933e-01,0.8937,-1.0000
chirp,IMP_ADAPTIVE,128,200,100,0.1000,2,241,0.0050,1.351564e-03,25.5947,1.834780e-01,0.9019,-1.0000
chirp,IMP_INTERP_ERROR,128,200,100,0.1000,2,249,0.0194,2.359871e-04,33.1742,8.760180e-02,0.9851,-1.0000
chirp,IMP_INTERP_COMPOSITE,128,200,100,0.1000,2,247,0.0053,2.270676e-04,33.3415,7.143580e-02,0.9864,-1.0000
chirp,RDP_OFFLINE,128,200,100,0.1000,2,249,0.0000,1.209841e-04,36.0758,4.166532e-02,0.9905,-1.0000
chirp,LTTB_OFFLINE,128,200,100,0.1000,2,249,0.0000,2.052290e-03,23.7807,3.517383e-01,0.8691,-1.0000
spikes,DROP,128,200,100,0.1000,2,246,0.0010,1.013383e-02,4.7938,2.118642e+00,0.7672,-1.0000
spikes,WAIT,128,200,100,0.1000,2,0,0.2752,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,128,200,100,0.1000,2,0,0.3566,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,128,200,100,0.1000,2,177,0.1515,8.992640e-03,5.3127,2.013251e+00,0.8280,-1.0000
spikes,LEGACY_IMPORTANCE,128,200,100,0.1000,2,247,0.0081,2.596612e-03,10.7075,9.406675e-01,0.9406,-1.0000
spikes,RANDOM_DROP,128,200,100,0.1000,2,246,0.0082,8.130439e-03,5.7504,2.118642e+00,0.7742,-1.0000
spikes,DROP_MIDDLE,128,200,100,0.1000,2,251,0.0027,9.828516e-03,4.9267,2.013251e+00,0.7666,-1.0000
spikes,DROP_LOW_VARIANCE,128,200,100,0.1000,2,250,0.0014,9.415184e-04,15.1132,1.719710e-01,0.9083,-1.0000
spikes,IMP_FIRST_ORDER,128,200,100,0.1000,2,246,0.0045,2.558018e-03,10.7725,9.406675e-01,0.9427,-1.0000
spikes,IMP_SECOND_ORDER,128,200,100,0.1000,2,249,0.0029,7.884603e-03,5.8837,1.132075e+00,0.7993,-1.0000
spikes,IMP_WINDOWED_ENERGY,128,200,100,0.1000,2,252,0.0034,1.497743e-03,13.0972,2.214090e-01,0.8863,-1.0000
spikes,IMP_COMPOSITE,128,200,100,0.1000,2,251,0.0071,1.766410e-03,12.3806,2.386909e-01,0.8969,-1.0000
spikes,IMP_ADAPTIVE,128,200,100,0.1000,2,246,0.0143,1.712106e-03,12.5162,2.157818e-01,0.8928,-1.0000
spikes,IMP_INTERP_ERROR,128,200,100,0.1000,2,248,0.0081,2.361316e-04,21.1200,7.088659e-02,0.9857,-1.0000
spikes,IMP_INTERP_COMPOSITE,128,200,100,0.1000,2,248,0.0089,2.458845e-04,20.9442,8.775748e-02,0.9842,-1.0000
spikes,RDP_OFFLINE,128,200,100,0.1000,2,248,0.0000,1.247890e-04,23.8898,4.177601e-02,0.9897,-1.0000
spikes,LTTB_OFFLINE,128,200,100,0.1000,2,248,0.0000,4.237553e-03,8.5804,1.132075e+00,0.8896,-1.0000
sine_1hz,DROP,128,200,100,0.1000,3,246,0.0007,3.333936e-03,21.8376,4.215293e-01,0.7713,-1.0000
sine_1hz,WAIT,128,200,100,0.1000,3,0,0.3074,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,TIMED,128,200,100,0.1000,3,0,0.2294,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
sine_1hz,ADAPTIVE,128,200,100,0.1000,3,165,0.2233,2.137235e-03,23.7687,3.377956e-01,0.8500,-1.0000
sine_1hz,LEGACY_IMPORTANCE,128,200,100,0.1000,3,246,0.0080,1.774888e-03,24.5755,2.052703e-01,0.9312,-1.0000
sine_1hz,RANDOM_DROP,128,200,100,0.1000,3,249,0.0074,3.666392e-03,21.4248,3.896634e-01,0.7608,-1.0000
sine_1hz,DROP_MIDDLE,128,200,100,0.1000,3,246,0.0009,3.127161e-03,22.1157,4.368713e-01,0.7871,-1.0000
sine_1hz,DROP_LOW_VARIANCE,128,200,100,0.1000,3,239,0.0044,8.359318e-04,27.8455,1.905828e-01,0.9014,-1.0000
sine_1hz,IMP_FIRST_ORDER,128,200,100,0.1000,3,249,0.0064,1.823101e-03,24.4591,2.052703e-01,0.9288,-1.0000
sine_1hz,IMP_SECOND_ORDER,128,200,100,0.1000,3,250,0.0030,3.241849e-03,21.9593,4.215293e-01,0.7718,-1.0000
sine_1hz,IMP_WINDOWED_ENERGY,128,200,100,0.1000,3,244,0.0054,1.333813e-03,25.8163,2.042480e-01,0.8707,-1.0000
sine_1hz,IMP_COMPOSITE,128,200,100,0.1000,3,243,0.0045,1.309374e-03,25.8966,1.820373e-01,0.8996,-1.0000
sine_1hz,IMP_ADAPTIVE,128,200,100,0.1000,3,250,0.0091,1.630225e-03,24.9447,2.628101e-01,0.8850,-1.0000
sine_1hz,IMP_INTERP_ERROR,128,200,100,0.1000,3,244,0.0022,2.368474e-04,33.3225,6.419139e-02,0.9785,-1.0000
sine_1hz,IMP_INTERP_COMPOSITE,128,200,100,0.1000,3,250,0.0086,2.473219e-04,33.1346,6.644219e-02,0.9750,-1.0000
sine_1hz,RDP_OFFLINE,128,200,100,0.1000,3,244,0.0000,1.111705e-04,36.6073,3.910750e-02,0.9919,-1.0000
sine_1hz,LTTB_OFFLINE,128,200,100,0.1000,3,244,0.0000,1.898772e-03,24.2825,3.128548e-01,0.8769,-1.0000
chirp,DROP,128,200,100,0.1000,3,249,0.0085,3.417384e-03,21.4969,4.367422e-01,0.7725,-1.0000
chirp,WAIT,128,200,100,0.1000,3,0,0.3480,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,TIMED,128,200,100,0.1000,3,0,0.2896,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
chirp,ADAPTIVE,128,200,100,0.1000,3,171,0.1145,2.003572e-03,23.8158,3.130328e-01,0.8579,-1.0000
chirp,LEGACY_IMPORTANCE,128,200,100,0.1000,3,245,0.0025,1.862662e-03,24.1325,2.187180e-01,0.9316,-1.0000
chirp,RANDOM_DROP,128,200,100,0.1000,3,245,0.0080,3.623586e-03,21.2424,4.039786e-01,0.7884,-1.0000
chirp,DROP_MIDDLE,128,200,100,0.1000,3,243,0.0012,2.869977e-03,22.2550,3.616245e-01,0.8125,-1.0000
chirp,DROP_LOW_VARIANCE,128,200,100,0.1000,3,243,0.0080,1.191926e-03,26.0713,2.205996e-01,0.8946,-1.0000
chirp,IMP_FIRST_ORDER,128,200,100,0.1000,3,246,0.0038,1.840442e-03,24.1846,2.187180e-01,0.9310,-1.0000
chirp,IMP_SECOND_ORDER,128,200,100,0.1000,3,241,0.0024,3.113938e-03,21.9007,4.367422e-01,0.7942,-1.0000
chirp,IMP_WINDOWED_ENERGY,128,200,100,0.1000,3,247,0.0040,1.661803e-03,24.6280,2.862030e-01,0.8736,-1.0000
chirp,IMP_COMPOSITE,128,200,100,0.1000,3,245,0.0117,1.762934e-03,24.3715,2.673142e-01,0.9074,-1.0000
chirp,IMP_ADAPTIVE,128,200,100,0.1000,3,246,0.0031,1.543354e-03,24.9492,2.035420e-01,0.8981,-1.0000
chirp,IMP_INTERP_ERROR,128,200,100,0.1000,3,250,0.0029,2.607209e-04,32.6721,6.891532e-02,0.9803,-1.0000
chirp,IMP_INTERP_COMPOSITE,128,200,100,0.1000,3,249,0.0026,2.481546e-04,32.8866,6.891532e-02,0.9803,-1.0000
chirp,RDP_OFFLINE,128,200,100,0.1000,3,250,0.0000,1.217535e-04,35.9790,4.069068e-02,0.9919,-1.0000
chirp,LTTB_OFFLINE,128,200,100,0.1000,3,250,0.0000,2.195101e-03,23.4193,3.616245e-01,0.8771,-1.0000
spikes,DROP,128,200,100,0.1000,3,250,0.0010,1.416015e-02,3.3166,2.084518e+00,0.7512,-1.0000
spikes,WAIT,128,200,100,0.1000,3,0,0.1760,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,TIMED,128,200,100,0.1000,3,0,0.2696,0.000000e+00,100.0000,0.000000e+00,1.0000,-1.0000
spikes,ADAPTIVE,128,200,100,0.1000,3,168,0.1065,2.796252e-03,10.3615,1.014536e+00,0.8912,-1.0000
spikes,LEGACY_IMPORTANCE,128,200,100,0.1000,3,242,0.0045,1.717492e-03,12.4783,2.150049e-01,0.9442,-1.0000
spikes,RANDOM_DROP,128,200,100,0.1000,3,239,0.0097,1.626960e-02,2.7135,2.207473e+00,0.7148,-1.0000
spikes,DROP_MIDDLE,128,200,100,0.1000,3,244,0.0083,9.933892e-03,4.8561,2.010855e+00,0.7799,-1.0000
spikes,DROP_LOW_VARIANCE,128,200,100,0.1000,3,244,0.0046,8.849955e-04,15.3579,1.908176e-01,0.9116,-1.0000
