signal,condition,load,mode,buffer_size,overload,retained,CR,snr_db,snr_saturated,pnr_orig_db,pnr_db,pnr_loss,amp_error_pct,diagnosable
B014_3,ball,3,DROP,256,5,2655,4.5198,-0.741,0,5.467,5.658,-0.191,91.988,0
B014_3,ball,3,IE_ORACLE,256,5,2655,4.5198,4.2783,0,5.467,5.005,0.462,7.687,0
B014_3,ball,3,LTTB,256,5,2655,4.5198,0.3337,0,5.467,6.853,-1.386,68.019,0
B014_3,ball,3,SDT,256,5,2656,4.5181,3.6984,0,5.467,5.585,-0.118,19.333,0
B014_3,ball,3,SDT_BOUNDED,256,5,2590,4.6332,3.0026,0,5.467,4.904,0.563,8.905,0
B014_3,ball,3,IE,256,10,1455,8.2474,0.259,0,5.467,5.725,-0.258,27.742,0
B014_3,ball,3,VW,256,10,1455,8.2474,-0.0342,0,5.467,1.253,4.214,41.712,0
B014_3,ball,3,DROP,256,10,1455,8.2474,-1.3168,0,5.467,3.906,1.561,97.036,0
B014_3,ball,3,IE_ORACLE,256,10,1455,8.2474,0.3375,0,5.467,5.262,0.205,22.062,0
B014_3,ball,3,LTTB,256,10,1455,8.2474,-1.5728,0,5.467,-0.991,6.458,90.213,0
B014_3,ball,3,SDT,256,10,1456,8.2418,1.4061,0,5.467,6.538,-1.071,23.923,1
B014_3,ball,3,SDT_BOUNDED,256,10,1416,8.4746,1.2604,0,5.467,4.385,1.082,10.545,0
B014_3,ball,3,IE,256,20,855,14.0351,-2.2901,0,5.467,6.272,-0.805,12.958,1
B014_3,ball,3,VW,256,20,855,14.0351,-1.2075,0,5.467,1.905,3.562,53.421,0
B014_3,ball,3,DROP,256,20,855,14.0351,-1.7463,0,5.467,-0.447,5.914,99.157,0
B014_3,ball,3,IE_ORACLE,256,20,855,14.0351,-2.3075,0,5.467,6.877,-1.41,31.953,1
B014_3,ball,3,LTTB,256,20,855,14.0351,-2.5711,0,5.467,4.513,0.954,90.564,0
B014_3,ball,3,SDT,256,20,854,14.0515,0.1156,0,5.467,3.534,1.933,10.611,0
B014_3,ball,3,SDT_BOUNDED,256,20,827,14.5103,-0.0375,0,5.467,2.762,2.705,22.983,0
B014_3,ball,3,IE,256,50,495,24.2424,-3.8268,0,5.467,6.443,-0.976,2.291,1
B014_3,ball,3,VW,256,50,495,24.2424,-2.4907,0,5.467,3.049,2.418,74.902,0
B014_3,ball,3,DROP,256,50,495,24.2424,-2.6066,0,5.467,7.553,-2.086,99.57,1
B014_3,ball,3,IE_ORACLE,256,50,495,24.2424,-3.6679,0,5.467,5.621,-0.154,5.501,0
B014_3,ball,3,LTTB,256,50,495,24.2424,-3.5195,0,5.467,3.221,2.246,90.45,0
B014_3,ball,3,SDT,256,50,496,24.1935,-0.7525,0,5.467,2.629,2.838,17.17,0
B014_3,ball,3,SDT_BOUNDED,256,50,482,24.8963,-0.905,0,5.467,4.113,1.354,4.371,0
B014_3,ball,3,IE,512,5,2911,4.1223,4.2196,0,5.467,5.444,0.023,18.056,0
B014_3,ball,3,VW,512,5,2911,4.1223,3.2933,0,5.467,5.748,-0.281,8.125,0
B014_3,ball,3,DROP,512,5,2911,4.1223,-0.5067,0,5.467,2.193,3.274,94.677,0
B014_3,ball,3,IE_ORACLE,512,5,2911,4.1223,5.0165,0,5.467,4.824,0.643,1.211,0
B014_3,ball,3,LTTB,512,5,2911,4.1223,0.6654,0,5.467,5.64,-0.173,67.929,0
B014_3,ball,3,SDT,512,5,2911,4.1223,4.2613,0,5.467,5.835,-0.368,26.753,0
B014_3,ball,3,SDT_BOUNDED,512,5,2893,4.1479,4.0511,0,5.467,5.882,-0.415,25.38,0
B014_3,ball,3,IE,512,10,1711,7.0134,0.7877,0,5.467,6.979,-1.512,38.146,1
B014_3,ball,3,VW,512,10,1711,7.0134,0.5468,0,5.467,2.913,2.554,32.837,0
B014_3,ball,3,DROP,512,10,1711,7.0134,-1.13,0,5.467,3.63,1.837,96.861,0
B014_3,ball,3,IE_ORACLE,512,10,1711,7.0134,1.0735,0,5.467,5.444,0.023,15.894,0
B014_3,ball,3,LTTB,512,10,1711,7.0134,-1.1745,0,5.467,5.877,-0.41,79.051,0
B014_3,ball,3,SDT,512,10,1711,7.0134,1.7506,0,5.467,5.657,-0.19,22.756,0
B014_3,ball,3,SDT_BOUNDED,512,10,1698,7.0671,1.7007,0,5.467,4.82,0.647,18.473,0
B014_3,ball,3,IE,512,20,1111,10.8011,-1.3658,0,5.467,6.114,-0.647,26.768,1
B014_3,ball,3,VW,512,20,1111,10.8011,-0.7623,0,5.467,1.329,4.138,46.172,0
B014_3,ball,3,DROP,512,20,1111,10.8011,-1.4202,0,5.467,5.944,-0.477,98.054,0
B014_3,ball,3,IE_ORACLE,512,20,1111,10.8011,-1.299,0,5.467,5.417,0.05,26.511,0
B014_3,ball,3,LTTB,512,20,1111,10.8011,-2.0572,0,5.467,4.717,0.75,83.231,0
B014_3,ball,3,SDT,512,20,1111,10.8011,0.6808,0,5.467,5.997,-0.53,16.384,0
B014_3,ball,3,SDT_BOUNDED,512,20,1105,10.8597,0.6115,0,5.467,6.017,-0.55,1.734,1
B014_3,ball,3,IE,512,50,751,15.9787,-2.9634,0,5.467,8.811,-3.344,24.996,1
B014_3,ball,3,VW,512,50,751,15.9787,-1.3997,0,5.467,1.996,3.471,46.194,0
B014_3,ball,3,DROP,512,50,751,15.9787,-2.0589,0,5.467,2.99,2.477,99.307,0
B014_3,ball,3,IE_ORACLE,512,50,751,15.9787,-2.5083,0,5.467,6.397,-0.93,24.359,1
B014_3,ball,3,LTTB,512,50,751,15.9787,-2.6496,0,5.467,4.163,1.304,85.375,0
B014_3,ball,3,SDT,512,50,746,16.0858,-0.1797,0,5.467,2.363,3.104,20.93,0
B014_3,ball,3,SDT_BOUNDED,512,50,746,16.0858,-0.1797,0,5.467,2.363,3.104,20.93,0
OR014@6_0,outer_race,0,IE,128,5,2527,4.7487,0.5361,0,7.543,6.467,1.076,0.25,0
OR014@6_0,outer_race,0,VW,128,5,2527,4.7487,0.0471,0,7.543,5.569,1.974,34.242,0
OR014@6_0,outer_race,0,DROP,128,5,2527,4.7487,-0.5339,0,7.543,2.648,4.895,92.722,0
OR014@6_0,outer_race,0,IE_ORACLE,128,5,2527,4.7487,0.6135,0,7.543,6.936,0.607,9.583,0
OR014@6_0,outer_race,0,LTTB,128,5,2527,4.7487,-0.959,0,7.543,6.054,1.489,74.525,0
OR014@6_0,outer_race,0,SDT,128,5,2527,4.7487,1.2812,0,7.543,7.373,0.17,14.708,0
OR014@6_0,outer_race,0,SDT_BOUNDED,128,5,2471,4.8563,1.06,0,7.543,6.206,1.337,4.661,0
OR014@6_0,outer_race,0,IE,128,10,1327,9.043,-2.1254,0,7.543,7.57,-0.027,1.92,0
OR014@6_0,outer_race,0,VW,128,10,1327,9.043,-1.5866,0,7.543,8.245,-0.702,69.896,0
OR014@6_0,outer_race,0,DROP,128,10,1327,9.043,-1.8891,0,7.543,2.116,5.427,98.265,0
OR014@6_0,outer_race,0,IE_ORACLE,128,10,1327,9.043,-1.9633,0,7.543,7.596,-0.053,7.616,0
OR014@6_0,outer_race,0,LTTB,128,10,1327,9.043,-1.9618,0,7.543,3.675,3.868,87.254,0
OR014@6_0,outer_race,0,SDT,128,10,1325,9.0566,0.0201,0,7.543,7.059,0.484,13.17,0
OR014@6_0,outer_race,0,SDT_BOUNDED,128,10,1292,9.2879,-0.2185,0,7.543,6.8,0.743,16.131,0
OR014@6_0,outer_race,0,IE,128,20,727,16.5062,-3.2715,0,7.543,7.326,0.217,20.535,0
OR014@6_0,outer_race,0,VW,128,20,727,16.5062,-2.3712,0,7.543,3.757,3.786,87.032,0
OR014@6_0,outer_race,0,DROP,128,20,727,16.5062,-2.0198,0,7.543,5.311,2.232,98.919,0
OR014@6_0,outer_race,0,IE_ORACLE,128,20,727,16.5062,-3.6841,0,7.543,7.64,-0.097,12.527,0
OR014@6_0,outer_race,0,LTTB,128,20,727,16.5062,-2.8242,0,7.543,6.021,1.522,90.056,0
OR014@6_0,outer_race,0,SDT,128,20,728,16.4835,-0.4238,0,7.543,4.816,2.727,37.597,0
OR014@6_0,outer_race,0,SDT_BOUNDED,128,20,713,16.8303,-0.5319,0,7.543,4.923,2.62,37.006,0
OR014@6_0,outer_race,0,IE,128,50,367,32.6975,-4.5095,0,7.543,6.081,1.462,51.209,1
OR014@6_0,outer_race,0,VW,128,50,367,32.6975,-3.0941,0,7.543,2.406,5.137,96.306,0
OR014@6_0,outer_race,0,DROP,128,50,367,32.6975,-1.7411,0,7.543,4.273,3.27,99.827,0
OR014@6_0,outer_race,0,IE_ORACLE,128,50,367,32.6975,-5.2341,0,7.543,7.492,0.051,22.942,0
OR014@6_0,outer_race,0,LTTB,128,50,367,32.6975,-3.7065,0,7.543,5.407,2.136,92.864,0
OR014@6_0,outer_race,0,SDT,128,50,367,32.6975,-1.0035,0,7.543,7.252,0.291,46.996,1
OR014@6_0,outer_race,0,SDT_BOUNDED,128,50,365,32.8767,-1.0194,0,7.543,7.194,0.349,47.187,1
OR014@6_0,outer_race,0,IE,256,5,2655,4.5198,0.6866,0,7.543,5.984,1.559,3.651,0
OR014@6_0,outer_race,0,VW,256,5,2655,4.5198,0.2188,0,7.543,5.312,2.231,38.489,0
OR014@6_0,outer_race,0,DROP,256,5,2655,4.5198,-0.4776,0,7.543,8.026,-0.483,87.519,1
OR014@6_0,outer_race,0,IE_ORACLE,256,5,2655,4.5198,0.8323,0,7.543,5.957,1.586,7.894,0
OR014@6_0,outer_race,0,LTTB,256,5,2655,4.5198,-0.7402,0,7.543,4.382,3.161,80.034,0
OR014@6_0,outer_race,0,SDT,256,5,2656,4.5181,1.3949,0,7.543,7.528,0.015,17.125,0
OR014@6_0,outer_race,0,SDT_BOUNDED,256,5,2615,4.5889,1.2236,0,7.543,7.833,-0.29,16.62,0
OR014@6_0,outer_race,0,IE,256,10,1455,8.2474,-1.8914,0,7.543,8.909,-1.366,7.858,0
OR014@6_0,outer_race,0,VW,256,10,1455,8.2474,-1.41,0,7.543,8.282,-0.739,67.29,0
OR014@6_0,outer_race,0,DROP,256,10,1455,8.2474,-1.8588,0,7.543,4.923,2.62,97.804,0
OR014@6_0,outer_race,0,IE_ORACLE,256,10,1455,8.2474,-1.7214,0,7.543,7.906,-0.363,9.59,0
OR014@6_0,outer_race,0,LTTB,256,10,1455,8.2474,-1.7762,0,7.543,6.019,1.524,82.185,0
OR014@6_0,outer_race,0,SDT,256,10,1457,8.2361,0.1533,0,7.543,8.284,-0.741,5.981,0
OR014@6_0,outer_race,0,SDT_BOUNDED,256,10,1432,8.3799,0.0643,0,7.543,6.874,0.669,17.556,0
OR014@6_0,outer_race,0,IE,256,20,855,14.0351,-3.1642,0,7.543,7.542,0.001,21.977,0
OR014@6_0,outer_race,0,VW,256,20,855,14.0351,-2.3135,0,7.543,8.079,-0.536,76.403,0
OR014@6_0,outer_race,0,DROP,256,20,855,14.0351,-1.971,0,7.543,7.728,-0.185,98.589,1
OR014@6_0,outer_race,0,IE_ORACLE,256,20,855,14.0351,-3.0822,0,7.543,7.676,-0.133,1.516,0
OR014@6_0,outer_race,0,LTTB,256,20,855,14.0351,-2.6801,0,7.543,5.921,1.622,88.365,0
OR014@6_0,outer_race,0,SDT,256,20,856,14.0187,-0.34,0,7.543,6.481,1.062,28.979,0
OR014@6_0,outer_race,0,SDT_BOUNDED,256,20,842,14.2518,-0.3704,0,7.543,6.181,1.362,31.951,1
OR014@6_0,outer_race,0,IE,256,50,495,24.2424,-4.2071,0,7.543,3.176,4.367,49.604,0
OR014@6_0,outer_race,0,VW,256,50,495,24.2424,-2.9501,0,7.543,6.691,0.852,90.041,0
OR014@6_0,outer_race,0,DROP,256,50,495,24.2424,-2.052,0,7.543,3.859,3.684,99.822,0
OR014@6_0,outer_race,0,IE_ORACLE,256,50,495,24.2424,-4.7149,0,7.543,6.602,0.941,23.081,0
OR014@6_0,outer_race,0,LTTB,256,50,495,24.2424,-3.4295,0,7.543,4.705,2.838,94.23,0
OR014@6_0,outer_race,0,SDT,256,50,496,24.1935,-0.7126,0,7.543,7.256,0.287,28.851,1
OR014@6_0,outer_race,0,SDT_BOUNDED,256,50,492,24.3902,-0.6909,0,7.543,7.272,0.271,28.699,1
OR014@6_0,outer_race,0,IE,512,5,2911,4.1223,0.9406,0,7.543,5.685,1.858,2.466,0
OR014@6_0,outer_race,0,VW,512,5,2911,4.1223,0.4583,0,7.543,6.533,1.01,22.277,0
OR014@6_0,outer_race,0,DROP,512,5,2911,4.1223,-0.4125,0,7.543,7.186,0.357,89.632,0
OR014@6_0,outer_race,0,IE_ORACLE,512,5,2911,4.1223,1.4187,0,7.543,7.248,0.295,22.649,1
OR014@6_0,outer_race,0,LTTB,512,5,2911,4.1223,-0.3812,0,7.543,6.977,0.566,73.618,0
OR014@6_0,outer_race,0,SDT,512,5,2907,4.128,1.6697,0,7.543,7.372,0.171,12.632,1
OR014@6_0,outer_race,0,SDT_BOUNDED,512,5,2893,4.1479,1.6428,0,7.543,6.868,0.675,9.649,1
OR014@6_0,outer_race,0,IE,512,10,1711,7.0134,-1.3167,0,7.543,7.102,0.441,8.214,0
OR014@6_0,outer_race,0,VW,512,10,1711,7.0134,-1.1058,0,7.543,7.433,0.11,61.024,0
OR014@6_0,outer_race,0,DROP,512,10,1711,7.0134,-1.8259,0,7.543,3.289,4.254,98.307,0
OR014@6_0,outer_race,0,IE_ORACLE,512,10,1711,7.0134,-1.1174,0,7.543,6.406,1.137,0.133,0
OR014@6_0,outer_race,0,LTTB,512,10,1711,7.0134,-1.6036,0,7.543,9.375,-1.832,73.001,1
OR014@6_0,outer_race,0,SDT,512,10,1712,7.0093,0.4683,0,7.543,6.924,0.619,8.443,0
OR014@6_0,outer_race,0,SDT_BOUNDED,512,10,1698,7.0671,0.4337,0,7.543,6.883,0.66,6.662,0
OR014@6_0,outer_race,0,IE,512,20,1111,10.8011,-2.6382,0,7.543,8.457,-0.914,8.593,0
OR014@6_0,outer_race,0,VW,512,20,1111,10.8011,-1.9545,0,7.543,-0.484,8.027,88.729,0
OR014@6_0,outer_race,0,DROP,512,20,1111,10.8011,-1.8565,0,7.543,7.508,0.035,98.764,0
OR014@6_0,outer_race,0,IE_ORACLE,512,20,1111,10.8011,-2.3588,0,7.543,8.026,-0.483,4.156,0
OR014@6_0,outer_race,0,LTTB,512,20,1111,10.8011,-2.1422,0,7.543,5.59,1.953,86.209,0
OR014@6_0,outer_race,0,SDT,512,20,1112,10.7914,-0.0995,0,7.543,7.168,0.375,9.426,0
OR014@6_0,outer_race,0,SDT_BOUNDED,512,20,1108,10.8303,-0.1082,0,7.543,7.111,0.432,14.064,0
OR014@6_0,outer_race,0,IE,512,50,751,15.9787,-3.662,0,7.543,8.029,-0.486,14.176,0
OR014@6_0,outer_race,0,VW,512,50,751,15.9787,-2.4101,0,7.543,5.991,1.552,83.48,0
OR014@6_0,outer_race,0,DROP,512,50,751,15.9787,-2.1512,0,7.543,2.136,5.407,99.782,0
OR014@6_0,outer_race,0,IE_ORACLE,512,50,751,15.9787,-3.6025,0,7.543,7.449,0.094,9.235,0
OR014@6_0,outer_race,0,LTTB,512,50,751,15.9787,-2.8587,0,7.543,1.962,5.581,94.03,0
OR014@6_0,outer_race,0,SDT,512,50,752,15.9574,-0.3915,0,7.543,6.012,1.531,28.108,0
OR014@6_0,outer_race,0,SDT_BOUNDED,512,50,748,16.0428,-0.4044,0,7.543,6.355,1.188,26.476,0
OR014@6_1,outer_race,1,IE,128,5,2527,4.7487,0.0941,0,9.543,9.068,0.475,12.998,1
OR014@6_1,outer_race,1,VW,128,5,2527,4.7487,-0.2146,0,9.543,10.367,-0.824,8.054,1
OR014@6_1,outer_race,1,DROP,128,5,2527,4.7487,-0.7966,0,9.543,6.772,2.771,91.374,1
OR014@6_1,outer_race,1,IE_ORACLE,128,5,2527,4.7487,0.2682,0,9.543,9.209,0.334,26.489,1
OR014@6_1,outer_race,1,LTTB,128,5,2527,4.7487,-1.1408,0,9.543,8.167,1.376,76.016,1
OR014@6_1,outer_race,1,SDT,128,5,2528,4.7468,1.0186,0,9.543,8.064,1.479,14.277,1
OR014@6_1,outer_race,1,SDT_BOUNDED,128,5,2523,4.7562,1.0063,0,9.543,8.056,1.487,14.25,1
OR014@6_1,outer_race,1,IE,128,10,1327,9.043,-2.2951,0,9.543,9.709,-0.166,9.041,1
OR014@6_1,outer_race,1,VW,128,10,1327,9.043,-1.8822,0,9.543,5.691,3.852,80.451,0
OR014@6_1,outer_race,1,DROP,128,10,1327,9.043,-2.1206,0,9.543,6.969,2.574,97.69,0
OR014@6_1,outer_race,1,IE_ORACLE,128,10,1327,9.043,-2.3333,0,9.543,7.884,1.659,1.934,1
OR014@6_1,outer_race,1,LTTB,128,10,1327,9.043,-2.0718,0,9.543,7.673,1.87,84.372,1
OR014@6_1,outer_race,1,SDT,128,10,1327,9.043,-0.2399,0,9.543,11.094,-1.551,0.305,1
OR014@6_1,outer_race,1,SDT_BOUNDED,128,10,1323,9.0703,-0.2561,0,9.543,11.073,-1.53,0.616,1
OR014@6_1,outer_race,1,IE,128,20,727,16.5062,-3.6859,0,9.543,9.25,0.293,15.412,1
OR014@6_1,outer_race,1,VW,128,20,727,16.5062,-2.5746,0,9.543,4.567,4.976,87.185,0
OR014@6_1,outer_race,1,DROP,128,20,727,16.5062,-1.9422,0,9.543,7.519,2.024,98.653,1
OR014@6_1,outer_race,1,IE_ORACLE,128,20,727,16.5062,-3.9784,0,9.543,8.364,1.179,12.333,1
OR014@6_1,outer_race,1,LTTB,128,20,727,16.5062,-2.8849,0,9.543,7.253,2.29,88.83,1
OR014@6_1,outer_race,1,SDT,128,20,727,16.5062,-0.9061,0,9.543,7.172,2.371,40.726,1
OR014@6_1,outer_race,1,SDT_BOUNDED,128,20,725,16.5517,-0.9261,0,9.543,7.302,2.241,40.686,1
OR014@6_1,outer_race,1,IE,128,50,367,32.6975,-5.6585,0,9.543,7.222,2.321,53.174,1
OR014@6_1,outer_race,1,VW,128,50,367,32.6975,-3.1661,0,9.543,6.131,3.412,92.593,1
OR014@6_1,outer_race,1,DROP,128,50,367,32.6975,-2.3902,0,9.543,4.136,5.407,99.864,0
OR014@6_1,outer_race,1,IE_ORACLE,128,50,367,32.6975,-4.8121,0,9.543,9.154,0.389,24.746,1
OR014@6_1,outer_race,1,LTTB,128,50,367,32.6975,-3.6111,0,9.543,5.542,4.001,93.864,0
OR014@6_1,outer_race,1,SDT,128,50,367,32.6975,-1.1409,0,9.543,10.409,-0.866,40.613,1
OR014@6_1,outer_race,1,SDT_BOUNDED,128,50,367,32.6975,-1.1409,0,9.543,10.409,-0.866,40.613,1
OR014@6_1,outer_race,1,IE,256,5,2655,4.5198,0.316,0,9.543,9.447,0.096,13.835,1
OR014@6_1,outer_race,1,VW,256,5,2655,4.5198,-0.0886,0,9.543,9.341,0.202,18.269,1
OR014@6_1,outer_race,1,DROP,256,5,2655,4.5198,-0.7137,0,9.543,6.049,3.494,92.577,0
OR014@6_1,outer_race,1,IE_ORACLE,256,5,2655,4.5198,0.6544,0,9.543,8.618,0.925,21.767,1
OR014@6_1,outer_race,1,LTTB,256,5,2655,4.5198,-1.0183,0,9.543,6.018,3.525,81.127,0
OR014@6_1,outer_race,1,SDT,256,5,2655,4.5198,1.2051,0,9.543,9.154,0.389,26.01,1
OR014@6_1,outer_race,1,SDT_BOUNDED,256,5,2650,4.5283,1.1838,0,9.543,9.087,0.456,25.587,1
OR014@6_1,outer_race,1,IE,256,10,1455,8.2474,-1.9614,0,9.543,9.576,-0.033,6.241,1
OR014@6_1,outer_race,1,VW,256,10,1455,8.2474,-1.7215,0,9.543,5.823,3.72,81.295,0
OR014@6_1,outer_race,1,DROP,256,10,1455,8.2474,-1.9325,0,9.543,1.954,7.589,98.471,0
OR014@6_1,outer_race,1,IE_ORACLE,256,10,1455,8.2474,-1.9677,0,9.543,8.472,1.071,6.192,1
OR014@6_1,outer_race,1,LTTB,256,10,1455,8.2474,-1.8987,0,9.543,6.964,2.579,82.137,1
OR014@6_1,outer_race,1,SDT,256,10,1453,8.2588,-0.0025,0,9.543,11.541,-1.998,12.315,1
OR014@6_1,outer_race,1,SDT_BOUNDED,256,10,1453,8.2588,-0.0025,0,9.543,11.541,-1.998,12.315,1
OR014@6_1,outer_race,1,IE,256,20,855,14.0351,-3.4705,0,9.543,9.836,-0.293,10.701,1
OR014@6_1,outer_race,1,VW,256,20,855,14.0351,-2.4068,0,9.543,8.123,1.42,81.516,1
OR014@6_1,outer_race,1,DROP,256,20,855,14.0351,-1.8403,0,9.543,6.178,3.365,98.915,1
OR014@6_1,outer_race,1,IE_ORACLE,256,20,855,14.0351,-3.2271,0,9.543,9.229,0.314,1.743,1
OR014@6_1,outer_race,1,LTTB,256,20,855,14.0351,-2.7246,0,9.543,2.505,7.038,94.997,0
OR014@6_1,outer_race,1,SDT,256,20,857,14.0023,-0.625,0,9.543,8.387,1.156,27.602,1
OR014@6_1,outer_race,1,SDT_BOUNDED,256,20,855,14.0351,-0.6333,0,9.543,8.426,1.117,27.498,1
OR014@6_1,outer_race,1,IE,256,50,495,24.2424,-4.8299,0,9.543,7.877,1.666,47.076,1
OR014@6_1,outer_race,1,VW,256,50,495,24.2424,-2.841,0,9.543,5.574,3.969,92.622,0
OR014@6_1,outer_race,1,DROP,256,50,495,24.2424,-1.8941,0,9.543,4.084,5.459,99.848,0
OR014@6_1,outer_race,1,IE_ORACLE,256,50,495,24.2424,-4.6744,0,9.543,10.009,-0.466,17.76,1
OR014@6_1,outer_race,1,LTTB,256,50,495,24.2424,-3.3354,0,9.543,6.336,3.207,92.693,0
OR014@6_1,outer_race,1,SDT,256,50,499,24.0481,-1.2145,0,9.543,8.024,1.519,44.22,1
OR014@6_1,outer_race,1,SDT_BOUNDED,256,50,496,24.1935,-1.2191,0,9.543,8.023,1.52,44.139,1
OR014@6_1,outer_race,1,IE,512,5,2911,4.1223,0.6466,0,9.543,8.445,1.098,8.17,1
OR014@6_1,outer_race,1,VW,512,5,2911,4.1223,0.2379,0,9.543,10.269,-0.726,7.41,1
OR014@6_1,outer_race,1,DROP,512,5,2911,4.1223,-0.5874,0,9.543,5.741,3.802,90.622,0
OR014@6_1,outer_race,1,IE_ORACLE,512,5,2911,4.1223,1.1554,0,9.543,8.725,0.818,24.688,1
OR014@6_1,outer_race,1,LTTB,512,5,2911,4.1223,-0.8627,0,9.543,8.983,0.56,70.349,1
OR014@6_1,outer_race,1,SDT,512,5,2912,4.1209,1.5365,0,9.543,9.547,-0.004,26.924,1
OR014@6_1,outer_race,1,SDT_BOUNDED,512,5,2907,4.128,1.5474,0,9.543,9.544,-0.001,26.928,1
OR014@6_1,outer_race,1,IE,512,10,1711,7.0134,-1.5466,0,9.543,9.244,0.299,2.049,1
OR014@6_1,outer_race,1,VW,512,10,1711,7.0134,-1.466,0,9.543,5.071,4.472,78.292,0
OR014@6_1,outer_race,1,DROP,512,10,1711,7.0134,-1.8215,0,9.543,6.757,2.786,97.33,0
OR014@6_1,outer_race,1,IE_ORACLE,512,10,1711,7.0134,-1.6359,0,9.543,8.883,0.66,12.667,1
OR014@6_1,outer_race,1,LTTB,512,10,1711,7.0134,-1.7866,0,9.543,5.127,4.416,81.075,0
OR014@6_1,outer_race,1,SDT,512,10,1711,7.0134,0.1768,0,9.543,10.147,-0.604,10.721,1
OR014@6_1,outer_race,1,SDT_BOUNDED,512,10,1709,7.0217,0.1737,0,9.543,10.21,-0.667,12.177,1
OR014@6_1,outer_race,1,IE,512,20,1111,10.8011,-3.0197,0,9.543,8.968,0.575,13.41,1
OR014@6_1,outer_race,1,VW,512,20,1111,10.8011,-2.1019,0,9.543,8.083,1.46,83.789,0
OR014@6_1,outer_race,1,DROP,512,20,1111,10.8011,-1.7456,0,9.543,1.833,7.71,99.221,0
OR014@6_1,outer_race,1,IE_ORACLE,512,20,1111,10.8011,-2.6704,0,9.543,9.207,0.336,4.02,1
OR014@6_1,outer_race,1,LTTB,512,20,1111,10.8011,-2.3896,0,9.543,6.594,2.949,86.337,0
OR014@6_1,outer_race,1,SDT,512,20,1111,10.8011,-0.3875,0,9.543,11.392,-1.849,6.232,1
OR014@6_1,outer_race,1,SDT_BOUNDED,512,20,1111,10.8011,-0.3875,0,9.543,11.392,-1.849,6.232,1
OR014@6_1,outer_race,1,IE,512,50,751,15.9787,-3.8369,0,9.543,9.476,0.067,21.588,1
OR014@6_1,outer_race,1,VW,512,50,751,15.9787,-2.5723,0,9.543,4.172,5.371,91.234,0
OR014@6_1,outer_race,1,DROP,512,50,751,15.9787,-2.2015,0,9.543,3.313,6.23,99.8,0
OR014@6_1,outer_race,1,IE_ORACLE,512,50,751,15.9787,-3.7402,0,9.543,9.158,0.385,5.228,1
OR014@6_1,outer_race,1,LTTB,512,50,751,15.9787,-2.8854,0,9.543,6.689,2.854,89.884,1
OR014@6_1,outer_race,1,SDT,512,50,752,15.9574,-0.77,0,9.543,7.158,2.385,36.81,1
OR014@6_1,outer_race,1,SDT_BOUNDED,512,50,752,15.9574,-0.77,0,9.543,7.158,2.385,36.81,1
OR014@6_2,outer_race,2,IE,128,5,2527,4.7487,0.1891,0,5.374,5.275,0.099,13.187,0
OR014@6_2,outer_race,2,VW,128,5,2527,4.7487,-0.11,0,5.374,4.995,0.379,24.145,0
OR014@6_2,outer_race,2,DROP,128,5,2527,4.7487,-0.7292,0,5.374,2.08,3.294,92.725,0
OR014@6_2,outer_race,2,IE_ORACLE,128,5,2527,4.7487,0.3626,0,5.374,4.24,1.134,8.19,0
OR014@6_2,outer_race,2,LTTB,128,5,2527,4.7487,-1.0882,0,5.374,5.639,-0.265,67.573,0
OR014@6_2,outer_race,2,SDT,128,5,2528,4.7468,1.3054,0,5.374,5.393,-0.019,13.228,0
OR014@6_2,outer_race,2,SDT_BOUNDED,128,5,2427,4.9444,0.9458,0,5.374,4.899,0.475,6.046,0
OR014@6_2,outer_race,2,IE,128,10,1327,9.043,-2.0527,0,5.374,5.852,-0.478,2.89,0
OR014@6_2,outer_race,2,VW,128,10,1327,9.043,-1.7325,0,5.374,4.63,0.744,65.746,0
OR014@6_2,outer_race,2,DROP,128,10,1327,9.043,-2.1481,0,5.374,2.552,2.822,97.817,0
OR014@6_2,outer_race,2,IE_ORACLE,128,10,1327,9.043,-2.2729,0,5.374,5.479,-0.105,2.897,0
OR014@6_2,outer_race,2,LTTB,128,10,1327,9.043,-2.1003,0,5.374,3.676,1.698,81.497,0
OR014@6_2,outer_race,2,SDT,128,10,1326,9.0498,-0.0833,0,5.374,4.832,0.542,10.704,0
OR014@6_2,outer_race,2,SDT_BOUNDED,128,10,1245,9.6386,-0.4862,0,5.374,5.085,0.289,9.537,0
OR014@6_2,outer_race,2,IE,128,20,727,16.5062,-3.7102,0,5.374,2.307,3.067,41.071,0
OR014@6_2,outer_race,2,VW,128,20,727,16.5062,-2.5998,0,5.374,4.373,1.001,84.459,0
OR014@6_2,outer_race,2,DROP,128,20,727,16.5062,-2.1022,0,5.374,7.208,-1.834,98.238,0
OR014@6_2,outer_race,2,IE_ORACLE,128,20,727,16.5062,-3.5134,0,5.374,7.955,-2.581,19.979,0
OR014@6_2,outer_race,2,LTTB,128,20,727,16.5062,-2.9192,0,5.374,4.881,0.493,87.788,0
OR014@6_2,outer_race,2,SDT,128,20,724,16.5746,-0.3691,0,5.374,6.855,-1.481,6.671,0
OR014@6_2,outer_race,2,SDT_BOUNDED,128,20,693,17.316,-0.8864,0,5.374,6.961,-1.587,6.281,0
OR014@6_2,outer_race,2,IE,128,50,367,32.6975,-5.0093,0,5.374,6.676,-1.302,30.798,0
