signal,condition,load,mode,buffer_size,overload,retained,CR,snr_db,snr_saturated,pnr_orig_db,pnr_db,pnr_loss,amp_error_pct,diagnosable
OR007@6_0,outer_race,0,VW,512,20,1111,10.8011,-1.333,0,38.232,23.791,14.441,72.106,1
OR007@6_0,outer_race,0,DROP,512,20,1111,10.8011,-1.9039,0,38.232,21.809,16.423,99.325,1
OR007@6_0,outer_race,0,IE_ORACLE,512,20,1111,10.8011,-3.4194,0,38.232,33.144,5.088,19.182,1
OR007@6_0,outer_race,0,LTTB,512,20,1111,10.8011,-3.0173,0,38.232,25.651,12.581,87.083,1
OR007@6_0,outer_race,0,SDT,512,20,1111,10.8011,-0.0159,0,38.232,29.925,8.307,36.914,1
OR007@6_0,outer_race,0,SDT_BOUNDED,512,20,1108,10.8303,-0.2254,0,38.232,29.97,8.262,37.02,1
OR007@6_0,outer_race,0,IE,512,50,751,15.9787,-5.4849,0,38.232,29.597,8.635,40.172,1
OR007@6_0,outer_race,0,VW,512,50,751,15.9787,-2.2706,0,38.232,20.626,17.606,85.845,1
OR007@6_0,outer_race,0,DROP,512,50,751,15.9787,-2.3196,0,38.232,6.759,31.473,99.941,1
OR007@6_0,outer_race,0,IE_ORACLE,512,50,751,15.9787,-5.8085,0,38.232,29.546,8.686,36.03,1
OR007@6_0,outer_race,0,LTTB,512,50,751,15.9787,-3.5995,0,38.232,22.544,15.688,92.178,1
OR007@6_0,outer_race,0,SDT,512,50,755,15.894,-1.136,0,38.232,28.204,10.028,54.405,1
OR007@6_0,outer_race,0,SDT_BOUNDED,512,50,752,15.9574,-1.1475,0,38.232,28.407,9.825,54.683,1
OR007@6_1,outer_race,1,IE,128,5,2527,4.7487,4.6694,0,36.416,38.135,-1.719,17.057,1
OR007@6_1,outer_race,1,VW,128,5,2527,4.7487,3.559,0,36.416,32.773,3.643,7.701,1
OR007@6_1,outer_race,1,DROP,128,5,2527,4.7487,-1.5,0,36.416,30.187,6.229,92.841,1
OR007@6_1,outer_race,1,IE_ORACLE,128,5,2527,4.7487,4.5834,0,36.416,37.189,-0.773,15.964,1
OR007@6_1,outer_race,1,LTTB,128,5,2527,4.7487,-1.2672,0,36.416,31.104,5.312,77.389,1
OR007@6_1,outer_race,1,SDT,128,5,2526,4.7506,6.4435,0,36.416,36.836,-0.42,17.649,1
OR007@6_1,outer_race,1,SDT_BOUNDED,128,5,2505,4.7904,5.8998,0,36.416,36.62,-0.204,17.412,1
OR007@6_1,outer_race,1,IE,128,10,1327,9.043,-2.7142,0,36.416,34.565,1.851,9.449,1
OR007@6_1,outer_race,1,VW,128,10,1327,9.043,-0.6993,0,36.416,25.083,11.333,52.199,1
OR007@6_1,outer_race,1,DROP,128,10,1327,9.043,-2.2861,0,36.416,26.729,9.687,98.46,1
OR007@6_1,outer_race,1,IE_ORACLE,128,10,1327,9.043,-2.343,0,36.416,35.939,0.477,3.203,1
OR007@6_1,outer_race,1,LTTB,128,10,1327,9.043,-2.4566,0,36.416,25.797,10.619,84.232,1
OR007@6_1,outer_race,1,SDT,128,10,1327,9.043,0.8622,0,36.416,30.425,5.991,17.988,1
OR007@6_1,outer_race,1,SDT_BOUNDED,128,10,1318,9.1047,0.8121,0,36.416,30.549,5.867,18.119,1
OR007@6_1,outer_race,1,IE,128,20,727,16.5062,-5.6806,0,36.416,28.215,8.201,39.869,1
OR007@6_1,outer_race,1,VW,128,20,727,16.5062,-2.3114,0,36.416,20.613,15.803,88.406,1
OR007@6_1,outer_race,1,DROP,128,20,727,16.5062,-2.0332,0,36.416,22.132,14.284,99.289,1
OR007@6_1,outer_race,1,IE_ORACLE,128,20,727,16.5062,-5.5635,0,36.416,28.123,8.293,33.287,1
OR007@6_1,outer_race,1,LTTB,128,20,727,16.5062,-3.6869,0,36.416,22.376,14.04,92.785,1
OR007@6_1,outer_race,1,SDT,128,20,728,16.4835,-1.5569,0,36.416,25.542,10.874,52.738,1
OR007@6_1,outer_race,1,SDT_BOUNDED,128,20,724,16.5746,-1.5058,0,36.416,25.771,10.645,52.921,1
OR007@6_1,outer_race,1,IE,128,50,367,32.6975,-7.5287,0,36.416,24.684,11.732,68.386,1
OR007@6_1,outer_race,1,VW,128,50,367,32.6975,-2.8936,0,36.416,15.272,21.144,97.077,1
OR007@6_1,outer_race,1,DROP,128,50,367,32.6975,-2.3957,0,36.416,12.199,24.217,99.968,1
OR007@6_1,outer_race,1,IE_ORACLE,128,50,367,32.6975,-8.051,0,36.416,24.835,11.581,58.384,1
OR007@6_1,outer_race,1,LTTB,128,50,367,32.6975,-5.3222,0,36.416,19.923,16.493,95.175,1
OR007@6_1,outer_race,1,SDT,128,50,367,32.6975,-1.5885,0,36.416,19.696,16.72,78.344,1
OR007@6_1,outer_race,1,SDT_BOUNDED,128,50,365,32.8767,-1.7909,0,36.416,19.47,16.946,78.457,1
OR007@6_1,outer_race,1,IE,256,5,2655,4.5198,4.7161,0,36.416,37.566,-1.15,16.729,1
OR007@6_1,outer_race,1,VW,256,5,2655,4.5198,3.8599,0,36.416,33.671,2.745,7.197,1
OR007@6_1,outer_race,1,DROP,256,5,2655,4.5198,-1.4695,0,36.416,29.329,7.087,92.566,1
OR007@6_1,outer_race,1,IE_ORACLE,256,5,2655,4.5198,5.0303,0,36.416,36.77,-0.354,15.433,1
OR007@6_1,outer_race,1,LTTB,256,5,2655,4.5198,-1.2056,0,36.416,31.198,5.218,76.065,1
OR007@6_1,outer_race,1,SDT,256,5,2656,4.5181,6.8478,0,36.416,37.101,-0.685,18.438,1
OR007@6_1,outer_race,1,SDT_BOUNDED,256,5,2636,4.5524,6.4706,0,36.416,37.214,-0.798,18.138,1
OR007@6_1,outer_race,1,IE,256,10,1455,8.2474,-2.3987,0,36.416,33.044,3.372,8.011,1
OR007@6_1,outer_race,1,VW,256,10,1455,8.2474,-0.3307,0,36.416,26.763,9.653,49.91,1
OR007@6_1,outer_race,1,DROP,256,10,1455,8.2474,-2.31,0,36.416,25.064,11.352,98.441,1
OR007@6_1,outer_race,1,IE_ORACLE,256,10,1455,8.2474,-0.858,0,36.416,36.133,0.283,1.738,1
OR007@6_1,outer_race,1,LTTB,256,10,1455,8.2474,-2.3199,0,36.416,26.981,9.435,82.901,1
OR007@6_1,outer_race,1,SDT,256,10,1455,8.2474,1.4178,0,36.416,31.177,5.239,11.031,1
OR007@6_1,outer_race,1,SDT_BOUNDED,256,10,1446,8.2988,1.2588,0,36.416,31.097,5.319,11.473,1
OR007@6_1,outer_race,1,IE,256,20,855,14.0351,-4.8961,0,36.416,27.742,8.674,36.791,1
OR007@6_1,outer_race,1,VW,256,20,855,14.0351,-2.0417,0,36.416,22.192,14.224,82.551,1
OR007@6_1,outer_race,1,DROP,256,20,855,14.0351,-2.0937,0,36.416,23.931,12.485,99.197,1
OR007@6_1,outer_race,1,IE_ORACLE,256,20,855,14.0351,-5.2304,0,36.416,30.609,5.807,26.807,1
OR007@6_1,outer_race,1,LTTB,256,20,855,14.0351,-3.3389,0,36.416,23.302,13.114,90.075,1
OR007@6_1,outer_race,1,SDT,256,20,855,14.0351,-1.0417,0,36.416,28.008,8.408,45.653,1
OR007@6_1,outer_race,1,SDT_BOUNDED,256,20,852,14.0845,-1.0955,0,36.416,27.712,8.704,46.24,1
OR007@6_1,outer_race,1,IE,256,50,495,24.2424,-7.0178,0,36.416,25.49,10.926,58.896,1
OR007@6_1,outer_race,1,VW,256,50,495,24.2424,-2.7306,0,36.416,17.667,18.749,93.795,1
OR007@6_1,outer_race,1,DROP,256,50,495,24.2424,-2.6407,0,36.416,14.15,22.266,99.959,1
OR007@6_1,outer_race,1,IE_ORACLE,256,50,495,24.2424,-7.1798,0,36.416,27.284,9.132,48.816,1
OR007@6_1,outer_race,1,LTTB,256,50,495,24.2424,-4.5126,0,36.416,23.713,12.703,94.764,1
OR007@6_1,outer_race,1,SDT,256,50,496,24.1935,-1.296,0,36.416,23.692,12.724,69.975,1
OR007@6_1,outer_race,1,SDT_BOUNDED,256,50,495,24.2424,-1.3008,0,36.416,24.003,12.413,70.091,1
OR007@6_1,outer_race,1,IE,512,5,2911,4.1223,5.1371,0,36.416,36.533,-0.117,16.143,1
OR007@6_1,outer_race,1,VW,512,5,2911,4.1223,4.2488,0,36.416,33.821,2.595,4.591,1
OR007@6_1,outer_race,1,DROP,512,5,2911,4.1223,-1.2896,0,36.416,28.737,7.679,92.933,1
OR007@6_1,outer_race,1,IE_ORACLE,512,5,2911,4.1223,5.9708,0,36.416,38.125,-1.709,15.54,1
OR007@6_1,outer_race,1,LTTB,512,5,2911,4.1223,-0.9223,0,36.416,31.388,5.028,72.181,1
OR007@6_1,outer_race,1,SDT,512,5,2911,4.1223,7.6342,0,36.416,36.479,-0.063,19.886,1
OR007@6_1,outer_race,1,SDT_BOUNDED,512,5,2892,4.1494,7.3123,0,36.416,36.811,-0.395,19.734,1
OR007@6_1,outer_race,1,IE,512,10,1711,7.0134,-0.7966,0,36.416,34.569,1.847,0.881,1
OR007@6_1,outer_race,1,VW,512,10,1711,7.0134,0.2321,0,36.416,28.298,8.118,43.08,1
OR007@6_1,outer_race,1,DROP,512,10,1711,7.0134,-2.1059,0,36.416,24.427,11.989,98.453,1
OR007@6_1,outer_race,1,IE_ORACLE,512,10,1711,7.0134,0.5233,0,36.416,36.968,-0.552,8.641,1
OR007@6_1,outer_race,1,LTTB,512,10,1711,7.0134,-2.0141,0,36.416,25.892,10.524,81.922,1
OR007@6_1,outer_race,1,SDT,512,10,1711,7.0134,2.5723,0,36.416,34.265,2.151,0.418,1
OR007@6_1,outer_race,1,SDT_BOUNDED,512,10,1702,7.0505,2.4971,0,36.416,33.827,2.589,0.55,1
OR007@6_1,outer_race,1,IE,512,20,1111,10.8011,-3.8472,0,36.416,31.532,4.884,23.546,1
OR007@6_1,outer_race,1,VW,512,20,1111,10.8011,-1.4062,0,36.416,24.393,12.023,68.538,1
OR007@6_1,outer_race,1,DROP,512,20,1111,10.8011,-1.9426,0,36.416,21.307,15.109,99.261,1
OR007@6_1,outer_race,1,IE_ORACLE,512,20,1111,10.8011,-3.4702,0,36.416,33.667,2.749,13.055,1
OR007@6_1,outer_race,1,LTTB,512,20,1111,10.8011,-2.9109,0,36.416,26.631,9.785,85.34,1
OR007@6_1,outer_race,1,SDT,512,20,1111,10.8011,-0.0861,0,36.416,29.271,7.145,29.274,1
OR007@6_1,outer_race,1,SDT_BOUNDED,512,20,1108,10.8303,-0.0913,0,36.416,29.671,6.745,29.604,1
OR007@6_1,outer_race,1,IE,512,50,751,15.9787,-5.7752,0,36.416,28.066,8.35,38.7,1
OR007@6_1,outer_race,1,VW,512,50,751,15.9787,-2.314,0,36.416,20.554,15.862,85.145,1
OR007@6_1,outer_race,1,DROP,512,50,751,15.9787,-1.9479,0,36.416,10.037,26.379,99.926,1
OR007@6_1,outer_race,1,IE_ORACLE,512,50,751,15.9787,-5.5767,0,36.416,29.631,6.785,31.324,1
OR007@6_1,outer_race,1,LTTB,512,50,751,15.9787,-3.6603,0,36.416,22.707,13.709,90.628,1
OR007@6_1,outer_race,1,SDT,512,50,752,15.9574,-1.4668,0,36.416,25.212,11.204,51.685,1
OR007@6_1,outer_race,1,SDT_BOUNDED,512,50,752,15.9574,-1.4668,0,36.416,25.212,11.204,51.685,1
OR007@6_2,outer_race,2,IE,128,5,2527,4.7487,4.8207,0,39.218,37.615,1.603,14.346,1
OR007@6_2,outer_race,2,VW,128,5,2527,4.7487,3.6228,0,39.218,32.601,6.617,7.717,1
OR007@6_2,outer_race,2,DROP,128,5,2527,4.7487,-1.4741,0,39.218,29.644,9.574,92.786,1
OR007@6_2,outer_race,2,IE_ORACLE,128,5,2527,4.7487,4.6354,0,39.218,36.699,2.519,13.841,1
OR007@6_2,outer_race,2,LTTB,128,5,2527,4.7487,-1.2791,0,39.218,32.652,6.566,78.475,1
OR007@6_2,outer_race,2,SDT,128,5,2528,4.7468,6.3168,0,39.218,37.825,1.393,14.955,1
OR007@6_2,outer_race,2,SDT_BOUNDED,128,5,2516,4.7695,6.0205,0,39.218,37.886,1.332,14.844,1
OR007@6_2,outer_race,2,IE,128,10,1327,9.043,-2.0994,0,39.218,32.603,6.615,10.851,1
OR007@6_2,outer_race,2,VW,128,10,1327,9.043,-0.535,0,39.218,27.159,12.059,55.416,1
OR007@6_2,outer_race,2,DROP,128,10,1327,9.043,-2.195,0,39.218,25.778,13.44,98.615,1
OR007@6_2,outer_race,2,IE_ORACLE,128,10,1327,9.043,-1.7587,0,39.218,34.396,4.822,5.483,1
OR007@6_2,outer_race,2,LTTB,128,10,1327,9.043,-2.4266,0,39.218,26.391,12.827,84.009,1
OR007@6_2,outer_race,2,SDT,128,10,1327,9.043,0.5701,0,39.218,32.034,7.184,17.483,1
OR007@6_2,outer_race,2,SDT_BOUNDED,128,10,1317,9.1116,0.5355,0,39.218,31.879,7.339,17.656,1
OR007@6_2,outer_race,2,IE,128,20,727,16.5062,-5.4429,0,39.218,30.844,8.374,39.945,1
OR007@6_2,outer_race,2,VW,128,20,727,16.5062,-2.2903,0,39.218,20.36,18.858,89.405,1
OR007@6_2,outer_race,2,DROP,128,20,727,16.5062,-1.7334,0,39.218,22.331,16.887,99.504,1
OR007@6_2,outer_race,2,IE_ORACLE,128,20,727,16.5062,-5.2313,0,39.218,31.054,8.164,32.715,1
OR007@6_2,outer_race,2,LTTB,128,20,727,16.5062,-3.8265,0,39.218,24.344,14.874,91.37,1
OR007@6_2,outer_race,2,SDT,128,20,726,16.5289,-1.29,0,39.218,28.03,11.188,52.002,1
OR007@6_2,outer_race,2,SDT_BOUNDED,128,20,724,16.5746,-1.3179,0,39.218,28.123,11.095,52.041,1
OR007@6_2,outer_race,2,IE,128,50,367,32.6975,-7.8926,0,39.218,24.299,14.919,68.184,1
OR007@6_2,outer_race,2,VW,128,50,367,32.6975,-2.7081,0,39.218,14.054,25.164,98.009,1
OR007@6_2,outer_race,2,DROP,128,50,367,32.6975,-2.1124,0,39.218,14.499,24.719,99.972,1
OR007@6_2,outer_race,2,IE_ORACLE,128,50,367,32.6975,-7.7953,0,39.218,26.868,12.35,57.672,1
OR007@6_2,outer_race,2,LTTB,128,50,367,32.6975,-5.4042,0,39.218,20.097,19.121,95.322,1
OR007@6_2,outer_race,2,SDT,128,50,367,32.6975,-2.0378,0,39.218,20.388,18.83,76.653,1
OR007@6_2,outer_race,2,SDT_BOUNDED,128,50,367,32.6975,-2.0378,0,39.218,20.388,18.83,76.653,1
OR007@6_2,outer_race,2,IE,256,5,2655,4.5198,5.0714,0,39.218,36.504,2.714,14.159,1
OR007@6_2,outer_race,2,VW,256,5,2655,4.5198,3.8472,0,39.218,33.056,6.162,6.804,1
OR007@6_2,outer_race,2,DROP,256,5,2655,4.5198,-1.4646,0,39.218,28.314,10.904,93.085,1
OR007@6_2,outer_race,2,IE_ORACLE,256,5,2655,4.5198,5.3798,0,39.218,36.948,2.27,14.015,1
OR007@6_2,outer_race,2,LTTB,256,5,2655,4.5198,-1.1718,0,39.218,33.106,6.112,75.158,1
OR007@6_2,outer_race,2,SDT,256,5,2654,4.5215,6.6703,0,39.218,37.698,1.52,15.747,1
OR007@6_2,outer_race,2,SDT_BOUNDED,256,5,2646,4.5351,6.5355,0,39.218,37.792,1.426,15.701,1
OR007@6_2,outer_race,2,IE,256,10,1455,8.2474,-1.9345,0,39.218,32.146,7.072,9.045,1
OR007@6_2,outer_race,2,VW,256,10,1455,8.2474,-0.218,0,39.218,27.788,11.43,51.693,1
OR007@6_2,outer_race,2,DROP,256,10,1455,8.2474,-2.3252,0,39.218,25.662,13.556,98.564,1
OR007@6_2,outer_race,2,IE_ORACLE,256,10,1455,8.2474,-1.085,0,39.218,35.116,4.102,0.358,1
OR007@6_2,outer_race,2,LTTB,256,10,1455,8.2474,-2.21,0,39.218,26.89,12.328,82.544,1
OR007@6_2,outer_race,2,SDT,256,10,1456,8.2418,0.9621,0,39.218,33.737,5.481,11.931,1
OR007@6_2,outer_race,2,SDT_BOUNDED,256,10,1450,8.2759,0.9214,0,39.218,33.298,5.92,12.217,1
OR007@6_2,outer_race,2,IE,256,20,855,14.0351,-4.837,0,39.218,30.8,8.418,34.936,1
OR007@6_2,outer_race,2,VW,256,20,855,14.0351,-1.9389,0,39.218,20.493,18.725,85.059,1
OR007@6_2,outer_race,2,DROP,256,20,855,14.0351,-2.1553,0,39.218,23.98,15.238,99.331,1
OR007@6_2,outer_race,2,IE_ORACLE,256,20,855,14.0351,-4.6156,0,39.218,32.136,7.082,25.638,1
OR007@6_2,outer_race,2,LTTB,256,20,855,14.0351,-3.4591,0,39.218,25.358,13.86,90.142,1
OR007@6_2,outer_race,2,SDT,256,20,855,14.0351,-0.9959,0,39.218,30.367,8.851,44.094,1
OR007@6_2,outer_race,2,SDT_BOUNDED,256,20,854,14.0515,-1.0182,0,39.218,30.282,8.936,44.362,1
OR007@6_2,outer_race,2,IE,256,50,495,24.2424,-7.3644,0,39.218,26.606,12.612,56.113,1
OR007@6_2,outer_race,2,VW,256,50,495,24.2424,-2.5069,0,39.218,17.695,21.523,94.031,1
OR007@6_2,outer_race,2,DROP,256,50,495,24.2424,-1.8036,0,39.218,12.29,26.928,99.97,1
OR007@6_2,outer_race,2,IE_ORACLE,256,50,495,24.2424,-7.0401,0,39.218,28.766,10.452,47.154,1
OR007@6_2,outer_race,2,LTTB,256,50,495,24.2424,-4.6685,0,39.218,20.85,18.368,93.568,1
OR007@6_2,outer_race,2,SDT,256,50,497,24.1449,-1.7508,0,39.218,23.858,15.36,66.899,1
OR007@6_2,outer_race,2,SDT_BOUNDED,256,50,496,24.1935,-1.7505,0,39.218,23.852,15.366,66.902,1
OR007@6_2,outer_race,2,IE,512,5,2911,4.1223,5.512,0,39.218,36.516,2.702,14.638,1
OR007@6_2,outer_race,2,VW,512,5,2911,4.1223,4.2245,0,39.218,34.04,5.178,4.942,1
OR007@6_2,outer_race,2,DROP,512,5,2911,4.1223,-1.2338,0,39.218,29.113,10.105,92.933,1
OR007@6_2,outer_race,2,IE_ORACLE,512,5,2911,4.1223,6.1548,0,39.218,37.569,1.649,13.461,1
OR007@6_2,outer_race,2,LTTB,512,5,2911,4.1223,-0.8898,0,39.218,31.174,8.044,71.933,1
OR007@6_2,outer_race,2,SDT,512,5,2911,4.1223,7.337,0,39.218,37.593,1.625,16.633,1
OR007@6_2,outer_race,2,SDT_BOUNDED,512,5,2902,4.1351,7.1352,0,39.218,37.33,1.888,16.304,1
OR007@6_2,outer_race,2,IE,512,10,1711,7.0134,-0.449,0,39.218,35.121,4.097,1.627,1
OR007@6_2,outer_race,2,VW,512,10,1711,7.0134,0.4246,0,39.218,29.516,9.702,42.931,1
OR007@6_2,outer_race,2,DROP,512,10,1711,7.0134,-2.1187,0,39.218,24.388,14.83,98.534,1
OR007@6_2,outer_race,2,IE_ORACLE,512,10,1711,7.0134,0.5279,0,39.218,36.72,2.498,6.469,1
OR007@6_2,outer_race,2,LTTB,512,10,1711,7.0134,-1.9911,0,39.218,26.864,12.354,82.218,1
OR007@6_2,outer_race,2,SDT,512,10,1712,7.0093,2.6027,0,39.218,35.911,3.307,2.663,1
OR007@6_2,outer_race,2,SDT_BOUNDED,512,10,1706,7.034,2.5742,0,39.218,36.015,3.203,3.118,1
OR007@6_2,outer_race,2,IE,512,20,1111,10.8011,-3.5367,0,39.218,31.508,7.71,23.425,1
OR007@6_2,outer_race,2,VW,512,20,1111,10.8011,-1.3988,0,39.218,23.823,15.395,68.172,1
OR007@6_2,outer_race,2,DROP,512,20,1111,10.8011,-1.6456,0,39.218,20.84,18.378,99.318,1
OR007@6_2,outer_race,2,IE_ORACLE,512,20,1111,10.8011,-2.9647,0,39.218,33.099,6.119,13.644,1
OR007@6_2,outer_race,2,LTTB,512,20,1111,10.8011,-2.8289,0,39.218,27.244,11.974,87.473,1
OR007@6_2,outer_race,2,SDT,512,20,1111,10.8011,-0.3793,0,39.218,30.489,8.729,29.916,1
OR007@6_2,outer_race,2,SDT_BOUNDED,512,20,1110,10.8108,-0.3815,0,39.218,30.617,8.601,29.987,1
OR007@6_2,outer_race,2,IE,512,50,751,15.9787,-5.4696,0,39.218,29.907,9.311,38.451,1
OR007@6_2,outer_race,2,VW,512,50,751,15.9787,-2.291,0,39.218,18.678,20.54,84.669,1
OR007@6_2,outer_race,2,DROP,512,50,751,15.9787,-2.347,0,39.218,8.211,31.007,99.894,1
OR007@6_2,outer_race,2,IE_ORACLE,512,50,751,15.9787,-5.193,0,39.218,31.327,7.891,31.346,1
OR007@6_2,outer_race,2,LTTB,512,50,751,15.9787,-3.754,0,39.218,23.338,15.88,92.23,1
OR007@6_2,outer_race,2,SDT,512,50,752,15.9574,-1.0938,0,39.218,28.285,10.933,50.961,1
OR007@6_2,outer_race,2,SDT_BOUNDED,512,50,752,15.9574,-1.0938,0,39.218,28.285,10.933,50.961,1
OR007@6_3,outer_race,3,IE,128,5,2527,4.7487,4.5358,0,36.057,35.926,0.131,11.792,1
OR007@6_3,outer_race,3,VW,128,5,2527,4.7487,3.9039,0,36.057,32.826,3.231,8.195,1
OR007@6_3,outer_race,3,DROP,128,5,2527,4.7487,-1.5158,0,36.057,28.837,7.22,92.975,1
OR007@6_3,outer_race,3,IE_ORACLE,128,5,2527,4.7487,4.7339,0,36.057,35.579,0.478,11.6,1
OR007@6_3,outer_race,3,LTTB,128,5,2527,4.7487,-1.2956,0,36.057,31.018,5.039,76.58,1
OR007@6_3,outer_race,3,SDT,128,5,2527,4.7487,6.3591,0,36.057,36.5,-0.443,12.89,1
OR007@6_3,outer_race,3,SDT_BOUNDED,128,5,2488,4.8232,5.5986,0,36.057,36.294,-0.237,12.438,1
OR007@6_3,outer_race,3,IE,128,10,1327,9.043,-1.9726,0,36.057,33.162,2.895,11.358,1
OR007@6_3,outer_race,3,VW,128,10,1327,9.043,-0.4245,0,36.057,25.072,10.985,55.156,1
OR007@6_3,outer_race,3,DROP,128,10,1327,9.043,-2.2679,0,36.057,24.059,11.998,98.661,1
OR007@6_3,outer_race,3,IE_ORACLE,128,10,1327,9.043,-1.8287,0,36.057,33.632,2.425,5.188,1
OR007@6_3,outer_race,3,LTTB,128,10,1327,9.043,-2.4269,0,36.057,26.137,9.92,84.513,1
OR007@6_3,outer_race,3,SDT,128,10,1327,9.043,0.8525,0,36.057,30.918,5.139,17.806,1
OR007@6_3,outer_race,3,SDT_BOUNDED,128,10,1303,9.2095,0.4088,0,36.057,30.353,5.704,18.37,1
OR007@6_3,outer_race,3,IE,128,20,727,16.5062,-4.9942,0,36.057,29.96,6.097,41.38,1
OR007@6_3,outer_race,3,VW,128,20,727,16.5062,-2.3342,0,36.057,20.801,15.256,88.735,1
OR007@6_3,outer_race,3,DROP,128,20,727,16.5062,-1.9855,0,36.057,20.145,15.912,99.401,1
OR007@6_3,outer_race,3,IE_ORACLE,128,20,727,16.5062,-5.0444,0,36.057,30.132,5.925,32.922,1
OR007@6_3,outer_race,3,LTTB,128,20,727,16.5062,-3.8346,0,36.057,22.843,13.214,89.752,1
OR007@6_3,outer_race,3,SDT,128,20,727,16.5062,-1.2772,0,36.057,26.662,9.395,51.136,1
OR007@6_3,outer_race,3,SDT_BOUNDED,128,20,715,16.7832,-1.4872,0,36.057,26.205,9.852,51.695,1
OR007@6_3,outer_race,3,IE,128,50,367,32.6975,-7.3012,0,36.057,23.243,12.814,67.463,1
OR007@6_3,outer_race,3,VW,128,50,367,32.6975,-2.9305,0,36.057,14.842,21.215,97.425,1
OR007@6_3,outer_race,3,DROP,128,50,367,32.6975,-2.0354,0,36.057,11.223,24.834,99.97,1
OR007@6_3,outer_race,3,IE_ORACLE,128,50,367,32.6975,-8.112,0,36.057,25.762,10.295,57.25,1
OR007@6_3,outer_race,3,LTTB,128,50,367,32.6975,-5.3972,0,36.057,19.385,16.672,94.785,1
OR007@6_3,outer_race,3,SDT,128,50,366,32.7869,-2.039,0,36.057,20.849,15.208,76.378,1
OR007@6_3,outer_race,3,SDT_BOUNDED,128,50,364,32.967,-2.0507,0,36.057,19.832,16.225,77.094,1
OR007@6_3,outer_race,3,IE,256,5,2655,4.5198,4.6481,0,36.057,36.35,-0.293,11.609,1
OR007@6_3,outer_race,3,VW,256,5,2655,4.5198,4.2142,0,36.057,32.977,3.08,7.148,1
OR007@6_3,outer_race,3,DROP,256,5,2655,4.5198,-1.4105,0,36.057,29.629,6.428,93.523,1
OR007@6_3,outer_race,3,IE_ORACLE,256,5,2655,4.5198,5.0267,0,36.057,36.265,-0.208,11.573,1
OR007@6_3,outer_race,3,LTTB,256,5,2655,4.5198,-1.1211,0,36.057,30.311,5.746,74.455,1
OR007@6_3,outer_race,3,SDT,256,5,2655,4.5198,6.6216,0,36.057,36.414,-0.357,13.275,1
OR007@6_3,outer_race,3,SDT_BOUNDED,256,5,2622,4.5767,5.2087,0,36.057,35.908,0.149,12.775,1
OR007@6_3,outer_race,3,IE,256,10,1455,8.2474,-1.5819,0,36.057,34.412,1.645,10.192,1
OR007@6_3,outer_race,3,VW,256,10,1455,8.2474,-0.104,0,36.057,25.916,10.141,53.421,1
OR007@6_3,outer_race,3,DROP,256,10,1455,8.2474,-2.1465,0,36.057,23.684,12.373,98.642,1
OR007@6_3,outer_race,3,IE_ORACLE,256,10,1455,8.2474,-0.7134,0,36.057,34.117,1.94,0.082,1
OR007@6_3,outer_race,3,LTTB,256,10,1455,8.2474,-2.1972,0,36.057,26.639,9.418,83.244,1
OR007@6_3,outer_race,3,SDT,256,10,1455,8.2474,1.5098,0,36.057,31.699,4.358,10.856,1
OR007@6_3,outer_race,3,SDT_BOUNDED,256,10,1433,8.374,1.0553,0,36.057,30.842,5.215,11.937,1
OR007@6_3,outer_race,3,IE,256,20,855,14.0351,-4.7586,0,36.057,29.801,6.256,39.202,1
OR007@6_3,outer_race,3,VW,256,20,855,14.0351,-1.9786,0,36.057,21.611,14.446,83.24,1
OR007@6_3,outer_race,3,DROP,256,20,855,14.0351,-1.8766,0,36.057,19.467,16.59,99.412,1
OR007@6_3,outer_race,3,IE_ORACLE,256,20,855,14.0351,-4.741,0,36.057,30.333,5.724,25.687,1
OR007@6_3,outer_race,3,LTTB,256,20,855,14.0351,-3.3987,0,36.057,22.596,13.461,89.741,1
OR007@6_3,outer_race,3,SDT,256,20,856,14.0187,-0.9473,0,36.057,28.03,8.027,42.882,1
OR007@6_3,outer_race,3,SDT_BOUNDED,256,20,845,14.2012,-1.1635,0,36.057,27.626,8.431,43.877,1
OR007@6_3,outer_race,3,IE,256,50,495,24.2424,-6.8292,0,36.057,24.718,11.339,57.955,1
OR007@6_3,outer_race,3,VW,256,50,495,24.2424,-2.605,0,36.057,17.169,18.888,95.423,1
OR007@6_3,outer_race,3,DROP,256,50,495,24.2424,-2.2142,0,36.057,11.251,24.806,99.952,1
OR007@6_3,outer_race,3,IE_ORACLE,256,50,495,24.2424,-6.6413,0,36.057,26.016,10.041,47.705,1
OR007@6_3,outer_race,3,LTTB,256,50,495,24.2424,-4.4595,0,36.057,19.754,16.303,94.659,1
OR007@6_3,outer_race,3,SDT,256,50,495,24.2424,-1.8466,0,36.057,23.578,12.479,66.661,1
OR007@6_3,outer_race,3,SDT_BOUNDED,256,50,493,24.3408,-1.8568,0,36.057,23.142,12.915,67.121,1
OR007@6_3,outer_race,3,IE,512,5,2911,4.1223,5.1767,0,36.057,35.811,0.246,11.325,1
OR007@6_3,outer_race,3,VW,512,5,2911,4.1223,4.5837,0,36.057,33.61,2.447,6.208,1
OR007@6_3,outer_race,3,DROP,512,5,2911,4.1223,-1.3434,0,36.057,29.26,6.797,92.839,1
OR007@6_3,outer_race,3,IE_ORACLE,512,5,2911,4.1223,5.9972,0,36.057,35.697,0.36,11.928,1
