signal,mode,buffer_size,consumer_delay_us,producer_delay_us,noise_std,trial,drops,max_wait_ms,mse,snr_db,max_error,deriv_ratio,rpeak_accuracy,degenerate,snr_saturated
sine_1hz,DROP,32,200,100,0.0100,0,342,0.0137,5.358374e-05,39.6931,3.596115e-02,0.7087,-1.0000,0,0
sine_1hz,WAIT,32,200,100,0.0100,0,0,0.1585,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,TIMED,32,200,100,0.0100,0,0,0.2160,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,ADAPTIVE,32,200,100,0.0100,0,248,0.1140,4.343921e-05,40.6046,3.729233e-02,0.7746,-1.0000,0,0
sine_1hz,LEGACY_IMPORTANCE,32,200,100,0.0100,0,345,0.0209,3.370942e-05,41.7059,3.286474e-02,0.9030,-1.0000,0,0
sine_1hz,RANDOM_DROP,32,200,100,0.0100,0,349,0.0073,6.120131e-05,39.1158,4.360086e-02,0.7090,-1.0000,0,0
sine_1hz,DROP_MIDDLE,32,200,100,0.0100,0,347,0.0077,5.652092e-05,39.4613,4.360086e-02,0.7064,-1.0000,0,0
sine_1hz,DROP_LOW_VARIANCE,32,200,100,0.0100,0,347,0.0076,2.185338e-05,43.5882,3.285957e-02,0.8305,-1.0000,0,0
sine_1hz,IMP_FIRST_ORDER,32,200,100,0.0100,0,348,0.0132,3.400005e-05,41.6686,3.272540e-02,0.9016,-1.0000,0,0
sine_1hz,IMP_SECOND_ORDER,32,200,100,0.0100,0,348,0.0016,6.081690e-05,39.1432,3.843549e-02,0.6716,-1.0000,0,0
sine_1hz,IMP_WINDOWED_ENERGY,32,200,100,0.0100,0,344,0.0081,3.089167e-05,42.0850,3.750034e-02,0.8450,-1.0000,0,0
sine_1hz,IMP_COMPOSITE,32,200,100,0.0100,0,345,0.0008,3.459107e-05,41.5938,2.476499e-02,0.8552,-1.0000,0,0
sine_1hz,IMP_ADAPTIVE,32,200,100,0.0100,0,346,0.0019,3.495800e-05,41.5480,3.055908e-02,0.8046,-1.0000,0,0
sine_1hz,IMP_INTERP_ERROR,32,200,100,0.0100,0,343,0.0023,5.772306e-06,49.3699,1.157698e-02,0.9645,-1.0000,0,0
sine_1hz,IMP_INTERP_COMPOSITE,32,200,100,0.0100,0,345,0.0026,5.453974e-06,49.6163,1.044545e-02,0.9648,-1.0000,0,0
sine_1hz,RDP_OFFLINE,32,200,100,0.0100,0,343,0.0000,3.850826e-06,51.1279,6.497792e-03,0.9722,-1.0000,0,0
sine_1hz,LTTB_OFFLINE,32,200,100,0.0100,0,343,0.0000,3.121219e-05,42.0402,3.188977e-02,0.8473,-1.0000,0,0
chirp,DROP,32,200,100,0.0100,0,344,0.0005,5.831967e-05,39.1460,3.839378e-02,0.9326,-1.0000,0,0
chirp,WAIT,32,200,100,0.0100,0,0,0.1670,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,TIMED,32,200,100,0.0100,0,0,0.1844,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,ADAPTIVE,32,200,100,0.0100,0,235,0.1454,4.029388e-05,40.7518,4.440121e-02,0.9524,-1.0000,0,0
chirp,LEGACY_IMPORTANCE,32,200,100,0.0100,0,344,0.0018,8.610709e-05,37.4538,5.784396e-02,0.9483,-1.0000,0,0
chirp,RANDOM_DROP,32,200,100,0.0100,0,346,0.0074,6.247774e-05,38.8469,4.494970e-02,0.9364,-1.0000,0,0
chirp,DROP_MIDDLE,32,200,100,0.0100,0,349,0.0022,5.912865e-05,39.0862,4.043628e-02,0.9215,-1.0000,0,0
chirp,DROP_LOW_VARIANCE,32,200,100,0.0100,0,348,0.0021,5.149594e-04,29.6865,1.358661e-01,0.8783,-1.0000,0,0
chirp,IMP_FIRST_ORDER,32,200,100,0.0100,0,349,0.0013,7.866299e-05,37.8465,4.440121e-02,0.9496,-1.0000,0,0
chirp,IMP_SECOND_ORDER,32,200,100,0.0100,0,348,0.0019,5.356024e-05,39.5158,4.440121e-02,0.9305,-1.0000,0,0
chirp,IMP_WINDOWED_ENERGY,32,200,100,0.0100,0,343,0.0008,2.029466e-04,33.7304,8.818730e-02,0.9307,-1.0000,0,0
chirp,IMP_COMPOSITE,32,200,100,0.0100,0,337,0.0024,5.695857e-05,39.2486,4.440121e-02,0.9453,-1.0000,0,0
chirp,IMP_ADAPTIVE,32,200,100,0.0100,0,340,0.0023,5.305782e-05,39.5567,4.440121e-02,0.9373,-1.0000,0,0
chirp,IMP_INTERP_ERROR,32,200,100,0.0100,0,345,0.0021,5.654642e-06,49.2801,1.085616e-02,0.9956,-1.0000,0,0
chirp,IMP_INTERP_COMPOSITE,32,200,100,0.0100,0,339,0.0168,5.229301e-06,49.6197,9.674779e-03,0.9956,-1.0000,0,0
chirp,RDP_OFFLINE,32,200,100,0.0100,0,345,0.0000,3.964453e-06,50.8224,6.634520e-03,0.9962,-1.0000,0,0
chirp,LTTB_OFFLINE,32,200,100,0.0100,0,345,0.0000,3.258205e-05,41.6744,3.185962e-02,0.9569,-1.0000,0,0
spikes,DROP,32,200,100,0.0100,0,342,0.0074,4.144867e-03,6.8600,1.023084e+00,0.8633,-1.0000,0,0
spikes,WAIT,32,200,100,0.0100,0,0,0.2567,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,TIMED,32,200,100,0.0100,0,0,0.1562,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,ADAPTIVE,32,200,100,0.0100,0,225,0.1016,7.085508e-03,4.5314,1.992803e+00,0.7747,-1.0000,0,0
spikes,LEGACY_IMPORTANCE,32,200,100,0.0100,0,343,0.0024,2.016663e-03,9.9888,1.000284e+00,0.9600,-1.0000,0,0
spikes,RANDOM_DROP,32,200,100,0.0100,0,348,0.0070,8.510081e-03,3.7358,2.005835e+00,0.7305,-1.0000,0,0
spikes,DROP_MIDDLE,32,200,100,0.0100,0,347,0.0022,1.118672e-02,2.5481,2.033041e+00,0.5936,-1.0000,0,0
spikes,DROP_LOW_VARIANCE,32,200,100,0.0100,0,345,0.0020,1.706331e-05,30.7145,2.220330e-02,0.9359,-1.0000,0,0
spikes,IMP_FIRST_ORDER,32,200,100,0.0100,0,348,0.0024,2.018802e-03,9.9842,1.000284e+00,0.9571,-1.0000,0,0
spikes,IMP_SECOND_ORDER,32,200,100,0.0100,0,344,0.0025,7.102510e-03,4.5210,1.992803e+00,0.7298,-1.0000,0,0
spikes,IMP_WINDOWED_ENERGY,32,200,100,0.0100,0,344,0.0097,2.215790e-05,29.5799,2.478401e-02,0.9249,-1.0000,0,0
spikes,IMP_COMPOSITE,32,200,100,0.0100,0,337,0.0026,2.980437e-05,28.2923,3.271056e-02,0.9357,-1.0000,0,0
spikes,IMP_ADAPTIVE,32,200,100,0.0100,0,339,0.0103,3.297506e-05,27.8533,3.271056e-02,0.9123,-1.0000,0,0
spikes,IMP_INTERP_ERROR,32,200,100,0.0100,0,345,0.0077,6.124197e-06,35.1646,1.350986e-02,0.9817,-1.0000,0,0
spikes,IMP_INTERP_COMPOSITE,32,200,100,0.0100,0,344,0.0015,6.026623e-06,35.2344,1.155754e-02,0.9810,-1.0000,0,0
spikes,RDP_OFFLINE,32,200,100,0.0100,0,345,0.0000,4.010820e-06,37.0028,7.214310e-03,0.9856,-1.0000,0,0
spikes,LTTB_OFFLINE,32,200,100,0.0100,0,345,0.0000,2.081092e-03,9.8522,1.023623e+00,0.9235,-1.0000,0,0
sine_1hz,DROP,32,200,100,0.0100,1,342,0.0009,5.296235e-05,39.7492,3.800704e-02,0.7101,-1.0000,0,0
sine_1hz,WAIT,32,200,100,0.0100,1,0,0.2690,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,TIMED,32,200,100,0.0100,1,0,0.2224,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,ADAPTIVE,32,200,100,0.0100,1,234,0.1120,4.235045e-05,40.7203,4.431056e-02,0.7836,-1.0000,0,0
sine_1hz,LEGACY_IMPORTANCE,32,200,100,0.0100,1,348,0.0006,3.962144e-05,41.0096,3.043445e-02,0.8829,-1.0000,0,0
sine_1hz,RANDOM_DROP,32,200,100,0.0100,1,347,0.0072,5.510423e-05,39.5771,3.200223e-02,0.7133,-1.0000,0,0
sine_1hz,DROP_MIDDLE,32,200,100,0.0100,1,346,0.0026,5.635262e-05,39.4798,3.800704e-02,0.6893,-1.0000,0,0
sine_1hz,DROP_LOW_VARIANCE,32,200,100,0.0100,1,349,0.0006,2.367220e-05,43.2465,2.683040e-02,0.8126,-1.0000,0,0
sine_1hz,IMP_FIRST_ORDER,32,200,100,0.0100,1,348,0.0009,3.859397e-05,41.1237,3.043445e-02,0.8811,-1.0000,0,0
sine_1hz,IMP_SECOND_ORDER,32,200,100,0.0100,1,347,0.0009,5.767791e-05,39.3788,4.431056e-02,0.6850,-1.0000,0,0
sine_1hz,IMP_WINDOWED_ENERGY,32,200,100,0.0100,1,348,0.0013,3.105630e-05,42.0674,2.334037e-02,0.8213,-1.0000,0,0
sine_1hz,IMP_COMPOSITE,32,200,100,0.0100,1,345,0.0013,3.688791e-05,41.3201,2.774132e-02,0.8139,-1.0000,0,0
sine_1hz,IMP_ADAPTIVE,32,200,100,0.0100,1,348,0.0009,3.469802e-05,41.5859,2.571750e-02,0.7960,-1.0000,0,0
sine_1hz,IMP_INTERP_ERROR,32,200,100,0.0100,1,346,0.0006,5.815892e-06,49.3427,1.059054e-02,0.9662,-1.0000,0,0
sine_1hz,IMP_INTERP_COMPOSITE,32,200,100,0.0100,1,350,0.0010,5.906707e-06,49.2755,1.040381e-02,0.9630,-1.0000,0,0
sine_1hz,RDP_OFFLINE,32,200,100,0.0100,1,346,0.0000,4.555004e-06,50.4040,7.482487e-03,0.9738,-1.0000,0,0
sine_1hz,LTTB_OFFLINE,32,200,100,0.0100,1,346,0.0000,3.547088e-05,41.4902,3.725120e-02,0.8214,-1.0000,0,0
chirp,DROP,32,200,100,0.0100,1,348,0.0013,5.706443e-05,39.2449,4.319501e-02,0.9292,-1.0000,0,0
chirp,WAIT,32,200,100,0.0100,1,0,0.3365,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,TIMED,32,200,100,0.0100,1,0,0.3198,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,ADAPTIVE,32,200,100,0.0100,1,244,0.0948,3.981697e-05,40.8079,3.545490e-02,0.9522,-1.0000,0,0
chirp,LEGACY_IMPORTANCE,32,200,100,0.0100,1,348,0.0006,7.852331e-05,37.8586,4.324108e-02,0.9394,-1.0000,0,0
chirp,RANDOM_DROP,32,200,100,0.0100,1,346,0.0079,6.076740e-05,38.9719,3.828257e-02,0.9377,-1.0000,0,0
chirp,DROP_MIDDLE,32,200,100,0.0100,1,343,0.0009,5.821064e-05,39.1586,3.908260e-02,0.9339,-1.0000,0,0
chirp,DROP_LOW_VARIANCE,32,200,100,0.0100,1,344,0.0016,4.245334e-04,30.5295,1.450306e-01,0.8847,-1.0000,0,0
chirp,IMP_FIRST_ORDER,32,200,100,0.0100,1,345,0.0079,7.829341e-05,37.8713,4.324108e-02,0.9431,-1.0000,0,0
chirp,IMP_SECOND_ORDER,32,200,100,0.0100,1,346,0.0021,5.742056e-05,39.2179,3.908260e-02,0.9289,-1.0000,0,0
chirp,IMP_WINDOWED_ENERGY,32,200,100,0.0100,1,343,0.0008,2.384975e-04,33.0338,1.107577e-01,0.9213,-1.0000,0,0
chirp,IMP_COMPOSITE,32,200,100,0.0100,1,342,0.0084,6.770871e-05,38.5022,4.632294e-02,0.9323,-1.0000,0,0
chirp,IMP_ADAPTIVE,32,200,100,0.0100,1,346,0.0080,5.839734e-05,39.1447,4.267176e-02,0.9329,-1.0000,0,0
chirp,IMP_INTERP_ERROR,32,200,100,0.0100,1,338,0.0018,5.131815e-06,49.7059,1.003360e-02,0.9941,-1.0000,0,0
chirp,IMP_INTERP_COMPOSITE,32,200,100,0.0100,1,348,0.0007,5.549190e-06,49.3663,1.035019e-02,0.9945,-1.0000,0,0
chirp,RDP_OFFLINE,32,200,100,0.0100,1,338,0.0000,4.247524e-06,50.5272,6.874728e-03,0.9942,-1.0000,0,0
chirp,LTTB_OFFLINE,32,200,100,0.0100,1,338,0.0000,3.141544e-05,41.8372,3.828257e-02,0.9615,-1.0000,0,0
spikes,DROP,32,200,100,0.0100,1,340,0.0021,6.979991e-03,4.5850,1.990744e+00,0.7384,-1.0000,0,0
spikes,WAIT,32,200,100,0.0100,1,0,0.1571,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,TIMED,32,200,100,0.0100,1,0,0.1827,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,ADAPTIVE,32,200,100,0.0100,1,240,0.1648,8.941458e-03,3.5095,1.993529e+00,0.6499,-1.0000,0,0
spikes,LEGACY_IMPORTANCE,32,200,100,0.0100,1,343,0.0020,1.011483e-03,12.9740,9.904487e-01,0.9537,-1.0000,0,0
spikes,RANDOM_DROP,32,200,100,0.0100,1,342,0.0078,6.950412e-03,4.6035,1.986978e+00,0.7343,-1.0000,0,0
spikes,DROP_MIDDLE,32,200,100,0.0100,1,345,0.0024,1.090507e-02,2.6473,1.993529e+00,0.5963,-1.0000,0,0
spikes,DROP_LOW_VARIANCE,32,200,100,0.0100,1,345,0.0017,2.235471e-05,29.5299,2.317446e-02,0.9313,-1.0000,0,0
spikes,IMP_FIRST_ORDER,32,200,100,0.0100,1,348,0.0019,3.205213e-03,7.9650,1.324017e+00,0.9521,-1.0000,0,0
spikes,IMP_SECOND_ORDER,32,200,100,0.0100,1,340,0.0031,1.589827e-02,1.0101,1.993529e+00,0.3461,-1.0000,0,0
spikes,IMP_WINDOWED_ENERGY,32,200,100,0.0100,1,341,0.0009,2.788794e-05,28.5694,2.656120e-02,0.9108,-1.0000,0,0
spikes,IMP_COMPOSITE,32,200,100,0.0100,1,342,0.0295,3.566068e-05,27.5017,2.775850e-02,0.9308,-1.0000,0,0
spikes,IMP_ADAPTIVE,32,200,100,0.0100,1,331,0.0083,3.330103e-05,27.7990,2.811323e-02,0.9116,-1.0000,0,0
spikes,IMP_INTERP_ERROR,32,200,100,0.0100,1,335,0.0008,5.144692e-06,35.9100,1.137026e-02,0.9886,-1.0000,0,0
spikes,IMP_INTERP_COMPOSITE,32,200,100,0.0100,1,340,0.0077,5.470207e-06,35.6436,1.273509e-02,0.9872,-1.0000,0,0
spikes,RDP_OFFLINE,32,200,100,0.0100,1,335,0.0000,4.116438e-06,36.8784,6.575908e-03,0.9914,-1.0000,0,0
spikes,LTTB_OFFLINE,32,200,100,0.0100,1,335,0.0000,1.988806e-03,10.0377,9.928759e-01,0.9377,-1.0000,0,0
sine_1hz,DROP,32,200,100,0.0100,2,345,0.0005,5.273956e-05,39.7672,3.977956e-02,0.7034,-1.0000,0,0
sine_1hz,WAIT,32,200,100,0.0100,2,0,0.1670,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,TIMED,32,200,100,0.0100,2,0,0.2144,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,ADAPTIVE,32,200,100,0.0100,2,235,0.1104,3.070945e-05,42.1158,3.716478e-02,0.8139,-1.0000,0,0
sine_1hz,LEGACY_IMPORTANCE,32,200,100,0.0100,2,336,0.0015,2.878007e-05,42.3976,2.643395e-02,0.8961,-1.0000,0,0
sine_1hz,RANDOM_DROP,32,200,100,0.0100,2,339,0.0076,5.117053e-05,39.8984,4.630332e-02,0.7194,-1.0000,0,0
sine_1hz,DROP_MIDDLE,32,200,100,0.0100,2,335,0.0022,4.729300e-05,40.2406,4.630332e-02,0.7293,-1.0000,0,0
sine_1hz,DROP_LOW_VARIANCE,32,200,100,0.0100,2,333,0.0012,1.670417e-05,44.7603,2.033128e-02,0.8480,-1.0000,0,0
sine_1hz,IMP_FIRST_ORDER,32,200,100,0.0100,2,347,0.0009,3.225962e-05,41.9020,3.914348e-02,0.8876,-1.0000,0,0
sine_1hz,IMP_SECOND_ORDER,32,200,100,0.0100,2,335,0.0023,5.108521e-05,39.9056,3.977956e-02,0.7081,-1.0000,0,0
sine_1hz,IMP_WINDOWED_ENERGY,32,200,100,0.0100,2,341,0.0027,2.316746e-05,43.3398,2.415583e-02,0.8393,-1.0000,0,0
sine_1hz,IMP_COMPOSITE,32,200,100,0.0100,2,340,0.0090,3.064941e-05,42.1243,2.860327e-02,0.8452,-1.0000,0,0
sine_1hz,IMP_ADAPTIVE,32,200,100,0.0100,2,338,0.0087,3.062421e-05,42.1279,3.007089e-02,0.8121,-1.0000,0,0
sine_1hz,IMP_INTERP_ERROR,32,200,100,0.0100,2,344,0.0084,4.189603e-06,50.7668,8.268197e-03,0.9748,-1.0000,0,0
sine_1hz,IMP_INTERP_COMPOSITE,32,200,100,0.0100,2,346,0.0026,4.234270e-06,50.7208,8.257032e-03,0.9751,-1.0000,0,0
sine_1hz,RDP_OFFLINE,32,200,100,0.0100,2,344,0.0000,3.462579e-06,51.5946,7.504749e-03,0.9796,-1.0000,0,0
sine_1hz,LTTB_OFFLINE,32,200,100,0.0100,2,344,0.0000,2.793758e-05,42.5267,2.842357e-02,0.8532,-1.0000,0,0
chirp,DROP,32,200,100,0.0100,2,332,0.0007,4.615023e-05,40.1663,4.575149e-02,0.9484,-1.0000,0,0
chirp,WAIT,32,200,100,0.0100,2,0,0.3835,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,TIMED,32,200,100,0.0100,2,0,0.1876,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,ADAPTIVE,32,200,100,0.0100,2,241,0.1432,3.222789e-05,41.7258,4.058847e-02,0.9596,-1.0000,0,0
chirp,LEGACY_IMPORTANCE,32,200,100,0.0100,2,345,0.0009,9.768202e-05,36.9099,5.073241e-02,0.9404,-1.0000,0,0
chirp,RANDOM_DROP,32,200,100,0.0100,2,347,0.0088,5.788130e-05,39.1827,5.170861e-02,0.9542,-1.0000,0,0
chirp,DROP_MIDDLE,32,200,100,0.0100,2,346,0.0023,4.862622e-05,39.9394,4.058847e-02,0.9407,-1.0000,0,0
chirp,DROP_LOW_VARIANCE,32,200,100,0.0100,2,344,0.0022,5.142788e-04,29.6961,1.618153e-01,0.8877,-1.0000,0,0
chirp,IMP_FIRST_ORDER,32,200,100,0.0100,2,345,0.0058,9.757493e-05,36.9147,5.073241e-02,0.9395,-1.0000,0,0
chirp,IMP_SECOND_ORDER,32,200,100,0.0100,2,344,0.0023,4.716771e-05,40.0716,3.756868e-02,0.9416,-1.0000,0,0
chirp,IMP_WINDOWED_ENERGY,32,200,100,0.0100,2,344,0.0030,2.253636e-04,33.2792,1.055441e-01,0.9194,-1.0000,0,0
chirp,IMP_COMPOSITE,32,200,100,0.0100,2,338,0.0084,5.582178e-05,39.3400,4.428371e-02,0.9418,-1.0000,0,0
chirp,IMP_ADAPTIVE,32,200,100,0.0100,2,343,0.0036,4.223993e-05,40.5508,3.780523e-02,0.9437,-1.0000,0,0
chirp,IMP_INTERP_ERROR,32,200,100,0.0100,2,340,0.0022,4.073031e-06,50.7089,8.620065e-03,0.9946,-1.0000,0,0
chirp,IMP_INTERP_COMPOSITE,32,200,100,0.0100,2,339,0.0034,3.942845e-06,50.8500,8.913466e-03,0.9940,-1.0000,0,0
chirp,RDP_OFFLINE,32,200,100,0.0100,2,340,0.0000,3.513244e-06,51.3510,6.287939e-03,0.9946,-1.0000,0,0
chirp,LTTB_OFFLINE,32,200,100,0.0100,2,340,0.0000,2.854433e-05,42.2529,2.951050e-02,0.9637,-1.0000,0,0
spikes,DROP,32,200,100,0.0100,2,344,0.0007,1.007397e-02,3.0171,2.011864e+00,0.6041,-1.0000,0,0
spikes,WAIT,32,200,100,0.0100,2,0,0.1789,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,TIMED,32,200,100,0.0100,2,0,0.1704,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,ADAPTIVE,32,200,100,0.0100,2,242,0.1100,6.009798e-03,5.2605,2.000997e+00,0.7860,-1.0000,0,0
spikes,LEGACY_IMPORTANCE,32,200,100,0.0100,2,346,0.0022,5.855525e-03,5.3735,1.600368e+00,0.9570,-1.0000,0,0
spikes,RANDOM_DROP,32,200,100,0.0100,2,343,0.0103,1.618420e-02,0.9582,2.013718e+00,0.5871,-1.0000,0,0
spikes,DROP_MIDDLE,32,200,100,0.0100,2,338,0.0020,1.406782e-02,1.5669,2.011864e+00,0.4597,-1.0000,0,0
spikes,DROP_LOW_VARIANCE,32,200,100,0.0100,2,340,0.0082,1.525504e-05,31.2150,1.719710e-02,0.9406,-1.0000,0,0
spikes,IMP_FIRST_ORDER,32,200,100,0.0100,2,342,0.0167,5.853768e-03,5.3748,1.600368e+00,0.9582,-1.0000,0,0
spikes,IMP_SECOND_ORDER,32,200,100,0.0100,2,341,0.0011,1.110991e-02,2.5920,2.011864e+00,0.5960,-1.0000,0,0
spikes,IMP_WINDOWED_ENERGY,32,200,100,0.0100,2,342,0.0020,2.336368e-05,29.3637,2.791160e-02,0.9213,-1.0000,0,0
spikes,IMP_COMPOSITE,32,200,100,0.0100,2,333,0.0024,3.078474e-05,28.1658,2.959403e-02,0.9366,-1.0000,0,0
spikes,IMP_ADAPTIVE,32,200,100,0.0100,2,345,0.0026,3.028296e-05,28.2371,3.010431e-02,0.9197,-1.0000,0,0
spikes,IMP_INTERP_ERROR,32,200,100,0.0100,2,345,0.0097,4.358964e-06,36.6553,8.405077e-03,0.9879,-1.0000,0,0
spikes,IMP_INTERP_COMPOSITE,32,200,100,0.0100,2,344,0.0023,4.394824e-06,36.6197,8.759061e-03,0.9889,-1.0000,0,0
spikes,RDP_OFFLINE,32,200,100,0.0100,2,345,0.0000,3.590791e-06,37.4972,7.548928e-03,0.9893,-1.0000,0,0
spikes,LTTB_OFFLINE,32,200,100,0.0100,2,345,0.0000,2.003576e-03,10.0311,9.942358e-01,0.9348,-1.0000,0,0
sine_1hz,DROP,32,200,100,0.0100,3,339,0.0006,4.597198e-05,40.3648,3.410592e-02,0.7195,-1.0000,0,0
sine_1hz,WAIT,32,200,100,0.0100,3,0,0.3181,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,TIMED,32,200,100,0.0100,3,0,0.4800,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
sine_1hz,ADAPTIVE,32,200,100,0.0100,3,243,0.1137,3.320051e-05,41.7783,3.313207e-02,0.8084,-1.0000,0,0
sine_1hz,LEGACY_IMPORTANCE,32,200,100,0.0100,3,343,0.0015,2.977305e-05,42.2515,3.325430e-02,0.8969,-1.0000,0,0
sine_1hz,RANDOM_DROP,32,200,100,0.0100,3,337,0.0081,4.902937e-05,40.0851,4.370344e-02,0.7181,-1.0000,0,0
sine_1hz,DROP_MIDDLE,32,200,100,0.0100,3,340,0.0007,4.889043e-05,40.0975,4.214905e-02,0.6947,-1.0000,0,0
sine_1hz,DROP_LOW_VARIANCE,32,200,100,0.0100,3,344,0.0087,1.920279e-05,44.1561,1.971212e-02,0.8314,-1.0000,0,0
sine_1hz,IMP_FIRST_ORDER,32,200,100,0.0100,3,339,0.0025,3.077756e-05,42.1074,3.325430e-02,0.9003,-1.0000,0,0
sine_1hz,IMP_SECOND_ORDER,32,200,100,0.0100,3,341,0.0083,4.670726e-05,40.2959,3.615208e-02,0.7138,-1.0000,0,0
sine_1hz,IMP_WINDOWED_ENERGY,32,200,100,0.0100,3,343,0.0025,2.412137e-05,43.1657,2.818045e-02,0.8394,-1.0000,0,0
sine_1hz,IMP_COMPOSITE,32,200,100,0.0100,3,347,0.0027,2.930993e-05,42.3196,2.912205e-02,0.8463,-1.0000,0,0
sine_1hz,IMP_ADAPTIVE,32,200,100,0.0100,3,343,0.0071,3.014690e-05,42.1973,3.148242e-02,0.8143,-1.0000,0,0
sine_1hz,IMP_INTERP_ERROR,32,200,100,0.0100,3,336,0.0008,4.385376e-06,50.5696,9.840583e-03,0.9701,-1.0000,0,0
sine_1hz,IMP_INTERP_COMPOSITE,32,200,100,0.0100,3,343,0.0052,4.771446e-06,50.2032,8.968241e-03,0.9693,-1.0000,0,0
sine_1hz,RDP_OFFLINE,32,200,100,0.0100,3,336,0.0000,3.297473e-06,51.8079,6.249499e-03,0.9772,-1.0000,0,0
sine_1hz,LTTB_OFFLINE,32,200,100,0.0100,3,336,0.0000,2.554442e-05,42.9168,3.615208e-02,0.8550,-1.0000,0,0
chirp,DROP,32,200,100,0.0100,3,345,0.0009,4.320289e-05,40.4457,3.629341e-02,0.9409,-1.0000,0,0
chirp,WAIT,32,200,100,0.0100,3,0,0.2148,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,TIMED,32,200,100,0.0100,3,0,0.2221,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
chirp,ADAPTIVE,32,200,100,0.0100,3,235,0.2484,3.163896e-05,41.7986,3.292958e-02,0.9559,-1.0000,0,0
chirp,LEGACY_IMPORTANCE,32,200,100,0.0100,3,339,0.0078,8.482001e-05,37.5159,6.303006e-02,0.9534,-1.0000,0,0
chirp,RANDOM_DROP,32,200,100,0.0100,3,341,0.0076,5.598060e-05,39.3205,4.339529e-02,0.9357,-1.0000,0,0
chirp,DROP_MIDDLE,32,200,100,0.0100,3,342,0.0023,4.501444e-05,40.2673,3.629341e-02,0.9444,-1.0000,0,0
chirp,DROP_LOW_VARIANCE,32,200,100,0.0100,3,348,0.0076,5.622356e-04,29.3017,1.367744e-01,0.8944,-1.0000,0,0
chirp,IMP_FIRST_ORDER,32,200,100,0.0100,3,346,0.0081,8.453759e-05,37.5303,6.303006e-02,0.9545,-1.0000,0,0
chirp,IMP_SECOND_ORDER,32,200,100,0.0100,3,347,0.0026,4.962828e-05,39.8436,4.198936e-02,0.9345,-1.0000,0,0
chirp,IMP_WINDOWED_ENERGY,32,200,100,0.0100,3,346,0.0014,1.275666e-04,35.7435,8.264788e-02,0.9398,-1.0000,0,0
chirp,IMP_COMPOSITE,32,200,100,0.0100,3,344,0.0020,5.494413e-05,39.4016,4.000498e-02,0.9519,-1.0000,0,0
chirp,IMP_ADAPTIVE,32,200,100,0.0100,3,347,0.0024,5.390603e-05,39.4845,4.198936e-02,0.9455,-1.0000,0,0
chirp,IMP_INTERP_ERROR,32,200,100,0.0100,3,346,0.0024,4.573552e-06,50.1983,8.486355e-03,0.9938,-1.0000,0,0
chirp,IMP_INTERP_COMPOSITE,32,200,100,0.0100,3,339,0.0019,4.309097e-06,50.4570,1.032842e-02,0.9935,-1.0000,0,0
chirp,RDP_OFFLINE,32,200,100,0.0100,3,346,0.0000,3.600155e-06,51.2376,6.458288e-03,0.9953,-1.0000,0,0
chirp,LTTB_OFFLINE,32,200,100,0.0100,3,346,0.0000,2.564000e-05,42.7117,3.265125e-02,0.9613,-1.0000,0,0
spikes,DROP,32,200,100,0.0100,3,339,0.0010,8.228506e-03,3.8874,2.019941e+00,0.7364,-1.0000,0,0
spikes,WAIT,32,200,100,0.0100,3,0,0.3511,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,TIMED,32,200,100,0.0100,3,0,0.2273,0.000000e+00,inf,0.000000e+00,1.0000,-1.0000,1,1
spikes,ADAPTIVE,32,200,100,0.0100,3,244,0.1215,7.159718e-03,4.4917,2.019941e+00,0.7737,-1.0000,0,0
spikes,LEGACY_IMPORTANCE,32,200,100,0.0100,3,341,0.0027,1.018213e-03,12.9622,9.968892e-01,0.9593,-1.0000,0,0
