signal,domain,buffer_size,overload,method,policy,epsilon,emitted,delivered,max_occupancy,occupancy_ratio,overflow_events,dropped,stalled,max_dev,eps_violation_ratio,snr_db
ecg_115,ecg,128,10,SDT,unbounded,1.857143e-02,529,529,135,1.0547,0,0,0,0.000000e+00,0.0000,32.690432
ecg_115,ecg,128,10,SDT,fifo_drop,1.857143e-02,529,522,128,1.0000,7,7,0,0.000000e+00,0.0000,31.666765
ecg_115,ecg,128,10,SDT,stall,1.857143e-02,522,522,128,1.0000,13,0,13,5.392857e-01,29.0385,22.085584
ecg_115,ecg,128,20,PROPOSED,none,0.000000e+00,327,327,128,1.0000,0,0,0,0.000000e+00,0.0000,29.057394
ecg_115,ecg,128,20,SDT,unbounded,2.701493e-02,327,327,133,1.0391,0,0,0,0.000000e+00,0.0000,29.735109
ecg_115,ecg,128,20,SDT,fifo_drop,2.701493e-02,327,322,128,1.0000,5,5,0,0.000000e+00,0.0000,17.230432
ecg_115,ecg,128,20,SDT,stall,2.701493e-02,323,323,128,1.0000,12,0,12,1.400000e-01,5.1823,26.353559
ecg_115,ecg,256,2,PROPOSED,none,0.000000e+00,2255,2255,256,1.0000,0,0,0,0.000000e+00,0.0000,49.048512
ecg_115,ecg,256,2,SDT,unbounded,3.333333e-03,2411,2411,417,1.6289,0,0,0,0.000000e+00,0.0000,50.438125
ecg_115,ecg,256,2,SDT,fifo_drop,3.333333e-03,2411,2250,256,1.0000,161,161,0,0.000000e+00,0.0000,40.748980
ecg_115,ecg,256,2,SDT,stall,3.333333e-03,2250,2250,256,1.0000,240,0,240,1.800000e-01,54.0000,37.319210
ecg_115,ecg,256,5,PROPOSED,none,0.000000e+00,1055,1055,256,1.0000,0,0,0,0.000000e+00,0.0000,39.344914
ecg_115,ecg,256,5,SDT,unbounded,9.090909e-03,1057,1057,258,1.0078,0,0,0,0.000000e+00,0.0000,39.164192
ecg_115,ecg,256,5,SDT,fifo_drop,9.090909e-03,1057,1055,256,1.0000,2,2,0,0.000000e+00,0.0000,39.057420
ecg_115,ecg,256,5,SDT,stall,9.090909e-03,1055,1055,256,1.0000,3,0,3,2.000000e-02,2.2000,39.156575
ecg_115,ecg,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,34.227382
ecg_115,ecg,256,10,SDT,unbounded,1.605263e-02,656,656,258,1.0078,0,0,0,0.000000e+00,0.0000,33.989426
ecg_115,ecg,256,10,SDT,fifo_drop,1.605263e-02,656,654,256,1.0000,2,2,0,0.000000e+00,0.0000,33.987467
ecg_115,ecg,256,10,SDT,stall,1.605263e-02,654,654,256,1.0000,8,0,8,1.625000e-02,1.0123,33.980750
ecg_115,ecg,256,20,PROPOSED,none,0.000000e+00,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,31.023537
ecg_115,ecg,256,20,SDT,unbounded,2.052632e-02,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,31.951551
ecg_115,ecg,256,20,SDT,fifo_drop,2.052632e-02,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,31.951551
ecg_115,ecg,256,20,SDT,stall,2.052632e-02,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,31.951551
ecg_115,ecg,512,2,PROPOSED,none,0.000000e+00,2511,2511,512,1.0000,0,0,0,0.000000e+00,0.0000,50.550901
ecg_115,ecg,512,2,SDT,unbounded,3.333333e-03,2518,2518,524,1.0234,0,0,0,0.000000e+00,0.0000,51.937129
ecg_115,ecg,512,2,SDT,fifo_drop,3.333333e-03,2518,2506,512,1.0000,12,12,0,0.000000e+00,0.0000,45.210621
ecg_115,ecg,512,2,SDT,stall,3.333333e-03,2506,2506,512,1.0000,15,0,15,1.250000e-02,3.7500,51.464780
ecg_115,ecg,512,5,PROPOSED,none,0.000000e+00,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,41.519556
ecg_115,ecg,512,5,SDT,unbounded,7.142857e-03,1312,1312,513,1.0020,0,0,0,0.000000e+00,0.0000,41.377348
ecg_115,ecg,512,5,SDT,fifo_drop,7.142857e-03,1312,1311,512,1.0000,1,1,0,0.000000e+00,0.0000,41.254139
ecg_115,ecg,512,5,SDT,stall,7.142857e-03,1311,1311,512,1.0000,4,0,4,1.500000e-02,2.1000,41.347156
ecg_115,ecg,512,10,PROPOSED,none,0.000000e+00,911,911,512,1.0000,0,0,0,0.000000e+00,0.0000,36.822762
ecg_115,ecg,512,10,SDT,unbounded,1.111111e-02,912,912,512,1.0000,0,0,0,0.000000e+00,0.0000,37.211350
ecg_115,ecg,512,10,SDT,fifo_drop,1.111111e-02,912,912,512,1.0000,0,0,0,0.000000e+00,0.0000,37.211350
ecg_115,ecg,512,10,SDT,stall,1.111111e-02,912,912,512,1.0000,0,0,0,0.000000e+00,0.0000,37.211350
ecg_115,ecg,512,20,PROPOSED,none,0.000000e+00,711,711,512,1.0000,0,0,0,0.000000e+00,0.0000,34.135706
ecg_115,ecg,512,20,SDT,unbounded,1.500000e-02,690,690,490,0.9570,0,0,0,0.000000e+00,0.0000,34.289343
ecg_115,ecg,512,20,SDT,fifo_drop,1.500000e-02,690,690,490,0.9570,0,0,0,0.000000e+00,0.0000,34.289343
ecg_115,ecg,512,20,SDT,stall,1.500000e-02,690,690,490,0.9570,0,0,0,0.000000e+00,0.0000,34.289343
ecg_118,ecg,64,2,PROPOSED,none,0.000000e+00,2063,2063,64,1.0000,0,0,0,0.000000e+00,0.0000,49.705171
ecg_118,ecg,64,2,SDT,unbounded,6.250000e-03,2062,2062,105,1.6406,0,0,0,0.000000e+00,0.0000,49.450402
ecg_118,ecg,64,2,SDT,fifo_drop,6.250000e-03,2062,2021,64,1.0000,41,41,0,0.000000e+00,0.0000,46.979416
ecg_118,ecg,64,2,SDT,stall,6.250000e-03,2022,2022,64,1.0000,64,0,64,9.500000e-02,15.2000,46.580206
ecg_118,ecg,64,5,PROPOSED,none,0.000000e+00,863,863,64,1.0000,0,0,0,0.000000e+00,0.0000,38.243024
ecg_118,ecg,64,5,SDT,unbounded,2.000000e-02,863,863,105,1.6406,0,0,0,0.000000e+00,0.0000,37.479859
ecg_118,ecg,64,5,SDT,fifo_drop,2.000000e-02,863,822,64,1.0000,41,41,0,0.000000e+00,0.0000,34.037540
ecg_118,ecg,64,5,SDT,stall,2.000000e-02,823,823,64,1.0000,132,0,132,2.790000e-01,13.9500,32.045185
ecg_118,ecg,64,10,PROPOSED,none,0.000000e+00,463,463,64,1.0000,0,0,0,0.000000e+00,0.0000,31.118628
ecg_118,ecg,64,10,SDT,unbounded,4.000000e-02,465,465,87,1.3594,0,0,0,0.000000e+00,0.0000,31.266728
ecg_118,ecg,64,10,SDT,fifo_drop,4.000000e-02,465,442,64,1.0000,23,23,0,0.000000e+00,0.0000,29.515661
ecg_118,ecg,64,10,SDT,stall,4.000000e-02,443,443,64,1.0000,103,0,103,3.275000e-01,8.1875,27.946152
ecg_118,ecg,64,20,PROPOSED,none,0.000000e+00,263,263,64,1.0000,0,0,0,0.000000e+00,0.0000,24.455520
ecg_118,ecg,64,20,SDT,unbounded,7.428571e-02,263,263,63,0.9844,0,0,0,0.000000e+00,0.0000,25.479416
ecg_118,ecg,64,20,SDT,fifo_drop,7.428571e-02,263,263,63,0.9844,0,0,0,0.000000e+00,0.0000,25.479416
ecg_118,ecg,64,20,SDT,stall,7.428571e-02,263,263,63,0.9844,0,0,0,0.000000e+00,0.0000,25.479416
ecg_118,ecg,128,2,PROPOSED,none,0.000000e+00,2127,2127,128,1.0000,0,0,0,0.000000e+00,0.0000,50.282449
ecg_118,ecg,128,2,SDT,unbounded,5.714286e-03,2126,2126,139,1.0859,0,0,0,0.000000e+00,0.0000,50.056309
ecg_118,ecg,128,2,SDT,fifo_drop,5.714286e-03,2126,2115,128,1.0000,11,11,0,0.000000e+00,0.0000,49.237003
ecg_118,ecg,128,2,SDT,stall,5.714286e-03,2117,2117,128,1.0000,16,0,16,8.250000e-02,14.4375,48.635181
ecg_118,ecg,128,5,PROPOSED,none,0.000000e+00,927,927,128,1.0000,0,0,0,0.000000e+00,0.0000,39.202304
ecg_118,ecg,128,5,SDT,unbounded,1.833333e-02,926,926,129,1.0078,0,0,0,0.000000e+00,0.0000,38.244622
ecg_118,ecg,128,5,SDT,fifo_drop,1.833333e-02,926,925,128,1.0000,1,1,0,0.000000e+00,0.0000,38.244653
ecg_118,ecg,128,5,SDT,stall,1.833333e-02,925,925,128,1.0000,1,0,1,3.250000e-02,1.7727,38.237099
ecg_118,ecg,128,10,PROPOSED,none,0.000000e+00,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,32.980715
ecg_118,ecg,128,10,SDT,unbounded,3.400000e-02,526,526,127,0.9922,0,0,0,0.000000e+00,0.0000,32.547231
ecg_118,ecg,128,10,SDT,fifo_drop,3.400000e-02,526,526,127,0.9922,0,0,0,0.000000e+00,0.0000,32.547231
ecg_118,ecg,128,10,SDT,stall,3.400000e-02,526,526,127,0.9922,0,0,0,0.000000e+00,0.0000,32.547231
ecg_118,ecg,128,20,PROPOSED,none,0.000000e+00,327,327,128,1.0000,0,0,0,0.000000e+00,0.0000,26.299282
ecg_118,ecg,128,20,SDT,unbounded,5.827586e-02,328,328,128,1.0000,0,0,0,0.000000e+00,0.0000,27.650678
ecg_118,ecg,128,20,SDT,fifo_drop,5.827586e-02,328,328,128,1.0000,0,0,0,0.000000e+00,0.0000,27.650678
ecg_118,ecg,128,20,SDT,stall,5.827586e-02,328,328,128,1.0000,0,0,0,0.000000e+00,0.0000,27.650678
ecg_118,ecg,256,2,PROPOSED,none,0.000000e+00,2255,2255,256,1.0000,0,0,0,0.000000e+00,0.0000,51.228607
ecg_118,ecg,256,2,SDT,unbounded,5.000000e-03,2251,2251,255,0.9961,0,0,0,0.000000e+00,0.0000,50.796882
ecg_118,ecg,256,2,SDT,fifo_drop,5.000000e-03,2251,2251,255,0.9961,0,0,0,0.000000e+00,0.0000,50.796882
ecg_118,ecg,256,2,SDT,stall,5.000000e-03,2251,2251,255,0.9961,0,0,0,0.000000e+00,0.0000,50.796882
ecg_118,ecg,256,5,PROPOSED,none,0.000000e+00,1055,1055,256,1.0000,0,0,0,0.000000e+00,0.0000,40.651237
ecg_118,ecg,256,5,SDT,unbounded,1.500000e-02,1041,1041,242,0.9453,0,0,0,0.000000e+00,0.0000,39.989918
ecg_118,ecg,256,5,SDT,fifo_drop,1.500000e-02,1041,1041,242,0.9453,0,0,0,0.000000e+00,0.0000,39.989918
ecg_118,ecg,256,5,SDT,stall,1.500000e-02,1041,1041,242,0.9453,0,0,0,0.000000e+00,0.0000,39.989918
ecg_118,ecg,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,34.861902
ecg_118,ecg,256,10,SDT,unbounded,2.687500e-02,656,656,256,1.0000,0,0,0,0.000000e+00,0.0000,34.751437
ecg_118,ecg,256,10,SDT,fifo_drop,2.687500e-02,656,656,256,1.0000,0,0,0,0.000000e+00,0.0000,34.751437
ecg_118,ecg,256,10,SDT,stall,2.687500e-02,656,656,256,1.0000,0,0,0,0.000000e+00,0.0000,34.751437
ecg_118,ecg,256,20,PROPOSED,none,0.000000e+00,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,30.319822
ecg_118,ecg,256,20,SDT,unbounded,4.000000e-02,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,31.102186
ecg_118,ecg,256,20,SDT,fifo_drop,4.000000e-02,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,31.102186
ecg_118,ecg,256,20,SDT,stall,4.000000e-02,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,31.102186
ecg_118,ecg,512,2,PROPOSED,none,0.000000e+00,2511,2511,512,1.0000,0,0,0,0.000000e+00,0.0000,52.886377
ecg_118,ecg,512,2,SDT,unbounded,4.166667e-03,2512,2512,514,1.0039,0,0,0,0.000000e+00,0.0000,53.733794
ecg_118,ecg,512,2,SDT,fifo_drop,4.166667e-03,2512,2510,512,1.0000,2,2,0,0.000000e+00,0.0000,53.447716
ecg_118,ecg,512,2,SDT,stall,4.166667e-03,2510,2510,512,1.0000,2,0,2,1.000000e-02,2.4000,53.699763
ecg_118,ecg,512,5,PROPOSED,none,0.000000e+00,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,42.954519
ecg_118,ecg,512,5,SDT,unbounded,1.166667e-02,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,43.103522
ecg_118,ecg,512,5,SDT,fifo_drop,1.166667e-02,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,43.103522
ecg_118,ecg,512,5,SDT,stall,1.166667e-02,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,43.103522
ecg_118,ecg,512,10,PROPOSED,none,0.000000e+00,911,911,512,1.0000,0,0,0,0.000000e+00,0.0000,38.115270
ecg_118,ecg,512,10,SDT,unbounded,1.857143e-02,915,915,515,1.0059,0,0,0,0.000000e+00,0.0000,38.058494
ecg_118,ecg,512,10,SDT,fifo_drop,1.857143e-02,915,912,512,1.0000,3,3,0,0.000000e+00,0.0000,38.047049
ecg_118,ecg,512,10,SDT,stall,1.857143e-02,912,912,512,1.0000,6,0,6,8.333333e-02,4.4872,37.699878
ecg_118,ecg,512,20,PROPOSED,none,0.000000e+00,711,711,512,1.0000,0,0,0,0.000000e+00,0.0000,34.575859
ecg_118,ecg,512,20,SDT,unbounded,2.444444e-02,711,711,511,0.9980,0,0,0,0.000000e+00,0.0000,35.658156
ecg_118,ecg,512,20,SDT,fifo_drop,2.444444e-02,711,711,511,0.9980,0,0,0,0.000000e+00,0.0000,35.658156
ecg_118,ecg,512,20,SDT,stall,2.444444e-02,711,711,511,0.9980,0,0,0,0.000000e+00,0.0000,35.658156
ecg_119,ecg,64,2,PROPOSED,none,0.000000e+00,2063,2063,64,1.0000,0,0,0,0.000000e+00,0.0000,50.592257
ecg_119,ecg,64,2,SDT,unbounded,5.000000e-03,2020,2020,43,0.6719,0,0,0,0.000000e+00,0.0000,49.546349
ecg_119,ecg,64,2,SDT,fifo_drop,5.000000e-03,2020,2020,43,0.6719,0,0,0,0.000000e+00,0.0000,49.546349
ecg_119,ecg,64,2,SDT,stall,5.000000e-03,2020,2020,43,0.6719,0,0,0,0.000000e+00,0.0000,49.546349
ecg_119,ecg,64,5,PROPOSED,none,0.000000e+00,863,863,64,1.0000,0,0,0,0.000000e+00,0.0000,40.152344
ecg_119,ecg,64,5,SDT,unbounded,1.500000e-02,853,853,69,1.0781,0,0,0,0.000000e+00,0.0000,39.151769
ecg_119,ecg,64,5,SDT,fifo_drop,1.500000e-02,853,848,64,1.0000,5,5,0,0.000000e+00,0.0000,38.779908
ecg_119,ecg,64,5,SDT,stall,1.500000e-02,848,848,64,1.0000,9,0,9,1.850000e-01,12.3333,37.008031
ecg_119,ecg,64,10,PROPOSED,none,0.000000e+00,463,463,64,1.0000,0,0,0,0.000000e+00,0.0000,34.517379
ecg_119,ecg,64,10,SDT,unbounded,2.666667e-02,464,464,75,1.1719,0,0,0,0.000000e+00,0.0000,34.264479
ecg_119,ecg,64,10,SDT,fifo_drop,2.666667e-02,464,453,64,1.0000,11,11,0,0.000000e+00,0.0000,30.880059
ecg_119,ecg,64,10,SDT,stall,2.666667e-02,456,456,64,1.0000,33,0,33,2.712500e-01,10.1719,30.462243
ecg_119,ecg,64,20,PROPOSED,none,0.000000e+00,263,263,64,1.0000,0,0,0,0.000000e+00,0.0000,27.432784
ecg_119,ecg,64,20,SDT,unbounded,4.875000e-02,263,263,69,1.0781,0,0,0,0.000000e+00,0.0000,28.684962
ecg_119,ecg,64,20,SDT,fifo_drop,4.875000e-02,263,258,64,1.0000,5,5,0,0.000000e+00,0.0000,26.007144
ecg_119,ecg,64,20,SDT,stall,4.875000e-02,259,259,64,1.0000,31,0,31,3.825000e-01,7.8462,24.452943
ecg_119,ecg,128,2,PROPOSED,none,0.000000e+00,2127,2127,128,1.0000,0,0,0,0.000000e+00,0.0000,51.063810
ecg_119,ecg,128,2,SDT,unbounded,5.000000e-03,2140,2140,149,1.1641,0,0,0,0.000000e+00,0.0000,50.753438
ecg_119,ecg,128,2,SDT,fifo_drop,5.000000e-03,2140,2119,128,1.0000,21,21,0,0.000000e+00,0.0000,50.040834
ecg_119,ecg,128,2,SDT,stall,5.000000e-03,2118,2118,128,1.0000,25,0,25,8.250000e-02,16.5000,47.853350
ecg_119,ecg,128,5,PROPOSED,none,0.000000e+00,927,927,128,1.0000,0,0,0,0.000000e+00,0.0000,40.557083
ecg_119,ecg,128,5,SDT,unbounded,1.357143e-02,927,927,134,1.0469,0,0,0,0.000000e+00,0.0000,40.268654
ecg_119,ecg,128,5,SDT,fifo_drop,1.357143e-02,927,921,128,1.0000,6,6,0,0.000000e+00,0.0000,39.534224
ecg_119,ecg,128,5,SDT,stall,1.357143e-02,921,921,128,1.0000,10,0,10,2.712500e-01,19.9868,35.258931
ecg_119,ecg,128,10,PROPOSED,none,0.000000e+00,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,35.211330
ecg_119,ecg,128,10,SDT,unbounded,2.375000e-02,527,527,133,1.0391,0,0,0,0.000000e+00,0.0000,35.126379
ecg_119,ecg,128,10,SDT,fifo_drop,2.375000e-02,527,522,128,1.0000,5,5,0,0.000000e+00,0.0000,33.967416
ecg_119,ecg,128,10,SDT,stall,2.375000e-02,524,524,128,1.0000,16,0,16,1.850000e-01,7.7895,33.826446
ecg_119,ecg,128,20,PROPOSED,none,0.000000e+00,327,327,128,1.0000,0,0,0,0.000000e+00,0.0000,29.556189
ecg_119,ecg,128,20,SDT,unbounded,3.735294e-02,328,328,132,1.0312,0,0,0,0.000000e+00,0.0000,31.409289
ecg_119,ecg,128,20,SDT,fifo_drop,3.735294e-02,328,324,128,1.0000,4,4,0,0.000000e+00,0.0000,26.947278
ecg_119,ecg,128,20,SDT,stall,3.735294e-02,325,325,128,1.0000,23,0,23,1.850000e-01,4.9528,30.764524
ecg_119,ecg,256,2,PROPOSED,none,0.000000e+00,2255,2255,256,1.0000,0,0,0,0.000000e+00,0.0000,51.654591
ecg_119,ecg,256,2,SDT,unbounded,5.000000e-03,2256,2256,259,1.0117,0,0,0,0.000000e+00,0.0000,51.991481
ecg_119,ecg,256,2,SDT,fifo_drop,5.000000e-03,2256,2253,256,1.0000,3,3,0,0.000000e+00,0.0000,51.722126
ecg_119,ecg,256,2,SDT,stall,5.000000e-03,2252,2252,256,1.0000,4,0,4,1.500000e-02,3.0000,51.902876
ecg_119,ecg,256,5,PROPOSED,none,0.000000e+00,1055,1055,256,1.0000,0,0,0,0.000000e+00,0.0000,41.552535
ecg_119,ecg,256,5,SDT,unbounded,1.166667e-02,1067,1067,269,1.0508,0,0,0,0.000000e+00,0.0000,41.745988
ecg_119,ecg,256,5,SDT,fifo_drop,1.166667e-02,1067,1054,256,1.0000,13,13,0,0.000000e+00,0.0000,40.049854
ecg_119,ecg,256,5,SDT,stall,1.166667e-02,1055,1055,256,1.0000,16,0,16,2.712500e-01,23.2500,34.226750
ecg_119,ecg,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,36.246093
ecg_119,ecg,256,10,SDT,unbounded,2.000000e-02,656,656,256,1.0000,0,0,0,0.000000e+00,0.0000,36.454346
ecg_119,ecg,256,10,SDT,fifo_drop,2.000000e-02,656,656,256,1.0000,0,0,0,0.000000e+00,0.0000,36.454346
ecg_119,ecg,256,10,SDT,stall,2.000000e-02,656,656,256,1.0000,0,0,0,0.000000e+00,0.0000,36.454346
ecg_119,ecg,256,20,PROPOSED,none,0.000000e+00,455,455,256,1.0000,0,0,0,0.000000e+00,0.0000,33.016691
ecg_119,ecg,256,20,SDT,unbounded,2.692308e-02,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,34.255514
ecg_119,ecg,256,20,SDT,fifo_drop,2.692308e-02,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,34.255514
ecg_119,ecg,256,20,SDT,stall,2.692308e-02,456,456,256,1.0000,0,0,0,0.000000e+00,0.0000,34.255514
ecg_119,ecg,512,2,PROPOSED,none,0.000000e+00,2511,2511,512,1.0000,0,0,0,0.000000e+00,0.0000,53.139165
ecg_119,ecg,512,2,SDT,unbounded,3.333333e-03,2587,2587,590,1.1523,0,0,0,0.000000e+00,0.0000,55.077217
ecg_119,ecg,512,2,SDT,fifo_drop,3.333333e-03,2587,2509,512,1.0000,78,78,0,0.000000e+00,0.0000,48.407010
ecg_119,ecg,512,2,SDT,stall,3.333333e-03,2509,2509,512,1.0000,105,0,105,8.250000e-02,24.7500,46.815202
ecg_119,ecg,512,5,PROPOSED,none,0.000000e+00,1311,1311,512,1.0000,0,0,0,0.000000e+00,0.0000,43.769422
ecg_119,ecg,512,5,SDT,unbounded,9.166667e-03,1312,1312,513,1.0020,0,0,0,0.000000e+00,0.0000,44.020874
ecg_119,ecg,512,5,SDT,fifo_drop,9.166667e-03,1312,1311,512,1.0000,1,1,0,0.000000e+00,0.0000,43.790041
ecg_119,ecg,512,5,SDT,stall,9.166667e-03,1312,1312,512,1.0000,1,0,1,1.600000e-02,1.7455,44.021616
ecg_119,ecg,512,10,PROPOSED,none,0.000000e+00,911,911,512,1.0000,0,0,0,0.000000e+00,0.0000,39.151679
ecg_119,ecg,512,10,SDT,unbounded,1.400000e-02,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,39.907698
ecg_119,ecg,512,10,SDT,fifo_drop,1.400000e-02,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,39.907698
ecg_119,ecg,512,10,SDT,stall,1.400000e-02,911,911,511,0.9980,0,0,0,0.000000e+00,0.0000,39.907698
ecg_119,ecg,512,20,PROPOSED,none,0.000000e+00,711,711,512,1.0000,0,0,0,0.000000e+00,0.0000,36.542971
ecg_119,ecg,512,20,SDT,unbounded,1.833333e-02,709,709,509,0.9941,0,0,0,0.000000e+00,0.0000,37.266765
ecg_119,ecg,512,20,SDT,fifo_drop,1.833333e-02,709,709,509,0.9941,0,0,0,0.000000e+00,0.0000,37.266765
ecg_119,ecg,512,20,SDT,stall,1.833333e-02,709,709,509,0.9941,0,0,0,0.000000e+00,0.0000,37.266765
ecg_122,ecg,64,2,PROPOSED,none,0.000000e+00,2063,2063,64,1.0000,0,0,0,0.000000e+00,0.0000,48.929188
ecg_122,ecg,64,2,SDT,unbounded,5.714286e-03,2063,2063,72,1.1250,0,0,0,0.000000e+00,0.0000,48.593013
ecg_122,ecg,64,2,SDT,fifo_drop,5.714286e-03,2063,2055,64,1.0000,8,8,0,0.000000e+00,0.0000,47.859337
ecg_122,ecg,64,2,SDT,stall,5.714286e-03,2055,2055,64,1.0000,16,0,16,4.250000e-02,7.4375,47.890746
ecg_122,ecg,64,5,PROPOSED,none,0.000000e+00,863,863,64,1.0000,0,0,0,0.000000e+00,0.0000,37.283430
ecg_122,ecg,64,5,SDT,unbounded,1.900000e-02,862,862,68,1.0625,0,0,0,0.000000e+00,0.0000,36.195430
ecg_122,ecg,64,5,SDT,fifo_drop,1.900000e-02,862,858,64,1.0000,4,4,0,0.000000e+00,0.0000,35.965367
ecg_122,ecg,64,5,SDT,stall,1.900000e-02,858,858,64,1.0000,13,0,13,4.833333e-02,2.5439,36.053907
ecg_122,ecg,64,10,PROPOSED,none,0.000000e+00,463,463,64,1.0000,0,0,0,0.000000e+00,0.0000,32.178555
ecg_122,ecg,64,10,SDT,unbounded,3.000000e-02,464,464,68,1.0625,0,0,0,0.000000e+00,0.0000,32.535330
ecg_122,ecg,64,10,SDT,fifo_drop,3.000000e-02,464,460,64,1.0000,4,4,0,0.000000e+00,0.0000,32.142138
ecg_122,ecg,64,10,SDT,stall,3.000000e-02,461,461,64,1.0000,11,0,11,5.333333e-02,1.7778,32.433305
ecg_122,ecg,64,20,PROPOSED,none,0.000000e+00,263,263,64,1.0000,0,0,0,0.000000e+00,0.0000,28.534185
ecg_122,ecg,64,20,SDT,unbounded,4.909091e-02,263,263,65,1.0156,0,0,0,0.000000e+00,0.0000,28.103200
ecg_122,ecg,64,20,SDT,fifo_drop,4.909091e-02,263,262,64,1.0000,1,1,0,0.000000e+00,0.0000,28.039848
ecg_122,ecg,64,20,SDT,stall,4.909091e-02,263,263,64,1.0000,1,0,1,4.812500e-02,0.9803,28.083689
ecg_122,ecg,128,2,PROPOSED,none,0.000000e+00,2127,2127,128,1.0000,0,0,0,0.000000e+00,0.0000,49.394006
ecg_122,ecg,128,2,SDT,unbounded,5.000000e-03,2115,2115,124,0.9688,0,0,0,0.000000e+00,0.0000,49.018711
ecg_122,ecg,128,2,SDT,fifo_drop,5.000000e-03,2115,2115,124,0.9688,0,0,0,0.000000e+00,0.0000,49.018711
ecg_122,ecg,128,2,SDT,stall,5.000000e-03,2115,2115,124,0.9688,0,0,0,0.000000e+00,0.0000,49.018711
ecg_122,ecg,128,5,PROPOSED,none,0.000000e+00,927,927,128,1.0000,0,0,0,0.000000e+00,0.0000,37.748281
ecg_122,ecg,128,5,SDT,unbounded,1.750000e-02,928,928,134,1.0469,0,0,0,0.000000e+00,0.0000,37.008223
ecg_122,ecg,128,5,SDT,fifo_drop,1.750000e-02,928,922,128,1.0000,6,6,0,0.000000e+00,0.0000,36.254950
ecg_122,ecg,128,5,SDT,stall,1.750000e-02,922,922,128,1.0000,15,0,15,9.500000e-02,5.4286,36.486936
ecg_122,ecg,128,10,PROPOSED,none,0.000000e+00,527,527,128,1.0000,0,0,0,0.000000e+00,0.0000,32.852879
ecg_122,ecg,128,10,SDT,unbounded,2.700000e-02,527,527,130,1.0156,0,0,0,0.000000e+00,0.0000,33.141414
ecg_122,ecg,128,10,SDT,fifo_drop,2.700000e-02,527,525,128,1.0000,2,2,0,0.000000e+00,0.0000,33.102633
ecg_122,ecg,128,10,SDT,stall,2.700000e-02,527,527,128,1.0000,23,0,23,5.333333e-02,1.9753,33.062368
ecg_122,ecg,128,20,PROPOSED,none,0.000000e+00,327,327,128,1.0000,0,0,0,0.000000e+00,0.0000,29.471514
ecg_122,ecg,128,20,SDT,unbounded,3.979167e-02,329,329,130,1.0156,0,0,0,0.000000e+00,0.0000,29.977133
ecg_122,ecg,128,20,SDT,fifo_drop,3.979167e-02,329,327,128,1.0000,2,2,0,0.000000e+00,0.0000,29.905816
ecg_122,ecg,128,20,SDT,stall,3.979167e-02,327,327,128,1.0000,8,0,8,8.416667e-02,2.1152,29.877748
ecg_122,ecg,256,2,PROPOSED,none,0.000000e+00,2255,2255,256,1.0000,0,0,0,0.000000e+00,0.0000,50.074828
ecg_122,ecg,256,2,SDT,unbounded,5.000000e-03,2244,2244,250,0.9766,0,0,0,0.000000e+00,0.0000,50.066755
ecg_122,ecg,256,2,SDT,fifo_drop,5.000000e-03,2244,2244,250,0.9766,0,0,0,0.000000e+00,0.0000,50.066755
ecg_122,ecg,256,2,SDT,stall,5.000000e-03,2244,2244,250,0.9766,0,0,0,0.000000e+00,0.0000,50.066755
ecg_122,ecg,256,5,PROPOSED,none,0.000000e+00,1055,1055,256,1.0000,0,0,0,0.000000e+00,0.0000,38.829953
ecg_122,ecg,256,5,SDT,unbounded,1.500000e-02,1047,1047,252,0.9844,0,0,0,0.000000e+00,0.0000,38.101087
ecg_122,ecg,256,5,SDT,fifo_drop,1.500000e-02,1047,1047,252,0.9844,0,0,0,0.000000e+00,0.0000,38.101087
ecg_122,ecg,256,5,SDT,stall,1.500000e-02,1047,1047,252,0.9844,0,0,0,0.000000e+00,0.0000,38.101087
ecg_122,ecg,256,10,PROPOSED,none,0.000000e+00,655,655,256,1.0000,0,0,0,0.000000e+00,0.0000,33.894874
