record,method,buffer_size,overload,retained,CR_decim,f1,precision,recall,f1_baseline
122,FIFO,256,10,1255,7.968,0.988,1.0,0.9762,0.988
122,IE,256,20,755,13.245,0.988,1.0,0.9762,0.988
122,FIFO,256,20,755,13.245,0.95,1.0,0.9048,0.988
122,IE,256,50,455,21.978,0.988,1.0,0.9762,0.988
122,FIFO,256,50,455,21.978,0.3529,1.0,0.2143,0.988
122,IE,512,5,2511,3.982,0.988,1.0,0.9762,0.988
122,FIFO,512,5,2511,3.982,0.988,1.0,0.9762,0.988
122,IE,512,10,1511,6.618,0.988,1.0,0.9762,0.988
122,FIFO,512,10,1511,6.618,0.988,1.0,0.9762,0.988
122,IE,512,20,1011,9.891,0.988,1.0,0.9762,0.988
122,FIFO,512,20,1011,9.891,0.8649,1.0,0.7619,0.988
122,IE,512,50,711,14.065,0.988,1.0,0.9762,0.988
122,FIFO,512,50,711,14.065,0.6452,1.0,0.4762,0.988
201,IE,32,5,2031,4.924,0.9877,1.0,0.9756,0.9877
201,FIFO,32,5,2031,4.924,0.9877,1.0,0.9756,0.9877
201,IE,32,10,1031,9.699,0.9877,1.0,0.9756,0.9877
201,FIFO,32,10,1031,9.699,0.9877,1.0,0.9756,0.9877
201,IE,32,20,531,18.832,0.9877,1.0,0.9756,0.9877
201,FIFO,32,20,531,18.832,0.7273,0.96,0.5854,0.9877
201,IE,32,50,231,43.29,0.9877,1.0,0.9756,0.9877
201,FIFO,32,50,231,43.29,0.6102,1.0,0.439,0.9877
201,IE,64,5,2063,4.847,0.9877,1.0,0.9756,0.9877
201,FIFO,64,5,2063,4.847,0.9877,1.0,0.9756,0.9877
201,IE,64,10,1063,9.407,0.9877,1.0,0.9756,0.9877
201,FIFO,64,10,1063,9.407,0.9877,1.0,0.9756,0.9877
201,IE,64,20,563,17.762,0.9877,1.0,0.9756,0.9877
201,FIFO,64,20,563,17.762,0.7941,1.0,0.6585,0.9877
201,IE,64,50,263,38.023,0.9877,1.0,0.9756,0.9877
201,FIFO,64,50,263,38.023,0.4074,0.8462,0.2683,0.9877
201,IE,128,5,2127,4.701,0.9877,1.0,0.9756,0.9877
201,FIFO,128,5,2127,4.701,0.9877,1.0,0.9756,0.9877
201,IE,128,10,1127,8.873,0.9877,1.0,0.9756,0.9877
201,FIFO,128,10,1127,8.873,0.9877,1.0,0.9756,0.9877
201,IE,128,20,627,15.949,0.9877,1.0,0.9756,0.9877
201,FIFO,128,20,627,15.949,0.8611,1.0,0.7561,0.9877
201,IE,128,50,327,30.581,0.9877,1.0,0.9756,0.9877
201,FIFO,128,50,327,30.581,0.5085,0.8333,0.3659,0.9877
201,IE,256,5,2255,4.435,0.9877,1.0,0.9756,0.9877
201,FIFO,256,5,2255,4.435,0.9877,1.0,0.9756,0.9877
201,IE,256,10,1255,7.968,0.9877,1.0,0.9756,0.9877
201,FIFO,256,10,1255,7.968,0.9877,1.0,0.9756,0.9877
201,IE,256,20,755,13.245,0.9877,1.0,0.9756,0.9877
201,FIFO,256,20,755,13.245,0.7941,1.0,0.6585,0.9877
201,IE,256,50,455,21.978,0.9877,1.0,0.9756,0.9877
201,FIFO,256,50,455,21.978,0.5667,0.8947,0.4146,0.9877
201,IE,512,5,2511,3.982,0.9877,1.0,0.9756,0.9877
201,FIFO,512,5,2511,3.982,0.9877,1.0,0.9756,0.9877
201,IE,512,10,1511,6.618,0.9877,1.0,0.9756,0.9877
201,FIFO,512,10,1511,6.618,0.9877,1.0,0.9756,0.9877
201,IE,512,20,1011,9.891,0.9877,1.0,0.9756,0.9877
201,FIFO,512,20,1011,9.891,0.7273,0.96,0.5854,0.9877
201,IE,512,50,711,14.065,0.9877,1.0,0.9756,0.9877
201,FIFO,512,50,711,14.065,0.4074,0.8462,0.2683,0.9877
205,IE,32,5,2031,4.924,0.9762,0.9762,0.9762,0.9762
205,FIFO,32,5,2031,4.924,0.9762,0.9762,0.9762,0.9762
205,IE,32,10,1031,9.699,0.9762,0.9762,0.9762,0.9762
205,FIFO,32,10,1031,9.699,0.8684,0.9706,0.7857,0.9762
205,IE,32,20,531,18.832,0.9762,0.9762,0.9762,0.9762
205,FIFO,32,20,531,18.832,0.6769,0.9565,0.5238,0.9762
205,IE,32,50,231,43.29,0.9762,0.9762,0.9762,0.9762
205,FIFO,32,50,231,43.29,0.28,0.875,0.1667,0.9762
205,IE,64,5,2063,4.847,0.9762,0.9762,0.9762,0.9762
205,FIFO,64,5,2063,4.847,0.9762,0.9762,0.9762,0.9762
205,IE,64,10,1063,9.407,0.9762,0.9762,0.9762,0.9762
205,FIFO,64,10,1063,9.407,0.8831,0.9714,0.8095,0.9762
205,IE,64,20,563,17.762,0.9762,0.9762,0.9762,0.9762
205,FIFO,64,20,563,17.762,0.6757,0.7812,0.5952,0.9762
205,IE,64,50,263,38.023,0.9762,0.9762,0.9762,0.9762
205,FIFO,64,50,263,38.023,0.2963,0.6667,0.1905,0.9762
205,IE,128,5,2127,4.701,0.9762,0.9762,0.9762,0.9762
205,FIFO,128,5,2127,4.701,0.9762,0.9762,0.9762,0.9762
205,IE,128,10,1127,8.873,0.9762,0.9762,0.9762,0.9762
205,FIFO,128,10,1127,8.873,0.9762,0.9762,0.9762,0.9762
205,IE,128,20,627,15.949,0.9762,0.9762,0.9762,0.9762
205,FIFO,128,20,627,15.949,0.625,0.9091,0.4762,0.9762
205,IE,128,50,327,30.581,0.9762,0.9762,0.9762,0.9762
205,FIFO,128,50,327,30.581,0.3793,0.6875,0.2619,0.9762
205,IE,256,5,2255,4.435,0.9762,0.9762,0.9762,0.9762
205,FIFO,256,5,2255,4.435,0.9762,0.9762,0.9762,0.9762
205,IE,256,10,1255,7.968,0.9762,0.9762,0.9762,0.9762
205,FIFO,256,10,1255,7.968,0.9114,0.973,0.8571,0.9762
205,IE,256,20,755,13.245,0.9762,0.9762,0.9762,0.9762
205,FIFO,256,20,755,13.245,0.6769,0.9565,0.5238,0.9762
205,IE,256,50,455,21.978,0.9762,0.9762,0.9762,0.9762
205,FIFO,256,50,455,21.978,0.4138,0.75,0.2857,0.9762
205,IE,512,5,2511,3.982,0.9762,0.9762,0.9762,0.9762
205,FIFO,512,5,2511,3.982,0.9762,0.9762,0.9762,0.9762
205,IE,512,10,1511,6.618,0.9762,0.9762,0.9762,0.9762
205,FIFO,512,10,1511,6.618,0.8684,0.9706,0.7857,0.9762
205,IE,512,20,1011,9.891,0.9762,0.9762,0.9762,0.9762
205,FIFO,512,20,1011,9.891,0.6769,0.9565,0.5238,0.9762
205,IE,512,50,711,14.065,0.9762,0.9762,0.9762,0.9762
205,FIFO,512,50,711,14.065,0.4138,0.75,0.2857,0.9762
212,IE,32,5,2031,4.924,0.9762,1.0,0.9535,0.9762
212,FIFO,32,5,2031,4.924,0.9762,1.0,0.9535,0.9762
212,IE,32,10,1031,9.699,0.9762,1.0,0.9535,0.9762
212,FIFO,32,10,1031,9.699,0.9647,0.9762,0.9535,0.9762
212,IE,32,20,531,18.832,0.9762,1.0,0.9535,0.9762
212,FIFO,32,20,531,18.832,0.7324,0.9286,0.6047,0.9762
212,IE,32,50,231,43.29,0.9762,1.0,0.9535,0.9762
212,FIFO,32,50,231,43.29,0.359,0.4,0.3256,0.9762
212,IE,64,5,2063,4.847,0.9762,1.0,0.9535,0.9762
212,FIFO,64,5,2063,4.847,0.9762,1.0,0.9535,0.9762
212,IE,64,10,1063,9.407,0.9762,1.0,0.9535,0.9762
212,FIFO,64,10,1063,9.407,0.9639,1.0,0.9302,0.9762
212,IE,64,20,563,17.762,0.9762,1.0,0.9535,0.9762
212,FIFO,64,20,563,17.762,0.7895,0.9091,0.6977,0.9762
212,IE,64,50,263,38.023,0.9762,1.0,0.9535,0.9762
212,FIFO,64,50,263,38.023,0.4691,0.5,0.4419,0.9762
212,IE,128,5,2127,4.701,0.9762,1.0,0.9535,0.9762
212,FIFO,128,5,2127,4.701,0.9762,1.0,0.9535,0.9762
212,IE,128,10,1127,8.873,0.9762,1.0,0.9535,0.9762
212,FIFO,128,10,1127,8.873,0.9512,1.0,0.907,0.9762
212,IE,128,20,627,15.949,0.9762,1.0,0.9535,0.9762
212,FIFO,128,20,627,15.949,0.7887,1.0,0.6512,0.9762
212,IE,128,50,327,30.581,0.9762,1.0,0.9535,0.9762
212,FIFO,128,50,327,30.581,0.4941,0.5,0.4884,0.9762
212,IE,256,5,2255,4.435,0.9762,1.0,0.9535,0.9762
212,FIFO,256,5,2255,4.435,0.9762,1.0,0.9535,0.9762
212,IE,256,10,1255,7.968,0.9762,1.0,0.9535,0.9762
212,FIFO,256,10,1255,7.968,0.9762,1.0,0.9535,0.9762
212,IE,256,20,755,13.245,0.9762,1.0,0.9535,0.9762
212,FIFO,256,20,755,13.245,0.8293,0.8718,0.7907,0.9762
212,IE,256,50,455,21.978,0.9762,1.0,0.9535,0.9762
212,FIFO,256,50,455,21.978,0.4444,0.4737,0.4186,0.9762
212,IE,512,5,2511,3.982,0.9762,1.0,0.9535,0.9762
212,FIFO,512,5,2511,3.982,0.9762,1.0,0.9535,0.9762
212,IE,512,10,1511,6.618,0.9762,1.0,0.9535,0.9762
212,FIFO,512,10,1511,6.618,0.9647,0.9762,0.9535,0.9762
212,IE,512,20,1011,9.891,0.9762,1.0,0.9535,0.9762
212,FIFO,512,20,1011,9.891,0.75,0.931,0.6279,0.9762
212,IE,512,50,711,14.065,0.9762,1.0,0.9535,0.9762
212,FIFO,512,50,711,14.065,0.4578,0.475,0.4419,0.9762
215,IE,32,5,2031,4.924,0.9905,1.0,0.9811,0.9905
215,FIFO,32,5,2031,4.924,0.9905,1.0,0.9811,0.9905
215,IE,32,10,1031,9.699,0.9905,1.0,0.9811,0.9905
215,FIFO,32,10,1031,9.699,0.9505,1.0,0.9057,0.9905
215,IE,32,20,531,18.832,0.9905,1.0,0.9811,0.9905
215,FIFO,32,20,531,18.832,0.8824,0.9184,0.8491,0.9905
215,IE,32,50,231,43.29,0.9808,1.0,0.9623,0.9905
215,FIFO,32,50,231,43.29,0.4944,0.6111,0.4151,0.9905
215,IE,64,5,2063,4.847,0.9905,1.0,0.9811,0.9905
215,FIFO,64,5,2063,4.847,0.9905,1.0,0.9811,0.9905
215,IE,64,10,1063,9.407,0.9905,1.0,0.9811,0.9905
215,FIFO,64,10,1063,9.407,0.9293,1.0,0.8679,0.9905
215,IE,64,20,563,17.762,0.9905,1.0,0.9811,0.9905
215,FIFO,64,20,563,17.762,0.866,0.9545,0.7925,0.9905
215,IE,64,50,263,38.023,0.9905,1.0,0.9811,0.9905
215,FIFO,64,50,263,38.023,0.3488,0.4545,0.283,0.9905
215,IE,128,5,2127,4.701,0.9905,1.0,0.9811,0.9905
215,FIFO,128,5,2127,4.701,0.9905,1.0,0.9811,0.9905
215,IE,128,10,1127,8.873,0.9905,1.0,0.9811,0.9905
215,FIFO,128,10,1127,8.873,0.9709,1.0,0.9434,0.9905
215,IE,128,20,627,15.949,0.9905,1.0,0.9811,0.9905
215,FIFO,128,20,627,15.949,0.9,0.9574,0.8491,0.9905
215,IE,128,50,327,30.581,0.9905,1.0,0.9811,0.9905
215,FIFO,128,50,327,30.581,0.3529,0.4688,0.283,0.9905
215,IE,256,5,2255,4.435,0.9905,1.0,0.9811,0.9905
215,FIFO,256,5,2255,4.435,0.9905,1.0,0.9811,0.9905
215,IE,256,10,1255,7.968,0.9905,1.0,0.9811,0.9905
215,FIFO,256,10,1255,7.968,0.94,1.0,0.8868,0.9905
215,IE,256,20,755,13.245,0.9905,1.0,0.9811,0.9905
215,FIFO,256,20,755,13.245,0.8776,0.9556,0.8113,0.9905
215,IE,256,50,455,21.978,0.9905,1.0,0.9811,0.9905
215,FIFO,256,50,455,21.978,0.3765,0.5,0.3019,0.9905
215,IE,512,5,2511,3.982,0.9905,1.0,0.9811,0.9905
215,FIFO,512,5,2511,3.982,0.9905,1.0,0.9811,0.9905
215,IE,512,10,1511,6.618,0.9905,1.0,0.9811,0.9905
215,FIFO,512,10,1511,6.618,0.9608,1.0,0.9245,0.9905
215,IE,512,20,1011,9.891,0.9905,1.0,0.9811,0.9905
215,FIFO,512,20,1011,9.891,0.8932,0.92,0.8679,0.9905
215,IE,512,50,711,14.065,0.9905,1.0,0.9811,0.9905
215,FIFO,512,50,711,14.065,0.3571,0.4839,0.283,0.9905
228,IE,32,5,2031,4.924,0.9459,1.0,0.8974,0.9459
228,FIFO,32,5,2031,4.924,0.9315,1.0,0.8718,0.9459
228,IE,32,10,1031,9.699,0.9459,1.0,0.8974,0.9459
228,FIFO,32,10,1031,9.699,0.9014,1.0,0.8205,0.9459
228,IE,32,20,531,18.832,0.9459,1.0,0.8974,0.9459
228,FIFO,32,20,531,18.832,0.6875,0.88,0.5641,0.9459
228,IE,32,50,231,43.29,0.9014,1.0,0.8205,0.9459
228,FIFO,32,50,231,43.29,0.5135,0.5429,0.4872,0.9459
228,IE,64,5,2063,4.847,0.9459,1.0,0.8974,0.9459
228,FIFO,64,5,2063,4.847,0.9014,1.0,0.8205,0.9459
228,IE,64,10,1063,9.407,0.9459,1.0,0.8974,0.9459
228,FIFO,64,10,1063,9.407,0.9041,0.9706,0.8462,0.9459
228,IE,64,20,563,17.762,0.9315,1.0,0.8718,0.9459
228,FIFO,64,20,563,17.762,0.6765,0.7931,0.5897,0.9459
228,IE,64,50,263,38.023,0.9014,1.0,0.8205,0.9459
228,FIFO,64,50,263,38.023,0.411,0.4412,0.3846,0.9459
228,IE,128,5,2127,4.701,0.9459,1.0,0.8974,0.9459
228,FIFO,128,5,2127,4.701,0.9315,1.0,0.8718,0.9459
228,IE,128,10,1127,8.873,0.9459,1.0,0.8974,0.9459
228,FIFO,128,10,1127,8.873,0.8857,1.0,0.7949,0.9459
228,IE,128,20,627,15.949,0.9315,1.0,0.8718,0.9459
228,FIFO,128,20,627,15.949,0.6462,0.8077,0.5385,0.9459
228,IE,128,50,327,30.581,0.8696,1.0,0.7692,0.9459
228,FIFO,128,50,327,30.581,0.5294,0.6207,0.4615,0.9459
228,IE,256,5,2255,4.435,0.9459,1.0,0.8974,0.9459
228,FIFO,256,5,2255,4.435,0.9167,1.0,0.8462,0.9459
228,IE,256,10,1255,7.968,0.9459,1.0,0.8974,0.9459
228,FIFO,256,10,1255,7.968,0.9189,0.9714,0.8718,0.9459
228,IE,256,20,755,13.245,0.9315,1.0,0.8718,0.9459
228,FIFO,256,20,755,13.245,0.7188,0.92,0.5897,0.9459
228,IE,256,50,455,21.978,0.8857,1.0,0.7949,0.9459
228,FIFO,256,50,455,21.978,0.4571,0.5161,0.4103,0.9459
228,IE,512,5,2511,3.982,0.9459,1.0,0.8974,0.9459
228,FIFO,512,5,2511,3.982,0.9315,1.0,0.8718,0.9459
228,IE,512,10,1511,6.618,0.9459,1.0,0.8974,0.9459
228,FIFO,512,10,1511,6.618,0.9014,1.0,0.8205,0.9459
228,IE,512,20,1011,9.891,0.9459,1.0,0.8974,0.9459
228,FIFO,512,20,1011,9.891,0.7077,0.8846,0.5897,0.9459
228,IE,512,50,711,14.065,0.8857,1.0,0.7949,0.9459
228,FIFO,512,50,711,14.065,0.5,0.5135,0.4872,0.9459
