signal,domain,mode,beta,buffer_size,overload,retained,expected,CR,snr_db,mse,max_error,snr_saturated,spectral_correlation
ecg_105,ecg,SPAN,1.0000,128,50,167,167,11.9760,24.64829047,5.092517e-04,0.20571429,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,128,50,167,167,11.9760,22.26941232,8.806844e-04,0.32312500,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,128,50,167,167,11.9760,22.46103788,8.426704e-04,0.24750000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,128,50,167,167,11.9760,20.94253840,1.195385e-03,0.43666667,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,128,100,147,147,13.6054,17.47822092,2.654236e-03,0.28228395,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,128,100,147,147,13.6054,22.56019413,8.236489e-04,0.22375000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,128,100,147,147,13.6054,17.47822092,2.654236e-03,0.28228395,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,128,100,147,147,13.6054,21.42805487,1.068947e-03,0.17212766,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,128,100,147,147,13.6054,23.07785361,7.310990e-04,0.19025000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,128,100,147,147,13.6054,23.47604622,6.670478e-04,0.16257576,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,128,100,147,147,13.6054,22.56019413,8.236489e-04,0.22375000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,128,100,147,147,13.6054,23.22901114,7.060906e-04,0.22684211,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,128,100,147,147,13.6054,20.57068953,1.302245e-03,0.27333333,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,128,100,147,147,13.6054,20.65372034,1.277584e-03,0.21029412,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,256,2,1255,1255,1.5936,46.36463030,3.430035e-06,0.00700000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,256,2,1255,1255,1.5936,45.68959516,4.006840e-06,0.00800000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,256,2,1255,1255,1.5936,46.36463030,3.430035e-06,0.00700000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,256,2,1255,1255,1.5936,46.26639206,3.508507e-06,0.00750000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,256,2,1255,1255,1.5936,46.04633027,3.690868e-06,0.00750000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,256,2,1255,1255,1.5936,45.90389556,3.813924e-06,0.00750000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,256,2,1255,1255,1.5936,45.68959516,4.006840e-06,0.00800000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,256,2,1255,1255,1.5936,45.38970451,4.293299e-06,0.00875000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,256,2,1255,1255,1.5936,45.22805536,4.456111e-06,0.01000000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,256,2,1255,1255,1.5936,44.53026373,5.232812e-06,0.01000000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,256,3,922,922,2.1692,40.54398911,1.310276e-05,0.01333333,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,256,3,922,922,2.1692,39.80205259,1.554377e-05,0.02000000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,256,3,922,922,2.1692,40.54398911,1.310276e-05,0.01333333,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,256,3,922,922,2.1692,40.51199203,1.319965e-05,0.01500000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,256,3,922,922,2.1692,40.15038744,1.434573e-05,0.01500000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,256,3,922,922,2.1692,39.98568845,1.490022e-05,0.02000000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,256,3,922,922,2.1692,39.80205259,1.554377e-05,0.02000000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,256,3,922,922,2.1692,39.62482477,1.619120e-05,0.02200000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,256,3,922,922,2.1692,39.38314079,1.711778e-05,0.02333333,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,256,3,922,922,2.1692,38.60949530,2.045559e-05,0.03000000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,256,5,655,655,3.0534,35.46098829,4.223405e-05,0.02700000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,256,5,655,655,3.0534,34.51858594,5.246902e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,256,5,655,655,3.0534,35.46098829,4.223405e-05,0.02700000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,256,5,655,655,3.0534,35.36901132,4.313804e-05,0.03375000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,256,5,655,655,3.0534,34.99752434,4.699040e-05,0.03375000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,256,5,655,655,3.0534,34.90196512,4.803580e-05,0.03375000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,256,5,655,655,3.0534,34.51858594,5.246902e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,256,5,655,655,3.0534,34.17026625,5.685058e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,256,5,655,655,3.0534,33.90367813,6.044964e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,256,5,655,655,3.0534,33.54639137,6.563302e-05,0.04600000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,256,10,455,455,4.3956,32.22682879,8.893622e-05,0.03437500,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,256,10,455,455,4.3956,31.64963918,1.015775e-04,0.05500000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,256,10,455,455,4.3956,32.22682879,8.893622e-05,0.03437500,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,256,10,455,455,4.3956,32.35601547,8.632965e-05,0.03666667,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,256,10,455,455,4.3956,31.94132952,9.497922e-05,0.03944444,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,256,10,455,455,4.3956,32.06095770,9.239868e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,256,10,455,455,4.3956,31.64963918,1.015775e-04,0.05500000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,256,10,455,455,4.3956,31.28554391,1.104605e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,256,10,455,455,4.3956,31.08131720,1.157790e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,256,10,455,455,4.3956,30.54543357,1.309840e-04,0.06500000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,256,20,355,355,5.6338,29.12414853,1.816966e-04,0.06500000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,256,20,355,355,5.6338,30.08516003,1.456282e-04,0.06714286,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,256,20,355,355,5.6338,29.12414853,1.816966e-04,0.06500000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,256,20,355,355,5.6338,30.18486933,1.423228e-04,0.05454545,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,256,20,355,355,5.6338,30.03761313,1.472313e-04,0.05289474,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,256,20,355,355,5.6338,30.06480537,1.463124e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,256,20,355,355,5.6338,30.08516003,1.456282e-04,0.06714286,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,256,20,355,355,5.6338,29.94319872,1.504671e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,256,20,355,355,5.6338,29.74647704,1.574396e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,256,20,355,355,5.6338,29.21950441,1.777506e-04,0.07333333,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,256,50,295,295,6.7797,27.30849000,2.760022e-04,0.08529412,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,256,50,295,295,6.7797,29.02222864,1.860110e-04,0.05833333,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,256,50,295,295,6.7797,27.30849000,2.760022e-04,0.08529412,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,256,50,295,295,6.7797,29.24962397,1.765221e-04,0.05076923,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,256,50,295,295,6.7797,29.66335632,1.604818e-04,0.06500000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,256,50,295,295,6.7797,29.44541128,1.687409e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,256,50,295,295,6.7797,29.02222864,1.860110e-04,0.05833333,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,256,50,295,295,6.7797,28.84794420,1.936275e-04,0.08500000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,256,50,295,295,6.7797,28.91974976,1.904525e-04,0.08166667,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,256,50,295,295,6.7797,28.18857652,2.253740e-04,0.09750000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,256,100,275,275,7.2727,25.89094902,3.825310e-04,0.12500000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,256,100,275,275,7.2727,28.82331164,1.947289e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,256,100,275,275,7.2727,25.89094902,3.825310e-04,0.12500000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,256,100,275,275,7.2727,29.02395991,1.859369e-04,0.06500000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,256,100,275,275,7.2727,29.28885303,1.749348e-04,0.06500000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,256,100,275,275,7.2727,29.35458226,1.723072e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,256,100,275,275,7.2727,28.82331164,1.947289e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,256,100,275,275,7.2727,29.11089353,1.822520e-04,0.07333333,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,256,100,275,275,7.2727,28.23467250,2.229946e-04,0.08500000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,256,100,275,275,7.2727,28.26296058,2.215468e-04,0.08625000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,512,2,1511,1511,1.3236,50.74574156,1.250799e-06,0.00500000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,512,2,1511,1511,1.3236,50.28334692,1.391319e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,512,2,1511,1511,1.3236,50.74574156,1.250799e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,512,2,1511,1511,1.3236,50.79143232,1.237708e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,512,2,1511,1511,1.3236,50.72493455,1.256806e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,512,2,1511,1511,1.3236,50.74489772,1.251042e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,512,2,1511,1511,1.3236,50.28334692,1.391319e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,512,2,1511,1511,1.3236,49.78134583,1.561806e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,512,2,1511,1511,1.3236,49.78134583,1.561806e-06,0.00500000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,512,2,1511,1511,1.3236,49.78134583,1.561806e-06,0.00500000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,512,3,1178,1178,1.6978,44.35398249,5.449583e-06,0.00875000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,512,3,1178,1178,1.6978,43.87957187,6.078611e-06,0.01200000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,512,3,1178,1178,1.6978,44.35398249,5.449583e-06,0.00875000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,512,3,1178,1178,1.6978,44.37684365,5.420972e-06,0.00875000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,512,3,1178,1178,1.6978,44.13370136,5.733125e-06,0.01166667,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,512,3,1178,1178,1.6978,43.95257099,5.977292e-06,0.01100000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,512,3,1178,1178,1.6978,43.87957187,6.078611e-06,0.01200000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,512,3,1178,1178,1.6978,43.78388356,6.214028e-06,0.01333333,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,512,3,1178,1178,1.6978,43.42728175,6.745799e-06,0.01250000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,512,3,1178,1178,1.6978,42.92476466,7.573299e-06,0.01250000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,512,5,911,911,2.1954,40.37004353,1.363820e-05,0.01500000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,512,5,911,911,2.1954,39.64992876,1.609788e-05,0.01875000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,512,5,911,911,2.1954,40.37004353,1.363820e-05,0.01500000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,512,5,911,911,2.1954,40.23058918,1.408324e-05,0.01500000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,512,5,911,911,2.1954,40.08098743,1.457682e-05,0.01500000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,512,5,911,911,2.1954,39.75565273,1.571073e-05,0.01875000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,512,5,911,911,2.1954,39.64992876,1.609788e-05,0.01875000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,512,5,911,911,2.1954,39.37924586,1.713314e-05,0.02250000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,512,5,911,911,2.1954,39.24391521,1.767543e-05,0.02250000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,512,5,911,911,2.1954,38.54929581,2.074111e-05,0.03000000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,512,10,711,711,2.8129,37.08262602,2.907361e-05,0.02000000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,512,10,711,711,2.8129,36.65215948,3.210300e-05,0.02700000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,512,10,711,711,2.8129,37.08262602,2.907361e-05,0.02000000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,512,10,711,711,2.8129,37.10320520,2.893617e-05,0.02000000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,512,10,711,711,2.8129,37.03652010,2.938391e-05,0.02000000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,512,10,711,711,2.8129,36.76760437,3.126087e-05,0.02700000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,512,10,711,711,2.8129,36.65215948,3.210300e-05,0.02700000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,512,10,711,711,2.8129,36.31142066,3.472318e-05,0.03000000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,512,10,711,711,2.8129,36.09427454,3.650347e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,512,10,711,711,2.8129,35.35640474,4.326344e-05,0.04750000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,512,20,611,611,3.2733,35.39468199,4.288381e-05,0.02700000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,512,20,611,611,3.2733,34.85181413,4.859372e-05,0.03750000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,512,20,611,611,3.2733,35.39468199,4.288381e-05,0.02700000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,512,20,611,611,3.2733,35.29699236,4.385936e-05,0.03250000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,512,20,611,611,3.2733,35.31689793,4.365880e-05,0.03250000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,512,20,611,611,3.2733,35.22324594,4.461049e-05,0.03166667,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,512,20,611,611,3.2733,34.85181413,4.859372e-05,0.03750000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,512,20,611,611,3.2733,34.65871687,5.080306e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,512,20,611,611,3.2733,34.43253784,5.351897e-05,0.05500000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,512,20,611,611,3.2733,34.20368254,5.641483e-05,0.05500000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,512,50,551,551,3.6298,34.19242606,5.656124e-05,0.03625000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,512,50,551,551,3.6298,34.02043854,5.884610e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,512,50,551,551,3.6298,34.19242606,5.656124e-05,0.03625000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,512,50,551,551,3.6298,34.70777943,5.023236e-05,0.03000000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,512,50,551,551,3.6298,34.48596225,5.286465e-05,0.03000000,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,512,50,551,551,3.6298,34.26024259,5.568488e-05,0.03750000,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,512,50,551,551,3.6298,34.02043854,5.884610e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,512,50,551,551,3.6298,33.84019092,6.133981e-05,0.04750000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,512,50,551,551,3.6298,33.47175313,6.677075e-05,0.05500000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,512,50,551,551,3.6298,33.26603728,7.000964e-05,0.05500000,0,-1.00000000
ecg_105,ecg,REF_INTERP_ERROR,-1.0000,512,100,531,531,3.7665,33.86340173,6.101286e-05,0.04500000,0,-1.00000000
ecg_105,ecg,REF_VW_AREA,-1.0000,512,100,531,531,3.7665,33.73592699,6.283026e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,0.0000,512,100,531,531,3.7665,33.86340173,6.101286e-05,0.04500000,0,-1.00000000
ecg_105,ecg,SPAN,0.2500,512,100,531,531,3.7665,34.29322140,5.526363e-05,0.03625000,0,-1.00000000
ecg_105,ecg,SPAN,0.5000,512,100,531,531,3.7665,34.17909003,5.673519e-05,0.03571429,0,-1.00000000
ecg_105,ecg,SPAN,0.7500,512,100,531,531,3.7665,34.05314503,5.840460e-05,0.03571429,0,-1.00000000
ecg_105,ecg,SPAN,1.0000,512,100,531,531,3.7665,33.73592699,6.283026e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,1.2500,512,100,531,531,3.7665,33.59669283,6.487722e-05,0.04000000,0,-1.00000000
ecg_105,ecg,SPAN,1.5000,512,100,531,531,3.7665,33.44045726,6.725364e-05,0.05500000,0,-1.00000000
ecg_105,ecg,SPAN,2.0000,512,100,531,531,3.7665,32.81910165,7.759815e-05,0.05500000,0,-1.00000000
ecg_106,ecg,REF_INTERP_ERROR,-1.0000,32,2,1031,1031,1.9399,40.98984599,1.308606e-05,0.02000000,0,-1.00000000
ecg_106,ecg,REF_VW_AREA,-1.0000,32,2,1031,1031,1.9399,40.27443102,1.542944e-05,0.03000000,0,-1.00000000
ecg_106,ecg,SPAN,0.0000,32,2,1031,1031,1.9399,40.98984599,1.308606e-05,0.02000000,0,-1.00000000
ecg_106,ecg,SPAN,0.2500,32,2,1031,1031,1.9399,40.97734293,1.312378e-05,0.02250000,0,-1.00000000
ecg_106,ecg,SPAN,0.5000,32,2,1031,1031,1.9399,40.61830401,1.425486e-05,0.02750000,0,-1.00000000
ecg_106,ecg,SPAN,0.7500,32,2,1031,1031,1.9399,40.35448448,1.514764e-05,0.02750000,0,-1.00000000
ecg_106,ecg,SPAN,1.0000,32,2,1031,1031,1.9399,40.27443102,1.542944e-05,0.03000000,0,-1.00000000
ecg_106,ecg,SPAN,1.2500,32,2,1031,1031,1.9399,40.08174917,1.612941e-05,0.03000000,0,-1.00000000
ecg_106,ecg,SPAN,1.5000,32,2,1031,1031,1.9399,39.79544874,1.722854e-05,0.03750000,0,-1.00000000
ecg_106,ecg,SPAN,2.0000,32,2,1031,1031,1.9399,39.00132763,2.068524e-05,0.03750000,0,-1.00000000
ecg_106,ecg,REF_INTERP_ERROR,-1.0000,32,3,698,698,2.8653,34.86319571,5.363815e-05,0.03666667,0,-1.00000000
ecg_106,ecg,REF_VW_AREA,-1.0000,32,3,698,698,2.8653,33.81355035,6.830278e-05,0.05250000,0,-1.00000000
ecg_106,ecg,SPAN,0.0000,32,3,698,698,2.8653,34.86319571,5.363815e-05,0.03666667,0,-1.00000000
ecg_106,ecg,SPAN,0.2500,32,3,698,698,2.8653,34.67891431,5.596313e-05,0.03750000,0,-1.00000000
ecg_106,ecg,SPAN,0.5000,32,3,698,698,2.8653,34.32678788,6.068965e-05,0.04750000,0,-1.00000000
ecg_106,ecg,SPAN,0.7500,32,3,698,698,2.8653,34.04200356,6.480269e-05,0.05000000,0,-1.00000000
ecg_106,ecg,SPAN,1.0000,32,3,698,698,2.8653,33.81355035,6.830278e-05,0.05250000,0,-1.00000000
ecg_106,ecg,SPAN,1.2500,32,3,698,698,2.8653,33.38078750,7.545962e-05,0.07750000,0,-1.00000000
ecg_106,ecg,SPAN,1.5000,32,3,698,698,2.8653,32.23845835,9.816294e-05,0.09750000,0,-1.00000000
ecg_106,ecg,SPAN,2.0000,32,3,698,698,2.8653,31.51409776,1.159801e-04,0.10000000,0,-1.00000000
ecg_106,ecg,REF_INTERP_ERROR,-1.0000,32,5,431,431,4.6404,29.41387748,1.881073e-04,0.05500000,0,-1.00000000
ecg_106,ecg,REF_VW_AREA,-1.0000,32,5,431,431,4.6404,28.13545933,2.524919e-04,0.10333333,0,-1.00000000
ecg_106,ecg,SPAN,0.0000,32,5,431,431,4.6404,29.41387748,1.881073e-04,0.05500000,0,-1.00000000
ecg_106,ecg,SPAN,0.2500,32,5,431,431,4.6404,29.48790352,1.849282e-04,0.06750000,0,-1.00000000
ecg_106,ecg,SPAN,0.5000,32,5,431,431,4.6404,29.20659750,1.973030e-04,0.07333333,0,-1.00000000
ecg_106,ecg,SPAN,0.7500,32,5,431,431,4.6404,28.55078386,2.294642e-04,0.10333333,0,-1.00000000
ecg_106,ecg,SPAN,1.0000,32,5,431,431,4.6404,28.13545933,2.524919e-04,0.10333333,0,-1.00000000
ecg_106,ecg,SPAN,1.2500,32,5,431,431,4.6404,27.80302829,2.725779e-04,0.10833333,0,-1.00000000
ecg_106,ecg,SPAN,1.5000,32,5,431,431,4.6404,27.66989788,2.810630e-04,0.10833333,0,-1.00000000
ecg_106,ecg,SPAN,2.0000,32,5,431,431,4.6404,26.04145101,4.089294e-04,0.24000000,0,-1.00000000
ecg_106,ecg,REF_INTERP_ERROR,-1.0000,32,10,231,231,8.6580,25.10153045,5.077388e-04,0.07846154,0,-1.00000000
ecg_106,ecg,REF_VW_AREA,-1.0000,32,10,231,231,8.6580,22.76956690,8.686338e-04,0.27600000,0,-1.00000000
ecg_106,ecg,SPAN,0.0000,32,10,231,231,8.6580,25.10153045,5.077388e-04,0.07846154,0,-1.00000000
ecg_106,ecg,SPAN,0.2500,32,10,231,231,8.6580,25.30204357,4.848295e-04,0.10875000,0,-1.00000000
ecg_106,ecg,SPAN,0.5000,32,10,231,231,8.6580,24.52766038,5.794652e-04,0.11166667,0,-1.00000000
ecg_106,ecg,SPAN,0.7500,32,10,231,231,8.6580,23.79085325,6.866067e-04,0.27600000,0,-1.00000000
ecg_106,ecg,SPAN,1.0000,32,10,231,231,8.6580,22.76956690,8.686338e-04,0.27600000,0,-1.00000000
ecg_106,ecg,SPAN,1.2500,32,10,231,231,8.6580,22.79352010,8.638561e-04,0.27750000,0,-1.00000000
ecg_106,ecg,SPAN,1.5000,32,10,231,231,8.6580,22.14579634,1.002799e-03,0.28333333,0,-1.00000000
ecg_106,ecg,SPAN,2.0000,32,10,231,231,8.6580,19.92014076,1.674092e-03,0.46750000,0,-1.00000000
ecg_106,ecg,REF_INTERP_ERROR,-1.0000,32,20,131,131,15.2672,20.93831203,1.324226e-03,0.19100000,0,-1.00000000
ecg_106,ecg,REF_VW_AREA,-1.0000,32,20,131,131,15.2672,18.27493376,2.445119e-03,0.45000000,0,-1.00000000
ecg_106,ecg,SPAN,0.0000,32,20,131,131,15.2672,20.93831203,1.324226e-03,0.19100000,0,-1.00000000
ecg_106,ecg,SPAN,0.2500,32,20,131,131,15.2672,20.49426961,1.466785e-03,0.26000000,0,-1.00000000
ecg_106,ecg,SPAN,0.5000,32,20,131,131,15.2672,19.55722820,1.819997e-03,0.26475000,0,-1.00000000
ecg_106,ecg,SPAN,0.7500,32,20,131,131,15.2672,19.91204989,1.677214e-03,0.31200000,0,-1.00000000
ecg_106,ecg,SPAN,1.0000,32,20,131,131,15.2672,18.27493376,2.445119e-03,0.45000000,0,-1.00000000
ecg_106,ecg,SPAN,1.2500,32,20,131,131,15.2672,16.63622739,3.565912e-03,0.62214286,0,-1.00000000
ecg_106,ecg,SPAN,1.5000,32,20,131,131,15.2672,15.87709223,4.247019e-03,0.71500000,0,-1.00000000
ecg_106,ecg,SPAN,2.0000,32,20,131,131,15.2672,13.17837334,7.905986e-03,0.91833333,0,-1.00000000
ecg_106,ecg,REF_INTERP_ERROR,-1.0000,32,50,71,71,28.1690,10.32268501,1.525896e-02,0.55750000,0,-1.00000000
ecg_106,ecg,REF_VW_AREA,-1.0000,32,50,71,71,28.1690,8.88430115,2.125021e-02,1.98441176,0,-1.00000000
ecg_106,ecg,SPAN,0.0000,32,50,71,71,28.1690,10.32268501,1.525896e-02,0.55750000,0,-1.00000000
ecg_106,ecg,SPAN,0.2500,32,50,71,71,28.1690,11.28654945,1.222189e-02,0.55031915,0,-1.00000000
ecg_106,ecg,SPAN,0.5000,32,50,71,71,28.1690,11.33048790,1.209886e-02,0.56500000,0,-1.00000000
ecg_106,ecg,SPAN,0.7500,32,50,71,71,28.1690,11.06545049,1.286022e-02,0.69642857,0,-1.00000000
ecg_106,ecg,SPAN,1.0000,32,50,71,71,28.1690,8.88430115,2.125021e-02,1.98441176,0,-1.00000000
ecg_106,ecg,SPAN,1.2500,32,50,71,71,28.1690,5.95752266,4.169089e-02,2.25750000,0,-1.00000000
ecg_106,ecg,SPAN,1.5000,32,50,71,71,28.1690,4.34968415,6.037053e-02,2.40531915,0,-1.00000000
ecg_106,ecg,SPAN,2.0000,32,50,71,71,28.1690,3.46390034,7.402925e-02,2.41645833,0,-1.00000000
ecg_106,ecg,REF_INTERP_ERROR,-1.0000,32,100,51,51,39.2157,8.17580201,2.501573e-02,0.58842857,0,-1.00000000
ecg_106,ecg,REF_VW_AREA,-1.0000,32,100,51,51,39.2157,2.94287106,8.346536e-02,2.35395833,0,-1.00000000
ecg_106,ecg,SPAN,0.0000,32,100,51,51,39.2157,8.17580201,2.501573e-02,0.58842857,0,-1.00000000
ecg_106,ecg,SPAN,0.2500,32,100,51,51,39.2157,9.00871013,2.065011e-02,0.53400000,0,-1.00000000
