signal,domain,mode,buffer_size,overload,retained,expected,drops,snr_db,mse,max_error,deriv_ratio,snr_saturated,spectral_correlation
ecg_100,ecg,DROP,64,2,1063,1063,937,31.283607,9.642500e-05,0.095000,0.885891,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,2,1063,1063,937,31.699223,8.762500e-05,0.095000,0.889918,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,2,1063,1063,937,35.595001,3.573142e-05,0.032143,0.868439,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,2,1063,1063,937,35.414558,3.724728e-05,0.035000,0.924554,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,2,1063,1063,937,35.406913,3.731291e-05,0.035000,0.925091,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,2,1063,1063,937,31.451340,9.277188e-05,0.110000,0.892066,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,2,1063,1063,937,34.673392,4.417853e-05,0.030455,0.868707,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,2,1063,1063,937,35.427581,3.713576e-05,0.032500,0.904417,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,2,1063,1063,937,35.582073,3.583794e-05,0.035000,0.898241,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,2,1063,1063,937,43.781210,5.425370e-06,0.010000,0.989797,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,2,1063,1063,937,43.750550,5.463808e-06,0.010000,0.989260,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,2,1063,1063,937,43.309446,6.047917e-06,0.012500,0.984159,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,2,1063,1063,937,44.675992,4.415208e-06,0.006250,0.991408,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,2,1063,1063,937,44.181128,4.948090e-06,0.007500,0.988723,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,2,1063,1063,937,32.905754,6.637049e-05,0.095000,0.966975,0,-1.000000
ecg_100,ecg,DROP,64,3,730,730,1270,25.174643,3.936281e-04,0.208333,0.828433,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,3,730,730,1270,25.424901,3.715868e-04,0.185000,0.834877,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,3,730,730,1270,32.139354,7.917991e-05,0.038333,0.790039,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,3,730,730,1270,32.233073,7.748954e-05,0.037097,0.855014,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,3,730,730,1270,32.342607,7.555961e-05,0.037097,0.855551,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,3,730,730,1270,25.189732,3.922628e-04,0.193333,0.769902,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,3,730,730,1270,31.799141,8.563203e-05,0.040000,0.800779,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,3,730,730,1270,32.194525,7.818039e-05,0.035000,0.830044,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,3,730,730,1270,32.312454,7.608604e-05,0.037500,0.815009,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,3,730,730,1270,37.784650,2.158169e-05,0.019000,0.954893,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,3,730,730,1270,37.743120,2.178905e-05,0.017500,0.953551,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,3,730,730,1270,36.820098,2.694887e-05,0.033333,0.941469,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,3,730,730,1270,38.570805,1.800818e-05,0.012857,0.965901,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,3,730,730,1270,38.326019,1.905235e-05,0.022500,0.965633,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,3,730,730,1270,29.201724,1.557320e-04,0.160000,0.935562,0,-1.000000
ecg_100,ecg,DROP,64,4,563,563,1437,21.756543,8.647609e-04,0.292500,0.729360,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,4,563,563,1437,21.764099,8.632578e-04,0.292500,0.731776,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,4,563,563,1437,29.233975,1.545798e-04,0.057857,0.740368,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,4,563,563,1437,30.006065,1.294029e-04,0.050789,0.804001,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,4,563,563,1437,29.561754,1.433425e-04,0.051000,0.801047,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,4,563,563,1437,20.190028,1.240359e-03,0.355000,0.706538,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,4,563,563,1437,29.097779,1.595043e-04,0.063868,0.750571,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,4,563,563,1437,30.683705,1.107082e-04,0.045455,0.782790,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,4,563,563,1437,30.548894,1.141986e-04,0.045588,0.765069,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,4,563,563,1437,34.546664,4.548665e-05,0.025000,0.902000,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,4,563,563,1437,34.528368,4.567868e-05,0.025000,0.899852,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,4,563,563,1437,34.231934,4.890542e-05,0.046250,0.880789,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,4,563,563,1437,35.352276,3.778530e-05,0.019667,0.924017,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,4,563,563,1437,34.656734,4.434830e-05,0.045000,0.919721,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,4,563,563,1437,26.151152,3.143657e-04,0.225000,0.875420,0,-1.000000
ecg_100,ecg,DROP,64,5,463,463,1537,18.436595,1.857338e-03,0.544000,0.673513,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,5,463,463,1537,17.797248,2.151918e-03,0.479000,0.665190,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,5,463,463,1537,27.970544,2.067740e-04,0.068219,0.706269,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,5,463,463,1537,28.901327,1.668851e-04,0.051000,0.767754,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,5,463,463,1537,28.341916,1.898273e-04,0.051000,0.767754,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,5,463,463,1537,18.559679,1.805437e-03,0.447000,0.662774,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,5,463,463,1537,28.645700,1.770029e-04,0.061538,0.718620,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,5,463,463,1537,29.207076,1.555403e-04,0.052857,0.754061,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,5,463,463,1537,29.909368,1.323164e-04,0.040000,0.743590,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,5,463,463,1537,32.942614,6.580956e-05,0.030714,0.864680,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,5,463,463,1537,32.962177,6.551378e-05,0.030714,0.860652,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,5,463,463,1537,31.988110,8.198593e-05,0.061667,0.840516,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,5,463,463,1537,33.538608,5.737062e-05,0.024375,0.881863,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,5,463,463,1537,32.542659,7.215799e-05,0.060000,0.879447,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,5,463,463,1537,24.027853,5.125841e-04,0.240000,0.837294,0,-1.000000
ecg_100,ecg,DROP,64,6,397,397,1603,15.654164,3.524796e-03,0.642500,0.595382,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,6,397,397,1603,16.554788,2.864650e-03,0.655000,0.636193,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,6,397,397,1603,24.322225,4.789916e-04,0.096129,0.681836,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,6,397,397,1603,27.355036,2.382576e-04,0.055417,0.738488,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,6,397,397,1603,27.166803,2.488113e-04,0.055417,0.738220,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,6,397,397,1603,16.834801,2.685779e-03,0.605000,0.633776,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,6,397,397,1603,26.310480,3.030417e-04,0.074263,0.701436,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,6,397,397,1603,28.319245,1.908209e-04,0.054000,0.729360,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,6,397,397,1603,28.628859,1.776906e-04,0.055526,0.726675,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,6,397,397,1603,31.656476,8.849174e-05,0.038103,0.830581,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,6,397,397,1603,31.672629,8.816322e-05,0.038103,0.829507,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,6,397,397,1603,30.256944,1.221394e-04,0.070000,0.801853,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,6,397,397,1603,32.503081,7.281858e-05,0.027000,0.853672,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,6,397,397,1603,31.214878,9.796312e-05,0.067500,0.853672,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,6,397,397,1603,21.821619,8.518997e-04,0.447000,0.804806,0,-1.000000
ecg_100,ecg,DROP,64,10,263,263,1737,9.932965,1.315994e-02,1.140000,0.464626,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,10,263,263,1737,10.387012,1.185357e-02,1.255000,0.500604,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,10,263,263,1737,17.917653,2.093076e-03,0.207841,0.630286,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,10,263,263,1737,22.394268,7.466612e-04,0.111748,0.679420,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,10,263,263,1737,22.889785,6.661498e-04,0.111748,0.677809,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,10,263,263,1737,10.113395,1.262440e-02,1.252000,0.475903,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,10,263,263,1737,20.755241,1.088996e-03,0.123091,0.663847,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,10,263,263,1737,22.572789,7.165912e-04,0.110644,0.683447,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,10,263,263,1737,23.711616,5.513010e-04,0.110614,0.679689,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,10,263,263,1737,29.370975,1.497797e-04,0.042049,0.772050,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,10,263,263,1737,29.455600,1.468894e-04,0.060000,0.773661,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,10,263,263,1737,27.818569,2.141379e-04,0.118333,0.744932,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,10,263,263,1737,30.073511,1.274088e-04,0.034074,0.792724,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,10,263,263,1737,29.058556,1.609514e-04,0.092500,0.785206,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,10,263,263,1737,20.272539,1.217017e-03,0.366667,0.766143,0,-1.000000
ecg_100,ecg,DROP,64,20,163,163,1837,5.947198,3.294811e-02,1.406250,0.250101,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,20,163,163,1837,6.273183,3.056554e-02,1.437500,0.335481,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,20,163,163,1837,9.181082,1.564740e-02,0.313229,0.564505,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,20,163,163,1837,15.872852,3.351700e-03,0.275031,0.628943,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,20,163,163,1837,17.773029,2.163951e-03,0.183333,0.627064,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,20,163,163,1837,6.075988,3.198538e-02,1.392000,0.244462,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,20,163,163,1837,13.315847,6.039009e-03,0.292482,0.598872,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,20,163,163,1837,12.853882,6.716796e-03,0.313382,0.630286,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,20,163,163,1837,14.744231,4.346376e-03,0.334036,0.637804,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,20,163,163,1837,26.436160,2.943977e-04,0.075593,0.704927,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,20,163,163,1837,25.115900,3.989885e-04,0.096833,0.710028,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,20,163,163,1837,22.532634,7.232475e-04,0.265000,0.683447,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,20,163,163,1837,27.621260,2.240910e-04,0.043830,0.718888,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,20,163,163,1837,25.221932,3.893652e-04,0.163333,0.711908,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,20,163,163,1837,13.293086,6.070742e-03,0.665556,0.696067,0,-1.000000
ecg_100,ecg,DROP,64,30,130,130,1870,6.635132,2.812142e-02,1.363833,0.104846,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,30,130,130,1870,6.523091,2.885634e-02,1.399667,0.151027,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,30,130,130,1870,9.603778,1.419622e-02,0.295921,0.518593,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,30,130,130,1870,14.782040,4.308701e-03,0.380579,0.573634,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,30,130,130,1870,16.276122,3.054487e-03,0.250625,0.594039,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,30,130,130,1870,6.697974,2.771743e-02,1.381000,0.123372,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,30,130,130,1870,14.319458,4.792969e-03,0.370680,0.551349,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,30,130,130,1870,10.637506,1.118922e-02,0.396353,0.573634,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,30,130,130,1870,12.179909,7.844395e-03,0.345222,0.602363,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,30,130,130,1870,23.401827,5.920626e-04,0.086250,0.691771,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,30,130,130,1870,23.356051,5.983362e-04,0.086250,0.692039,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,30,130,130,1870,22.321734,7.592363e-04,0.293333,0.670828,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,30,130,130,1870,26.455610,2.930821e-04,0.058140,0.692845,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,30,130,130,1870,23.462169,5.838933e-04,0.202500,0.682373,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,30,130,130,1870,11.642892,8.876897e-03,0.778750,0.681568,0,-1.000000
ecg_100,ecg,DROP,64,50,103,103,1897,6.256154,3.068562e-02,1.450000,0.078803,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,64,50,103,103,1897,4.769284,4.321375e-02,1.436500,0.169553,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,64,50,103,103,1897,13.474250,5.822713e-03,0.319786,0.474829,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,64,50,103,103,1897,12.644987,7.047770e-03,0.255652,0.538193,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,64,50,103,103,1897,11.002727,1.028674e-02,0.331413,0.535777,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,64,50,103,103,1897,6.224218,3.091210e-02,1.443000,0.081756,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,50,103,103,1897,9.891565,1.328599e-02,0.521429,0.525305,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,64,50,103,103,1897,10.035724,1.285221e-02,0.571707,0.542757,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,64,50,103,103,1897,7.141066,2.502902e-02,0.685951,0.541415,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,64,50,103,103,1897,21.179143,9.877250e-04,0.132885,0.674319,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,50,103,103,1897,21.208700,9.810256e-04,0.148421,0.673513,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,64,50,103,103,1897,20.877932,1.058662e-03,0.257778,0.649349,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,64,50,103,103,1897,24.010047,5.146900e-04,0.095938,0.678078,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,64,50,103,103,1897,21.545640,9.077920e-04,0.259000,0.659552,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,64,50,103,103,1897,10.244756,1.224827e-02,0.853125,0.661700,0,-1.000000
ecg_100,ecg,DROP,128,2,1127,1127,873,31.772636,8.615625e-05,0.095000,0.895019,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,128,2,1127,1127,873,31.780677,8.599688e-05,0.095000,0.897704,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,128,2,1127,1127,873,36.189390,3.116100e-05,0.028333,0.881595,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,128,2,1127,1127,873,35.848665,3.370419e-05,0.035000,0.936099,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,128,2,1127,1127,873,35.788466,3.417462e-05,0.035000,0.935830,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,128,2,1127,1127,873,31.947168,8.276250e-05,0.110000,0.900121,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,128,2,1127,1127,873,34.811911,4.279167e-05,0.031452,0.880252,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,128,2,1127,1127,873,35.908941,3.323964e-05,0.032500,0.911398,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,128,2,1127,1127,873,35.975576,3.273352e-05,0.030000,0.911666,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,128,2,1127,1127,873,44.466593,4.633307e-06,0.007500,0.991408,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,128,2,1127,1127,873,44.362562,4.745633e-06,0.008333,0.990066,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,128,2,1127,1127,873,44.008837,5.148333e-06,0.010000,0.986575,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,128,2,1127,1127,873,45.548051,3.611979e-06,0.005000,0.992214,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,128,2,1127,1127,873,45.288951,3.834028e-06,0.007500,0.991408,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,128,2,1127,1127,873,33.705020,5.521389e-05,0.092500,0.954625,0,-1.000000
ecg_100,ecg,DROP,128,3,794,794,1206,25.443544,3.699951e-04,0.185000,0.837831,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,128,3,794,794,1206,25.776218,3.427115e-04,0.208333,0.831655,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,128,3,794,794,1206,32.155634,7.888365e-05,0.038333,0.804806,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,128,3,794,794,1206,32.561269,7.184946e-05,0.037097,0.864680,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,128,3,794,794,1206,32.467188,7.342291e-05,0.037097,0.864948,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,128,3,794,794,1206,25.202992,3.910670e-04,0.208333,0.837562,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,128,3,794,794,1206,31.882954,8.399530e-05,0.042683,0.810713,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,128,3,794,794,1206,32.489501,7.304665e-05,0.040000,0.844274,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,128,3,794,794,1206,32.909619,6.631145e-05,0.032500,0.835951,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,128,3,794,794,1206,38.571053,1.800715e-05,0.017500,0.964827,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,128,3,794,794,1206,38.563127,1.804005e-05,0.017500,0.962411,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,128,3,794,794,1206,37.918347,2.092742e-05,0.025000,0.950597,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,128,3,794,794,1206,39.891446,1.328635e-05,0.010000,0.975299,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,128,3,794,794,1206,39.719387,1.382330e-05,0.018000,0.971540,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,128,3,794,794,1206,30.225429,1.230290e-04,0.155000,0.951403,0,-1.000000
ecg_100,ecg,DROP,128,4,627,627,1373,21.785169,8.590797e-04,0.292500,0.740368,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,128,4,627,627,1373,22.606730,7.110127e-04,0.292500,0.742784,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,128,4,627,627,1373,30.193119,1.239477e-04,0.057857,0.758088,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,128,4,627,627,1373,30.651426,1.115341e-04,0.047500,0.823332,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,128,4,627,627,1373,30.545738,1.142817e-04,0.047500,0.821721,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,128,4,627,627,1373,20.201958,1.236957e-03,0.355000,0.717546,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,128,4,627,627,1373,30.835985,1.068936e-04,0.046667,0.762116,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,128,4,627,627,1373,30.784155,1.081770e-04,0.047500,0.801047,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,128,4,627,627,1373,31.151635,9.940012e-05,0.045000,0.780105,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,128,4,627,627,1373,35.255817,3.863391e-05,0.025500,0.914619,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,128,4,627,627,1373,35.082197,4.020968e-05,0.025000,0.910861,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,128,4,627,627,1373,34.547921,4.547349e-05,0.046250,0.897436,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,128,4,627,627,1373,36.585366,2.844551e-05,0.016875,0.943348,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,128,4,627,627,1373,35.995233,3.258570e-05,0.035000,0.946033,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,128,4,627,627,1373,29.219996,1.550782e-04,0.163333,0.906833,0,-1.000000
ecg_100,ecg,DROP,128,5,527,527,1473,18.577098,1.798211e-03,0.447000,0.676198,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,128,5,527,527,1473,19.016015,1.625358e-03,0.544000,0.693650,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,128,5,527,527,1473,28.997649,1.632245e-04,0.057857,0.726406,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,128,5,527,527,1473,29.525192,1.445543e-04,0.050789,0.791381,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,128,5,527,527,1473,29.428181,1.478197e-04,0.047500,0.788428,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,128,5,527,527,1473,17.806606,2.147286e-03,0.479000,0.677809,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,128,5,527,527,1473,29.072067,1.604515e-04,0.050000,0.733656,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,128,5,527,527,1473,30.344093,1.197129e-04,0.047500,0.771244,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,128,5,527,527,1473,30.413728,1.178087e-04,0.061000,0.758894,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,128,5,527,527,1473,33.681893,5.550871e-05,0.029000,0.885622,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,128,5,527,527,1473,33.395916,5.928690e-05,0.029000,0.877567,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,128,5,527,527,1473,33.177284,6.234793e-05,0.047500,0.865485,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,128,5,527,527,1473,34.760662,4.329963e-05,0.022000,0.910592,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,128,5,527,527,1473,33.780657,5.426061e-05,0.050000,0.907907,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,128,5,527,527,1473,25.685918,3.499118e-04,0.201250,0.858504,0,-1.000000
ecg_100,ecg,DROP,128,6,461,461,1539,16.569367,2.855050e-03,0.655000,0.648275,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,128,6,461,461,1539,16.700740,2.769978e-03,0.642500,0.634850,0,-1.000000
ecg_100,ecg,DROP_LOW_VARIANCE,128,6,461,461,1539,26.821780,2.693843e-04,0.079205,0.705464,0,-1.000000
ecg_100,ecg,LEGACY_IMPORTANCE,128,6,461,461,1539,28.209727,1.956941e-04,0.055000,0.766412,0,-1.000000
ecg_100,ecg,IMP_FIRST_ORDER,128,6,461,461,1539,28.129539,1.993409e-04,0.055000,0.764801,0,-1.000000
ecg_100,ecg,IMP_SECOND_ORDER,128,6,461,461,1539,15.472289,3.675542e-03,0.642500,0.631897,0,-1.000000
ecg_100,ecg,IMP_WINDOWED_ENERGY,128,6,461,461,1539,27.223738,2.455707e-04,0.059059,0.717546,0,-1.000000
ecg_100,ecg,IMP_COMPOSITE,128,6,461,461,1539,29.140071,1.579586e-04,0.047500,0.744395,0,-1.000000
ecg_100,ecg,IMP_ADAPTIVE,128,6,461,461,1539,29.492047,1.456618e-04,0.067000,0.740099,0,-1.000000
ecg_100,ecg,IMP_INTERP_ERROR,128,6,461,461,1539,32.481782,7.317659e-05,0.035357,0.855014,0,-1.000000
ecg_100,ecg,IMP_INTERP_COMPOSITE,128,6,461,461,1539,32.610546,7.103883e-05,0.038103,0.850450,0,-1.000000
ecg_100,ecg,IMP_VW_AREA,128,6,461,461,1539,31.005185,1.028092e-04,0.062500,0.826822,0,-1.000000
ecg_100,ecg,IE_ORACLE_OFFLINE,128,6,461,461,1539,33.479158,5.816136e-05,0.024375,0.881595,0,-1.000000
ecg_100,ecg,VW_ORACLE_OFFLINE,128,6,461,461,1539,32.514796,7.262244e-05,0.060000,0.878373,0,-1.000000
ecg_100,ecg,LTTB_OFFLINE,128,6,461,461,1539,23.953915,5.213854e-04,0.326000,0.833803,0,-1.000000
ecg_100,ecg,DROP,128,10,327,327,1673,9.939175,1.314113e-02,1.167500,0.485837,0,-1.000000
ecg_100,ecg,DROP_MIDDLE,128,10,327,327,1673,10.020944,1.289603e-02,1.140000,0.478856,0,-1.000000
