alpha,beta,gamma,window_half,signal,trial,snr_db,mse,deriv_ratio,max_error,drops,snr_saturated
0.7,0.1,0.2,3,spikes,0,10.9519,1.829569e-03,0.7789,1.9004e-01,537,0
0.7,0.1,0.2,3,spikes,1,10.8298,1.881769e-03,0.7823,1.8995e-01,534,0
0.7,0.1,0.2,3,spikes,2,10.8553,1.870746e-03,0.7807,1.9433e-01,535,0
0.7,0.1,0.2,3,ecg,0,32.3368,7.640478e-11,0.8867,4.5000e-05,537,0
0.7,0.1,0.2,3,ecg,1,33.1862,6.283203e-11,0.8936,3.3750e-05,529,0
0.7,0.1,0.2,3,ecg,2,33.2762,6.154290e-11,0.8961,3.5833e-05,533,0
0.7,0.2,0.1,3,sine,0,24.3237,1.842386e-03,0.7376,1.9373e-01,536,0
0.7,0.2,0.1,3,sine,1,24.3717,1.822143e-03,0.7440,1.9373e-01,532,0
0.7,0.2,0.1,3,sine,2,24.4944,1.771393e-03,0.7425,1.9373e-01,536,0
0.7,0.2,0.1,3,chirp,0,23.0972,2.354400e-03,0.7635,2.1830e-01,537,0
0.7,0.2,0.1,3,chirp,1,23.4858,2.152894e-03,0.7728,2.1830e-01,533,0
0.7,0.2,0.1,3,chirp,2,23.6885,2.054698e-03,0.7700,2.1830e-01,534,0
0.7,0.2,0.1,3,spikes,0,10.8117,1.889606e-03,0.7830,1.9004e-01,536,0
0.7,0.2,0.1,3,spikes,1,10.9369,1.835910e-03,0.7840,1.9004e-01,533,0
0.7,0.2,0.1,3,spikes,2,11.0099,1.805303e-03,0.7885,1.9004e-01,534,0
0.7,0.2,0.1,3,ecg,0,33.1271,6.369243e-11,0.8867,3.3750e-05,537,0
0.7,0.2,0.1,3,ecg,1,31.6278,8.995384e-11,0.8842,4.5667e-05,536,0
0.7,0.2,0.1,3,ecg,2,33.1141,6.388329e-11,0.8912,3.5833e-05,537,0
0.8,0.1,0.1,3,sine,0,24.6462,1.710513e-03,0.7304,1.8508e-01,538,0
0.8,0.1,0.1,3,sine,1,24.6505,1.708837e-03,0.7454,1.8508e-01,530,0
0.8,0.1,0.1,3,sine,2,24.6855,1.695125e-03,0.7366,1.8508e-01,534,0
0.8,0.1,0.1,3,chirp,0,23.2400,2.278250e-03,0.7781,2.4615e-01,534,0
0.8,0.1,0.1,3,chirp,1,23.7914,2.006584e-03,0.7752,1.8266e-01,537,0
0.8,0.1,0.1,3,chirp,2,23.2730,2.261011e-03,0.7803,2.4615e-01,530,0
0.8,0.1,0.1,3,spikes,0,10.9645,1.824308e-03,0.7866,2.0317e-01,527,0
0.8,0.1,0.1,3,spikes,1,11.0489,1.789185e-03,0.7856,1.8995e-01,534,0
0.8,0.1,0.1,3,spikes,2,10.9496,1.830548e-03,0.7829,2.0317e-01,534,0
0.8,0.1,0.1,3,ecg,0,31.9355,8.380084e-11,0.8897,4.5667e-05,535,0
0.8,0.1,0.1,3,ecg,1,32.6855,7.050947e-11,0.8921,4.5667e-05,536,0
0.8,0.1,0.1,3,ecg,2,32.0340,8.192184e-11,0.8882,4.5667e-05,537,0
0.1,0.1,0.8,4,sine,0,24.2143,1.889394e-03,0.6883,1.9373e-01,537,0
0.1,0.1,0.8,4,sine,1,24.2103,1.891119e-03,0.6879,1.9373e-01,535,0
0.1,0.1,0.8,4,sine,2,24.2904,1.856547e-03,0.6839,1.6357e-01,533,0
0.1,0.1,0.8,4,chirp,0,23.5497,2.121425e-03,0.7339,2.0070e-01,536,0
0.1,0.1,0.8,4,chirp,1,23.2860,2.254244e-03,0.7272,2.1904e-01,534,0
0.1,0.1,0.8,4,chirp,2,22.9643,2.427574e-03,0.7286,2.5029e-01,535,0
0.1,0.1,0.8,4,spikes,0,11.0992,1.768574e-03,0.7392,1.6355e-01,534,0
0.1,0.1,0.8,4,spikes,1,11.2205,1.719847e-03,0.7466,1.5370e-01,533,0
0.1,0.1,0.8,4,spikes,2,11.3104,1.684637e-03,0.7344,1.8763e-01,533,0
0.1,0.1,0.8,4,ecg,0,33.2685,6.165290e-11,0.8817,3.1429e-05,531,0
0.1,0.1,0.8,4,ecg,1,33.4808,5.871108e-11,0.8802,3.1000e-05,534,0
0.1,0.1,0.8,4,ecg,2,33.2517,6.189141e-11,0.8827,3.3077e-05,534,0
0.1,0.2,0.7,4,sine,0,24.5695,1.740988e-03,0.6786,1.9373e-01,538,0
0.1,0.2,0.7,4,sine,1,24.1701,1.908690e-03,0.6816,1.9373e-01,533,0
0.1,0.2,0.7,4,sine,2,24.3606,1.826803e-03,0.6875,1.9373e-01,532,0
0.1,0.2,0.7,4,chirp,0,22.8491,2.492799e-03,0.7156,2.6905e-01,534,0
0.1,0.2,0.7,4,chirp,1,23.2303,2.283349e-03,0.7208,2.4139e-01,534,0
0.1,0.2,0.7,4,chirp,2,23.4059,2.192854e-03,0.7168,2.5029e-01,534,0
0.1,0.2,0.7,4,spikes,0,11.5234,1.603985e-03,0.7470,1.5322e-01,534,0
0.1,0.2,0.7,4,spikes,1,11.3405,1.672972e-03,0.7403,1.9833e-01,535,0
0.1,0.2,0.7,4,spikes,2,11.3923,1.653165e-03,0.7455,2.0641e-01,532,0
0.1,0.2,0.7,4,ecg,0,33.7035,5.577666e-11,0.8787,3.3000e-05,537,0
0.1,0.2,0.7,4,ecg,1,33.5917,5.723144e-11,0.8787,3.3000e-05,529,0
0.1,0.2,0.7,4,ecg,2,33.6894,5.595806e-11,0.8807,3.0000e-05,537,0
0.1,0.3,0.6,4,sine,0,25.1932,1.508116e-03,0.6853,1.9373e-01,534,0
0.1,0.3,0.6,4,sine,1,24.5073,1.766110e-03,0.6691,1.9373e-01,538,0
0.1,0.3,0.6,4,sine,2,25.1996,1.505894e-03,0.6765,1.6357e-01,536,0
0.1,0.3,0.6,4,chirp,0,23.6670,2.064888e-03,0.7093,2.5029e-01,533,0
0.1,0.3,0.6,4,chirp,1,23.3506,2.220935e-03,0.6974,2.1830e-01,537,0
0.1,0.3,0.6,4,chirp,2,24.0341,1.897555e-03,0.6911,1.8165e-01,536,0
0.1,0.3,0.6,4,spikes,0,11.5687,1.587345e-03,0.7386,1.5322e-01,532,0
0.1,0.3,0.6,4,spikes,1,11.3926,1.653024e-03,0.7400,1.7253e-01,537,0
0.1,0.3,0.6,4,spikes,2,11.6443,1.559961e-03,0.7377,1.9097e-01,535,0
0.1,0.3,0.6,4,ecg,0,33.9275,5.297270e-11,0.8832,3.0000e-05,531,0
0.1,0.3,0.6,4,ecg,1,34.0811,5.113218e-11,0.8797,2.7500e-05,534,0
0.1,0.3,0.6,4,ecg,2,32.9772,6.593015e-11,0.8872,4.1304e-05,539,0
0.1,0.4,0.5,4,sine,0,24.7452,1.671960e-03,0.6660,1.9373e-01,535,0
0.1,0.4,0.5,4,sine,1,24.9990,1.577085e-03,0.6849,1.9373e-01,531,0
0.1,0.4,0.5,4,sine,2,24.8843,1.619266e-03,0.6665,1.9373e-01,535,0
0.1,0.4,0.5,4,chirp,0,23.7148,2.042294e-03,0.7015,2.2080e-01,536,0
0.1,0.4,0.5,4,chirp,1,23.7583,2.021945e-03,0.6867,2.0298e-01,537,0
0.1,0.4,0.5,4,chirp,2,24.1892,1.830968e-03,0.7008,1.7176e-01,534,0
0.1,0.4,0.5,4,spikes,0,11.7355,1.527554e-03,0.7419,1.8030e-01,538,0
0.1,0.4,0.5,4,spikes,1,11.4694,1.624076e-03,0.7453,1.8030e-01,539,0
0.1,0.4,0.5,4,spikes,2,11.5136,1.607628e-03,0.7363,1.7237e-01,534,0
0.1,0.4,0.5,4,ecg,0,33.5189,5.819822e-11,0.8748,4.2500e-05,533,0
0.1,0.4,0.5,4,ecg,1,33.6366,5.664182e-11,0.8693,3.0833e-05,537,0
0.1,0.4,0.5,4,ecg,2,33.7926,5.464331e-11,0.8728,3.2273e-05,534,0
0.1,0.5,0.4,4,sine,0,24.8590,1.628746e-03,0.6492,1.8227e-01,536,0
0.1,0.5,0.4,4,sine,1,24.7675,1.663409e-03,0.6468,1.8425e-01,533,0
0.1,0.5,0.4,4,sine,2,24.8590,1.628739e-03,0.6571,1.8306e-01,538,0
0.1,0.5,0.4,4,chirp,0,24.2772,1.794236e-03,0.6921,1.5957e-01,534,0
0.1,0.5,0.4,4,chirp,1,24.2663,1.798765e-03,0.6811,1.6934e-01,537,0
0.1,0.5,0.4,4,chirp,2,24.0557,1.888109e-03,0.6913,1.8095e-01,534,0
0.1,0.5,0.4,4,spikes,0,11.8431,1.490175e-03,0.7374,1.6669e-01,533,0
0.1,0.5,0.4,4,spikes,1,11.5769,1.584356e-03,0.7329,1.8123e-01,536,0
0.1,0.5,0.4,4,spikes,2,11.8453,1.489410e-03,0.7262,1.7237e-01,537,0
0.1,0.5,0.4,4,ecg,0,33.0460,6.489311e-11,0.8708,5.8333e-05,536,0
0.1,0.5,0.4,4,ecg,1,33.0596,6.469057e-11,0.8688,5.8333e-05,533,0
0.1,0.5,0.4,4,ecg,2,33.2655,6.169485e-11,0.8718,4.0000e-05,534,0
0.1,0.6,0.3,4,sine,0,24.6982,1.690175e-03,0.6312,1.8289e-01,534,0
0.1,0.6,0.3,4,sine,1,24.3362,1.837072e-03,0.6382,1.9373e-01,538,0
0.1,0.6,0.3,4,sine,2,24.5026,1.768048e-03,0.6454,1.9373e-01,533,0
0.1,0.6,0.3,4,chirp,0,24.3825,1.751272e-03,0.6597,1.7304e-01,533,0
0.1,0.6,0.3,4,chirp,1,23.9625,1.929082e-03,0.6559,1.7304e-01,530,0
0.1,0.6,0.3,4,chirp,2,24.2414,1.809078e-03,0.6611,1.6963e-01,534,0
0.1,0.6,0.3,4,spikes,0,11.4044,1.648540e-03,0.7081,1.7516e-01,532,0
0.1,0.6,0.3,4,spikes,1,11.5747,1.585150e-03,0.7181,1.7516e-01,532,0
0.1,0.6,0.3,4,spikes,2,11.6509,1.557596e-03,0.7205,1.7516e-01,524,0
0.1,0.6,0.3,4,ecg,0,32.8252,6.827833e-11,0.8623,5.8333e-05,536,0
0.1,0.6,0.3,4,ecg,1,32.4282,7.481423e-11,0.8668,7.0000e-05,533,0
0.1,0.6,0.3,4,ecg,2,31.9430,8.365597e-11,0.8534,7.0000e-05,534,0
0.1,0.7,0.2,4,sine,0,24.7063,1.687029e-03,0.6225,1.7517e-01,533,0
0.1,0.7,0.2,4,sine,1,24.6004,1.728669e-03,0.6287,1.9040e-01,536,0
0.1,0.7,0.2,4,sine,2,24.7499,1.670180e-03,0.6194,1.8310e-01,537,0
0.1,0.7,0.2,4,chirp,0,24.0997,1.869073e-03,0.6597,1.7304e-01,532,0
0.1,0.7,0.2,4,chirp,1,23.8402,1.984195e-03,0.6358,1.7183e-01,533,0
0.1,0.7,0.2,4,chirp,2,24.1121,1.863749e-03,0.6596,1.7304e-01,538,0
0.1,0.7,0.2,4,spikes,0,11.2810,1.696073e-03,0.7123,1.5322e-01,537,0
0.1,0.7,0.2,4,spikes,1,11.0330,1.795736e-03,0.6981,1.7516e-01,533,0
0.1,0.7,0.2,4,spikes,2,11.3332,1.675797e-03,0.7027,1.9035e-01,538,0
0.1,0.7,0.2,4,ecg,0,32.2583,7.779769e-11,0.8633,7.0000e-05,536,0
0.1,0.7,0.2,4,ecg,1,31.7671,8.711458e-11,0.8673,7.0000e-05,537,0
0.1,0.7,0.2,4,ecg,2,31.9987,8.259108e-11,0.8569,7.0000e-05,528,0
0.1,0.8,0.1,4,sine,0,24.4877,1.774110e-03,0.6030,1.7517e-01,529,0
0.1,0.8,0.1,4,sine,1,24.3265,1.841200e-03,0.5925,2.2236e-01,534,0
0.1,0.8,0.1,4,sine,2,24.5172,1.762097e-03,0.6130,2.2835e-01,531,0
0.1,0.8,0.1,4,chirp,0,24.1886,1.831222e-03,0.6647,1.8782e-01,522,0
0.1,0.8,0.1,4,chirp,1,23.7375,2.031674e-03,0.6332,1.8782e-01,534,0
0.1,0.8,0.1,4,chirp,2,23.7687,2.017091e-03,0.6474,1.9432e-01,533,0
0.1,0.8,0.1,4,spikes,0,11.5392,1.598185e-03,0.7056,1.9035e-01,533,0
0.1,0.8,0.1,4,spikes,1,11.1137,1.762675e-03,0.6822,1.6322e-01,535,0
0.1,0.8,0.1,4,spikes,2,11.2608,1.703983e-03,0.6930,1.7516e-01,533,0
0.1,0.8,0.1,4,ecg,0,32.1889,7.905168e-11,0.8603,6.9167e-05,536,0
0.1,0.8,0.1,4,ecg,1,32.7133,7.006048e-11,0.8638,5.7500e-05,532,0
0.1,0.8,0.1,4,ecg,2,32.4624,7.422596e-11,0.8529,7.0000e-05,539,0
0.2,0.1,0.7,4,sine,0,24.1142,1.933433e-03,0.7027,1.8571e-01,537,0
0.2,0.1,0.7,4,sine,1,24.0772,1.949993e-03,0.7186,1.9373e-01,534,0
0.2,0.1,0.7,4,sine,2,24.2746,1.863326e-03,0.7051,1.8571e-01,533,0
0.2,0.1,0.7,4,chirp,0,23.4177,2.186910e-03,0.7576,2.1904e-01,536,0
0.2,0.1,0.7,4,chirp,1,22.5019,2.700289e-03,0.7575,2.5029e-01,535,0
0.2,0.1,0.7,4,chirp,2,23.4343,2.178584e-03,0.7726,2.3412e-01,534,0
0.2,0.1,0.7,4,spikes,0,11.4994,1.612879e-03,0.7647,1.8629e-01,536,0
0.2,0.1,0.7,4,spikes,1,11.4561,1.629061e-03,0.7601,1.8629e-01,533,0
0.2,0.1,0.7,4,spikes,2,11.4598,1.627658e-03,0.7665,1.8629e-01,533,0
0.2,0.1,0.7,4,ecg,0,33.1232,6.375055e-11,0.8862,3.9444e-05,533,0
0.2,0.1,0.7,4,ecg,1,33.1310,6.363495e-11,0.8832,3.3077e-05,537,0
0.2,0.1,0.7,4,ecg,2,32.7976,6.871258e-11,0.8867,3.6250e-05,534,0
0.2,0.2,0.6,4,sine,0,24.5527,1.747760e-03,0.7016,1.9373e-01,534,0
0.2,0.2,0.6,4,sine,1,24.4180,1.802796e-03,0.6963,1.8571e-01,538,0
0.2,0.2,0.6,4,sine,2,24.5128,1.763884e-03,0.6967,1.9373e-01,537,0
0.2,0.2,0.6,4,chirp,0,23.0270,2.392749e-03,0.7346,2.1830e-01,533,0
0.2,0.2,0.6,4,chirp,1,23.2870,2.253706e-03,0.7262,2.0070e-01,536,0
0.2,0.2,0.6,4,chirp,2,23.6971,2.050665e-03,0.7355,2.1830e-01,534,0
0.2,0.2,0.6,4,spikes,0,11.2839,1.694932e-03,0.7446,1.5370e-01,537,0
0.2,0.2,0.6,4,spikes,1,11.1888,1.732456e-03,0.7467,1.8135e-01,531,0
0.2,0.2,0.6,4,spikes,2,10.9784,1.818440e-03,0.7453,2.0370e-01,534,0
0.2,0.2,0.6,4,ecg,0,33.3546,6.044227e-11,0.8832,2.8333e-05,533,0
0.2,0.2,0.6,4,ecg,1,33.2631,6.172851e-11,0.8748,3.0556e-05,538,0
0.2,0.2,0.6,4,ecg,2,32.3279,7.656102e-11,0.8787,4.5667e-05,532,0
0.2,0.3,0.5,4,sine,0,24.5595,1.745034e-03,0.6982,1.9373e-01,534,0
0.2,0.3,0.5,4,sine,1,24.5718,1.740071e-03,0.6922,1.8571e-01,531,0
0.2,0.3,0.5,4,sine,2,24.3447,1.833478e-03,0.7002,1.9373e-01,522,0
0.2,0.3,0.5,4,chirp,0,22.6361,2.618124e-03,0.7196,2.1830e-01,533,0
0.2,0.3,0.5,4,chirp,1,23.2265,2.285351e-03,0.7334,2.1830e-01,536,0
0.2,0.3,0.5,4,chirp,2,22.6900,2.585824e-03,0.7259,2.5029e-01,534,0
0.2,0.3,0.5,4,spikes,0,11.1436,1.750569e-03,0.7496,1.9005e-01,537,0
0.2,0.3,0.5,4,spikes,1,11.2977,1.689560e-03,0.7479,1.8995e-01,534,0
0.2,0.3,0.5,4,spikes,2,11.1395,1.752237e-03,0.7532,1.9203e-01,531,0
0.2,0.3,0.5,4,ecg,0,33.9614,5.256033e-11,0.8822,2.8333e-05,532,0
0.2,0.3,0.5,4,ecg,1,33.0196,6.528947e-11,0.8782,3.9231e-05,534,0
0.2,0.3,0.5,4,ecg,2,33.4069,5.971846e-11,0.8807,3.0000e-05,540,0
0.2,0.4,0.4,4,sine,0,24.4709,1.780972e-03,0.6922,1.9373e-01,538,0
0.2,0.4,0.4,4,sine,1,24.4470,1.790814e-03,0.6876,1.8571e-01,538,0
0.2,0.4,0.4,4,sine,2,24.4066,1.807552e-03,0.7025,1.9373e-01,531,0
0.2,0.4,0.4,4,chirp,0,23.5493,2.121629e-03,0.7101,2.1830e-01,533,0
0.2,0.4,0.4,4,chirp,1,23.5043,2.143733e-03,0.7177,2.1830e-01,531,0
0.2,0.4,0.4,4,chirp,2,23.8224,1.992343e-03,0.7223,2.1830e-01,537,0
0.2,0.4,0.4,4,spikes,0,11.1246,1.758271e-03,0.7407,1.7348e-01,535,0
0.2,0.4,0.4,4,spikes,1,11.6857,1.545159e-03,0.7459,1.4932e-01,532,0
0.2,0.4,0.4,4,spikes,2,11.3340,1.675478e-03,0.7565,1.9361e-01,528,0
0.2,0.4,0.4,4,ecg,0,32.8630,6.768561e-11,0.8748,4.1304e-05,534,0
0.2,0.4,0.4,4,ecg,1,33.5752,5.744855e-11,0.8807,3.1765e-05,534,0
0.2,0.4,0.4,4,ecg,2,33.7926,5.464307e-11,0.8772,3.0000e-05,534,0
0.2,0.5,0.3,4,sine,0,24.5474,1.749876e-03,0.6817,1.9373e-01,534,0
0.2,0.5,0.3,4,sine,1,24.7087,1.686097e-03,0.6853,1.9373e-01,533,0
0.2,0.5,0.3,4,sine,2,24.6487,1.709545e-03,0.6767,1.9373e-01,533,0
0.2,0.5,0.3,4,chirp,0,23.7695,2.016751e-03,0.7052,2.1830e-01,536,0
0.2,0.5,0.3,4,chirp,1,23.3935,2.199142e-03,0.7220,2.1830e-01,531,0
0.2,0.5,0.3,4,chirp,2,23.5898,2.101945e-03,0.7144,2.1830e-01,531,0
0.2,0.5,0.3,4,spikes,0,10.9209,1.842695e-03,0.7421,1.8066e-01,533,0
0.2,0.5,0.3,4,spikes,1,11.2754,1.698271e-03,0.7382,1.7348e-01,531,0
0.2,0.5,0.3,4,spikes,2,11.1709,1.739602e-03,0.7314,1.9097e-01,537,0
0.2,0.5,0.3,4,ecg,0,33.8574,5.383473e-11,0.8797,3.1667e-05,533,0
0.2,0.5,0.3,4,ecg,1,33.4253,5.946616e-11,0.8812,3.5333e-05,533,0
0.2,0.5,0.3,4,ecg,2,33.9541,5.264919e-11,0.8847,2.8333e-05,534,0
0.2,0.6,0.2,4,sine,0,24.6575,1.706078e-03,0.6774,1.9373e-01,531,0
0.2,0.6,0.2,4,sine,1,24.6263,1.718367e-03,0.6691,1.9108e-01,530,0
0.2,0.6,0.2,4,sine,2,25.0416,1.561663e-03,0.6774,1.7874e-01,535,0
0.2,0.6,0.2,4,chirp,0,23.9411,1.938605e-03,0.6980,2.1830e-01,534,0
0.2,0.6,0.2,4,chirp,1,24.3002,1.784763e-03,0.7002,2.1830e-01,533,0
0.2,0.6,0.2,4,chirp,2,23.8091,1.998414e-03,0.6995,2.1830e-01,534,0
0.2,0.6,0.2,4,spikes,0,11.4730,1.622724e-03,0.7329,1.6440e-01,531,0
0.2,0.6,0.2,4,spikes,1,11.0740,1.778880e-03,0.7315,1.8030e-01,534,0
0.2,0.6,0.2,4,spikes,2,11.6594,1.554549e-03,0.7379,2.0370e-01,538,0
0.2,0.6,0.2,4,ecg,0,33.7232,5.552351e-11,0.8837,2.8333e-05,534,0
0.2,0.6,0.2,4,ecg,1,33.3253,6.085159e-11,0.8787,3.3000e-05,536,0
0.2,0.6,0.2,4,ecg,2,33.3624,6.033367e-11,0.8857,3.7143e-05,537,0
0.2,0.7,0.1,4,sine,0,24.8646,1.626634e-03,0.6788,1.9373e-01,537,0
0.2,0.7,0.1,4,sine,1,24.3995,1.810510e-03,0.6728,1.9373e-01,538,0
0.2,0.7,0.1,4,sine,2,24.4760,1.778910e-03,0.6581,1.9373e-01,538,0
0.2,0.7,0.1,4,chirp,0,23.7155,2.041980e-03,0.6839,1.6995e-01,535,0
0.2,0.7,0.1,4,chirp,1,24.0133,1.906626e-03,0.6801,1.9017e-01,534,0
0.2,0.7,0.1,4,chirp,2,24.0230,1.902401e-03,0.6930,2.0162e-01,535,0
0.2,0.7,0.1,4,spikes,0,11.7797,1.512075e-03,0.7239,1.7516e-01,535,0
0.2,0.7,0.1,4,spikes,1,11.2166,1.721403e-03,0.7249,1.7516e-01,531,0
0.2,0.7,0.1,4,spikes,2,11.1729,1.738800e-03,0.7311,1.7516e-01,536,0
0.2,0.7,0.1,4,ecg,0,33.8883,5.345290e-11,0.8797,3.2143e-05,535,0
0.2,0.7,0.1,4,ecg,1,33.5275,5.808283e-11,0.8767,4.2500e-05,532,0
0.2,0.7,0.1,4,ecg,2,33.7700,5.492854e-11,0.8752,3.2273e-05,534,0
0.3,0.1,0.6,4,sine,0,24.3687,1.823397e-03,0.7218,1.8571e-01,534,0
0.3,0.1,0.6,4,sine,1,24.5570,1.746041e-03,0.7232,1.7391e-01,533,0
0.3,0.1,0.6,4,sine,2,24.4746,1.779465e-03,0.7227,1.8571e-01,537,0
0.3,0.1,0.6,4,chirp,0,23.1540,2.323785e-03,0.7634,2.3412e-01,532,0
0.3,0.1,0.6,4,chirp,1,23.0189,2.397225e-03,0.7552,2.3412e-01,537,0
0.3,0.1,0.6,4,chirp,2,23.5386,2.126887e-03,0.7703,2.1830e-01,533,0
0.3,0.1,0.6,4,spikes,0,11.3443,1.671513e-03,0.7795,1.8282e-01,519,0
0.3,0.1,0.6,4,spikes,1,10.9194,1.843334e-03,0.7759,1.9004e-01,536,0
0.3,0.1,0.6,4,spikes,2,11.2310,1.715706e-03,0.7707,1.9004e-01,538,0
0.3,0.1,0.6,4,ecg,0,32.5492,7.275833e-11,0.8847,4.5000e-05,536,0
0.3,0.1,0.6,4,ecg,1,32.0685,8.127278e-11,0.8832,4.5667e-05,534,0
0.3,0.1,0.6,4,ecg,2,32.8732,6.752682e-11,0.8877,4.5667e-05,534,0
0.3,0.2,0.5,4,sine,0,24.0468,1.963683e-03,0.7053,1.9373e-01,537,0
0.3,0.2,0.5,4,sine,1,24.4383,1.794421e-03,0.7116,1.8571e-01,535,0
0.3,0.2,0.5,4,sine,2,24.2246,1.884920e-03,0.7128,1.9373e-01,534,0
0.3,0.2,0.5,4,chirp,0,23.8295,1.989092e-03,0.7602,2.1830e-01,535,0
0.3,0.2,0.5,4,chirp,1,22.9134,2.456173e-03,0.7462,2.1830e-01,536,0
0.3,0.2,0.5,4,chirp,2,23.9228,1.946788e-03,0.7590,1.8707e-01,537,0
0.3,0.2,0.5,4,spikes,0,11.2967,1.689965e-03,0.7656,1.8629e-01,536,0
0.3,0.2,0.5,4,spikes,1,10.9050,1.849449e-03,0.7676,1.9361e-01,535,0
0.3,0.2,0.5,4,spikes,2,10.8994,1.851837e-03,0.7668,1.9361e-01,536,0
0.3,0.2,0.5,4,ecg,0,33.2426,6.202108e-11,0.8787,3.5833e-05,536,0
0.3,0.2,0.5,4,ecg,1,32.8868,6.731654e-11,0.8797,3.6250e-05,536,0
0.3,0.2,0.5,4,ecg,2,32.8865,6.732117e-11,0.8812,3.6250e-05,536,0
0.3,0.3,0.4,4,sine,0,24.1036,1.938157e-03,0.7090,1.9373e-01,535,0
0.3,0.3,0.4,4,sine,1,24.1377,1.923022e-03,0.7065,1.9373e-01,536,0
0.3,0.3,0.4,4,sine,2,24.0508,1.961874e-03,0.7119,1.9373e-01,532,0
0.3,0.3,0.4,4,chirp,0,23.5050,2.143408e-03,0.7432,1.9646e-01,532,0
0.3,0.3,0.4,4,chirp,1,22.5012,2.700700e-03,0.7349,2.1830e-01,534,0
0.3,0.3,0.4,4,chirp,2,23.3691,2.211529e-03,0.7348,2.1830e-01,534,0
0.3,0.3,0.4,4,spikes,0,11.1248,1.758180e-03,0.7617,1.8995e-01,530,0
0.3,0.3,0.4,4,spikes,1,10.5212,2.020329e-03,0.7509,1.9361e-01,534,0
0.3,0.3,0.4,4,spikes,2,11.0217,1.800436e-03,0.7549,1.6440e-01,534,0
0.3,0.3,0.4,4,ecg,0,33.5102,5.831443e-11,0.8817,3.0833e-05,534,0
0.3,0.3,0.4,4,ecg,1,33.3967,5.985880e-11,0.8787,3.0000e-05,533,0
0.3,0.3,0.4,4,ecg,2,33.2536,6.186433e-11,0.8842,3.1429e-05,534,0
0.3,0.4,0.3,4,sine,0,24.1905,1.899764e-03,0.7005,1.9373e-01,537,0
0.3,0.4,0.3,4,sine,1,24.2132,1.889848e-03,0.6924,1.9373e-01,536,0
0.3,0.4,0.3,4,sine,2,24.1870,1.901313e-03,0.6914,1.9373e-01,532,0
0.3,0.4,0.3,4,chirp,0,22.5331,2.680950e-03,0.7112,2.1830e-01,537,0
0.3,0.4,0.3,4,chirp,1,22.8129,2.513683e-03,0.7278,2.1830e-01,534,0
0.3,0.4,0.3,4,chirp,2,22.8802,2.475024e-03,0.7168,2.1830e-01,535,0
0.3,0.4,0.3,4,spikes,0,10.6136,1.977798e-03,0.7479,2.0826e-01,534,0
0.3,0.4,0.3,4,spikes,1,10.6926,1.942161e-03,0.7433,2.0826e-01,533,0
0.3,0.4,0.3,4,spikes,2,10.7055,1.936395e-03,0.7444,2.0432e-01,532,0
0.3,0.4,0.3,4,ecg,0,33.6149,5.692537e-11,0.8822,2.8333e-05,534,0
0.3,0.4,0.3,4,ecg,1,33.0431,6.493659e-11,0.8777,3.9231e-05,534,0
0.3,0.4,0.3,4,ecg,2,33.5385,5.793566e-11,0.8817,3.3000e-05,534,0
0.3,0.5,0.2,4,sine,0,24.4293,1.798143e-03,0.6930,1.9373e-01,533,0
0.3,0.5,0.2,4,sine,1,24.2582,1.870370e-03,0.6991,1.9373e-01,532,0
0.3,0.5,0.2,4,sine,2,24.4070,1.807390e-03,0.7021,1.9373e-01,534,0
0.3,0.5,0.2,4,chirp,0,23.0680,2.370291e-03,0.7124,2.1830e-01,538,0
0.3,0.5,0.2,4,chirp,1,23.2727,2.261166e-03,0.7167,2.1830e-01,535,0
0.3,0.5,0.2,4,chirp,2,23.5916,2.101051e-03,0.7200,2.1830e-01,536,0
0.3,0.5,0.2,4,spikes,0,11.0802,1.776319e-03,0.7386,1.8983e-01,534,0
0.3,0.5,0.2,4,spikes,1,10.9244,1.841227e-03,0.7407,1.9270e-01,535,0
0.3,0.5,0.2,4,spikes,2,11.0495,1.788911e-03,0.7388,1.5000e-01,537,0
0.3,0.5,0.2,4,ecg,0,33.8047,5.449107e-11,0.8762,2.8333e-05,538,0
0.3,0.5,0.2,4,ecg,1,33.1963,6.268576e-11,0.8802,3.5000e-05,537,0
0.3,0.5,0.2,4,ecg,2,33.1650,6.313964e-11,0.8822,3.5333e-05,534,0
0.3,0.6,0.1,4,sine,0,24.4622,1.784566e-03,0.7016,2.3222e-01,535,0
0.3,0.6,0.1,4,sine,1,24.0846,1.946644e-03,0.6813,2.3222e-01,534,0
0.3,0.6,0.1,4,sine,2,24.2344,1.880661e-03,0.6887,2.3222e-01,535,0
0.3,0.6,0.1,4,chirp,0,23.5280,2.132041e-03,0.7087,2.1830e-01,533,0
0.3,0.6,0.1,4,chirp,1,22.9349,2.444055e-03,0.7095,2.5029e-01,531,0
0.3,0.6,0.1,4,chirp,2,23.4339,2.178780e-03,0.7258,2.1830e-01,529,0
0.3,0.6,0.1,4,spikes,0,10.9078,1.848274e-03,0.7462,2.3238e-01,533,0
0.3,0.6,0.1,4,spikes,1,10.9650,1.824095e-03,0.7392,2.3238e-01,532,0
0.3,0.6,0.1,4,spikes,2,11.1358,1.753729e-03,0.7438,2.3238e-01,536,0
0.3,0.6,0.1,4,ecg,0,33.6194,5.686696e-11,0.8797,3.1765e-05,533,0
