alpha,beta,gamma,window_half,signal,trial,snr_db,mse,deriv_ratio,max_error,drops,snr_saturated
0.4,0.2,0.4,2,ecg,1,32.9810,6.587177e-11,0.8867,4.5000e-05,533,0
0.4,0.2,0.4,2,ecg,2,33.4329,5.936234e-11,0.8847,3.0000e-05,537,0
0.4,0.3,0.3,2,sine,0,24.4176,1.802988e-03,0.7219,1.8571e-01,533,0
0.4,0.3,0.3,2,sine,1,24.1755,1.906361e-03,0.7133,1.9373e-01,535,0
0.4,0.3,0.3,2,sine,2,24.7749,1.660582e-03,0.7100,1.6762e-01,533,0
0.4,0.3,0.3,2,chirp,0,23.0143,2.399787e-03,0.7471,2.1830e-01,533,0
0.4,0.3,0.3,2,chirp,1,22.7804,2.532574e-03,0.7507,2.1830e-01,531,0
0.4,0.3,0.3,2,chirp,2,23.6356,2.079888e-03,0.7532,2.1830e-01,536,0
0.4,0.3,0.3,2,spikes,0,11.5617,1.589903e-03,0.7695,1.8066e-01,527,0
0.4,0.3,0.3,2,spikes,1,11.3613,1.665012e-03,0.7687,1.8629e-01,534,0
0.4,0.3,0.3,2,spikes,2,11.3723,1.660778e-03,0.7678,1.8629e-01,538,0
0.4,0.3,0.3,2,ecg,0,33.1405,6.349708e-11,0.8772,3.3750e-05,537,0
0.4,0.3,0.3,2,ecg,1,33.2548,6.184644e-11,0.8797,3.3077e-05,534,0
0.4,0.3,0.3,2,ecg,2,33.5661,5.756852e-11,0.8837,3.1667e-05,532,0
0.4,0.4,0.2,2,sine,0,23.9046,2.029058e-03,0.7080,1.9373e-01,531,0
0.4,0.4,0.2,2,sine,1,23.7941,2.081314e-03,0.7053,1.9373e-01,536,0
0.4,0.4,0.2,2,sine,2,23.7826,2.086868e-03,0.7052,1.9373e-01,534,0
0.4,0.4,0.2,2,chirp,0,23.6091,2.092606e-03,0.7384,2.1830e-01,538,0
0.4,0.4,0.2,2,chirp,1,22.8299,2.503864e-03,0.7412,2.1830e-01,534,0
0.4,0.4,0.2,2,chirp,2,22.7532,2.548455e-03,0.7472,2.1830e-01,534,0
0.4,0.4,0.2,2,spikes,0,10.8034,1.893249e-03,0.7579,1.6440e-01,538,0
0.4,0.4,0.2,2,spikes,1,11.0541,1.787018e-03,0.7578,1.9361e-01,533,0
0.4,0.4,0.2,2,spikes,2,10.5976,1.985102e-03,0.7597,2.0428e-01,534,0
0.4,0.4,0.2,2,ecg,0,34.1504,5.032229e-11,0.8842,3.1667e-05,531,0
0.4,0.4,0.2,2,ecg,1,33.5253,5.811201e-11,0.8777,3.3077e-05,538,0
0.4,0.4,0.2,2,ecg,2,33.5831,5.734360e-11,0.8807,3.0833e-05,538,0
0.4,0.5,0.1,2,sine,0,24.0922,1.943257e-03,0.6891,1.9373e-01,537,0
0.4,0.5,0.1,2,sine,1,23.9667,2.000224e-03,0.6924,1.9373e-01,535,0
0.4,0.5,0.1,2,sine,2,24.1685,1.909421e-03,0.6950,1.9373e-01,536,0
0.4,0.5,0.1,2,chirp,0,22.7028,2.578239e-03,0.7199,2.1830e-01,534,0
0.4,0.5,0.1,2,chirp,1,22.7115,2.573081e-03,0.7195,2.1830e-01,538,0
0.4,0.5,0.1,2,chirp,2,22.8101,2.515285e-03,0.7228,2.1830e-01,533,0
0.4,0.5,0.1,2,spikes,0,10.4742,2.042302e-03,0.7519,1.9097e-01,533,0
0.4,0.5,0.1,2,spikes,1,10.6581,1.957648e-03,0.7472,2.0428e-01,536,0
0.4,0.5,0.1,2,spikes,2,10.4986,2.030859e-03,0.7461,1.9005e-01,534,0
0.4,0.5,0.1,2,ecg,0,33.4203,5.953478e-11,0.8757,3.1667e-05,535,0
0.4,0.5,0.1,2,ecg,1,33.6048,5.705837e-11,0.8752,2.8333e-05,534,0
0.4,0.5,0.1,2,ecg,2,33.4194,5.954738e-11,0.8797,3.1000e-05,538,0
0.5,0.1,0.4,2,sine,0,24.8196,1.643570e-03,0.7378,1.8306e-01,534,0
0.5,0.1,0.4,2,sine,1,24.7098,1.685672e-03,0.7392,1.8306e-01,533,0
0.5,0.1,0.4,2,sine,2,24.7124,1.684640e-03,0.7423,1.8306e-01,534,0
0.5,0.1,0.4,2,chirp,0,23.9369,1.940490e-03,0.7723,1.8266e-01,533,0
0.5,0.1,0.4,2,chirp,1,24.0765,1.879116e-03,0.7702,1.8266e-01,533,0
0.5,0.1,0.4,2,chirp,2,23.9435,1.937554e-03,0.7728,2.1830e-01,537,0
0.5,0.1,0.4,2,spikes,0,11.0698,1.780596e-03,0.7881,1.8282e-01,537,0
0.5,0.1,0.4,2,spikes,1,11.2497,1.708338e-03,0.7929,1.9004e-01,536,0
0.5,0.1,0.4,2,spikes,2,11.3341,1.675468e-03,0.7961,1.8282e-01,529,0
0.5,0.1,0.4,2,ecg,0,33.6458,5.652290e-11,0.8887,2.9000e-05,536,0
0.5,0.1,0.4,2,ecg,1,33.5051,5.838328e-11,0.8907,3.0000e-05,536,0
0.5,0.1,0.4,2,ecg,2,33.6960,5.587218e-11,0.8902,2.9000e-05,534,0
0.5,0.2,0.3,2,sine,0,24.5459,1.750509e-03,0.7233,1.6357e-01,536,0
0.5,0.2,0.3,2,sine,1,24.4833,1.775914e-03,0.7236,1.7391e-01,533,0
0.5,0.2,0.3,2,sine,2,24.4242,1.800229e-03,0.7175,1.7391e-01,534,0
0.5,0.2,0.3,2,chirp,0,23.0854,2.360815e-03,0.7630,2.1545e-01,534,0
0.5,0.2,0.3,2,chirp,1,23.1923,2.303395e-03,0.7699,2.1545e-01,533,0
0.5,0.2,0.3,2,chirp,2,23.0669,2.370878e-03,0.7614,2.1545e-01,531,0
0.5,0.2,0.3,2,spikes,0,11.2953,1.690479e-03,0.7800,1.4499e-01,534,0
0.5,0.2,0.3,2,spikes,1,11.0863,1.773846e-03,0.7796,1.9433e-01,534,0
0.5,0.2,0.3,2,spikes,2,11.2305,1.715896e-03,0.7783,1.9004e-01,531,0
0.5,0.2,0.3,2,ecg,0,33.7861,5.472542e-11,0.8926,2.8333e-05,530,0
0.5,0.2,0.3,2,ecg,1,33.3186,6.094588e-11,0.8907,3.0000e-05,533,0
0.5,0.2,0.3,2,ecg,2,33.4856,5.864627e-11,0.8902,2.9545e-05,538,0
0.5,0.3,0.2,2,sine,0,24.2781,1.861819e-03,0.7088,1.8571e-01,538,0
0.5,0.3,0.2,2,sine,1,23.9341,2.015312e-03,0.7132,1.9373e-01,532,0
0.5,0.3,0.2,2,sine,2,24.2429,1.876992e-03,0.7030,1.8571e-01,534,0
0.5,0.3,0.2,2,chirp,0,22.9300,2.446781e-03,0.7622,2.1830e-01,536,0
0.5,0.3,0.2,2,chirp,1,23.3171,2.238144e-03,0.7711,2.1830e-01,532,0
0.5,0.3,0.2,2,chirp,2,22.9453,2.438201e-03,0.7606,2.1830e-01,536,0
0.5,0.3,0.2,2,spikes,0,10.7406,1.920817e-03,0.7706,1.9361e-01,533,0
0.5,0.3,0.2,2,spikes,1,10.9252,1.840856e-03,0.7669,1.9361e-01,536,0
0.5,0.3,0.2,2,spikes,2,10.8192,1.886360e-03,0.7710,1.9361e-01,533,0
0.5,0.3,0.2,2,ecg,0,33.2252,6.226951e-11,0.8807,3.4667e-05,535,0
0.5,0.3,0.2,2,ecg,1,33.0748,6.446368e-11,0.8787,3.3750e-05,537,0
0.5,0.3,0.2,2,ecg,2,33.5767,5.742906e-11,0.8837,3.3077e-05,533,0
0.5,0.4,0.1,2,sine,0,24.0777,1.949761e-03,0.7125,1.9373e-01,534,0
0.5,0.4,0.1,2,sine,1,23.9887,1.990107e-03,0.7005,1.9373e-01,538,0
0.5,0.4,0.1,2,sine,2,24.2518,1.873150e-03,0.7086,1.9373e-01,534,0
0.5,0.4,0.1,2,chirp,0,23.2858,2.254363e-03,0.7521,2.1830e-01,533,0
0.5,0.4,0.1,2,chirp,1,23.4050,2.193287e-03,0.7525,2.1830e-01,537,0
0.5,0.4,0.1,2,chirp,2,23.3747,2.208684e-03,0.7409,2.1830e-01,534,0
0.5,0.4,0.1,2,spikes,0,11.0903,1.772204e-03,0.7736,1.9361e-01,532,0
0.5,0.4,0.1,2,spikes,1,10.9556,1.828018e-03,0.7667,1.9361e-01,534,0
0.5,0.4,0.1,2,spikes,2,11.3420,1.672395e-03,0.7657,1.8066e-01,534,0
0.5,0.4,0.1,2,ecg,0,33.4429,5.922535e-11,0.8842,3.1667e-05,529,0
0.5,0.4,0.1,2,ecg,1,33.2185,6.236641e-11,0.8812,3.3750e-05,532,0
0.5,0.4,0.1,2,ecg,2,33.8031,5.451173e-11,0.8867,2.7353e-05,531,0
0.6,0.1,0.3,2,sine,0,24.8895,1.617343e-03,0.7255,1.7240e-01,537,0
0.6,0.1,0.3,2,sine,1,24.6999,1.689497e-03,0.7435,1.8508e-01,531,0
0.6,0.1,0.3,2,sine,2,24.9346,1.600639e-03,0.7394,1.8508e-01,534,0
0.6,0.1,0.3,2,chirp,0,23.7194,2.040148e-03,0.7724,2.4615e-01,536,0
0.6,0.1,0.3,2,chirp,1,23.6753,2.060939e-03,0.7768,2.4615e-01,534,0
0.6,0.1,0.3,2,chirp,2,23.8423,1.983195e-03,0.7691,1.8266e-01,536,0
0.6,0.1,0.3,2,spikes,0,11.2442,1.710509e-03,0.7897,1.9004e-01,534,0
0.6,0.1,0.3,2,spikes,1,10.9924,1.812623e-03,0.7882,1.9004e-01,537,0
0.6,0.1,0.3,2,spikes,2,10.9942,1.811841e-03,0.7871,1.8282e-01,536,0
0.6,0.1,0.3,2,ecg,0,34.0345,5.168341e-11,0.8941,2.5000e-05,533,0
0.6,0.1,0.3,2,ecg,1,33.5878,5.728187e-11,0.8887,2.9000e-05,534,0
0.6,0.1,0.3,2,ecg,2,33.3139,6.101135e-11,0.8902,3.0000e-05,537,0
0.6,0.2,0.2,2,sine,0,24.2474,1.875055e-03,0.7226,1.7391e-01,535,0
0.6,0.2,0.2,2,sine,1,24.4675,1.782385e-03,0.7299,1.7391e-01,535,0
0.6,0.2,0.2,2,sine,2,24.5873,1.733869e-03,0.7364,1.7391e-01,525,0
0.6,0.2,0.2,2,chirp,0,23.2601,2.267729e-03,0.7614,1.9823e-01,537,0
0.6,0.2,0.2,2,chirp,1,23.2768,2.259014e-03,0.7692,2.0156e-01,528,0
0.6,0.2,0.2,2,chirp,2,23.4496,2.170879e-03,0.7676,2.0156e-01,530,0
0.6,0.2,0.2,2,spikes,0,11.0355,1.794702e-03,0.7812,1.9433e-01,531,0
0.6,0.2,0.2,2,spikes,1,10.8090,1.890776e-03,0.7766,1.8995e-01,537,0
0.6,0.2,0.2,2,spikes,2,10.8025,1.893631e-03,0.7752,1.9004e-01,536,0
0.6,0.2,0.2,2,ecg,0,33.7323,5.540771e-11,0.8892,2.9545e-05,536,0
0.6,0.2,0.2,2,ecg,1,33.4359,5.932098e-11,0.8877,3.4667e-05,536,0
0.6,0.2,0.2,2,ecg,2,33.6934,5.590623e-11,0.8882,2.8333e-05,537,0
0.6,0.3,0.1,2,sine,0,24.2364,1.879791e-03,0.7163,1.8571e-01,533,0
0.6,0.3,0.1,2,sine,1,23.9270,2.018587e-03,0.7249,1.9373e-01,535,0
0.6,0.3,0.1,2,sine,2,24.3564,1.828567e-03,0.7128,1.8571e-01,531,0
0.6,0.3,0.1,2,chirp,0,22.8593,2.486978e-03,0.7633,2.1830e-01,531,0
0.6,0.3,0.1,2,chirp,1,22.9171,2.454080e-03,0.7665,2.1830e-01,533,0
0.6,0.3,0.1,2,chirp,2,23.0271,2.392705e-03,0.7555,2.1830e-01,538,0
0.6,0.3,0.1,2,spikes,0,10.8246,1.884018e-03,0.7733,1.9433e-01,537,0
0.6,0.3,0.1,2,spikes,1,10.8412,1.876820e-03,0.7712,1.9361e-01,537,0
0.6,0.3,0.1,2,spikes,2,10.7692,1.908194e-03,0.7739,1.9433e-01,533,0
0.6,0.3,0.1,2,ecg,0,33.6640,5.628564e-11,0.8857,2.9545e-05,535,0
0.6,0.3,0.1,2,ecg,1,33.7571,5.509260e-11,0.8892,2.9545e-05,533,0
0.6,0.3,0.1,2,ecg,2,33.7349,5.537397e-11,0.8897,2.9545e-05,531,0
0.7,0.1,0.2,2,sine,0,24.8584,1.628964e-03,0.7303,1.7240e-01,534,0
0.7,0.1,0.2,2,sine,1,24.7875,1.655771e-03,0.7312,1.8508e-01,537,0
0.7,0.1,0.2,2,sine,2,24.8622,1.627536e-03,0.7324,1.7240e-01,534,0
0.7,0.1,0.2,2,chirp,0,23.8299,1.988909e-03,0.7820,2.4615e-01,533,0
0.7,0.1,0.2,2,chirp,1,23.6653,2.065702e-03,0.7726,2.4615e-01,536,0
0.7,0.1,0.2,2,chirp,2,23.7414,2.029825e-03,0.7736,2.4615e-01,534,0
0.7,0.1,0.2,2,spikes,0,10.8937,1.854259e-03,0.7817,2.0317e-01,535,0
0.7,0.1,0.2,2,spikes,1,11.0346,1.795076e-03,0.7897,1.9004e-01,533,0
0.7,0.1,0.2,2,spikes,2,11.1233,1.758781e-03,0.7877,2.0317e-01,537,0
0.7,0.1,0.2,2,ecg,0,33.9894,5.222256e-11,0.8946,2.6818e-05,531,0
0.7,0.1,0.2,2,ecg,1,33.1901,6.277520e-11,0.8877,3.3750e-05,536,0
0.7,0.1,0.2,2,ecg,2,33.6344,5.667025e-11,0.8902,2.9000e-05,537,0
0.7,0.2,0.1,2,sine,0,24.1655,1.910741e-03,0.7453,1.9373e-01,533,0
0.7,0.2,0.1,2,sine,1,24.2290,1.883021e-03,0.7444,1.9373e-01,535,0
0.7,0.2,0.1,2,sine,2,24.5375,1.753886e-03,0.7460,1.9373e-01,532,0
0.7,0.2,0.1,2,chirp,0,23.4574,2.167011e-03,0.7770,2.0156e-01,532,0
0.7,0.2,0.1,2,chirp,1,23.7625,2.019971e-03,0.7652,2.0156e-01,536,0
0.7,0.2,0.1,2,chirp,2,23.3010,2.246452e-03,0.7726,2.0156e-01,534,0
0.7,0.2,0.1,2,spikes,0,11.0934,1.770921e-03,0.7888,1.8282e-01,530,0
0.7,0.2,0.1,2,spikes,1,11.0326,1.795890e-03,0.7846,1.9004e-01,532,0
0.7,0.2,0.1,2,spikes,2,11.0023,1.808477e-03,0.7851,1.8995e-01,537,0
0.7,0.2,0.1,2,ecg,0,33.8422,5.402312e-11,0.8931,3.0000e-05,531,0
0.7,0.2,0.1,2,ecg,1,33.5665,5.756349e-11,0.8936,2.9000e-05,537,0
0.7,0.2,0.1,2,ecg,2,33.6751,5.614197e-11,0.8917,2.8889e-05,534,0
0.8,0.1,0.1,2,sine,0,24.7617,1.665642e-03,0.7294,1.7240e-01,536,0
0.8,0.1,0.1,2,sine,1,24.4359,1.795413e-03,0.7319,1.8508e-01,538,0
0.8,0.1,0.1,2,sine,2,24.8036,1.649639e-03,0.7328,1.8508e-01,536,0
0.8,0.1,0.1,2,chirp,0,23.7874,2.008438e-03,0.7838,2.4615e-01,531,0
0.8,0.1,0.1,2,chirp,1,23.5706,2.111236e-03,0.7778,2.4615e-01,533,0
0.8,0.1,0.1,2,chirp,2,23.7214,2.039211e-03,0.7764,1.8266e-01,535,0
0.8,0.1,0.1,2,spikes,0,11.0266,1.798387e-03,0.7864,2.0317e-01,537,0
0.8,0.1,0.1,2,spikes,1,11.0658,1.782210e-03,0.7903,2.0317e-01,533,0
0.8,0.1,0.1,2,spikes,2,10.9525,1.829322e-03,0.7852,2.0317e-01,536,0
0.8,0.1,0.1,2,ecg,0,34.0276,5.176594e-11,0.8961,2.9000e-05,526,0
0.8,0.1,0.1,2,ecg,1,33.8454,5.398283e-11,0.8902,2.7500e-05,535,0
0.8,0.1,0.1,2,ecg,2,33.4519,5.910334e-11,0.8936,2.7500e-05,534,0
0.1,0.1,0.8,3,sine,0,24.4362,1.795258e-03,0.6777,1.7391e-01,537,0
0.1,0.1,0.8,3,sine,1,24.8553,1.630117e-03,0.6851,1.6357e-01,533,0
0.1,0.1,0.8,3,sine,2,24.5702,1.740714e-03,0.6883,1.9373e-01,528,0
0.1,0.1,0.8,3,chirp,0,24.0078,1.909064e-03,0.7426,1.9575e-01,534,0
0.1,0.1,0.8,3,chirp,1,23.8026,2.001436e-03,0.7490,1.9575e-01,533,0
0.1,0.1,0.8,3,chirp,2,23.9415,1.938409e-03,0.7346,1.9575e-01,533,0
0.1,0.1,0.8,3,spikes,0,11.4098,1.646495e-03,0.7431,1.4973e-01,534,0
0.1,0.1,0.8,3,spikes,1,11.1925,1.730976e-03,0.7405,1.4973e-01,536,0
0.1,0.1,0.8,3,spikes,2,11.1679,1.740830e-03,0.7338,1.8763e-01,538,0
0.1,0.1,0.8,3,ecg,0,33.1231,6.375150e-11,0.8792,3.1923e-05,537,0
0.1,0.1,0.8,3,ecg,1,33.2493,6.192494e-11,0.8817,3.1923e-05,536,0
0.1,0.1,0.8,3,ecg,2,33.1088,6.396223e-11,0.8817,3.3846e-05,534,0
0.1,0.2,0.7,3,sine,0,24.7988,1.651484e-03,0.6910,1.9373e-01,533,0
0.1,0.2,0.7,3,sine,1,24.9007,1.613184e-03,0.6875,1.9373e-01,533,0
0.1,0.2,0.7,3,sine,2,24.8058,1.648818e-03,0.6872,1.9373e-01,533,0
0.1,0.2,0.7,3,chirp,0,24.2877,1.789908e-03,0.7322,1.6932e-01,536,0
0.1,0.2,0.7,3,chirp,1,24.1036,1.867408e-03,0.7273,1.6963e-01,536,0
0.1,0.2,0.7,3,chirp,2,23.6875,2.055164e-03,0.7251,2.0070e-01,534,0
0.1,0.2,0.7,3,spikes,0,11.0987,1.768766e-03,0.7458,2.0641e-01,536,0
0.1,0.2,0.7,3,spikes,1,10.9888,1.814100e-03,0.7495,2.0428e-01,539,0
0.1,0.2,0.7,3,spikes,2,11.5489,1.594617e-03,0.7458,1.4878e-01,534,0
0.1,0.2,0.7,3,ecg,0,33.2892,6.135891e-11,0.8782,3.1923e-05,536,0
0.1,0.2,0.7,3,ecg,1,33.0258,6.519630e-11,0.8723,3.7143e-05,536,0
0.1,0.2,0.7,3,ecg,2,32.9204,6.679690e-11,0.8733,4.1304e-05,532,0
0.1,0.3,0.6,3,sine,0,24.8527,1.631116e-03,0.6836,1.9373e-01,531,0
0.1,0.3,0.6,3,sine,1,24.5308,1.756581e-03,0.6806,1.9108e-01,538,0
0.1,0.3,0.6,3,sine,2,24.8552,1.630165e-03,0.6758,1.6403e-01,537,0
0.1,0.3,0.6,3,chirp,0,23.7961,2.004427e-03,0.7214,2.0445e-01,532,0
0.1,0.3,0.6,3,chirp,1,24.1802,1.834743e-03,0.7202,2.0162e-01,534,0
0.1,0.3,0.6,3,chirp,2,24.1742,1.837317e-03,0.7267,2.0162e-01,534,0
0.1,0.3,0.6,3,spikes,0,11.4975,1.613596e-03,0.7403,1.8030e-01,533,0
0.1,0.3,0.6,3,spikes,1,11.7302,1.529404e-03,0.7524,1.5322e-01,533,0
0.1,0.3,0.6,3,spikes,2,11.5020,1.611937e-03,0.7468,1.9097e-01,532,0
0.1,0.3,0.6,3,ecg,0,33.6226,5.682503e-11,0.8802,3.4444e-05,533,0
0.1,0.3,0.6,3,ecg,1,33.4738,5.880577e-11,0.8748,3.1923e-05,534,0
0.1,0.3,0.6,3,ecg,2,33.8563,5.384850e-11,0.8757,3.1923e-05,530,0
0.1,0.4,0.5,3,sine,0,24.9466,1.596194e-03,0.6733,1.9373e-01,534,0
0.1,0.4,0.5,3,sine,1,25.3375,1.458820e-03,0.6660,1.7874e-01,536,0
0.1,0.4,0.5,3,sine,2,25.0315,1.565313e-03,0.6712,1.9373e-01,525,0
0.1,0.4,0.5,3,chirp,0,23.6473,2.074296e-03,0.7053,2.1545e-01,540,0
0.1,0.4,0.5,3,chirp,1,23.8376,1.985369e-03,0.6995,2.1545e-01,533,0
0.1,0.4,0.5,3,chirp,2,24.2182,1.818768e-03,0.6936,1.6986e-01,530,0
0.1,0.4,0.5,3,spikes,0,11.8646,1.482818e-03,0.7445,1.5544e-01,533,0
0.1,0.4,0.5,3,spikes,1,11.7637,1.517651e-03,0.7326,1.5322e-01,532,0
0.1,0.4,0.5,3,spikes,2,11.2070,1.725221e-03,0.7290,1.9097e-01,537,0
0.1,0.4,0.5,3,ecg,0,33.3305,6.077880e-11,0.8718,3.0000e-05,537,0
0.1,0.4,0.5,3,ecg,1,33.7781,5.482682e-11,0.8713,3.2273e-05,535,0
0.1,0.4,0.5,3,ecg,2,33.8076,5.445518e-11,0.8792,3.1667e-05,526,0
0.1,0.5,0.4,3,sine,0,25.0467,1.559845e-03,0.6541,1.9373e-01,538,0
0.1,0.5,0.4,3,sine,1,24.7247,1.679896e-03,0.6455,1.9373e-01,534,0
0.1,0.5,0.4,3,sine,2,24.8450,1.634005e-03,0.6528,1.9373e-01,533,0
0.1,0.5,0.4,3,chirp,0,23.9642,1.928337e-03,0.6937,1.7454e-01,533,0
0.1,0.5,0.4,3,chirp,1,23.7349,2.032864e-03,0.6869,1.8165e-01,537,0
0.1,0.5,0.4,3,chirp,2,24.0307,1.899034e-03,0.6805,1.6963e-01,538,0
0.1,0.5,0.4,3,spikes,0,11.6283,1.565731e-03,0.7405,1.6669e-01,533,0
0.1,0.5,0.4,3,spikes,1,11.4848,1.618310e-03,0.7171,1.6669e-01,536,0
0.1,0.5,0.4,3,spikes,2,11.5098,1.609023e-03,0.7259,1.7237e-01,533,0
0.1,0.5,0.4,3,ecg,0,33.0563,6.473944e-11,0.8633,5.8333e-05,537,0
0.1,0.5,0.4,3,ecg,1,33.2663,6.168307e-11,0.8673,3.0000e-05,537,0
0.1,0.5,0.4,3,ecg,2,33.5271,5.808793e-11,0.8683,5.8333e-05,534,0
0.1,0.6,0.3,3,sine,0,24.5939,1.731254e-03,0.6414,1.8037e-01,533,0
0.1,0.6,0.3,3,sine,1,24.7623,1.665400e-03,0.6358,1.8037e-01,535,0
0.1,0.6,0.3,3,sine,2,25.0407,1.561994e-03,0.6388,1.8037e-01,536,0
0.1,0.6,0.3,3,chirp,0,23.9088,1.953072e-03,0.6655,1.5922e-01,534,0
0.1,0.6,0.3,3,chirp,1,24.1248,1.858312e-03,0.6668,1.5957e-01,536,0
0.1,0.6,0.3,3,chirp,2,23.7662,2.018270e-03,0.6672,1.6934e-01,535,0
0.1,0.6,0.3,3,spikes,0,10.9945,1.811740e-03,0.6970,1.9035e-01,534,0
0.1,0.6,0.3,3,spikes,1,11.5069,1.610100e-03,0.7155,1.9035e-01,535,0
0.1,0.6,0.3,3,spikes,2,11.1473,1.749090e-03,0.7130,1.7516e-01,536,0
0.1,0.6,0.3,3,ecg,0,32.6806,7.058912e-11,0.8628,7.0000e-05,538,0
0.1,0.6,0.3,3,ecg,1,32.2723,7.754838e-11,0.8549,7.0000e-05,536,0
0.1,0.6,0.3,3,ecg,2,32.5689,7.242826e-11,0.8633,7.0000e-05,536,0
0.1,0.7,0.2,3,sine,0,24.3182,1.844717e-03,0.6117,1.7517e-01,535,0
0.1,0.7,0.2,3,sine,1,24.7478,1.670968e-03,0.6170,1.8310e-01,536,0
0.1,0.7,0.2,3,sine,2,24.8153,1.645207e-03,0.6127,1.9040e-01,538,0
0.1,0.7,0.2,3,chirp,0,23.9773,1.922516e-03,0.6430,1.6934e-01,537,0
0.1,0.7,0.2,3,chirp,1,23.9201,1.947983e-03,0.6732,1.8782e-01,534,0
0.1,0.7,0.2,3,chirp,2,24.0802,1.877511e-03,0.6336,1.8782e-01,538,0
0.1,0.7,0.2,3,spikes,0,11.2365,1.713526e-03,0.7140,1.8235e-01,534,0
0.1,0.7,0.2,3,spikes,1,11.2162,1.721545e-03,0.7091,1.7516e-01,534,0
0.1,0.7,0.2,3,spikes,2,11.3529,1.668225e-03,0.7216,1.6669e-01,533,0
0.1,0.7,0.2,3,ecg,0,31.9708,8.312235e-11,0.8559,7.0000e-05,538,0
0.1,0.7,0.2,3,ecg,1,32.5525,7.270259e-11,0.8638,5.8333e-05,536,0
0.1,0.7,0.2,3,ecg,2,31.6861,8.875438e-11,0.8588,7.0000e-05,537,0
0.1,0.8,0.1,3,sine,0,24.0490,1.962662e-03,0.6065,2.2835e-01,533,0
0.1,0.8,0.1,3,sine,1,24.5456,1.750610e-03,0.5798,1.7517e-01,534,0
0.1,0.8,0.1,3,sine,2,25.0452,1.560388e-03,0.6161,1.7517e-01,533,0
0.1,0.8,0.1,3,chirp,0,23.8947,1.959418e-03,0.6444,1.9591e-01,534,0
0.1,0.8,0.1,3,chirp,1,23.7084,2.045316e-03,0.6537,1.8782e-01,535,0
0.1,0.8,0.1,3,chirp,2,23.8663,1.972275e-03,0.6518,1.6934e-01,535,0
0.1,0.8,0.1,3,spikes,0,11.2789,1.696903e-03,0.6751,1.9035e-01,532,0
0.1,0.8,0.1,3,spikes,1,11.1369,1.753288e-03,0.7123,1.7516e-01,533,0
0.1,0.8,0.1,3,spikes,2,11.3816,1.657221e-03,0.6957,1.7385e-01,535,0
0.1,0.8,0.1,3,ecg,0,32.4819,7.389396e-11,0.8613,5.7500e-05,532,0
0.1,0.8,0.1,3,ecg,1,33.1645,6.314645e-11,0.8683,5.7500e-05,534,0
0.1,0.8,0.1,3,ecg,2,32.7519,6.943954e-11,0.8648,7.0000e-05,536,0
0.2,0.1,0.7,3,sine,0,24.2542,1.872121e-03,0.7082,1.8033e-01,535,0
0.2,0.1,0.7,3,sine,1,24.5037,1.767595e-03,0.7098,1.7391e-01,538,0
0.2,0.1,0.7,3,sine,2,24.9399,1.598686e-03,0.7128,1.7391e-01,533,0
0.2,0.1,0.7,3,chirp,0,23.6581,2.069161e-03,0.7618,2.1830e-01,534,0
0.2,0.1,0.7,3,chirp,1,23.3082,2.242763e-03,0.7668,2.1545e-01,533,0
0.2,0.1,0.7,3,chirp,2,22.5198,2.689202e-03,0.7594,2.5029e-01,537,0
0.2,0.1,0.7,3,spikes,0,11.5155,1.606934e-03,0.7713,1.9004e-01,523,0
0.2,0.1,0.7,3,spikes,1,11.5380,1.598607e-03,0.7652,1.3884e-01,538,0
0.2,0.1,0.7,3,spikes,2,11.6617,1.553724e-03,0.7717,1.4499e-01,535,0
0.2,0.1,0.7,3,ecg,0,32.7617,6.928361e-11,0.8817,4.5667e-05,536,0
0.2,0.1,0.7,3,ecg,1,32.0043,8.248377e-11,0.8842,4.5667e-05,534,0
0.2,0.1,0.7,3,ecg,2,32.4964,7.364818e-11,0.8822,4.5667e-05,539,0
0.2,0.2,0.6,3,sine,0,24.8863,1.618546e-03,0.7042,1.9373e-01,531,0
0.2,0.2,0.6,3,sine,1,24.6335,1.715523e-03,0.7000,1.9373e-01,533,0
0.2,0.2,0.6,3,sine,2,24.8342,1.638078e-03,0.7052,1.9373e-01,533,0
0.2,0.2,0.6,3,chirp,0,23.3888,2.201487e-03,0.7412,2.1545e-01,534,0
0.2,0.2,0.6,3,chirp,1,22.8309,2.503260e-03,0.7384,2.1545e-01,532,0
0.2,0.2,0.6,3,chirp,2,23.3665,2.212865e-03,0.7508,2.0070e-01,527,0
0.2,0.2,0.6,3,spikes,0,10.5768,1.994650e-03,0.7586,1.9361e-01,534,0
0.2,0.2,0.6,3,spikes,1,10.9506,1.830130e-03,0.7526,2.0428e-01,534,0
0.2,0.2,0.6,3,spikes,2,11.2550,1.706241e-03,0.7550,1.4757e-01,536,0
0.2,0.2,0.6,3,ecg,0,33.4581,5.901909e-11,0.8817,3.1923e-05,536,0
0.2,0.2,0.6,3,ecg,1,33.0720,6.450564e-11,0.8807,3.1923e-05,538,0
0.2,0.2,0.6,3,ecg,2,33.4330,5.936136e-11,0.8817,3.1923e-05,537,0
0.2,0.3,0.5,3,sine,0,24.4425,1.792673e-03,0.6830,1.9373e-01,536,0
0.2,0.3,0.5,3,sine,1,24.5092,1.765362e-03,0.6914,1.9373e-01,537,0
