signal,domain,alpha,buf_size,overload,trial,snr_db,snr_saturated,spec_corr,n_dropped
vib_normal_0hp,vibration,0.00,256,10,1,13.4123,0,0.996775,1430
vib_normal_0hp,vibration,0.00,256,10,2,13.5476,0,0.996775,1429
vib_normal_0hp,vibration,0.25,128,3,0,23.9345,0,0.999604,959
vib_normal_0hp,vibration,0.25,128,3,1,23.9271,0,0.999587,963
vib_normal_0hp,vibration,0.25,128,3,2,23.7383,0,0.999590,969
vib_normal_0hp,vibration,0.25,128,5,0,17.7976,0,0.997876,1285
vib_normal_0hp,vibration,0.25,128,5,1,17.6650,0,0.997740,1282
vib_normal_0hp,vibration,0.25,128,5,2,17.7306,0,0.997977,1285
vib_normal_0hp,vibration,0.25,128,10,0,9.7023,0,0.993356,1559
vib_normal_0hp,vibration,0.25,128,10,1,9.3710,0,0.993112,1559
vib_normal_0hp,vibration,0.25,128,10,2,10.3250,0,0.994424,1559
vib_normal_0hp,vibration,0.25,256,3,0,25.3008,0,0.999883,829
vib_normal_0hp,vibration,0.25,256,3,1,25.2700,0,0.999879,829
vib_normal_0hp,vibration,0.25,256,3,2,25.2571,0,0.999884,829
vib_normal_0hp,vibration,0.25,256,5,0,20.0016,0,0.999474,1146
vib_normal_0hp,vibration,0.25,256,5,1,19.7760,0,0.999474,1151
vib_normal_0hp,vibration,0.25,256,5,2,19.9220,0,0.999474,1148
vib_normal_0hp,vibration,0.25,256,10,0,13.5632,0,0.996595,1428
vib_normal_0hp,vibration,0.25,256,10,1,13.6783,0,0.996760,1427
vib_normal_0hp,vibration,0.25,256,10,2,13.5586,0,0.996755,1430
vib_normal_0hp,vibration,0.50,128,3,0,23.8604,0,0.999582,965
vib_normal_0hp,vibration,0.50,128,3,1,23.8506,0,0.999582,963
vib_normal_0hp,vibration,0.50,128,3,2,23.7554,0,0.999572,964
vib_normal_0hp,vibration,0.50,128,5,0,17.7568,0,0.997893,1283
vib_normal_0hp,vibration,0.50,128,5,1,17.6250,0,0.997907,1284
vib_normal_0hp,vibration,0.50,128,5,2,17.7161,0,0.997926,1286
vib_normal_0hp,vibration,0.50,128,10,0,9.6567,0,0.993657,1559
vib_normal_0hp,vibration,0.50,128,10,1,9.5039,0,0.992743,1560
vib_normal_0hp,vibration,0.50,128,10,2,9.8334,0,0.993682,1559
vib_normal_0hp,vibration,0.50,256,3,0,25.1172,0,0.999875,840
vib_normal_0hp,vibration,0.50,256,3,1,25.1658,0,0.999875,836
vib_normal_0hp,vibration,0.50,256,3,2,24.9896,0,0.999877,838
vib_normal_0hp,vibration,0.50,256,5,0,19.7653,0,0.999431,1156
vib_normal_0hp,vibration,0.50,256,5,1,19.5854,0,0.999440,1154
vib_normal_0hp,vibration,0.50,256,5,2,19.7513,0,0.999449,1156
vib_normal_0hp,vibration,0.50,256,10,0,13.5256,0,0.996776,1429
vib_normal_0hp,vibration,0.50,256,10,1,13.4544,0,0.996604,1430
vib_normal_0hp,vibration,0.50,256,10,2,13.5717,0,0.996786,1431
vib_normal_0hp,vibration,0.75,128,3,0,23.5939,0,0.999572,969
vib_normal_0hp,vibration,0.75,128,3,1,23.7346,0,0.999579,969
vib_normal_0hp,vibration,0.75,128,3,2,23.6479,0,0.999580,969
vib_normal_0hp,vibration,0.75,128,5,0,17.7778,0,0.997952,1283
vib_normal_0hp,vibration,0.75,128,5,1,17.8381,0,0.997690,1287
vib_normal_0hp,vibration,0.75,128,5,2,17.9411,0,0.997878,1285
vib_normal_0hp,vibration,0.75,128,10,0,10.0906,0,0.993120,1557
vib_normal_0hp,vibration,0.75,128,10,1,10.1373,0,0.993679,1559
vib_normal_0hp,vibration,0.75,128,10,2,9.3571,0,0.992833,1560
vib_normal_0hp,vibration,0.75,256,3,0,25.0632,0,0.999879,834
vib_normal_0hp,vibration,0.75,256,3,1,25.2170,0,0.999879,834
vib_normal_0hp,vibration,0.75,256,3,2,25.2401,0,0.999887,829
vib_normal_0hp,vibration,0.75,256,5,0,19.6934,0,0.999419,1150
vib_normal_0hp,vibration,0.75,256,5,1,19.5389,0,0.999438,1150
vib_normal_0hp,vibration,0.75,256,5,2,19.6827,0,0.999437,1150
vib_normal_0hp,vibration,0.75,256,10,0,13.5944,0,0.996780,1429
vib_normal_0hp,vibration,0.75,256,10,1,13.3515,0,0.996776,1431
vib_normal_0hp,vibration,0.75,256,10,2,13.6651,0,0.996776,1431
vib_normal_0hp,vibration,1.00,128,3,0,23.6318,0,0.999550,971
vib_normal_0hp,vibration,1.00,128,3,1,23.5627,0,0.999584,966
vib_normal_0hp,vibration,1.00,128,3,2,23.8854,0,0.999581,961
vib_normal_0hp,vibration,1.00,128,5,0,17.6472,0,0.997968,1286
vib_normal_0hp,vibration,1.00,128,5,1,17.6122,0,0.998066,1286
vib_normal_0hp,vibration,1.00,128,5,2,17.7835,0,0.997960,1283
vib_normal_0hp,vibration,1.00,128,10,0,9.5467,0,0.992653,1560
vib_normal_0hp,vibration,1.00,128,10,1,10.1758,0,0.993004,1558
vib_normal_0hp,vibration,1.00,128,10,2,9.6779,0,0.994098,1558
vib_normal_0hp,vibration,1.00,256,3,0,25.0864,0,0.999878,841
vib_normal_0hp,vibration,1.00,256,3,1,24.8822,0,0.999877,839
vib_normal_0hp,vibration,1.00,256,3,2,25.0879,0,0.999877,837
vib_normal_0hp,vibration,1.00,256,5,0,19.8126,0,0.999417,1152
vib_normal_0hp,vibration,1.00,256,5,1,19.7828,0,0.999431,1155
vib_normal_0hp,vibration,1.00,256,5,2,19.7127,0,0.999423,1153
vib_normal_0hp,vibration,1.00,256,10,0,13.8782,0,0.996604,1430
vib_normal_0hp,vibration,1.00,256,10,1,13.6512,0,0.996907,1430
vib_normal_0hp,vibration,1.00,256,10,2,13.4486,0,0.996604,1431
vib_inner_race_007,vibration,0.00,128,3,0,12.1350,0,0.987607,967
vib_inner_race_007,vibration,0.00,128,3,1,12.2705,0,0.989198,969
vib_inner_race_007,vibration,0.00,128,3,2,12.1663,0,0.989191,969
vib_inner_race_007,vibration,0.00,128,5,0,6.8332,0,0.959416,1286
vib_inner_race_007,vibration,0.00,128,5,1,7.0895,0,0.951255,1284
vib_inner_race_007,vibration,0.00,128,5,2,7.1898,0,0.960313,1285
vib_inner_race_007,vibration,0.00,128,10,0,2.4058,0,0.786420,1560
vib_inner_race_007,vibration,0.00,128,10,1,2.4842,0,0.804252,1559
vib_inner_race_007,vibration,0.00,128,10,2,2.4528,0,0.804252,1560
vib_inner_race_007,vibration,0.00,256,3,0,13.6705,0,0.997334,841
vib_inner_race_007,vibration,0.00,256,3,1,13.5649,0,0.997496,838
vib_inner_race_007,vibration,0.00,256,3,2,13.5880,0,0.997329,840
vib_inner_race_007,vibration,0.00,256,5,0,8.7666,0,0.982316,1158
vib_inner_race_007,vibration,0.00,256,5,1,8.5006,0,0.982316,1157
vib_inner_race_007,vibration,0.00,256,5,2,8.6309,0,0.982239,1156
vib_inner_race_007,vibration,0.00,256,10,0,4.0809,0,0.925338,1429
vib_inner_race_007,vibration,0.00,256,10,1,4.3098,0,0.924890,1430
vib_inner_race_007,vibration,0.00,256,10,2,3.8975,0,0.924890,1428
vib_inner_race_007,vibration,0.25,128,3,0,12.3040,0,0.988466,958
vib_inner_race_007,vibration,0.25,128,3,1,12.1909,0,0.987703,969
vib_inner_race_007,vibration,0.25,128,3,2,12.4096,0,0.988133,957
vib_inner_race_007,vibration,0.25,128,5,0,6.9637,0,0.946393,1281
vib_inner_race_007,vibration,0.25,128,5,1,6.8807,0,0.952479,1285
vib_inner_race_007,vibration,0.25,128,5,2,6.9844,0,0.962011,1280
vib_inner_race_007,vibration,0.25,128,10,0,2.5465,0,0.771131,1560
vib_inner_race_007,vibration,0.25,128,10,1,2.2566,0,0.793929,1556
vib_inner_race_007,vibration,0.25,128,10,2,2.3286,0,0.788344,1558
vib_inner_race_007,vibration,0.25,256,3,0,13.6862,0,0.997579,829
vib_inner_race_007,vibration,0.25,256,3,1,13.6474,0,0.997743,825
vib_inner_race_007,vibration,0.25,256,3,2,13.8777,0,0.997648,825
vib_inner_race_007,vibration,0.25,256,5,0,8.6989,0,0.982840,1149
vib_inner_race_007,vibration,0.25,256,5,1,8.6807,0,0.982945,1146
vib_inner_race_007,vibration,0.25,256,5,2,8.5788,0,0.982316,1156
vib_inner_race_007,vibration,0.25,256,10,0,4.1667,0,0.923000,1427
vib_inner_race_007,vibration,0.25,256,10,1,4.1604,0,0.923000,1429
vib_inner_race_007,vibration,0.25,256,10,2,3.6767,0,0.926257,1427
vib_inner_race_007,vibration,0.50,128,3,0,12.1518,0,0.988133,964
vib_inner_race_007,vibration,0.50,128,3,1,11.9596,0,0.987571,965
vib_inner_race_007,vibration,0.50,128,3,2,12.1954,0,0.987639,965
vib_inner_race_007,vibration,0.50,128,5,0,6.8213,0,0.956855,1287
vib_inner_race_007,vibration,0.50,128,5,1,6.8851,0,0.958922,1287
vib_inner_race_007,vibration,0.50,128,5,2,6.7503,0,0.956815,1285
vib_inner_race_007,vibration,0.50,128,10,0,2.2721,0,0.798454,1560
vib_inner_race_007,vibration,0.50,128,10,1,2.0488,0,0.808437,1559
vib_inner_race_007,vibration,0.50,128,10,2,2.4429,0,0.790335,1560
vib_inner_race_007,vibration,0.50,256,3,0,13.5312,0,0.997576,835
vib_inner_race_007,vibration,0.50,256,3,1,13.5806,0,0.997021,840
vib_inner_race_007,vibration,0.50,256,3,2,13.4886,0,0.997247,837
vib_inner_race_007,vibration,0.50,256,5,0,8.6101,0,0.982316,1149
vib_inner_race_007,vibration,0.50,256,5,1,8.5119,0,0.982316,1155
vib_inner_race_007,vibration,0.50,256,5,2,8.5423,0,0.982729,1153
vib_inner_race_007,vibration,0.50,256,10,0,3.5241,0,0.922594,1429
vib_inner_race_007,vibration,0.50,256,10,1,4.0093,0,0.923591,1429
vib_inner_race_007,vibration,0.50,256,10,2,3.6504,0,0.923000,1429
vib_inner_race_007,vibration,0.75,128,3,0,11.8911,0,0.987571,964
vib_inner_race_007,vibration,0.75,128,3,1,12.1029,0,0.988133,962
vib_inner_race_007,vibration,0.75,128,3,2,12.0932,0,0.987547,959
vib_inner_race_007,vibration,0.75,128,5,0,6.5170,0,0.959735,1284
vib_inner_race_007,vibration,0.75,128,5,1,6.5395,0,0.953926,1285
vib_inner_race_007,vibration,0.75,128,5,2,6.7357,0,0.955364,1285
vib_inner_race_007,vibration,0.75,128,10,0,2.0455,0,0.790429,1555
vib_inner_race_007,vibration,0.75,128,10,1,2.1508,0,0.795834,1560
vib_inner_race_007,vibration,0.75,128,10,2,1.8610,0,0.746972,1560
vib_inner_race_007,vibration,0.75,256,3,0,13.6551,0,0.997415,830
vib_inner_race_007,vibration,0.75,256,3,1,13.3953,0,0.997029,838
vib_inner_race_007,vibration,0.75,256,3,2,13.5557,0,0.997120,834
vib_inner_race_007,vibration,0.75,256,5,0,8.5854,0,0.982316,1151
vib_inner_race_007,vibration,0.75,256,5,1,8.3777,0,0.982790,1155
vib_inner_race_007,vibration,0.75,256,5,2,8.4701,0,0.982316,1155
vib_inner_race_007,vibration,0.75,256,10,0,3.6955,0,0.922186,1427
vib_inner_race_007,vibration,0.75,256,10,1,3.5921,0,0.924387,1428
vib_inner_race_007,vibration,0.75,256,10,2,3.4377,0,0.919326,1430
vib_inner_race_007,vibration,1.00,128,3,0,11.9394,0,0.988351,962
vib_inner_race_007,vibration,1.00,128,3,1,11.9975,0,0.988181,965
vib_inner_race_007,vibration,1.00,128,3,2,11.8883,0,0.987503,964
vib_inner_race_007,vibration,1.00,128,5,0,6.5880,0,0.951944,1287
vib_inner_race_007,vibration,1.00,128,5,1,6.7181,0,0.957070,1282
vib_inner_race_007,vibration,1.00,128,5,2,6.5708,0,0.952660,1290
vib_inner_race_007,vibration,1.00,128,10,0,1.8490,0,0.794192,1561
vib_inner_race_007,vibration,1.00,128,10,1,1.6801,0,0.723277,1562
vib_inner_race_007,vibration,1.00,128,10,2,1.8828,0,0.751355,1561
vib_inner_race_007,vibration,1.00,256,3,0,13.4753,0,0.997207,833
vib_inner_race_007,vibration,1.00,256,3,1,13.4143,0,0.997283,841
vib_inner_race_007,vibration,1.00,256,3,2,13.3775,0,0.997115,841
vib_inner_race_007,vibration,1.00,256,5,0,8.2291,0,0.982670,1158
vib_inner_race_007,vibration,1.00,256,5,1,8.2831,0,0.982199,1156
vib_inner_race_007,vibration,1.00,256,5,2,8.1858,0,0.982144,1152
vib_inner_race_007,vibration,1.00,256,10,0,3.5174,0,0.920876,1430
vib_inner_race_007,vibration,1.00,256,10,1,3.7815,0,0.920674,1433
vib_inner_race_007,vibration,1.00,256,10,2,3.7604,0,0.919846,1429
vib_ball_fault_007,vibration,0.00,128,3,0,8.4985,0,0.984343,964
vib_ball_fault_007,vibration,0.00,128,3,1,8.4913,0,0.984573,958
vib_ball_fault_007,vibration,0.00,128,3,2,8.3325,0,0.981089,970
vib_ball_fault_007,vibration,0.00,128,5,0,3.6649,0,0.941825,1288
vib_ball_fault_007,vibration,0.00,128,5,1,3.7014,0,0.950072,1279
vib_ball_fault_007,vibration,0.00,128,5,2,3.5941,0,0.947891,1288
vib_ball_fault_007,vibration,0.00,128,10,0,0.0224,0,0.766663,1560
vib_ball_fault_007,vibration,0.00,128,10,1,-0.1415,0,0.725433,1560
vib_ball_fault_007,vibration,0.00,128,10,2,-0.0846,0,0.713688,1560
vib_ball_fault_007,vibration,0.00,256,3,0,9.8242,0,0.995343,842
vib_ball_fault_007,vibration,0.00,256,3,1,9.7851,0,0.995343,841
vib_ball_fault_007,vibration,0.00,256,3,2,9.8916,0,0.995412,833
vib_ball_fault_007,vibration,0.00,256,5,0,5.2277,0,0.972897,1159
vib_ball_fault_007,vibration,0.00,256,5,1,5.1287,0,0.972930,1156
vib_ball_fault_007,vibration,0.00,256,5,2,5.3189,0,0.973022,1152
vib_ball_fault_007,vibration,0.00,256,10,0,1.8688,0,0.900638,1430
vib_ball_fault_007,vibration,0.00,256,10,1,2.1884,0,0.898567,1431
vib_ball_fault_007,vibration,0.00,256,10,2,1.9944,0,0.899595,1429
vib_ball_fault_007,vibration,0.25,128,3,0,8.2508,0,0.983150,966
vib_ball_fault_007,vibration,0.25,128,3,1,8.4015,0,0.983895,958
vib_ball_fault_007,vibration,0.25,128,3,2,8.3753,0,0.983070,969
vib_ball_fault_007,vibration,0.25,128,5,0,3.5844,0,0.953592,1281
vib_ball_fault_007,vibration,0.25,128,5,1,3.3353,0,0.953635,1284
vib_ball_fault_007,vibration,0.25,128,5,2,3.9629,0,0.950489,1281
vib_ball_fault_007,vibration,0.25,128,10,0,0.6910,0,0.742926,1552
vib_ball_fault_007,vibration,0.25,128,10,1,0.1962,0,0.722606,1557
vib_ball_fault_007,vibration,0.25,128,10,2,0.2062,0,0.715409,1559
vib_ball_fault_007,vibration,0.25,256,3,0,9.7926,0,0.995241,837
vib_ball_fault_007,vibration,0.25,256,3,1,9.7866,0,0.995201,839
vib_ball_fault_007,vibration,0.25,256,3,2,9.7849,0,0.995241,837
vib_ball_fault_007,vibration,0.25,256,5,0,5.1983,0,0.971831,1154
vib_ball_fault_007,vibration,0.25,256,5,1,5.0048,0,0.971875,1154
vib_ball_fault_007,vibration,0.25,256,5,2,5.1943,0,0.972354,1148
vib_ball_fault_007,vibration,0.25,256,10,0,1.2819,0,0.900711,1429
vib_ball_fault_007,vibration,0.25,256,10,1,1.9956,0,0.916839,1429
vib_ball_fault_007,vibration,0.25,256,10,2,1.6414,0,0.900232,1428
vib_ball_fault_007,vibration,0.50,128,3,0,8.2715,0,0.983150,967
vib_ball_fault_007,vibration,0.50,128,3,1,8.1040,0,0.983480,972
vib_ball_fault_007,vibration,0.50,128,3,2,8.3470,0,0.982225,967
vib_ball_fault_007,vibration,0.50,128,5,0,3.2242,0,0.949212,1284
vib_ball_fault_007,vibration,0.50,128,5,1,3.7556,0,0.942089,1287
vib_ball_fault_007,vibration,0.50,128,5,2,3.5086,0,0.941290,1286
vib_ball_fault_007,vibration,0.50,128,10,0,0.1638,0,0.778919,1560
vib_ball_fault_007,vibration,0.50,128,10,1,0.0872,0,0.792137,1560
vib_ball_fault_007,vibration,0.50,128,10,2,0.5342,0,0.782727,1560
vib_ball_fault_007,vibration,0.50,256,3,0,9.7049,0,0.995156,841
vib_ball_fault_007,vibration,0.50,256,3,1,9.7363,0,0.995156,840
vib_ball_fault_007,vibration,0.50,256,3,2,10.0722,0,0.996065,814
vib_ball_fault_007,vibration,0.50,256,5,0,5.1337,0,0.971877,1155
vib_ball_fault_007,vibration,0.50,256,5,1,5.1708,0,0.971877,1153
vib_ball_fault_007,vibration,0.50,256,5,2,5.5716,0,0.972354,1147
vib_ball_fault_007,vibration,0.50,256,10,0,1.5936,0,0.903637,1429
vib_ball_fault_007,vibration,0.50,256,10,1,1.6974,0,0.915969,1423
vib_ball_fault_007,vibration,0.50,256,10,2,1.8937,0,0.910773,1423
vib_ball_fault_007,vibration,0.75,128,3,0,8.1366,0,0.983023,965
vib_ball_fault_007,vibration,0.75,128,3,1,8.5239,0,0.982422,952
vib_ball_fault_007,vibration,0.75,128,3,2,8.2554,0,0.982384,966
vib_ball_fault_007,vibration,0.75,128,5,0,3.5581,0,0.947336,1276
vib_ball_fault_007,vibration,0.75,128,5,1,3.5154,0,0.948535,1279
vib_ball_fault_007,vibration,0.75,128,5,2,3.6453,0,0.948558,1278
vib_ball_fault_007,vibration,0.75,128,10,0,0.6487,0,0.767374,1555
vib_ball_fault_007,vibration,0.75,128,10,1,0.2635,0,0.725332,1556
vib_ball_fault_007,vibration,0.75,128,10,2,0.3252,0,0.767374,1555
vib_ball_fault_007,vibration,0.75,256,3,0,10.0939,0,0.995553,823
vib_ball_fault_007,vibration,0.75,256,3,1,9.8470,0,0.995241,829
vib_ball_fault_007,vibration,0.75,256,3,2,9.8972,0,0.995241,830
vib_ball_fault_007,vibration,0.75,256,5,0,5.1081,0,0.970264,1151
vib_ball_fault_007,vibration,0.75,256,5,1,4.8280,0,0.972166,1149
vib_ball_fault_007,vibration,0.75,256,5,2,4.9746,0,0.971253,1150
vib_ball_fault_007,vibration,0.75,256,10,0,2.0155,0,0.912844,1424
vib_ball_fault_007,vibration,0.75,256,10,1,1.5816,0,0.907400,1426
vib_ball_fault_007,vibration,0.75,256,10,2,1.6492,0,0.889137,1419
vib_ball_fault_007,vibration,1.00,128,3,0,8.3097,0,0.983345,949
vib_ball_fault_007,vibration,1.00,128,3,1,8.2419,0,0.981999,959
vib_ball_fault_007,vibration,1.00,128,3,2,8.2145,0,0.981874,957
vib_ball_fault_007,vibration,1.00,128,5,0,3.3597,0,0.950013,1280
vib_ball_fault_007,vibration,1.00,128,5,1,3.3968,0,0.937568,1285
vib_ball_fault_007,vibration,1.00,128,5,2,3.6117,0,0.951395,1275
vib_ball_fault_007,vibration,1.00,128,10,0,0.3385,0,0.754414,1556
vib_ball_fault_007,vibration,1.00,128,10,1,0.3241,0,0.771542,1558
vib_ball_fault_007,vibration,1.00,128,10,2,0.3648,0,0.758210,1555
vib_ball_fault_007,vibration,1.00,256,3,0,9.8029,0,0.995241,834
vib_ball_fault_007,vibration,1.00,256,3,1,9.7969,0,0.995241,835
vib_ball_fault_007,vibration,1.00,256,3,2,9.6280,0,0.994922,839
vib_ball_fault_007,vibration,1.00,256,5,0,4.8288,0,0.971460,1154
vib_ball_fault_007,vibration,1.00,256,5,1,5.0722,0,0.970257,1150
vib_ball_fault_007,vibration,1.00,256,5,2,4.8401,0,0.969868,1152
vib_ball_fault_007,vibration,1.00,256,10,0,1.5793,0,0.903951,1427
vib_ball_fault_007,vibration,1.00,256,10,1,1.5409,0,0.876204,1428
vib_ball_fault_007,vibration,1.00,256,10,2,1.5456,0,0.845984,1430
