mode,buffer_size,repeat,evictions,avg_us,trial_max_us,wall_clock_ms
IMP_INTERP_COMPOSITE,2048,66,47952,16.8635,181.8700,813.9036
IMP_INTERP_COMPOSITE,2048,67,47952,17.2319,1812.4070,831.7160
IMP_INTERP_COMPOSITE,2048,68,47952,16.3565,146.9090,789.3378
IMP_INTERP_COMPOSITE,2048,69,47952,16.3608,193.0010,789.6258
IMP_INTERP_COMPOSITE,2048,70,47952,16.3384,129.0260,788.4749
IMP_INTERP_COMPOSITE,2048,71,47952,16.5221,122.0920,797.3467
IMP_INTERP_COMPOSITE,2048,72,47952,16.4367,192.4850,793.2361
IMP_INTERP_COMPOSITE,2048,73,47952,16.7423,77.5070,807.9674
IMP_INTERP_COMPOSITE,2048,74,47952,16.5053,98.6170,796.5241
IMP_INTERP_COMPOSITE,2048,75,47952,17.1387,135.8980,827.1992
IMP_INTERP_COMPOSITE,2048,76,47952,16.5787,73.6800,800.0716
IMP_INTERP_COMPOSITE,2048,77,47952,16.4135,155.2940,792.0899
IMP_INTERP_COMPOSITE,2048,78,47952,16.3963,203.8180,791.2378
IMP_INTERP_COMPOSITE,2048,79,47952,16.5569,1727.9520,798.9730
IMP_INTERP_COMPOSITE,2048,80,47952,16.3441,140.6680,788.7306
IMP_INTERP_COMPOSITE,2048,81,47952,16.4658,147.1100,794.6551
IMP_INTERP_COMPOSITE,2048,82,47952,16.7054,137.6820,806.1727
IMP_INTERP_COMPOSITE,2048,83,47952,16.3538,65.1140,789.2042
IMP_INTERP_COMPOSITE,2048,84,47952,16.4793,75.1720,795.4100
IMP_INTERP_COMPOSITE,2048,85,47952,16.3239,96.1630,787.7855
IMP_INTERP_COMPOSITE,2048,86,47952,16.4274,71.4760,792.7901
IMP_INTERP_COMPOSITE,2048,87,47952,16.2321,86.3540,783.3105
IMP_INTERP_COMPOSITE,2048,88,47952,16.3372,81.0590,788.4605
IMP_INTERP_COMPOSITE,2048,89,47952,16.2420,61.4870,783.8014
IMP_INTERP_COMPOSITE,2048,90,47952,16.3820,102.5900,790.5609
IMP_INTERP_COMPOSITE,2048,91,47952,16.3645,469.9030,789.7442
IMP_INTERP_COMPOSITE,2048,92,47952,16.3390,122.0220,788.4638
IMP_INTERP_COMPOSITE,2048,93,47952,16.5139,149.2990,796.9850
IMP_INTERP_COMPOSITE,2048,94,47952,16.4255,130.0470,792.7176
IMP_INTERP_COMPOSITE,2048,95,47952,16.4314,92.9420,792.9899
IMP_INTERP_COMPOSITE,2048,96,47952,16.3070,226.4800,786.9156
IMP_INTERP_COMPOSITE,2048,97,47952,16.3091,68.9210,787.0734
IMP_INTERP_COMPOSITE,2048,98,47952,16.2438,66.4570,783.8697
IMP_INTERP_COMPOSITE,2048,99,47952,16.4004,117.6630,791.4600
IMP_INTERP_COMPOSITE,2048,100,47952,16.3526,104.6290,789.1701
IMP_INTERP_COMPOSITE,2048,101,47952,16.5448,212.8490,798.6676
IMP_INTERP_COMPOSITE,2048,102,47952,17.0767,102.6750,824.3076
IMP_INTERP_COMPOSITE,2048,103,47952,16.7201,283.4230,806.9712
IMP_INTERP_COMPOSITE,2048,104,47952,16.4405,69.3620,793.4715
IMP_INTERP_COMPOSITE,2048,105,47952,17.1684,123.3650,828.7251
IMP_INTERP_COMPOSITE,2048,106,47952,16.3340,169.6170,788.2927
IMP_INTERP_COMPOSITE,2048,107,47952,16.3049,248.1170,786.8144
IMP_INTERP_COMPOSITE,2048,108,47952,16.2918,98.4670,786.2129
IMP_INTERP_COMPOSITE,2048,109,47952,16.4973,199.8350,796.1497
IMP_INTERP_COMPOSITE,2048,110,47952,16.3589,95.2910,789.4447
IMP_INTERP_COMPOSITE,2048,111,47952,16.4176,87.8820,792.2822
IMP_INTERP_COMPOSITE,2048,112,47952,16.2776,91.1730,785.4815
IMP_INTERP_COMPOSITE,2048,113,47952,16.2701,126.2750,785.1865
IMP_INTERP_COMPOSITE,2048,114,47952,16.2855,84.4900,785.8858
IMP_INTERP_COMPOSITE,2048,115,47952,16.3268,65.9100,787.8917
IMP_INTERP_COMPOSITE,2048,116,47952,16.3869,95.3510,790.7960
IMP_INTERP_COMPOSITE,2048,117,47952,16.4077,75.4460,791.7729
IMP_INTERP_COMPOSITE,2048,118,47952,16.9175,136.9550,816.3895
IMP_INTERP_COMPOSITE,2048,119,47952,16.4148,129.0250,792.1851
IMP_INTERP_COMPOSITE,2048,120,47952,16.2821,107.5040,785.7077
IMP_INTERP_COMPOSITE,2048,121,47952,20.2790,135.0320,979.2953
IMP_INTERP_COMPOSITE,2048,122,47952,16.2998,73.6700,786.5875
IMP_INTERP_COMPOSITE,2048,123,47952,16.2074,68.7100,782.0988
IMP_INTERP_COMPOSITE,2048,124,47952,16.2195,55.0650,782.6335
IMP_INTERP_COMPOSITE,2048,125,47952,16.2141,66.1250,782.4373
IMP_INTERP_COMPOSITE,2048,126,47952,16.3074,66.0200,786.9725
IMP_INTERP_COMPOSITE,2048,127,47952,16.4577,70.1940,794.2648
IMP_INTERP_COMPOSITE,2048,128,47952,16.4607,82.6270,794.4065
IMP_INTERP_COMPOSITE,2048,129,47952,16.2969,87.9570,786.4999
IMP_INTERP_COMPOSITE,2048,130,47952,16.3169,95.5210,787.4056
IMP_INTERP_COMPOSITE,2048,131,47952,16.2711,62.9500,785.2038
IMP_INTERP_COMPOSITE,2048,132,47952,16.2642,64.0410,784.8815
IMP_INTERP_COMPOSITE,2048,133,47952,16.2373,104.6290,783.5487
IMP_INTERP_COMPOSITE,2048,134,47952,16.4669,82.7630,794.6529
IMP_INTERP_COMPOSITE,2048,135,47952,16.3727,76.3550,790.0897
IMP_INTERP_COMPOSITE,2048,136,47952,16.3429,55.4360,788.6383
IMP_INTERP_COMPOSITE,2048,137,47952,16.3893,136.0090,790.9565
IMP_INTERP_COMPOSITE,2048,138,47952,16.3717,86.1280,790.1105
IMP_INTERP_COMPOSITE,2048,139,47952,16.5023,539.5800,796.5458
IMP_INTERP_COMPOSITE,2048,140,47952,16.6359,348.8130,802.9510
IMP_INTERP_COMPOSITE,2048,141,47952,16.3827,65.0140,790.5699
IMP_INTERP_COMPOSITE,2048,142,47952,16.3330,105.6310,788.1539
IMP_INTERP_COMPOSITE,2048,143,47952,16.2425,59.3020,783.7789
IMP_INTERP_COMPOSITE,2048,144,47952,16.3836,111.4920,790.6723
IMP_INTERP_COMPOSITE,2048,145,47952,16.2551,61.0250,784.3887
IMP_INTERP_COMPOSITE,2048,146,47952,16.3033,103.8670,786.7866
IMP_INTERP_COMPOSITE,2048,147,47952,16.4471,77.2620,793.7172
IMP_INTERP_COMPOSITE,2048,148,47952,16.3956,138.4880,791.2238
IMP_INTERP_COMPOSITE,2048,149,47952,16.4398,93.9490,793.3990
IMP_INTERP_COMPOSITE,2048,150,47952,16.2983,79.4110,786.5619
IMP_INTERP_COMPOSITE,2048,151,47952,16.3167,100.1410,787.4187
IMP_INTERP_COMPOSITE,2048,152,47952,16.3589,63.8010,789.4368
IMP_INTERP_COMPOSITE,2048,153,47952,17.1912,402.9700,829.8443
IMP_INTERP_COMPOSITE,2048,154,47952,16.5238,142.6660,797.4229
IMP_INTERP_COMPOSITE,2048,155,47952,16.6096,103.2360,801.5639
IMP_INTERP_COMPOSITE,2048,156,47952,16.6864,219.1660,805.3943
IMP_INTERP_COMPOSITE,2048,157,47952,17.0088,120.5190,820.9459
IMP_INTERP_COMPOSITE,2048,158,47952,16.5576,105.5100,799.0622
IMP_INTERP_COMPOSITE,2048,159,47952,16.4052,106.6830,791.6533
IMP_INTERP_COMPOSITE,2048,160,47952,16.6404,265.6700,803.0425
IMP_INTERP_COMPOSITE,2048,161,47952,16.4655,85.3920,794.6436
IMP_INTERP_COMPOSITE,2048,162,47952,16.4292,120.9350,792.8093
IMP_INTERP_COMPOSITE,2048,163,47952,16.3658,81.2970,789.7732
IMP_INTERP_COMPOSITE,2048,164,47952,16.3121,76.4750,787.1996
IMP_INTERP_COMPOSITE,2048,165,47952,16.2727,97.2250,785.3416
IMP_INTERP_COMPOSITE,2048,166,47952,16.4313,95.6520,792.9298
IMP_INTERP_COMPOSITE,2048,167,47952,16.3503,61.6370,789.0064
IMP_INTERP_COMPOSITE,2048,168,47952,16.4154,200.8620,792.1494
IMP_INTERP_COMPOSITE,2048,169,47952,16.2908,79.0600,786.1411
IMP_INTERP_COMPOSITE,2048,170,47952,16.4682,62.0780,794.7592
IMP_INTERP_COMPOSITE,2048,171,47952,16.3098,159.1920,787.0776
IMP_INTERP_COMPOSITE,2048,172,47952,16.9685,132.8520,818.9177
IMP_INTERP_COMPOSITE,2048,173,47952,18.6396,103.7170,899.9768
IMP_INTERP_COMPOSITE,2048,174,47952,16.3165,63.6160,787.3877
IMP_INTERP_COMPOSITE,2048,175,47952,16.9795,3205.4730,819.5075
IMP_INTERP_COMPOSITE,2048,176,47952,16.3663,119.4420,789.8225
IMP_INTERP_COMPOSITE,2048,177,47952,16.9518,134.8560,818.2764
IMP_INTERP_COMPOSITE,2048,178,47952,17.1796,139.9560,829.2057
IMP_INTERP_COMPOSITE,2048,179,47952,16.7954,382.2860,810.5779
IMP_INTERP_COMPOSITE,2048,180,47952,16.5348,100.0800,798.0240
IMP_INTERP_COMPOSITE,2048,181,47952,17.3261,287.8120,836.3194
IMP_INTERP_COMPOSITE,2048,182,47952,17.8088,187.9690,859.7770
IMP_INTERP_COMPOSITE,2048,183,47952,16.5095,103.9120,796.7601
IMP_INTERP_COMPOSITE,2048,184,47952,16.4846,699.5290,795.5883
IMP_INTERP_COMPOSITE,2048,185,47952,16.5110,153.5260,796.8415
IMP_INTERP_COMPOSITE,2048,186,47952,18.4639,13983.0900,891.2742
IMP_INTERP_COMPOSITE,2048,187,47952,17.0808,215.0240,824.3496
IMP_INTERP_COMPOSITE,2048,188,47952,16.8826,107.4040,814.7710
IMP_INTERP_COMPOSITE,2048,189,47952,16.3434,97.9060,788.6996
IMP_INTERP_COMPOSITE,2048,190,47952,16.2751,106.8930,785.3878
IMP_INTERP_COMPOSITE,2048,191,47952,16.2964,97.3850,786.4182
IMP_INTERP_COMPOSITE,2048,192,47952,16.2509,70.9450,784.1861
IMP_INTERP_COMPOSITE,2048,193,47952,16.2954,75.5380,786.3683
IMP_INTERP_COMPOSITE,2048,194,47952,16.3952,107.9600,791.2211
IMP_INTERP_COMPOSITE,2048,195,47952,16.2810,118.2400,785.6689
IMP_INTERP_COMPOSITE,2048,196,47952,16.2527,72.3470,784.2725
IMP_INTERP_COMPOSITE,2048,197,47952,16.3056,301.6680,786.8590
IMP_INTERP_COMPOSITE,2048,198,47952,16.4002,74.3110,791.4233
IMP_INTERP_COMPOSITE,2048,199,47952,16.6520,109.5230,803.7060
IMP_INTERP_COMPOSITE,2048,200,47952,16.4082,90.0310,791.8122
IMP_INTERP_COMPOSITE,2048,201,47952,16.5807,98.2360,800.1007
IMP_INTERP_COMPOSITE,2048,202,47952,16.6710,87.9070,804.4592
IMP_INTERP_COMPOSITE,2048,203,47952,16.5791,77.9280,800.0320
IMP_INTERP_COMPOSITE,2048,204,47952,16.5952,113.7160,800.8437
IMP_INTERP_COMPOSITE,2048,205,47952,16.4911,109.4980,795.8293
IMP_INTERP_COMPOSITE,2048,206,47952,16.5038,94.5590,796.4591
IMP_INTERP_COMPOSITE,2048,207,47952,17.5576,4177.3390,847.2875
IMP_INTERP_COMPOSITE,2048,208,47952,16.5673,170.8190,799.6230
IMP_INTERP_COMPOSITE,2048,209,47952,16.4295,115.3640,792.8513
IMP_INTERP_COMPOSITE,2048,210,47952,16.3882,100.3210,790.8480
IMP_INTERP_COMPOSITE,2048,211,47952,16.2868,95.5970,785.9390
IMP_INTERP_COMPOSITE,2048,212,47952,16.2882,76.5060,785.9817
IMP_INTERP_COMPOSITE,2048,213,47952,16.3971,124.2360,791.3487
IMP_INTERP_COMPOSITE,2048,214,47952,16.4090,97.1340,791.8749
IMP_INTERP_COMPOSITE,2048,215,47952,16.3120,92.1500,787.1732
IMP_INTERP_COMPOSITE,2048,216,47952,16.3232,73.0880,787.7156
IMP_INTERP_COMPOSITE,2048,217,47952,16.2885,204.6590,786.0408
IMP_INTERP_COMPOSITE,2048,218,47952,16.2632,63.7110,784.7915
IMP_INTERP_COMPOSITE,2048,219,47952,16.2450,63.1500,783.8841
IMP_INTERP_COMPOSITE,2048,220,47952,16.2934,52.8800,786.2305
IMP_INTERP_COMPOSITE,2048,221,47952,16.3108,82.5110,787.0933
IMP_INTERP_COMPOSITE,2048,222,47952,16.2437,237.5760,783.8394
IMP_INTERP_COMPOSITE,2048,223,47952,16.5925,86.9050,800.6390
IMP_INTERP_COMPOSITE,2048,224,47952,16.4120,154.4740,791.9840
IMP_INTERP_COMPOSITE,2048,225,47952,16.2683,70.0230,785.0375
IMP_INTERP_COMPOSITE,2048,226,47952,16.2839,96.1630,785.8491
IMP_INTERP_COMPOSITE,2048,227,47952,16.3139,106.4720,787.2366
IMP_INTERP_COMPOSITE,2048,228,47952,16.3032,82.8880,786.7577
IMP_INTERP_COMPOSITE,2048,229,47952,16.2492,71.0050,784.0633
IMP_INTERP_COMPOSITE,2048,230,47952,16.3132,98.6120,787.2520
IMP_INTERP_COMPOSITE,2048,231,47952,16.3410,70.4140,788.5435
IMP_INTERP_COMPOSITE,2048,232,47952,16.2609,84.5710,784.6880
IMP_INTERP_COMPOSITE,2048,233,47952,16.2295,56.8480,783.1811
IMP_INTERP_COMPOSITE,2048,234,47952,16.2353,65.2840,783.4513
IMP_INTERP_COMPOSITE,2048,235,47952,16.3959,66.1500,791.1794
IMP_INTERP_COMPOSITE,2048,236,47952,16.2466,70.4890,783.9937
IMP_INTERP_COMPOSITE,2048,237,47952,16.3168,76.1040,787.3578
IMP_INTERP_COMPOSITE,2048,238,47952,16.2485,150.1850,784.1150
IMP_INTERP_COMPOSITE,2048,239,47952,16.2773,130.7280,785.4988
IMP_INTERP_COMPOSITE,2048,240,47952,16.2864,79.9020,785.9386
IMP_INTERP_COMPOSITE,2048,241,47952,16.2666,94.4820,784.9209
IMP_INTERP_COMPOSITE,2048,242,47952,16.2655,74.9630,784.8840
IMP_INTERP_COMPOSITE,2048,243,47952,16.2986,106.9330,786.5068
IMP_INTERP_COMPOSITE,2048,244,47952,16.3511,107.2040,789.0879
IMP_INTERP_COMPOSITE,2048,245,47952,16.3604,133.8950,789.4776
IMP_INTERP_COMPOSITE,2048,246,47952,16.4598,192.8560,794.2343
IMP_INTERP_COMPOSITE,2048,247,47952,16.5823,81.2740,800.2153
IMP_INTERP_COMPOSITE,2048,248,47952,16.2997,87.3760,786.5684
IMP_INTERP_COMPOSITE,2048,249,47952,16.3252,89.8400,787.8304
IMP_INTERP_COMPOSITE,2048,250,47952,16.3396,61.8280,788.5128
IMP_INTERP_COMPOSITE,2048,251,47952,16.3058,125.7040,786.8777
IMP_INTERP_COMPOSITE,2048,252,47952,16.3063,75.4780,786.9511
IMP_INTERP_COMPOSITE,2048,253,47952,16.2174,68.4800,782.5668
IMP_INTERP_COMPOSITE,2048,254,47952,16.3017,55.4750,786.6695
IMP_INTERP_COMPOSITE,2048,255,47952,16.2438,72.5080,783.8840
IMP_INTERP_COMPOSITE,2048,256,47952,16.2299,77.0060,783.1689
IMP_INTERP_COMPOSITE,2048,257,47952,16.2346,59.7930,783.4361
IMP_INTERP_COMPOSITE,2048,258,47952,16.2812,83.0880,785.6762
IMP_INTERP_COMPOSITE,2048,259,47952,16.2283,84.3000,783.1479
IMP_INTERP_COMPOSITE,2048,260,47952,16.2627,49.5640,784.7644
IMP_INTERP_COMPOSITE,2048,261,47952,16.2600,70.0330,784.6317
IMP_INTERP_COMPOSITE,2048,262,47952,16.2694,66.7470,785.0766
IMP_INTERP_COMPOSITE,2048,263,47952,16.3507,93.4070,789.1107
IMP_INTERP_COMPOSITE,2048,264,47952,16.3294,76.6450,787.9904
IMP_INTERP_COMPOSITE,2048,265,47952,16.2425,65.5550,783.8398
IMP_INTERP_COMPOSITE,2048,266,47952,16.2268,62.9890,783.0298
IMP_INTERP_COMPOSITE,2048,267,47952,16.3478,95.7520,788.8726
IMP_INTERP_COMPOSITE,2048,268,47952,16.2737,82.7070,785.3231
IMP_INTERP_COMPOSITE,2048,269,47952,16.2738,63.6410,785.3332
IMP_INTERP_COMPOSITE,2048,270,47952,16.2580,343.3070,784.5780
IMP_INTERP_COMPOSITE,2048,271,47952,16.2234,67.6490,782.9077
IMP_INTERP_COMPOSITE,2048,272,47952,16.2421,65.0640,783.7441
IMP_INTERP_COMPOSITE,2048,273,47952,16.2390,48.3920,783.6476
IMP_INTERP_COMPOSITE,2048,274,47952,16.2770,115.2690,785.4897
IMP_INTERP_COMPOSITE,2048,275,47952,16.2738,137.3510,785.3193
IMP_INTERP_COMPOSITE,2048,276,47952,19.2346,137.0300,928.6870
IMP_INTERP_COMPOSITE,2048,277,47952,16.2564,81.3200,784.4629
IMP_INTERP_COMPOSITE,2048,278,47952,16.2562,86.5290,784.4789
IMP_INTERP_COMPOSITE,2048,279,47952,16.3141,80.4020,787.2590
IMP_INTERP_COMPOSITE,2048,280,47952,16.2787,83.4980,785.5286
IMP_INTERP_COMPOSITE,2048,281,47952,16.2485,150.2850,784.1001
IMP_INTERP_COMPOSITE,2048,282,47952,16.2752,131.2390,785.4054
IMP_INTERP_COMPOSITE,2048,283,47952,16.5865,85.3620,800.5009
IMP_INTERP_COMPOSITE,2048,284,47952,16.2438,397.6850,783.8725
IMP_INTERP_COMPOSITE,2048,285,47952,16.2439,65.8550,783.8429
IMP_INTERP_COMPOSITE,2048,286,47952,16.2649,62.9640,784.8732
IMP_INTERP_COMPOSITE,2048,287,47952,16.3451,69.5020,788.6923
IMP_INTERP_COMPOSITE,2048,288,47952,16.3132,75.4930,787.2109
IMP_INTERP_COMPOSITE,2048,289,47952,16.4063,74.0510,791.7165
IMP_INTERP_COMPOSITE,2048,290,47952,16.3326,164.7930,788.1465
IMP_INTERP_COMPOSITE,2048,291,47952,16.3157,101.4180,787.3338
IMP_INTERP_COMPOSITE,2048,292,47952,16.2829,72.1970,785.7668
IMP_INTERP_COMPOSITE,2048,293,47952,16.2553,76.9760,784.4761
IMP_INTERP_COMPOSITE,2048,294,47952,16.3329,272.5230,788.2543
IMP_INTERP_COMPOSITE,2048,295,47952,16.4814,219.5270,795.2603
IMP_INTERP_COMPOSITE,2048,296,47952,16.5360,148.1940,797.9395
IMP_INTERP_COMPOSITE,2048,297,47952,16.3831,65.5640,790.6049
IMP_INTERP_COMPOSITE,2048,298,47952,16.4829,64.0310,795.3456
IMP_INTERP_COMPOSITE,2048,299,47952,16.4754,142.9510,795.0835
