signal,domain,mode,buffer_size,overload,trial,snr_db,mse,max_wait_ms,deriv_ratio,drops,degenerate,snr_saturated,rpeak_f1,rpeak_precision,rpeak_recall,rpeak_timing_ms,spectral_correlation
ecg_100,ecg,IMP_WINDOWED_ENERGY,512,6,1,33.5640,5.703598e-05,0.0205,0.8539,984,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,512,6,1,34.1615,4.970457e-05,0.0523,0.8837,984,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,512,6,1,33.7091,5.516203e-05,0.0470,0.8674,982,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,512,6,1,41.6224,8.918931e-06,0.0035,0.9831,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,512,6,1,41.6028,8.959149e-06,0.0476,0.9834,984,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,512,6,1,41.3572,9.480503e-06,0.0089,0.9788,984,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,512,6,1,43.8066,5.393738e-06,0.0000,0.9895,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,512,6,1,33.2329,6.155486e-05,0.0000,0.9613,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,DROP,512,6,2,22.7665,6.853236e-04,0.0033,0.8279,985,0,0,0.9333,1.0000,0.8750,0.3968,-1.0000
ecg_100,ecg,RANDOM_DROP,512,6,2,20.3767,1.188179e-03,0.0364,0.8142,989,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP_MIDDLE,512,6,2,23.6363,5.609509e-04,0.0046,0.8201,987,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,512,6,2,34.1308,5.005738e-05,0.0047,0.8507,984,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,512,6,2,27.6651,2.218422e-04,0.3274,0.8523,877,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,512,6,2,34.0243,5.129981e-05,0.0033,0.9060,988,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,512,6,2,34.0862,5.057455e-05,0.0324,0.9076,982,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,512,6,2,32.8127,6.780736e-05,0.0414,0.8566,985,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,512,6,2,33.8980,5.281458e-05,0.0303,0.8725,983,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,512,6,2,33.8731,5.311756e-05,0.0100,0.8682,982,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,512,6,2,41.6737,8.814085e-06,0.0262,0.9850,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,512,6,2,41.7563,8.648080e-06,0.0251,0.9836,983,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,512,6,2,41.1913,9.849705e-06,0.0080,0.9799,988,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,512,6,2,43.8066,5.393738e-06,0.0000,0.9895,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,512,6,2,33.2329,6.155486e-05,0.0000,0.9613,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,DROP,512,6,3,22.8495,6.723622e-04,0.0019,0.8314,987,0,0,0.9333,1.0000,0.8750,0.3968,-1.0000
ecg_100,ecg,RANDOM_DROP,512,6,3,18.9329,1.656775e-03,0.0081,0.8161,990,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP_MIDDLE,512,6,3,21.1477,9.948969e-04,0.0051,0.7989,990,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,512,6,3,34.1520,4.981373e-05,0.0038,0.8496,990,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,512,6,3,28.1354,1.990741e-04,0.2614,0.8735,880,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,512,6,3,34.1160,5.022827e-05,0.0489,0.9071,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,512,6,3,34.1229,5.014836e-05,0.0520,0.9079,985,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,512,6,3,33.7319,5.487381e-05,0.0500,0.8590,985,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,512,6,3,33.8254,5.370428e-05,0.0806,0.8743,980,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,512,6,3,33.8010,5.400642e-05,0.0413,0.8636,986,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,512,6,3,41.6399,8.883010e-06,0.0074,0.9839,985,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,512,6,3,41.7469,8.666853e-06,0.0126,0.9847,983,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,512,6,3,41.2749,9.661788e-06,0.0074,0.9788,987,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,512,6,3,43.8380,5.354850e-06,0.0000,0.9895,985,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,512,6,3,32.7072,6.947604e-05,0.0000,0.9546,985,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP,512,6,4,23.1017,6.344292e-04,0.0021,0.8158,991,0,0,0.9333,1.0000,0.8750,0.3968,-1.0000
ecg_100,ecg,RANDOM_DROP,512,6,4,19.1440,1.578167e-03,0.0082,0.8096,984,0,0,0.9333,1.0000,0.8750,2.3810,-1.0000
ecg_100,ecg,DROP_MIDDLE,512,6,4,24.2479,4.872577e-04,0.0048,0.8029,989,0,0,0.9333,1.0000,0.8750,2.7778,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,512,6,4,34.1139,5.025281e-05,0.0090,0.8507,985,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,512,6,4,27.5236,2.291889e-04,0.2387,0.8819,880,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,512,6,4,34.1593,4.973018e-05,0.0132,0.9071,985,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,512,6,4,34.1084,5.031680e-05,0.0099,0.9071,986,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,512,6,4,34.2532,4.866707e-05,0.0457,0.8561,983,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,512,6,4,33.9978,5.161413e-05,0.0248,0.8765,986,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,512,6,4,33.5344,5.742574e-05,0.0254,0.8633,982,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,512,6,4,41.8041,8.553346e-06,0.0125,0.9852,983,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,512,6,4,41.6190,8.925927e-06,0.0267,0.9825,984,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,512,6,4,41.2261,9.771111e-06,0.0087,0.9780,992,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,512,6,4,43.8697,5.315961e-06,0.0000,0.9895,983,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,512,6,4,33.5371,5.738993e-05,0.0000,0.9635,983,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_101,ecg,DROP,64,2,0,34.5536,4.769028e-05,0.0012,0.9277,692,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,RANDOM_DROP,64,2,0,28.6158,1.871552e-04,0.0079,0.9140,698,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,2,0,34.3449,5.003750e-05,0.0175,0.9252,698,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,2,0,38.6742,1.846557e-05,0.0243,0.9054,697,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,2,0,36.2199,3.249375e-05,0.1967,0.9512,493,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,2,0,37.6703,2.326778e-05,0.0017,0.9551,676,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,2,0,37.2130,2.585174e-05,0.0132,0.9517,698,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,2,0,36.2651,3.215671e-05,0.0202,0.9101,694,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_COMPOSITE,64,2,0,36.7598,2.869502e-05,0.0090,0.9313,678,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_ADAPTIVE,64,2,0,37.0919,2.658268e-05,0.0379,0.9280,684,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_ERROR,64,2,0,48.3728,1.979271e-06,0.0014,0.9964,689,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_COMPOSITE,64,2,0,48.2457,2.038056e-06,0.0036,0.9950,690,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_VW_AREA,64,2,0,47.7707,2.273611e-06,0.0027,0.9936,692,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,RDP_OFFLINE,64,2,0,49.3590,1.577188e-06,0.0000,0.9994,689,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LTTB_OFFLINE,64,2,0,37.3151,2.525069e-05,0.0000,0.9757,689,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,DROP,64,2,1,33.9191,5.519132e-05,0.0013,0.9149,693,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,RANDOM_DROP,64,2,1,30.6415,1.173920e-04,0.0080,0.9146,694,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,2,1,34.5212,4.804687e-05,0.0087,0.9269,684,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,2,1,38.7158,1.828945e-05,0.0081,0.9062,690,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,2,1,35.9049,3.493750e-05,0.2120,0.9461,493,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,2,1,37.5303,2.403017e-05,0.0152,0.9534,691,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,2,1,37.4998,2.419935e-05,0.0158,0.9542,685,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,2,1,36.6423,2.948199e-05,0.0081,0.9140,684,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_COMPOSITE,64,2,1,36.8384,2.818045e-05,0.0014,0.9255,694,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_ADAPTIVE,64,2,1,36.6690,2.930096e-05,0.0028,0.9272,688,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_ERROR,64,2,1,48.4781,1.931875e-06,0.0079,0.9961,684,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_COMPOSITE,64,2,1,48.2432,2.039236e-06,0.0027,0.9947,690,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_VW_AREA,64,2,1,48.0778,2.118403e-06,0.0075,0.9947,680,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,RDP_OFFLINE,64,2,1,49.4552,1.542639e-06,0.0000,0.9994,684,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LTTB_OFFLINE,64,2,1,37.3126,2.526562e-05,0.0000,0.9802,684,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,DROP,64,2,2,34.7032,4.607500e-05,0.0022,0.9179,686,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,RANDOM_DROP,64,2,2,30.8293,1.124234e-04,0.0083,0.9085,694,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,2,2,34.4135,4.925312e-05,0.0058,0.9224,689,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,2,2,38.7226,1.826084e-05,0.0026,0.9062,694,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,2,2,35.5896,3.756875e-05,0.1818,0.9397,476,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,2,2,37.4220,2.463686e-05,0.0026,0.9537,686,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,2,2,37.5047,2.417218e-05,0.0200,0.9553,682,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,2,2,36.1219,3.323488e-05,0.0095,0.9132,686,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_COMPOSITE,64,2,2,36.7759,2.858910e-05,0.0427,0.9283,690,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_ADAPTIVE,64,2,2,36.8258,2.826223e-05,0.0186,0.9286,697,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_ERROR,64,2,2,48.2374,2.041944e-06,0.0352,0.9958,693,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_COMPOSITE,64,2,2,48.1549,2.081111e-06,0.0213,0.9944,696,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_VW_AREA,64,2,2,47.7019,2.309896e-06,0.0187,0.9941,694,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,RDP_OFFLINE,64,2,2,49.2691,1.610174e-06,0.0000,0.9994,693,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LTTB_OFFLINE,64,2,2,38.2347,2.043229e-05,0.0000,0.9816,693,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,DROP,64,2,3,34.9395,4.363507e-05,0.0022,0.9174,694,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,RANDOM_DROP,64,2,3,29.3818,1.568941e-04,0.0107,0.9012,693,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,2,3,34.4970,4.831562e-05,0.0201,0.9205,697,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,2,3,38.9773,1.722108e-05,0.0078,0.9079,681,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,2,3,35.6986,3.663750e-05,0.1912,0.9400,484,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,2,3,37.4429,2.451856e-05,0.0080,0.9534,694,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,2,3,37.4470,2.449568e-05,0.0040,0.9520,701,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,2,3,36.3771,3.133801e-05,0.0041,0.9107,693,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_COMPOSITE,64,2,3,36.8625,2.802449e-05,0.0082,0.9269,691,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_ADAPTIVE,64,2,3,36.7163,2.898402e-05,0.0292,0.9327,694,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_ERROR,64,2,3,48.6586,1.853229e-06,0.0024,0.9961,675,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_COMPOSITE,64,2,3,48.5745,1.889444e-06,0.0175,0.9955,679,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_VW_AREA,64,2,3,47.6349,2.345833e-06,0.0078,0.9936,701,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,RDP_OFFLINE,64,2,3,49.7611,1.437708e-06,0.0000,1.0000,675,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LTTB_OFFLINE,64,2,3,36.5886,2.984896e-05,0.0000,0.9810,675,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,DROP,64,2,4,34.8503,4.454062e-05,0.0072,0.9216,689,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,RANDOM_DROP,64,2,4,27.8954,2.209245e-04,0.0182,0.8778,694,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,2,4,33.6626,5.855000e-05,0.0025,0.9099,701,0,0,0.9231,1.0000,0.8571,2.3148,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,2,4,39.0254,1.703104e-05,0.0024,0.9090,676,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,2,4,35.9636,3.446875e-05,0.1903,0.9453,477,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,2,4,37.6166,2.355756e-05,0.0074,0.9548,681,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,2,4,37.3452,2.507622e-05,0.0017,0.9526,701,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,2,4,36.9065,2.774217e-05,0.0031,0.9146,674,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_COMPOSITE,64,2,4,36.7258,2.892080e-05,0.0018,0.9246,692,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_ADAPTIVE,64,2,4,36.7672,2.864597e-05,0.0042,0.9291,678,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_ERROR,64,2,4,48.1904,2.064167e-06,0.0170,0.9961,695,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_COMPOSITE,64,2,4,48.1869,2.065833e-06,0.0297,0.9950,699,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_VW_AREA,64,2,4,47.9370,2.188194e-06,0.0077,0.9944,694,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,RDP_OFFLINE,64,2,4,49.2105,1.632049e-06,0.0000,0.9994,695,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LTTB_OFFLINE,64,2,4,36.6265,2.958958e-05,0.0000,0.9735,695,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,DROP,64,3,0,30.3364,1.259337e-04,0.0022,0.8694,1035,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,RANDOM_DROP,64,3,0,22.5646,7.539264e-04,0.0243,0.8083,1032,0,0,0.9231,1.0000,0.8571,2.3148,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,3,0,31.3143,1.005438e-04,0.0025,0.8725,1034,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,3,0,33.7757,5.704493e-05,0.0080,0.8247,1032,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,3,0,33.0144,6.797500e-05,0.2797,0.9107,842,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,3,0,33.1515,6.586142e-05,0.0175,0.8942,1031,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,3,0,33.1969,6.517755e-05,0.0175,0.8956,1028,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,3,0,33.7443,5.745837e-05,0.0208,0.8457,1017,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_COMPOSITE,64,3,0,34.1034,5.289919e-05,0.0220,0.8858,1030,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_ADAPTIVE,64,3,0,34.0693,5.331602e-05,0.0034,0.8780,1027,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_ERROR,64,3,0,42.6504,7.391714e-06,0.0079,0.9810,1026,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_COMPOSITE,64,3,0,42.2127,8.175568e-06,0.0042,0.9799,1029,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_VW_AREA,64,3,0,41.9329,8.719566e-06,0.0078,0.9752,1036,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,RDP_OFFLINE,64,3,0,43.3857,6.240446e-06,0.0000,0.9833,1026,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LTTB_OFFLINE,64,3,0,34.4773,4.853542e-05,0.0000,0.9618,1026,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,DROP,64,3,1,29.3381,1.584812e-04,0.0010,0.8685,1022,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,RANDOM_DROP,64,3,1,26.1021,3.338680e-04,0.0071,0.8401,1037,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,3,1,30.9172,1.101708e-04,0.0415,0.8825,1027,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,3,1,33.8729,5.578188e-05,0.0030,0.8242,1037,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,3,1,33.2217,6.480625e-05,0.3170,0.9107,838,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,3,1,33.1173,6.638208e-05,0.0119,0.8939,1034,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,3,1,33.1954,6.519900e-05,0.0028,0.8951,1033,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,3,1,33.0025,6.816071e-05,0.0088,0.8434,1030,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_COMPOSITE,64,3,1,33.9638,5.462711e-05,0.0030,0.8733,1036,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_ADAPTIVE,64,3,1,34.1844,5.192148e-05,0.0082,0.8764,1023,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_ERROR,64,3,1,42.5132,7.628953e-06,0.0022,0.9805,1031,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_INTERP_COMPOSITE,64,3,1,42.6472,7.397193e-06,0.0084,0.9796,1023,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_VW_AREA,64,3,1,41.8993,8.787302e-06,0.0313,0.9763,1027,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,RDP_OFFLINE,64,3,1,43.3093,6.351136e-06,0.0000,0.9827,1031,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,LTTB_OFFLINE,64,3,1,34.3091,5.045191e-05,0.0000,0.9556,1031,0,0,0.9231,1.0000,0.8571,1.8519,-1.0000
ecg_101,ecg,DROP,64,3,2,30.5813,1.190302e-04,0.0017,0.8747,1014,0,0,0.9231,1.0000,0.8571,1.3889,-1.0000
ecg_101,ecg,RANDOM_DROP,64,3,2,20.5258,1.205604e-03,0.0105,0.8242,995,0,0,0.9231,1.0000,0.8571,2.3148,-1.0000
ecg_101,ecg,DROP_MIDDLE,64,3,2,31.9509,8.683576e-05,0.0030,0.8655,1006,0,0,0.9231,1.0000,0.8571,2.3148,-1.0000
ecg_101,ecg,DROP_LOW_VARIANCE,64,3,2,34.2867,5.071234e-05,0.0022,0.8314,1011,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,ADAPTIVE,64,3,2,32.8981,6.981875e-05,0.1206,0.9071,818,0,0,0.9231,1.0000,0.8571,0.9259,-1.0000
ecg_101,ecg,LEGACY_IMPORTANCE,64,3,2,33.2690,6.410358e-05,0.0232,0.8959,1020,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_FIRST_ORDER,64,3,2,33.1770,6.547678e-05,0.0040,0.8956,1026,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
ecg_101,ecg,IMP_WINDOWED_ENERGY,64,3,2,33.5341,6.030784e-05,0.0165,0.8448,1015,0,0,0.9231,1.0000,0.8571,0.4630,-1.0000
