signal,domain,mode,buffer_size,overload,trial,snr_db,mse,max_wait_ms,deriv_ratio,drops,degenerate,snr_saturated,rpeak_f1,rpeak_precision,rpeak_recall,rpeak_timing_ms,spectral_correlation
ecg_100,ecg,DROP,64,2,0,33.0737,6.385312e-05,0.0131,0.9122,685,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RANDOM_DROP,64,2,0,29.7813,1.362760e-04,0.0087,0.8988,681,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,2,0,33.0939,6.355625e-05,0.0026,0.9237,695,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,2,0,38.7141,1.742367e-05,0.0014,0.9146,700,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,2,0,33.6877,5.543437e-05,0.1086,0.9369,502,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,2,0,38.0259,2.041531e-05,0.0027,0.9619,685,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,2,0,38.0557,2.027607e-05,0.0034,0.9605,688,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,2,0,37.3220,2.400792e-05,0.0047,0.9154,696,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,2,0,37.6550,2.223556e-05,0.0083,0.9342,686,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,2,0,37.6720,2.214865e-05,0.0095,0.9372,693,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,2,0,47.8475,2.127153e-06,0.0030,0.9962,690,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,2,0,47.9526,2.076319e-06,0.0039,0.9968,683,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,2,0,47.6928,2.204306e-06,0.0048,0.9960,688,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,2,0,49.2098,1.554410e-06,0.0000,0.9997,690,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,2,0,35.6505,3.527778e-05,0.0000,0.9702,690,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,DROP,64,2,1,32.9615,6.552465e-05,0.0005,0.9246,697,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,RANDOM_DROP,64,2,1,24.5170,4.579881e-04,0.0171,0.9052,689,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,2,1,33.1676,6.248750e-05,0.0120,0.9227,685,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,2,1,38.8030,1.707050e-05,0.0016,0.9146,697,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,2,1,33.9198,5.255000e-05,0.1508,0.9334,488,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,2,1,38.0193,2.044673e-05,0.0173,0.9616,687,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,2,1,38.1177,1.998868e-05,0.0084,0.9608,682,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,2,1,37.1031,2.524866e-05,0.0082,0.9203,691,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,2,1,37.5247,2.291296e-05,0.0107,0.9350,689,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,2,1,37.9317,2.086300e-05,0.0131,0.9369,672,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,2,1,47.8713,2.115521e-06,0.0043,0.9962,691,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,2,1,48.0407,2.034583e-06,0.0080,0.9957,686,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,2,1,47.8043,2.148437e-06,0.0077,0.9960,677,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,2,1,49.2137,1.553021e-06,0.0000,0.9997,691,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,2,1,34.9047,4.188750e-05,0.0000,0.9699,691,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP,64,2,2,32.8116,6.782500e-05,0.0318,0.9213,691,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RANDOM_DROP,64,2,2,24.9546,4.140822e-04,0.0079,0.8980,688,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,2,2,32.8619,6.704375e-05,0.0080,0.9184,692,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,2,2,38.9432,1.652845e-05,0.0091,0.9170,690,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,2,2,34.4761,4.623125e-05,0.1760,0.9487,485,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,2,2,37.9845,2.061104e-05,0.0034,0.9595,699,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,2,2,37.9186,2.092635e-05,0.0080,0.9605,690,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,2,2,37.3673,2.375852e-05,0.0081,0.9195,692,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,2,2,37.5156,2.296119e-05,0.0030,0.9374,697,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,2,2,37.2196,2.458056e-05,0.0119,0.9283,697,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,2,2,48.3086,1.912882e-06,0.0040,0.9957,674,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,2,2,47.9309,2.086701e-06,0.0250,0.9962,682,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,2,2,47.6017,2.251042e-06,0.0024,0.9954,687,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,2,2,49.5314,1.443472e-06,0.0000,1.0000,674,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,2,2,35.8559,3.364826e-05,0.0000,0.9732,674,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP,64,2,3,33.2368,6.150000e-05,0.0096,0.9208,689,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,RANDOM_DROP,64,2,3,24.9894,4.107833e-04,0.0078,0.8929,695,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,2,3,33.0940,6.355451e-05,0.0025,0.9178,694,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,2,3,38.9504,1.650113e-05,0.0192,0.9178,692,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,2,3,34.9772,4.119375e-05,0.1560,0.9474,474,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,2,3,38.0011,2.053225e-05,0.0036,0.9603,693,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,2,3,38.1006,2.006756e-05,0.0235,0.9627,671,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,2,3,37.6494,2.226448e-05,0.0179,0.9200,681,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,2,3,37.2977,2.414263e-05,0.0047,0.9358,690,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,2,3,37.3990,2.358556e-05,0.0084,0.9329,683,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,2,3,47.7775,2.161701e-06,0.0033,0.9957,692,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,2,3,48.2956,1.918611e-06,0.0280,0.9957,673,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,2,3,47.8395,2.131076e-06,0.0092,0.9957,684,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,2,3,49.1789,1.565521e-06,0.0000,0.9997,692,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,2,3,35.8450,3.373299e-05,0.0000,0.9697,692,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP,64,2,4,33.1078,6.335312e-05,0.0021,0.9203,688,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,RANDOM_DROP,64,2,4,23.8025,5.398842e-04,0.0078,0.9015,688,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,2,4,33.1498,6.274375e-05,0.0024,0.9283,692,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,2,4,38.8429,1.691467e-05,0.0088,0.9154,696,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,2,4,35.4844,3.665312e-05,0.2754,0.9490,469,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,2,4,38.0143,2.047034e-05,0.0008,0.9592,698,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,2,4,38.0786,2.016930e-05,0.0111,0.9621,692,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,2,4,37.6155,2.243881e-05,0.0112,0.9248,680,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,2,4,37.4198,2.347319e-05,0.0066,0.9329,694,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,2,4,37.4950,2.307008e-05,0.0087,0.9302,686,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,2,4,48.3046,1.914653e-06,0.0086,0.9965,672,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,2,4,48.2670,1.931285e-06,0.0098,0.9962,674,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,2,4,47.5622,2.271597e-06,0.0015,0.9952,693,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,2,4,49.5977,1.421597e-06,0.0000,1.0000,672,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,2,4,35.2281,3.888160e-05,0.0000,0.9713,672,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,DROP,64,3,0,28.8380,1.693365e-04,0.0086,0.8647,1026,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,RANDOM_DROP,64,3,0,23.0973,6.350637e-04,0.0078,0.8129,1036,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,3,0,28.9443,1.652437e-04,0.0079,0.8776,1029,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,3,0,34.2695,4.848476e-05,0.0223,0.8475,1030,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,3,0,32.0571,8.069375e-05,0.2380,0.9052,830,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,3,0,34.3651,4.742908e-05,0.0034,0.9017,1028,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,3,0,34.4471,4.654182e-05,0.0226,0.9060,1028,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,3,0,34.2152,4.909383e-05,0.0084,0.8518,1021,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,3,0,34.6805,4.410626e-05,0.0048,0.8870,1023,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,3,0,34.5197,4.576993e-05,0.0087,0.8805,1020,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,3,0,42.4358,7.395564e-06,0.0027,0.9868,1020,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,3,0,42.1495,7.899557e-06,0.0044,0.9847,1021,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,3,0,41.8972,8.372083e-06,0.0045,0.9791,1023,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,3,0,43.2537,6.126015e-06,0.0000,0.9890,1020,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,3,0,33.1212,6.315868e-05,0.0000,0.9648,1020,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP,64,3,1,28.8461,1.690194e-04,0.0017,0.8631,1024,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,RANDOM_DROP,64,3,1,22.3988,7.458818e-04,0.0080,0.8478,1011,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,3,1,28.9402,1.653984e-04,0.0028,0.8566,1023,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,3,1,34.5759,4.518182e-05,0.0178,0.8504,1020,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,3,1,31.5974,8.970313e-05,0.2030,0.8891,835,0,0,0.9333,1.0000,0.8750,0.3968,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,3,1,34.4487,4.652409e-05,0.0078,0.9052,1025,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,3,1,34.4071,4.697257e-05,0.0082,0.9028,1018,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,3,1,34.0458,5.104709e-05,0.0045,0.8518,1027,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,3,1,34.7465,4.344145e-05,0.0248,0.8883,1013,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,3,1,34.5441,4.551338e-05,0.0041,0.8792,1028,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,3,1,42.2109,7.788689e-06,0.0024,0.9847,1031,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,3,1,42.3322,7.574001e-06,0.0050,0.9844,1025,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,3,1,41.8067,8.548368e-06,0.0081,0.9804,1027,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,3,1,43.0143,6.473203e-06,0.0000,0.9882,1031,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,3,1,32.9840,6.518611e-05,0.0000,0.9560,1031,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP,64,3,2,27.8363,2.132670e-04,0.0023,0.8719,1023,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,RANDOM_DROP,64,3,2,21.4685,9.240561e-04,0.0077,0.8282,1031,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,3,2,29.5741,1.429361e-04,0.0077,0.8727,1025,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,3,2,34.3601,4.748292e-05,0.0080,0.8507,1021,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,3,2,31.7577,8.645313e-05,0.3125,0.8980,833,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,3,2,34.4853,4.613439e-05,0.0088,0.9068,1023,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,3,2,34.4349,4.667261e-05,0.0058,0.9047,1030,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,3,2,33.7780,5.429428e-05,0.0089,0.8523,1015,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,3,2,34.5342,4.561766e-05,0.0519,0.8837,1020,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,3,2,34.8466,4.245105e-05,0.0100,0.8878,1018,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,3,2,42.2271,7.759557e-06,0.0029,0.9852,1028,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,3,2,42.1115,7.968862e-06,0.0084,0.9820,1028,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,3,2,41.7738,8.613368e-06,0.0026,0.9774,1036,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,3,2,43.0660,6.396640e-06,0.0000,0.9882,1028,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,3,2,33.0926,6.357500e-05,0.0000,0.9613,1028,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP,64,3,3,28.4985,1.831059e-04,0.0017,0.8564,1034,0,0,0.9333,1.0000,0.8750,2.3810,-1.0000
ecg_100,ecg,RANDOM_DROP,64,3,3,21.2948,9.617700e-04,0.0083,0.8005,1023,0,0,0.9333,1.0000,0.8750,3.1746,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,3,3,29.2750,1.531271e-04,0.0675,0.8725,1029,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,3,3,34.5471,4.548156e-05,0.0083,0.8510,1015,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,3,3,32.0256,8.128125e-05,0.2591,0.9074,838,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,3,3,34.2442,4.876794e-05,0.0015,0.9033,1035,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,3,3,34.3195,4.792973e-05,0.0088,0.9050,1031,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,3,3,33.9399,5.230666e-05,0.0029,0.8496,1034,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,3,3,34.5688,4.525536e-05,0.0044,0.8883,1033,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,3,3,34.7236,4.367105e-05,0.0285,0.8805,1023,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,3,3,42.2348,7.745807e-06,0.0078,0.9842,1032,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,3,3,42.0000,8.176119e-06,0.0081,0.9825,1031,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,3,3,41.7613,8.638160e-06,0.0031,0.9788,1033,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,3,3,42.9851,6.516953e-06,0.0000,0.9879,1032,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,3,3,32.9616,6.552187e-05,0.0000,0.9578,1032,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP,64,3,4,28.3768,1.883066e-04,0.0023,0.8658,1032,0,0,0.9333,1.0000,0.8750,2.3810,-1.0000
ecg_100,ecg,RANDOM_DROP,64,3,4,21.1341,9.980330e-04,0.0296,0.8314,1027,0,0,0.9333,1.0000,0.8750,2.7778,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,3,4,29.3013,1.522021e-04,0.0029,0.8743,1025,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,3,4,34.2187,4.905492e-05,0.0029,0.8464,1035,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,3,4,31.7200,8.720625e-05,0.2063,0.9041,835,0,0,0.9333,1.0000,0.8750,1.1905,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,3,4,34.4243,4.678612e-05,0.0656,0.9033,1031,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,3,4,34.3558,4.752996e-05,0.0090,0.9020,1028,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,3,4,33.9984,5.160684e-05,0.0034,0.8534,1037,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,3,4,34.6032,4.489833e-05,0.0066,0.8867,1032,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,3,4,34.5922,4.501254e-05,0.0043,0.8803,1032,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,3,4,42.2090,7.791953e-06,0.0008,0.9852,1034,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,3,4,42.2989,7.632335e-06,0.0035,0.9844,1021,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,3,4,41.8430,8.477257e-06,0.0018,0.9780,1030,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,3,4,42.9374,6.588828e-06,0.0000,0.9879,1034,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,3,4,32.9912,6.507726e-05,0.0000,0.9638,1034,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP,64,4,0,25.3631,3.769115e-04,0.0010,0.8236,1225,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,RANDOM_DROP,64,4,0,18.3591,1.890790e-03,0.0077,0.7347,1226,0,0,0.9333,1.0000,0.8750,1.9841,-1.0000
ecg_100,ecg,DROP_MIDDLE,64,4,0,24.9440,4.150995e-04,0.0025,0.8284,1230,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,DROP_LOW_VARIANCE,64,4,0,32.1885,7.828980e-05,0.0023,0.8002,1226,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,ADAPTIVE,64,4,0,29.0598,1.609042e-04,0.1995,0.8596,1043,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
ecg_100,ecg,LEGACY_IMPORTANCE,64,4,0,32.6902,6.974820e-05,0.0026,0.8631,1226,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_FIRST_ORDER,64,4,0,32.6186,7.090660e-05,0.0122,0.8623,1226,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_WINDOWED_ENERGY,64,4,0,32.4507,7.370284e-05,0.0048,0.8086,1218,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_COMPOSITE,64,4,0,32.8877,6.664731e-05,0.0299,0.8464,1217,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_ADAPTIVE,64,4,0,32.8492,6.724010e-05,0.0379,0.8274,1216,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_ERROR,64,4,0,38.7325,1.735018e-05,0.0041,0.9654,1222,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_INTERP_COMPOSITE,64,4,0,38.8408,1.692283e-05,0.0093,0.9643,1216,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,IMP_VW_AREA,64,4,0,38.3082,1.913047e-05,0.0122,0.9525,1217,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,RDP_OFFLINE,64,4,0,39.6525,1.403788e-05,0.0000,0.9737,1222,0,0,0.9333,1.0000,0.8750,0.7937,-1.0000
ecg_100,ecg,LTTB_OFFLINE,64,4,0,30.0493,1.281205e-04,0.0000,0.9474,1222,0,0,0.9333,1.0000,0.8750,1.5873,-1.0000
