signal,domain,buffer_size,overload,retained,decimation,bits_per_index,bits_per_survivor,CR,bits_per_sample,snr_db,PRD_pct,CR_v3_float32
ecg_108,ecg,256,10,455,4.395604395604396,3.4579859462304094,19.45798594623041,3.6144373073357716,4.426691802767419,29.554981,3.328518307510507,1.465201465201465
ecg_108,ecg,256,20,355,5.633802816901408,3.8372897812827493,19.83728978128275,4.544010097360876,3.521118936177688,28.135766,3.919328810808204,1.8779342723004695
ecg_108,ecg,256,30,322,6.211180124223603,4.016038332123016,20.016038332123017,4.96496261341027,3.2225821714718057,27.564369,4.1858296504495,2.070393374741201
ecg_108,ecg,256,50,295,6.779661016949152,4.192032668004265,20.192032668004266,5.372147423427669,2.9783248185306292,26.896312,4.520478416503707,2.2598870056497176
ecg_108,ecg,512,2,1511,1.3236267372600927,3.261168384879725,19.261168384879724,1.0995193735384463,14.551812714776633,47.237528,0.434633903170374,0.4412089124200309
ecg_108,ecg,512,3,1178,1.697792869269949,3.261168384879725,19.261168384879724,1.4103342728493995,11.344828178694158,41.67479,0.8246326006402058,0.5659309564233164
ecg_108,ecg,512,4,1011,1.9782393669634026,3.261168384879725,19.261168384879724,1.6432975009066195,9.7365206185567,39.456515,1.0645700651535985,0.6594131223211341
ecg_108,ecg,512,5,911,2.1953896816684964,3.261168384879725,19.261168384879724,1.8236814197767204,8.773462199312714,37.926259,1.269658866922822,0.7317965605561654
ecg_108,ecg,512,6,845,2.366863905325444,3.261168384879725,19.261168384879724,1.9661228087770326,8.137843642611683,37.050244,1.4043902315420707,0.7889546351084813
ecg_108,ecg,512,10,711,2.8129395218002813,3.261168384879725,19.261168384879724,2.336671973862999,6.847345360824741,34.997461,1.7787993005255704,0.9376465072667605
ecg_108,ecg,512,20,611,3.2733224222585924,3.261168384879725,19.261168384879724,2.7191060121384494,5.884286941580755,33.574649,2.0954029452040945,1.0911074740861975
ecg_108,ecg,512,30,578,3.4602076124567476,3.261168384879725,19.261168384879724,2.874349088956042,5.56647766323024,33.113108,2.2097574156109903,1.1534025374855825
ecg_108,ecg,512,50,551,3.629764065335753,3.261168384879725,19.261168384879724,3.0151974109194057,5.306451890034364,32.629524,2.336274130096483,1.2099213551119177
ecg_109,ecg,64,2,1063,1.881467544684854,3.261168384879725,19.261168384879724,1.5629104171369637,10.237310996563574,46.810908,0.45651452488303595,0.6271558482282847
ecg_109,ecg,64,3,730,2.73972602739726,3.261168384879725,19.261168384879724,2.2758544841323185,7.030326460481099,41.519823,0.8394770931069471,0.91324200913242
ecg_109,ecg,64,4,563,3.552397868561279,3.261168384879725,19.261168384879724,2.950930325784356,5.422018900343643,38.041253,1.2529604136483359,1.1841326228537596
ecg_109,ecg,64,5,463,4.319654427645788,3.423209731176752,19.42320973117675,3.5583444651475387,4.496473052767418,35.960361,1.5921425535870777,1.4398848092152627
ecg_109,ecg,64,6,397,5.037783375314861,3.6527698666530437,19.652769866653045,4.1014337699953485,3.90107481853063,34.471426,1.8898559399082575,1.6792611251049538
ecg_109,ecg,64,10,263,7.604562737642586,4.438058143935553,20.438058143935553,5.953256564072579,2.687604645927525,30.561181,2.9644282957729056,2.534854245880862
ecg_109,ecg,64,20,163,12.269938650306749,5.204771457820872,21.204771457820872,9.25824731454488,1.728188873812401,23.978554,6.3251714210616,4.08997955010225
ecg_109,ecg,64,30,130,15.384615384615385,5.593155876895067,21.593155876895068,11.399623452782725,1.4035551319981794,23.247493,6.880584773103543,5.128205128205129
ecg_109,ecg,64,50,103,19.41747572815534,5.942266245376491,21.94226624537649,14.158957337232634,1.1300267116368894,18.517322,11.861343961799097,6.472491909385114
ecg_109,ecg,128,2,1127,1.774622892635315,3.261168384879725,19.261168384879724,1.474155965764501,10.853668384879724,47.710957,0.41157799767715536,0.5915409642117717
ecg_109,ecg,128,3,794,2.5188916876574305,3.261168384879725,19.261168384879724,2.092410293975557,7.646683848797251,42.317035,0.7658579942323891,0.8396305625524769
ecg_109,ecg,128,4,627,3.189792663476874,3.261168384879725,19.261168384879724,2.6497189368685685,6.038376288659793,39.053706,1.1151022702458937,1.063264221158958
ecg_109,ecg,128,5,527,3.795066413662239,3.261168384879725,19.261168384879724,3.152511904016304,5.075317869415808,37.197972,1.3807065972870314,1.2650221378874131
ecg_109,ecg,128,6,461,4.3383947939262475,3.4317906302274106,19.43179063022741,3.5722038191807957,4.479027740267418,35.898014,1.6036120093689648,1.4461315979754157
ecg_109,ecg,128,10,327,6.116207951070336,3.9866361749789636,19.986636174978962,4.896237984240407,3.2678150146090603,33.082757,2.2174924507985874,2.038735983690112
ecg_109,ecg,128,20,227,8.810572687224669,4.716132881209264,20.716132881209262,6.80480106031092,2.3512810820172514,28.238988,3.873027672504111,2.9368575624082234
ecg_109,ecg,128,30,194,10.309278350515465,4.899383674139066,20.899383674139067,7.89250325177555,2.0272402163914895,25.77746,5.141939944782726,3.4364261168384878
ecg_109,ecg,128,50,167,11.976047904191617,5.163190105537737,21.163190105537737,9.054247753363319,1.767126373812401,21.42408,8.487816854030186,3.992015968063872
ecg_109,ecg,256,2,1255,1.593625498007968,3.261168384879725,19.261168384879724,1.323803803519197,12.086383161512027,49.389403,0.33925780666366967,0.5312084993359893
ecg_109,ecg,256,3,922,2.1691973969631237,3.261168384879725,19.261168384879724,1.8019238323390374,8.879398625429552,43.881992,0.6395881371329989,0.7230657989877078
ecg_109,ecg,256,4,755,2.6490066225165565,3.261168384879725,19.261168384879724,2.200495064127937,7.2710910652920955,40.837254,0.9081075784111492,0.8830022075055187
ecg_109,ecg,256,5,655,3.053435114503817,3.261168384879725,19.261168384879724,2.536448509032965,6.30803264604811,39.223414,1.0935264698183367,1.0178117048346056
ecg_109,ecg,256,6,589,3.395585738539898,3.261168384879725,19.261168384879724,2.820668545698799,5.672414089347079,38.120355,1.2416015612002715,1.1318619128466327
ecg_109,ecg,256,10,455,4.395604395604396,3.4579859462304094,19.45798594623041,3.6144373073357716,4.426691802767419,35.576154,1.6641493511447587,1.465201465201465
ecg_109,ecg,256,20,355,5.633802816901408,3.8372897812827493,19.83728978128275,4.544010097360876,3.521118936177688,33.719233,2.060811883453122,1.8779342723004695
ecg_109,ecg,256,30,322,6.211180124223603,4.016038332123016,20.016038332123017,4.96496261341027,3.2225821714718057,33.051686,2.225439027517224,2.070393374741201
ecg_109,ecg,256,50,295,6.779661016949152,4.192032668004265,20.192032668004266,5.372147423427669,2.9783248185306292,31.022235,2.8111773823550528,2.2598870056497176
ecg_109,ecg,512,2,1511,1.3236267372600927,3.261168384879725,19.261168384879724,1.0995193735384463,14.551812714776633,53.645524,0.20783744745681926,0.4412089124200309
ecg_109,ecg,512,3,1178,1.697792869269949,3.261168384879725,19.261168384879724,1.4103342728493995,11.344828178694158,47.788076,0.40793991399829393,0.5659309564233164
ecg_109,ecg,512,4,1011,1.9782393669634026,3.261168384879725,19.261168384879724,1.6432975009066195,9.7365206185567,45.106664,0.5554779192227499,0.6594131223211341
ecg_109,ecg,512,5,911,2.1953896816684964,3.261168384879725,19.261168384879724,1.8236814197767204,8.773462199312714,43.658829,0.6562337313806348,0.7317965605561654
ecg_109,ecg,512,6,845,2.366863905325444,3.261168384879725,19.261168384879724,1.9661228087770326,8.137843642611683,42.825926,0.7222768577704849,0.7889546351084813
ecg_109,ecg,512,10,711,2.8129395218002813,3.261168384879725,19.261168384879724,2.336671973862999,6.847345360824741,40.6429,0.9286562800488913,0.9376465072667605
ecg_109,ecg,512,20,611,3.2733224222585924,3.261168384879725,19.261168384879724,2.7191060121384494,5.884286941580755,38.829402,1.1442736572503662,1.0911074740861975
ecg_109,ecg,512,30,578,3.4602076124567476,3.261168384879725,19.261168384879724,2.874349088956042,5.56647766323024,37.771014,1.2925557976592619,1.1534025374855825
ecg_109,ecg,512,50,551,3.629764065335753,3.261168384879725,19.261168384879724,3.0151974109194057,5.306451890034364,37.557766,1.3246821979957089,1.2099213551119177
ecg_112,ecg,64,2,1063,1.881467544684854,3.261168384879725,19.261168384879724,1.5629104171369637,10.237310996563574,52.93324,0.2255994310268054,0.6271558482282847
ecg_112,ecg,64,3,730,2.73972602739726,3.261168384879725,19.261168384879724,2.2758544841323185,7.030326460481099,48.164226,0.39065078378831397,0.91324200913242
ecg_112,ecg,64,4,563,3.552397868561279,3.261168384879725,19.261168384879724,2.950930325784356,5.422018900343643,45.243697,0.5467831844708478,1.1841326228537596
ecg_112,ecg,64,5,463,4.319654427645788,3.423209731176752,19.42320973117675,3.5583444651475387,4.496473052767418,43.089638,0.7006773842412267,1.4398848092152627
ecg_112,ecg,64,6,397,5.037783375314861,3.6527698666530437,19.652769866653045,4.1014337699953485,3.90107481853063,41.643601,0.8275989862230995,1.6792611251049538
ecg_112,ecg,64,10,263,7.604562737642586,4.438058143935553,20.438058143935553,5.953256564072579,2.687604645927525,37.097261,1.3968087599321481,2.534854245880862
ecg_112,ecg,64,20,163,12.269938650306749,5.204771457820872,21.204771457820872,9.25824731454488,1.728188873812401,33.447898,2.1262048281303825,4.08997955010225
ecg_112,ecg,64,30,130,15.384615384615385,5.593155876895067,21.593155876895068,11.399623452782725,1.4035551319981794,31.08539,2.790811474983407,5.128205128205129
ecg_112,ecg,64,50,103,19.41747572815534,5.942266245376491,21.94226624537649,14.158957337232634,1.1300267116368894,24.386355,6.035069141372696,6.472491909385114
ecg_112,ecg,128,2,1127,1.774622892635315,3.261168384879725,19.261168384879724,1.474155965764501,10.853668384879724,53.571051,0.2096271114365753,0.5915409642117717
ecg_112,ecg,128,3,794,2.5188916876574305,3.261168384879725,19.261168384879724,2.092410293975557,7.646683848797251,48.765378,0.364528173902697,0.8396305625524769
ecg_112,ecg,128,4,627,3.189792663476874,3.261168384879725,19.261168384879724,2.6497189368685685,6.038376288659793,46.027043,0.4996292436423867,1.063264221158958
ecg_112,ecg,128,5,527,3.795066413662239,3.261168384879725,19.261168384879724,3.152511904016304,5.075317869415808,44.143842,0.6205944680717986,1.2650221378874131
ecg_112,ecg,128,6,461,4.3383947939262475,3.4317906302274106,19.43179063022741,3.5722038191807957,4.479027740267418,42.630299,0.7387288328152658,1.4461315979754157
ecg_112,ecg,128,10,327,6.116207951070336,3.9866361749789636,19.986636174978962,4.896237984240407,3.2678150146090603,38.928559,1.1312850553777842,2.038735983690112
ecg_112,ecg,128,20,227,8.810572687224669,4.716132881209264,20.716132881209262,6.80480106031092,2.3512810820172514,36.202107,1.5484409566630364,2.9368575624082234
ecg_112,ecg,128,30,194,10.309278350515465,4.899383674139066,20.899383674139067,7.89250325177555,2.0272402163914895,33.737413,2.056503012364586,3.4364261168384878
ecg_112,ecg,128,50,167,11.976047904191617,5.163190105537737,21.163190105537737,9.054247753363319,1.767126373812401,28.545796,3.738610316043666,3.992015968063872
ecg_112,ecg,256,2,1255,1.593625498007968,3.261168384879725,19.261168384879724,1.323803803519197,12.086383161512027,54.979914,0.1782396415074209,0.5312084993359893
ecg_112,ecg,256,3,922,2.1691973969631237,3.261168384879725,19.261168384879724,1.8019238323390374,8.879398625429552,50.067156,0.31379224043727866,0.7230657989877078
ecg_112,ecg,256,4,755,2.6490066225165565,3.261168384879725,19.261168384879724,2.200495064127937,7.2710910652920955,47.523272,0.42056816928237645,0.8830022075055187
ecg_112,ecg,256,5,655,3.053435114503817,3.261168384879725,19.261168384879724,2.536448509032965,6.30803264604811,46.227223,0.4882461754052123,1.0178117048346056
ecg_112,ecg,256,6,589,3.395585738539898,3.261168384879725,19.261168384879724,2.820668545698799,5.672414089347079,44.951382,0.565497774354725,1.1318619128466327
ecg_112,ecg,256,10,455,4.395604395604396,3.4579859462304094,19.45798594623041,3.6144373073357716,4.426691802767419,41.68511,0.8236534085066339,1.465201465201465
ecg_112,ecg,256,20,355,5.633802816901408,3.8372897812827493,19.83728978128275,4.544010097360876,3.521118936177688,39.576467,1.0499694186074784,1.8779342723004695
ecg_112,ecg,256,30,322,6.211180124223603,4.016038332123016,20.016038332123017,4.96496261341027,3.2225821714718057,38.733806,1.156936972117489,2.070393374741201
ecg_112,ecg,256,50,295,6.779661016949152,4.192032668004265,20.192032668004266,5.372147423427669,2.9783248185306292,38.585381,1.1768766601646299,2.2598870056497176
ecg_112,ecg,512,2,1511,1.3236267372600927,3.261168384879725,19.261168384879724,1.0995193735384463,14.551812714776633,59.325507,0.1080748521308959,0.4412089124200309
ecg_112,ecg,512,3,1178,1.697792869269949,3.261168384879725,19.261168384879724,1.4103342728493995,11.344828178694158,53.498697,0.2113806115335322,0.5659309564233164
ecg_112,ecg,512,4,1011,1.9782393669634026,3.261168384879725,19.261168384879724,1.6432975009066195,9.7365206185567,51.379794,0.2697803414482037,0.6594131223211341
ecg_112,ecg,512,5,911,2.1953896816684964,3.261168384879725,19.261168384879724,1.8236814197767204,8.773462199312714,49.937042,0.31852820922940966,0.7317965605561654
ecg_112,ecg,512,6,845,2.366863905325444,3.261168384879725,19.261168384879724,1.9661228087770326,8.137843642611683,49.089035,0.3511949400122166,0.7889546351084813
ecg_112,ecg,512,10,711,2.8129395218002813,3.261168384879725,19.261168384879724,2.336671973862999,6.847345360824741,47.066548,0.4432743483209526,0.9376465072667605
ecg_112,ecg,512,20,611,3.2733224222585924,3.261168384879725,19.261168384879724,2.7191060121384494,5.884286941580755,45.156289,0.5523133618155407,1.0911074740861975
ecg_112,ecg,512,30,578,3.4602076124567476,3.261168384879725,19.261168384879724,2.874349088956042,5.56647766323024,45.127862,0.5541239227323909,1.1534025374855825
ecg_112,ecg,512,50,551,3.629764065335753,3.261168384879725,19.261168384879724,3.0151974109194057,5.306451890034364,44.045408,0.6276674394498096,1.2099213551119177
ecg_115,ecg,64,2,1063,1.881467544684854,3.261168384879725,19.261168384879724,1.5629104171369637,10.237310996563574,48.52762,0.37464418833787494,0.6271558482282847
ecg_115,ecg,64,3,730,2.73972602739726,3.261168384879725,19.261168384879724,2.2758544841323185,7.030326460481099,43.553476,0.6642417972583575,0.91324200913242
ecg_115,ecg,64,4,563,3.552397868561279,3.261168384879725,19.261168384879724,2.950930325784356,5.422018900343643,40.749457,0.9173332808572915,1.1841326228537596
ecg_115,ecg,64,5,463,4.319654427645788,3.423209731176752,19.42320973117675,3.5583444651475387,4.496473052767418,37.962227,1.2644121196810119,1.4398848092152627
ecg_115,ecg,64,6,397,5.037783375314861,3.6527698666530437,19.652769866653045,4.1014337699953485,3.90107481853063,36.025485,1.580249821706392,1.6792611251049538
ecg_115,ecg,64,10,263,7.604562737642586,4.438058143935553,20.438058143935553,5.953256564072579,2.687604645927525,33.202071,2.1872400522507385,2.534854245880862
ecg_115,ecg,64,20,163,12.269938650306749,5.204771457820872,21.204771457820872,9.25824731454488,1.728188873812401,29.14742,3.4884218655535864,4.08997955010225
ecg_115,ecg,64,30,130,15.384615384615385,5.593155876895067,21.593155876895068,11.399623452782725,1.4035551319981794,24.232471,6.142942497217361,5.128205128205129
ecg_115,ecg,64,50,103,19.41747572815534,5.942266245376491,21.94226624537649,14.158957337232634,1.1300267116368894,20.614491,9.316986152216618,6.472491909385114
ecg_115,ecg,128,2,1127,1.774622892635315,3.261168384879725,19.261168384879724,1.474155965764501,10.853668384879724,49.201955,0.346658816504389,0.5915409642117717
ecg_115,ecg,128,3,794,2.5188916876574305,3.261168384879725,19.261168384879724,2.092410293975557,7.646683848797251,44.01667,0.6297475694691982,0.8396305625524769
ecg_115,ecg,128,4,627,3.189792663476874,3.261168384879725,19.261168384879724,2.6497189368685685,6.038376288659793,41.677758,0.8243508688260981,1.063264221158958
ecg_115,ecg,128,5,527,3.795066413662239,3.261168384879725,19.261168384879724,3.152511904016304,5.075317869415808,39.373003,1.074854923165639,1.2650221378874131
ecg_115,ecg,128,6,461,4.3383947939262475,3.4317906302274106,19.43179063022741,3.5722038191807957,4.479027740267418,37.442862,1.3423225930655753,1.4461315979754157
ecg_115,ecg,128,10,327,6.116207951070336,3.9866361749789636,19.986636174978962,4.896237984240407,3.2678150146090603,33.837234,2.033004313043183,2.038735983690112
ecg_115,ecg,128,20,227,8.810572687224669,4.716132881209264,20.716132881209262,6.80480106031092,2.3512810820172514,31.437837,2.679835586658846,2.9368575624082234
ecg_115,ecg,128,30,194,10.309278350515465,4.899383674139066,20.899383674139067,7.89250325177555,2.0272402163914895,29.889858,3.202632451970619,3.4364261168384878
ecg_115,ecg,128,50,167,11.976047904191617,5.163190105537737,21.163190105537737,9.054247753363319,1.767126373812401,29.271925,3.4387749149325435,3.992015968063872
ecg_115,ecg,256,2,1255,1.593625498007968,3.261168384879725,19.261168384879724,1.323803803519197,12.086383161512027,50.65612,0.2932202772144925,0.5312084993359893
ecg_115,ecg,256,3,922,2.1691973969631237,3.261168384879725,19.261168384879724,1.8019238323390374,8.879398625429552,45.364361,0.5392398137235331,0.7230657989877078
ecg_115,ecg,256,4,755,2.6490066225165565,3.261168384879725,19.261168384879724,2.200495064127937,7.2710910652920955,43.068843,0.7023568946373476,0.8830022075055187
ecg_115,ecg,256,5,655,3.053435114503817,3.261168384879725,19.261168384879724,2.536448509032965,6.30803264604811,41.500067,0.8413886514341263,1.0178117048346056
ecg_115,ecg,256,6,589,3.395585738539898,3.261168384879725,19.261168384879724,2.820668545698799,5.672414089347079,40.278765,0.9684155402775311,1.1318619128466327
ecg_115,ecg,256,10,455,4.395604395604396,3.4579859462304094,19.45798594623041,3.6144373073357716,4.426691802767419,37.260925,1.3707357824869704,1.465201465201465
ecg_115,ecg,256,20,355,5.633802816901408,3.8372897812827493,19.83728978128275,4.544010097360876,3.521118936177688,34.512963,1.8808399896216028,1.8779342723004695
ecg_115,ecg,256,30,322,6.211180124223603,4.016038332123016,20.016038332123017,4.96496261341027,3.2225821714718057,33.861709,2.027283800236749,2.070393374741201
ecg_115,ecg,256,50,295,6.779661016949152,4.192032668004265,20.192032668004266,5.372147423427669,2.9783248185306292,32.965051,2.247747120602453,2.2598870056497176
ecg_115,ecg,512,2,1511,1.3236267372600927,3.261168384879725,19.261168384879724,1.0995193735384463,14.551812714776633,54.609966,0.1859951843793889,0.4412089124200309
ecg_115,ecg,512,3,1178,1.697792869269949,3.261168384879725,19.261168384879724,1.4103342728493995,11.344828178694158,48.956831,0.35658120642705843,0.5659309564233164
ecg_115,ecg,512,4,1011,1.9782393669634026,3.261168384879725,19.261168384879724,1.6432975009066195,9.7365206185567,46.656424,0.46470655656306054,0.6594131223211341
ecg_115,ecg,512,5,911,2.1953896816684964,3.261168384879725,19.261168384879724,1.8236814197767204,8.773462199312714,45.336769,0.5409555115733823,0.7317965605561654
ecg_115,ecg,512,6,845,2.366863905325444,3.261168384879725,19.261168384879724,1.9661228087770326,8.137843642611683,44.317811,0.6082882815219002,0.7889546351084813
ecg_115,ecg,512,10,711,2.8129395218002813,3.261168384879725,19.261168384879724,2.336671973862999,6.847345360824741,42.657663,0.7364052058679482,0.9376465072667605
ecg_115,ecg,512,20,611,3.2733224222585924,3.261168384879725,19.261168384879724,2.7191060121384494,5.884286941580755,40.859775,0.9057560633739175,1.0911074740861975
ecg_115,ecg,512,30,578,3.4602076124567476,3.261168384879725,19.261168384879724,2.874349088956042,5.56647766323024,40.01454,0.9983274209593678,1.1534025374855825
ecg_115,ecg,512,50,551,3.629764065335753,3.261168384879725,19.261168384879724,3.0151974109194057,5.306451890034364,39.805087,1.022693863390623,1.2099213551119177
ecg_118,ecg,64,2,1063,1.881467544684854,3.261168384879725,19.261168384879724,1.5629104171369637,10.237310996563574,49.115513,0.35012599014166274,0.6271558482282847
ecg_118,ecg,64,3,730,2.73972602739726,3.261168384879725,19.261168384879724,2.2758544841323185,7.030326460481099,43.228867,0.6895355313164054,0.91324200913242
ecg_118,ecg,64,4,563,3.552397868561279,3.261168384879725,19.261168384879724,2.950930325784356,5.422018900343643,39.956442,1.005027395229183,1.1841326228537596
ecg_118,ecg,64,5,463,4.319654427645788,3.423209731176752,19.42320973117675,3.5583444651475387,4.496473052767418,37.135688,1.3906428269140134,1.4398848092152627
ecg_118,ecg,64,6,397,5.037783375314861,3.6527698666530437,19.652769866653045,4.1014337699953485,3.90107481853063,35.238948,1.7300258802994806,1.6792611251049538
ecg_118,ecg,64,10,263,7.604562737642586,4.438058143935553,20.438058143935553,5.953256564072579,2.687604645927525,30.006622,3.159867702967023,2.534854245880862
ecg_118,ecg,64,20,163,12.269938650306749,5.204771457820872,21.204771457820872,9.25824731454488,1.728188873812401,24.40741,6.0204575701234715,4.08997955010225
ecg_118,ecg,64,30,130,15.384615384615385,5.593155876895067,21.593155876895068,11.399623452782725,1.4035551319981794,21.985465,7.956585793356212,5.128205128205129
ecg_118,ecg,64,50,103,19.41747572815534,5.942266245376491,21.94226624537649,14.158957337232634,1.1300267116368894,16.498137,14.96556611817225,6.472491909385114
ecg_118,ecg,128,2,1127,1.774622892635315,3.261168384879725,19.261168384879724,1.474155965764501,10.853668384879724,49.941766,0.3183550182024914,0.5915409642117717
ecg_118,ecg,128,3,794,2.5188916876574305,3.261168384879725,19.261168384879724,2.092410293975557,7.646683848797251,44.667366,0.5842943677633449,0.8396305625524769
ecg_118,ecg,128,4,627,3.189792663476874,3.261168384879725,19.261168384879724,2.6497189368685685,6.038376288659793,41.390308,0.852088295954071,1.063264221158958
ecg_118,ecg,128,5,527,3.795066413662239,3.261168384879725,19.261168384879724,3.152511904016304,5.075317869415808,38.731565,1.1572355057571182,1.2650221378874131
ecg_118,ecg,128,6,461,4.3383947939262475,3.4317906302274106,19.43179063022741,3.5722038191807957,4.479027740267418,36.813776,1.4431490904892696,1.4461315979754157
ecg_118,ecg,128,10,327,6.116207951070336,3.9866361749789636,19.986636174978962,4.896237984240407,3.2678150146090603,33.550918,2.101135691104614,2.038735983690112
ecg_118,ecg,128,20,227,8.810572687224669,4.716132881209264,20.716132881209262,6.80480106031092,2.3512810820172514,28.570961,3.7277943863728806,2.9368575624082234
ecg_118,ecg,128,30,194,10.309278350515465,4.899383674139066,20.899383674139067,7.89250325177555,2.0272402163914895,24.606815,5.883818263673866,3.4364261168384878
ecg_118,ecg,128,50,167,11.976047904191617,5.163190105537737,21.163190105537737,9.054247753363319,1.767126373812401,20.788858,9.131814903194856,3.992015968063872
ecg_118,ecg,256,2,1255,1.593625498007968,3.261168384879725,19.261168384879724,1.323803803519197,12.086383161512027,51.870672,0.2549566828191079,0.5312084993359893
ecg_118,ecg,256,3,922,2.1691973969631237,3.261168384879725,19.261168384879724,1.8019238323390374,8.879398625429552,46.703382,0.46220102046922384,0.7230657989877078
ecg_118,ecg,256,4,755,2.6490066225165565,3.261168384879725,19.261168384879724,2.200495064127937,7.2710910652920955,43.8814,0.6396317307194379,0.8830022075055187
ecg_118,ecg,256,5,655,3.053435114503817,3.261168384879725,19.261168384879724,2.536448509032965,6.30803264604811,41.887577,0.8046761882542275,1.0178117048346056
ecg_118,ecg,256,6,589,3.395585738539898,3.261168384879725,19.261168384879724,2.820668545698799,5.672414089347079,40.110714,0.9873344712585765,1.1318619128466327
ecg_118,ecg,256,10,455,4.395604395604396,3.4579859462304094,19.45798594623041,3.6144373073357716,4.426691802767419,36.43944,1.5067042038652623,1.465201465201465
ecg_118,ecg,256,20,355,5.633802816901408,3.8372897812827493,19.83728978128275,4.544010097360876,3.521118936177688,33.268993,2.170452820776248,1.8779342723004695
ecg_118,ecg,256,30,322,6.211180124223603,4.016038332123016,20.016038332123017,4.96496261341027,3.2225821714718057,30.508381,2.9825034176457805,2.070393374741201
ecg_118,ecg,256,50,295,6.779661016949152,4.192032668004265,20.192032668004266,5.372147423427669,2.9783248185306292,29.882768,3.2052477205149748,2.2598870056497176
ecg_118,ecg,512,2,1511,1.3236267372600927,3.261168384879725,19.261168384879724,1.0995193735384463,14.551812714776633,56.721004,0.1458645646013327,0.4412089124200309
ecg_118,ecg,512,3,1178,1.697792869269949,3.261168384879725,19.261168384879724,1.4103342728493995,11.344828178694158,50.460125,0.29991193578800485,0.5659309564233164
ecg_118,ecg,512,4,1011,1.9782393669634026,3.261168384879725,19.261168384879724,1.6432975009066195,9.7365206185567,47.965071,0.3997113219837705,0.6594131223211341
ecg_118,ecg,512,5,911,2.1953896816684964,3.261168384879725,19.261168384879724,1.8236814197767204,8.773462199312714,46.46329,0.47515521481884326,0.7317965605561654
ecg_118,ecg,512,6,845,2.366863905325444,3.261168384879725,19.261168384879724,1.9661228087770326,8.137843642611683,45.491347,0.5314135819729789,0.7889546351084813
ecg_118,ecg,512,10,711,2.8129395218002813,3.261168384879725,19.261168384879724,2.336671973862999,6.847345360824741,42.91144,0.7152008138733911,0.9376465072667605
ecg_118,ecg,512,20,611,3.2733224222585924,3.261168384879725,19.261168384879724,2.7191060121384494,5.884286941580755,41.094013,0.881656370703473,1.0911074740861975
ecg_118,ecg,512,30,578,3.4602076124567476,3.261168384879725,19.261168384879724,2.874349088956042,5.56647766323024,39.916244,1.0096894071154638,1.1534025374855825
ecg_118,ecg,512,50,551,3.629764065335753,3.261168384879725,19.261168384879724,3.0151974109194057,5.306451890034364,39.331952,1.0799468946537043,1.2099213551119177
ecg_119,ecg,64,2,1063,1.881467544684854,3.261168384879725,19.261168384879724,1.5629104171369637,10.237310996563574,51.138847,0.27736882707760946,0.6271558482282847
ecg_119,ecg,64,3,730,2.73972602739726,3.261168384879725,19.261168384879724,2.2758544841323185,7.030326460481099,45.876049,0.5083906445152329,0.91324200913242
ecg_119,ecg,64,4,563,3.552397868561279,3.261168384879725,19.261168384879724,2.950930325784356,5.422018900343643,43.263754,0.6867715564777463,1.1841326228537596
ecg_119,ecg,64,5,463,4.319654427645788,3.423209731176752,19.42320973117675,3.5583444651475387,4.496473052767418,40.879197,0.9037330188858377,1.4398848092152627
ecg_119,ecg,64,6,397,5.037783375314861,3.6527698666530437,19.652769866653045,4.1014337699953485,3.90107481853063,38.803447,1.1476980665108965,1.6792611251049538
ecg_119,ecg,64,10,263,7.604562737642586,4.438058143935553,20.438058143935553,5.953256564072579,2.687604645927525,35.420349,1.6942697231360309,2.534854245880862
ecg_119,ecg,64,20,163,12.269938650306749,5.204771457820872,21.204771457820872,9.25824731454488,1.728188873812401,28.537592,3.7421431779414918,4.08997955010225
ecg_119,ecg,64,30,130,15.384615384615385,5.593155876895067,21.593155876895068,11.399623452782725,1.4035551319981794,25.811485,5.121836962977355,5.128205128205129
ecg_119,ecg,64,50,103,19.41747572815534,5.942266245376491,21.94226624537649,14.158957337232634,1.1300267116368894,22.024252,7.921134725701841,6.472491909385114
ecg_119,ecg,128,2,1127,1.774622892635315,3.261168384879725,19.261168384879724,1.474155965764501,10.853668384879724,51.854683,0.2554264397341842,0.5915409642117717
ecg_119,ecg,128,3,794,2.5188916876574305,3.261168384879725,19.261168384879724,2.092410293975557,7.646683848797251,46.504775,0.4728912192356804,0.8396305625524769
ecg_119,ecg,128,4,627,3.189792663476874,3.261168384879725,19.261168384879724,2.6497189368685685,6.038376288659793,44.265584,0.6119568493426154,1.063264221158958
ecg_119,ecg,128,5,527,3.795066413662239,3.261168384879725,19.261168384879724,3.152511904016304,5.075317869415808,41.855709,0.8076339187224344,1.2650221378874131
ecg_119,ecg,128,6,461,4.3383947939262475,3.4317906302274106,19.43179063022741,3.5722038191807957,4.479027740267418,40.099139,0.988651091112886,1.4461315979754157
ecg_119,ecg,128,10,327,6.116207951070336,3.9866361749789636,19.986636174978962,4.896237984240407,3.2678150146090603,36.84057,1.4387041621033403,2.038735983690112
ecg_119,ecg,128,20,227,8.810572687224669,4.716132881209264,20.716132881209262,6.80480106031092,2.3512810820172514,31.572675,2.63855559926153,2.9368575624082234
ecg_119,ecg,128,30,194,10.309278350515465,4.899383674139066,20.899383674139067,7.89250325177555,2.0272402163914895,29.91143,3.1946883645213724,3.4364261168384878
