sample,original,proposed_recon,rdp_recon
1454,0.904827,0.904827,0.904827
1455,0.587785,0.485992,0.485992
1456,0.125333,0.0671569,0.0671569
1457,-0.368125,-0.351678,-0.351678
1458,-0.770513,-0.770513,-0.770513
1459,-0.982287,-0.860785,-0.982287
1460,-0.951057,-0.951057,-0.833417
1461,-0.684547,-0.542156,-0.684547
1462,-0.24869,-0.133255,-0.228182
1463,0.24869,0.275646,0.228182
1464,0.684547,0.684547,0.684547
1465,0.951057,0.833417,0.833417
1466,0.982287,0.982287,0.982287
1467,0.770513,0.604864,0.770513
1468,0.368125,0.227442,0.351678
1469,-0.125333,-0.149981,-0.0671569
1470,-0.587785,-0.527404,-0.485992
1471,-0.904827,-0.904827,-0.904827
1472,-0.998027,-0.874577,-0.874577
1473,-0.844328,-0.844328,-0.844328
1474,-0.481754,-0.422164,-0.422164
1475,7.05743e-14,7.32747e-15,7.32747e-15
1476,0.481754,0.422164,0.422164
1477,0.844328,0.844328,0.844328
1478,0.998027,0.998027,0.998027
1479,0.904827,0.792906,0.904827
1480,0.587785,0.587785,0.485992
1481,0.125333,0.195267,0.0671569
1482,-0.368125,-0.197251,-0.351678
1483,-0.770513,-0.589769,-0.770513
1484,-0.982287,-0.982287,-0.982287
1485,-0.951057,-0.833417,-0.833417
1486,-0.684547,-0.684547,-0.684547
1487,-0.24869,-0.228182,-0.228182
1488,0.24869,0.228182,0.228182
1489,0.684547,0.684547,0.684547
1490,0.951057,0.833417,0.833417
1491,0.982287,0.982287,0.982287
1492,0.770513,0.604864,0.770513
1493,0.368125,0.227442,0.351678
1494,-0.125333,-0.149981,-0.0671569
1495,-0.587785,-0.527404,-0.485992
1496,-0.904827,-0.904827,-0.904827
1497,-0.998027,-0.874577,-0.998027
1498,-0.844328,-0.844328,-0.844328
1499,-0.481754,-0.422164,-0.422164
1500,2.74519e-14,4.50751e-14,4.50751e-14
1501,0.481754,0.422164,0.422164
1502,0.844328,0.844328,0.844328
1503,0.998027,0.874577,0.874577
1504,0.904827,0.904827,0.904827
1505,0.587785,0.527404,0.485992
1506,0.125333,0.149981,0.0671569
1507,-0.368125,-0.227442,-0.351678
1508,-0.770513,-0.604864,-0.770513
1509,-0.982287,-0.982287,-0.982287
1510,-0.951057,-0.833417,-0.833417
1511,-0.684547,-0.684547,-0.684547
1512,-0.24869,-0.275646,-0.228182
1513,0.24869,0.133255,0.228182
1514,0.684547,0.542156,0.684547
1515,0.951057,0.951057,0.833417
1516,0.982287,0.860785,0.982287
1517,0.770513,0.770513,0.770513
1518,0.368125,0.351678,0.351678
1519,-0.125333,-0.0671569,-0.0671569
1520,-0.587785,-0.485992,-0.485992
1521,-0.904827,-0.904827,-0.904827
1522,-0.998027,-0.998027,-0.998027
1523,-0.844328,-0.665351,-0.844328
1524,-0.481754,-0.332676,-0.422164
1525,-1.56705e-14,2.66454e-15,2.19824e-14
1526,0.481754,0.332676,0.422164
1527,0.844328,0.665351,0.844328
1528,0.998027,0.998027,0.998027
1529,0.904827,0.667974,0.904827
1530,0.587785,0.337922,0.485992
1531,0.125333,0.00786974,0.0671569
1532,-0.368125,-0.322183,-0.351678
1533,-0.770513,-0.652235,-0.770513
1534,-0.982287,-0.982287,-0.982287
1535,-0.951057,-0.951057,-0.833417
1536,-0.684547,-0.570634,-0.684547
1537,-0.24869,-0.190211,-0.228182
1538,0.24869,0.190211,0.228182
1539,0.684547,0.570634,0.684547
1540,0.951057,0.951057,0.833417
1541,0.982287,0.860785,0.982287
1542,0.770513,0.770513,0.770513
1543,0.368125,0.351678,0.351678
1544,-0.125333,-0.0671569,-0.0671569
1545,-0.587785,-0.485992,-0.485992
1546,-0.904827,-0.904827,-0.904827
1547,-0.998027,-0.874577,-0.874577
1548,-0.844328,-0.844328,-0.844328
1549,-0.481754,-0.475857,-0.422164
1550,5.48939e-14,-0.107386,-1.11022e-15
1551,0.481754,0.261085,0.422164
1552,0.844328,0.629556,0.844328
1553,0.998027,0.998027,0.998027
1554,0.904827,0.667974,0.904827
1555,0.587785,0.337922,0.485992
1556,0.125333,0.00786974,0.0671569
1557,-0.368125,-0.322183,-0.351678
1558,-0.770513,-0.652235,-0.770513
1559,-0.982287,-0.982287,-0.982287
1560,-0.951057,-0.951057,-0.833417
1561,-0.684547,-0.570634,-0.684547
1562,-0.24869,-0.190211,-0.228182
1563,0.24869,0.190211,0.228182
1564,0.684547,0.570634,0.684547
1565,0.951057,0.951057,0.833417
1566,0.982287,0.982287,0.982287
1567,0.770513,0.604864,0.770513
1568,0.368125,0.227442,0.351678
1569,-0.125333,-0.149981,-0.0671569
1570,-0.587785,-0.527404,-0.485992
1571,-0.904827,-0.904827,-0.904827
1572,-0.998027,-0.998027,-0.998027
1573,-0.844328,-0.629556,-0.844328
1574,-0.481754,-0.261085,-0.422164
1575,1.17715e-14,0.107386,3.67484e-14
1576,0.481754,0.475857,0.422164
1577,0.844328,0.844328,0.844328
1578,0.998027,0.874577,0.874577
1579,0.904827,0.904827,0.904827
1580,0.587785,0.485992,0.485992
1581,0.125333,0.0671569,0.0671569
1582,-0.368125,-0.351678,-0.351678
1583,-0.770513,-0.770513,-0.770513
1584,-0.982287,-0.860785,-0.982287
1585,-0.951057,-0.951057,-0.833417
1586,-0.684547,-0.542156,-0.684547
1587,-0.24869,-0.133255,-0.228182
1588,0.24869,0.275646,0.228182
1589,0.684547,0.684547,0.684547
1590,0.951057,0.833417,0.833417
1591,0.982287,0.982287,0.982287
1592,0.770513,0.604864,0.770513
1593,0.368125,0.227442,0.351678
1594,-0.125333,-0.149981,-0.0671569
1595,-0.587785,-0.527404,-0.485992
1596,-0.904827,-0.904827,-0.904827
1597,-0.998027,-0.874577,-0.874577
1598,-0.844328,-0.844328,-0.844328
1599,-0.481754,-0.422164,-0.422164
1600,8.23359e-14,1.36557e-14,1.36557e-14
1601,0.481754,0.422164,0.422164
1602,0.844328,0.844328,0.844328
1603,0.998027,0.998027,0.998027
1604,0.904827,0.667974,0.904827
1605,0.587785,0.337922,0.485992
1606,0.125333,0.00786974,0.0671569
1607,-0.368125,-0.322183,-0.351678
1608,-0.770513,-0.652235,-0.770513
1609,-0.982287,-0.982287,-0.982287
1610,-0.951057,-0.951057,-0.833417
1611,-0.684547,-0.570634,-0.684547
1612,-0.24869,-0.190211,-0.228182
1613,0.24869,0.190211,0.228182
1614,0.684547,0.570634,0.684547
1615,0.951057,0.951057,0.833417
1616,0.982287,0.982287,0.982287
1617,0.770513,0.604864,0.770513
1618,0.368125,0.227442,0.351678
1619,-0.125333,-0.149981,-0.0671569
1620,-0.587785,-0.527404,-0.485992
1621,-0.904827,-0.904827,-0.904827
1622,-0.998027,-0.874577,-0.874577
1623,-0.844328,-0.844328,-0.844328
1624,-0.481754,-0.422164,-0.422164
1625,3.92135e-14,2.09832e-14,2.09832e-14
1626,0.481754,0.422164,0.422164
1627,0.844328,0.844328,0.844328
1628,0.998027,0.874577,0.874577
1629,0.904827,0.904827,0.904827
1630,0.587785,0.527404,0.485992
1631,0.125333,0.149981,0.0671569
1632,-0.368125,-0.227442,-0.351678
1633,-0.770513,-0.604864,-0.770513
1634,-0.982287,-0.982287,-0.982287
1635,-0.951057,-0.833417,-0.833417
1636,-0.684547,-0.684547,-0.684547
1637,-0.24869,-0.228182,-0.228182
1638,0.24869,0.228182,0.228182
1639,0.684547,0.684547,0.684547
1640,0.951057,0.833417,0.833417
1641,0.982287,0.982287,0.982287
1642,0.770513,0.604864,0.770513
1643,0.368125,0.227442,0.351678
1644,-0.125333,-0.149981,-0.0671569
1645,-0.587785,-0.527404,-0.485992
1646,-0.904827,-0.904827,-0.904827
1647,-0.998027,-0.998027,-0.998027
1648,-0.844328,-0.629556,-0.844328
1649,-0.481754,-0.261085,-0.422164
1650,-3.90897e-15,0.107386,2.83107e-14
1651,0.481754,0.475857,0.422164
1652,0.844328,0.844328,0.844328
1653,0.998027,0.874577,0.874577
1654,0.904827,0.904827,0.904827
1655,0.587785,0.485992,0.485992
1656,0.125333,0.0671569,0.0671569
1657,-0.368125,-0.351678,-0.351678
1658,-0.770513,-0.770513,-0.770513
1659,-0.982287,-0.860785,-0.982287
1660,-0.951057,-0.951057,-0.833417
1661,-0.684547,-0.542156,-0.684547
1662,-0.24869,-0.133255,-0.228182
1663,0.24869,0.275646,0.228182
1664,0.684547,0.684547,0.684547
1665,0.951057,0.833417,0.833417
1666,0.982287,0.982287,0.982287
1667,0.770513,0.604864,0.770513
1668,0.368125,0.227442,0.351678
1669,-0.125333,-0.149981,-0.0671569
1670,-0.587785,-0.527404,-0.485992
1671,-0.904827,-0.904827,-0.904827
1672,-0.998027,-0.874577,-0.874577
1673,-0.844328,-0.844328,-0.844328
1674,-0.481754,-0.475857,-0.422164
1675,6.66554e-14,-0.107386,5.21805e-15
1676,0.481754,0.261085,0.422164
1677,0.844328,0.629556,0.844328
1678,0.998027,0.998027,0.998027
1679,0.904827,0.667974,0.904827
1680,0.587785,0.337922,0.485992
1681,0.125333,0.00786974,0.0671569
1682,-0.368125,-0.322183,-0.351678
1683,-0.770513,-0.652235,-0.770513
1684,-0.982287,-0.982287,-0.982287
1685,-0.951057,-0.951057,-0.833417
1686,-0.684547,-0.570634,-0.684547
1687,-0.24869,-0.190211,-0.228182
1688,0.24869,0.190211,0.228182
1689,0.684547,0.570634,0.684547
1690,0.951057,0.951057,0.833417
1691,0.982287,0.982287,0.982287
1692,0.770513,0.604864,0.770513
1693,0.368125,0.227442,0.351678
1694,-0.125333,-0.149981,-0.0671569
1695,-0.587785,-0.527404,-0.485992
1696,-0.904827,-0.904827,-0.904827
1697,-0.998027,-0.874577,-0.998027
1698,-0.844328,-0.844328,-0.844328
1699,-0.481754,-0.422164,-0.422164
1700,2.3533e-14,4.30767e-14,4.30767e-14
1701,0.481754,0.422164,0.422164
1702,0.844328,0.844328,0.844328
1703,0.998027,0.874577,0.874577
1704,0.904827,0.904827,0.904827
1705,0.587785,0.527404,0.485992
1706,0.125333,0.149981,0.0671569
1707,-0.368125,-0.227442,-0.351678
1708,-0.770513,-0.604864,-0.770513
1709,-0.982287,-0.982287,-0.982287
1710,-0.951057,-0.833417,-0.833417
1711,-0.684547,-0.684547,-0.684547
1712,-0.24869,-0.228182,-0.228182
1713,0.24869,0.228182,0.228182
1714,0.684547,0.684547,0.684547
1715,0.951057,0.833417,0.833417
1716,0.982287,0.982287,0.982287
1717,0.770513,0.604864,0.770513
1718,0.368125,0.227442,0.351678
1719,-0.125333,-0.149981,-0.0671569
1720,-0.587785,-0.527404,-0.485992
1721,-0.904827,-0.904827,-0.904827
1722,-0.998027,-0.998027,-0.998027
1723,-0.844328,-0.629556,-0.844328
1724,-0.481754,-0.261085,-0.422164
1725,9.40974e-14,0.107386,1.9873e-14
1726,0.481754,0.475857,0.422164
1727,0.844328,0.844328,0.844328
1728,0.998027,0.874577,0.998027
1729,0.904827,0.904827,0.904827
1730,0.587785,0.485992,0.485992
1731,0.125333,0.0671569,0.0671569
1732,-0.368125,-0.351678,-0.351678
1733,-0.770513,-0.770513,-0.770513
1734,-0.982287,-0.860785,-0.982287
1735,-0.951057,-0.951057,-0.833417
1736,-0.684547,-0.570634,-0.684547
1737,-0.24869,-0.190211,-0.228182
1738,0.24869,0.190211,0.228182
1739,0.684547,0.570634,0.684547
1740,0.951057,0.951057,0.833417
1741,0.982287,0.860785,0.982287
1742,0.770513,0.770513,0.770513
1743,0.368125,0.351678,0.351678
1744,-0.125333,-0.0671569,-0.0671569
1745,-0.587785,-0.485992,-0.485992
1746,-0.904827,-0.904827,-0.904827
1747,-0.998027,-0.874577,-0.874577
1748,-0.844328,-0.844328,-0.844328
1749,-0.481754,-0.475857,-0.422164
1750,5.0975e-14,-0.107386,-3.21965e-15
1751,0.481754,0.261085,0.422164
1752,0.844328,0.629556,0.844328
1753,0.998027,0.998027,0.998027
1754,0.904827,0.667974,0.904827
1755,0.587785,0.337922,0.485992
1756,0.125333,0.00786974,0.0671569
1757,-0.368125,-0.322183,-0.351678
1758,-0.770513,-0.652235,-0.770513
1759,-0.982287,-0.982287,-0.982287
1760,-0.951057,-0.951057,-0.833417
1761,-0.684547,-0.570634,-0.684547
1762,-0.24869,-0.190211,-0.228182
1763,0.24869,0.190211,0.228182
1764,0.684547,0.570634,0.684547
1765,0.951057,0.951057,0.833417
1766,0.982287,0.982287,0.982287
1767,0.770513,0.604864,0.770513
1768,0.368125,0.227442,0.351678
1769,-0.125333,-0.149981,-0.0671569
1770,-0.587785,-0.527404,-0.485992
1771,-0.904827,-0.904827,-0.904827
1772,-0.998027,-0.998027,-0.998027
1773,-0.844328,-0.629556,-0.844328
1774,-0.481754,-0.261085,-0.422164
1775,7.8526e-15,0.107386,3.4639e-14
1776,0.481754,0.475857,0.422164
1777,0.844328,0.844328,0.844328
1778,0.998027,0.874577,0.874577
1779,0.904827,0.904827,0.904827
1780,0.587785,0.485992,0.485992
1781,0.125333,0.0671569,0.0671569
1782,-0.368125,-0.351678,-0.351678
1783,-0.770513,-0.770513,-0.770513
1784,-0.982287,-0.860785,-0.982287
1785,-0.951057,-0.951057,-0.833417
1786,-0.684547,-0.542156,-0.684547
1787,-0.24869,-0.133255,-0.228182
1788,0.24869,0.275646,0.228182
1789,0.684547,0.684547,0.684547
1790,0.951057,0.833417,0.833417
1791,0.982287,0.982287,0.982287
1792,0.770513,0.604864,0.770513
1793,0.368125,0.227442,0.351678
1794,-0.125333,-0.149981,-0.0671569
1795,-0.587785,-0.527404,-0.485992
1796,-0.904827,-0.904827,-0.904827
1797,-0.998027,-0.874577,-0.874577
1798,-0.844328,-0.844328,-0.844328
1799,-0.481754,-0.422164,-0.422164
1800,7.8417e-14,1.15463e-14,1.15463e-14
1801,0.481754,0.422164,0.422164
1802,0.844328,0.844328,0.844328
1803,0.998027,0.998027,0.998027
1804,0.904827,0.667974,0.904827
1805,0.587785,0.337922,0.485992
1806,0.125333,0.00786974,0.0671569
1807,-0.368125,-0.322183,-0.351678
1808,-0.770513,-0.652235,-0.770513
1809,-0.982287,-0.982287,-0.982287
1810,-0.951057,-0.951057,-0.833417
1811,-0.684547,-0.570634,-0.684547
1812,-0.24869,-0.190211,-0.228182
1813,0.24869,0.190211,0.228182
1814,0.684547,0.570634,0.684547
1815,0.951057,0.951057,0.833417
1816,0.982287,0.982287,0.982287
1817,0.770513,0.604864,0.770513
1818,0.368125,0.227442,0.351678
1819,-0.125333,-0.149981,-0.0671569
1820,-0.587785,-0.527404,-0.485992
1821,-0.904827,-0.904827,-0.904827
1822,-0.998027,-0.874577,-0.998027
1823,-0.844328,-0.844328,-0.844328
1824,-0.481754,-0.422164,-0.422164
1825,3.52946e-14,4.92939e-14,4.92939e-14
1826,0.481754,0.422164,0.422164
1827,0.844328,0.844328,0.844328
1828,0.998027,0.874577,0.874577
1829,0.904827,0.904827,0.904827
1830,0.587785,0.527404,0.485992
1831,0.125333,0.149981,0.0671569
1832,-0.368125,-0.227442,-0.351678
1833,-0.770513,-0.604864,-0.770513
1834,-0.982287,-0.982287,-0.982287
1835,-0.951057,-0.833417,-0.833417
1836,-0.684547,-0.684547,-0.684547
1837,-0.24869,-0.275646,-0.228182
1838,0.24869,0.133255,0.228182
1839,0.684547,0.542156,0.684547
1840,0.951057,0.951057,0.833417
1841,0.982287,0.860785,0.982287
1842,0.770513,0.770513,0.770513
1843,0.368125,0.351678,0.351678
1844,-0.125333,-0.0671569,-0.0671569
1845,-0.587785,-0.485992,-0.485992
1846,-0.904827,-0.904827,-0.904827
1847,-0.998027,-0.998027,-0.998027
1848,-0.844328,-0.665351,-0.844328
1849,-0.481754,-0.332676,-0.422164
1850,-7.82784e-15,3.10862e-15,2.62013e-14
1851,0.481754,0.332676,0.422164
1852,0.844328,0.665351,0.844328
1853,0.998027,0.998027,0.998027
1854,0.904827,0.667974,0.904827
1855,0.587785,0.337922,0.485992
1856,0.125333,0.00786974,0.0671569
1857,-0.368125,-0.322183,-0.351678
1858,-0.770513,-0.652235,-0.770513
1859,-0.982287,-0.982287,-0.982287
1860,-0.951057,-0.951057,-0.833417
1861,-0.684547,-0.570634,-0.684547
1862,-0.24869,-0.190211,-0.228182
1863,0.24869,0.190211,0.228182
1864,0.684547,0.570634,0.684547
1865,0.951057,0.951057,0.833417
1866,0.982287,0.982287,0.982287
1867,0.770513,0.604864,0.770513
1868,0.368125,0.227442,0.351678
1869,-0.125333,-0.149981,-0.0671569
1870,-0.587785,-0.527404,-0.485992
1871,-0.904827,-0.904827,-0.904827
1872,-0.998027,-0.998027,-0.874577
1873,-0.844328,-0.629556,-0.844328
1874,-0.481754,-0.261085,-0.422164
1875,6.27366e-14,0.107386,3.10862e-15
1876,0.481754,0.475857,0.422164
1877,0.844328,0.844328,0.844328
1878,0.998027,0.874577,0.998027
1879,0.904827,0.904827,0.904827
1880,0.587785,0.485992,0.485992
1881,0.125333,0.0671569,0.0671569
1882,-0.368125,-0.351678,-0.351678
1883,-0.770513,-0.770513,-0.770513
1884,-0.982287,-0.860785,-0.982287
1885,-0.951057,-0.951057,-0.833417
1886,-0.684547,-0.570634,-0.684547
1887,-0.24869,-0.190211,-0.228182
1888,0.24869,0.190211,0.228182
1889,0.684547,0.570634,0.684547
1890,0.951057,0.951057,0.833417
1891,0.982287,0.860785,0.982287
1892,0.770513,0.770513,0.770513
1893,0.368125,0.351678,0.351678
1894,-0.125333,-0.0671569,-0.0671569
1895,-0.587785,-0.485992,-0.485992
1896,-0.904827,-0.904827,-0.904827
1897,-0.998027,-0.874577,-0.998027
1898,-0.844328,-0.844328,-0.844328
1899,-0.481754,-0.422164,-0.422164
1900,1.96142e-14,4.09672e-14,4.09672e-14
1901,0.481754,0.422164,0.422164
1902,0.844328,0.844328,0.844328
1903,0.998027,0.998027,0.874577
1904,0.904827,0.792906,0.904827
1905,0.587785,0.587785,0.485992
1906,0.125333,0.135019,0.0671569
1907,-0.368125,-0.317747,-0.351678
1908,-0.770513,-0.770513,-0.770513
1909,-0.982287,-0.860785,-0.982287
1910,-0.951057,-0.951057,-0.833417
1911,-0.684547,-0.570634,-0.684547
1912,-0.24869,-0.190211,-0.228182
1913,0.24869,0.190211,0.228182
1914,0.684547,0.570634,0.684547
1915,0.951057,0.951057,0.833417
1916,0.982287,0.982287,0.982287
1917,0.770513,0.604864,0.770513
1918,0.368125,0.227442,0.351678
1919,-0.125333,-0.149981,-0.0671569
1920,-0.587785,-0.527404,-0.485992
1921,-0.904827,-0.904827,-0.904827
1922,-0.998027,-0.874577,-0.874577
1923,-0.844328,-0.844328,-0.844328
1924,-0.481754,-0.422164,-0.422164
1925,9.01786e-14,1.77636e-14,1.77636e-14
1926,0.481754,0.422164,0.422164
1927,0.844328,0.844328,0.844328
1928,0.998027,0.998027,0.998027
1929,0.904827,0.667974,0.904827
1930,0.587785,0.337922,0.485992
1931,0.125333,0.00786974,0.0671569
1932,-0.368125,-0.322183,-0.351678
1933,-0.770513,-0.652235,-0.770513
1934,-0.982287,-0.982287,-0.982287
1935,-0.951057,-0.951057,-0.833417
1936,-0.684547,-0.570634,-0.684547
1937,-0.24869,-0.190211,-0.228182
1938,0.24869,0.190211,0.228182
1939,0.684547,0.570634,0.684547
1940,0.951057,0.951057,0.833417
1941,0.982287,0.860785,0.982287
1942,0.770513,0.770513,0.770513
1943,0.368125,0.351678,0.351678
1944,-0.125333,-0.0671569,-0.0671569
1945,-0.587785,-0.485992,-0.485992
1946,-0.904827,-0.904827,-0.904827
1947,-0.998027,-0.874577,-0.874577
1948,-0.844328,-0.844328,-0.844328
1949,-0.481754,-0.422164,-0.422164
1950,4.70561e-14,2.52021e-14,2.52021e-14
1951,0.481754,0.422164,0.422164
1952,0.844328,0.844328,0.844328
1953,0.998027,0.874577,0.874577
1954,0.904827,0.904827,0.904827
1955,0.587785,0.527404,0.485992
1956,0.125333,0.149981,0.0671569
1957,-0.368125,-0.227442,-0.351678
1958,-0.770513,-0.604864,-0.770513
1959,-0.982287,-0.982287,-0.982287
1960,-0.951057,-0.833417,-0.833417
1961,-0.684547,-0.684547,-0.684547
1962,-0.24869,-0.228182,-0.228182
1963,0.24869,0.228182,0.228182
1964,0.684547,0.684547,0.684547
1965,0.951057,0.833417,0.833417
1966,0.982287,0.982287,0.982287
1967,0.770513,0.604864,0.770513
1968,0.368125,0.227442,0.351678
1969,-0.125333,-0.149981,-0.0671569
1970,-0.587785,-0.527404,-0.485992
1971,-0.904827,-0.904827,-0.904827
1972,-0.998027,-0.874577,-0.998027
1973,-0.844328,-0.844328,-0.844328
1974,-0.481754,-0.422164,-0.422164
1975,3.93373e-15,3.25295e-14,3.25295e-14
1976,0.481754,0.422164,0.422164
1977,0.844328,0.844328,0.844328
1978,0.998027,0.998027,0.874577
1979,0.904827,0.667974,0.904827
1980,0.587785,0.337922,0.485992
1981,0.125333,0.00786974,0.0671569
1982,-0.368125,-0.322183,-0.351678
1983,-0.770513,-0.652235,-0.770513
1984,-0.982287,-0.982287,-0.982287
1985,-0.951057,-0.951057,-0.833417
1986,-0.684547,-0.570634,-0.684547
1987,-0.24869,-0.190211,-0.228182
1988,0.24869,0.190211,0.228182
1989,0.684547,0.570634,0.684547
1990,0.951057,0.951057,0.833417
1991,0.982287,0.982287,0.982287
1992,0.770513,0.604864,0.770513
1993,0.368125,0.227442,0.351678
1994,-0.125333,-0.149981,-0.0671569
1995,-0.587785,-0.527404,-0.485992
1996,-0.904827,-0.904827,-0.904827
1997,-0.998027,-0.998027,-0.998027
1998,-0.844328,-0.844328,-0.73989
1999,-0.481754,-0.481754,-0.481754
