sample,original,proposed_recon,rdp_recon
736,-0.684547,-0.570634,-0.684547
737,-0.24869,-0.190211,-0.228182
738,0.24869,0.190211,0.228182
739,0.684547,0.570634,0.684547
740,0.951057,0.951057,0.833417
741,0.982287,0.982287,0.982287
742,0.770513,0.604864,0.770513
743,0.368125,0.227442,0.351678
744,-0.125333,-0.149981,-0.0671569
745,-0.587785,-0.527404,-0.485992
746,-0.904827,-0.904827,-0.904827
747,-0.998027,-0.998027,-0.874577
748,-0.844328,-0.73989,-0.844328
749,-0.481754,-0.481754,-0.422164
750,1.37259e-14,-0.0397265,7.32747e-15
751,0.481754,0.402301,0.422164
752,0.844328,0.844328,0.844328
753,0.998027,0.874577,0.874577
754,0.904827,0.904827,0.904827
755,0.587785,0.527404,0.485992
756,0.125333,0.149981,0.0671569
757,-0.368125,-0.227442,-0.351678
758,-0.770513,-0.604864,-0.770513
759,-0.982287,-0.982287,-0.982287
760,-0.951057,-0.833417,-0.833417
761,-0.684547,-0.684547,-0.684547
762,-0.24869,-0.228182,-0.228182
763,0.24869,0.228182,0.228182
764,0.684547,0.684547,0.684547
765,0.951057,0.833417,0.833417
766,0.982287,0.982287,0.982287
767,0.770513,0.604864,0.770513
768,0.368125,0.227442,0.351678
769,-0.125333,-0.149981,-0.0671569
770,-0.587785,-0.527404,-0.485992
771,-0.904827,-0.904827,-0.904827
772,-0.998027,-0.998027,-0.874577
773,-0.844328,-0.73989,-0.844328
774,-0.481754,-0.481754,-0.422164
775,2.74469e-14,-0.0397265,1.46549e-14
776,0.481754,0.402301,0.422164
777,0.844328,0.844328,0.844328
778,0.998027,0.998027,0.874577
779,0.904827,0.792906,0.904827
780,0.587785,0.587785,0.485992
781,0.125333,0.135019,0.0671569
782,-0.368125,-0.317747,-0.351678
783,-0.770513,-0.770513,-0.770513
784,-0.982287,-0.860785,-0.982287
785,-0.951057,-0.951057,-0.833417
786,-0.684547,-0.570634,-0.684547
787,-0.24869,-0.190211,-0.228182
788,0.24869,0.190211,0.228182
789,0.684547,0.570634,0.684547
790,0.951057,0.951057,0.833417
791,0.982287,0.982287,0.982287
792,0.770513,0.604864,0.770513
793,0.368125,0.227442,0.351678
794,-0.125333,-0.149981,-0.0671569
795,-0.587785,-0.527404,-0.485992
796,-0.904827,-0.904827,-0.904827
797,-0.998027,-0.998027,-0.998027
798,-0.844328,-0.73989,-0.844328
799,-0.481754,-0.481754,-0.422164
800,4.11679e-14,-0.0397265,2.19824e-14
801,0.481754,0.402301,0.422164
802,0.844328,0.844328,0.844328
803,0.998027,0.998027,0.874577
804,0.904827,0.792906,0.904827
805,0.587785,0.587785,0.485992
806,0.125333,0.135019,0.0671569
807,-0.368125,-0.317747,-0.351678
808,-0.770513,-0.770513,-0.770513
809,-0.982287,-0.860785,-0.982287
810,-0.951057,-0.951057,-0.833417
811,-0.684547,-0.570634,-0.684547
812,-0.24869,-0.190211,-0.228182
813,0.24869,0.190211,0.228182
814,0.684547,0.570634,0.684547
815,0.951057,0.951057,0.833417
816,0.982287,0.860785,0.982287
817,0.770513,0.770513,0.770513
818,0.368125,0.351678,0.351678
819,-0.125333,-0.0671569,-0.0671569
820,-0.587785,-0.485992,-0.485992
821,-0.904827,-0.904827,-0.904827
822,-0.998027,-0.998027,-0.874577
823,-0.844328,-0.73989,-0.844328
824,-0.481754,-0.481754,-0.422164
825,-1.95448e-15,-0.0397265,-1.11022e-15
826,0.481754,0.402301,0.422164
827,0.844328,0.844328,0.844328
828,0.998027,0.998027,0.998027
829,0.904827,0.792906,0.904827
830,0.587785,0.587785,0.485992
831,0.125333,0.135019,0.0671569
832,-0.368125,-0.317747,-0.351678
833,-0.770513,-0.770513,-0.770513
834,-0.982287,-0.982287,-0.982287
835,-0.951057,-0.833417,-0.833417
836,-0.684547,-0.684547,-0.684547
837,-0.24869,-0.228182,-0.228182
838,0.24869,0.228182,0.228182
839,0.684547,0.684547,0.684547
840,0.951057,0.833417,0.833417
841,0.982287,0.982287,0.982287
842,0.770513,0.604864,0.770513
843,0.368125,0.227442,0.351678
844,-0.125333,-0.149981,-0.0671569
845,-0.587785,-0.527404,-0.485992
846,-0.904827,-0.904827,-0.904827
847,-0.998027,-0.874577,-0.874577
848,-0.844328,-0.844328,-0.844328
849,-0.481754,-0.422164,-0.422164
850,1.17665e-14,6.21725e-15,6.21725e-15
851,0.481754,0.422164,0.422164
852,0.844328,0.844328,0.844328
853,0.998027,0.998027,0.874577
854,0.904827,0.792906,0.904827
855,0.587785,0.587785,0.485992
856,0.125333,0.135019,0.0671569
857,-0.368125,-0.317747,-0.351678
858,-0.770513,-0.770513,-0.770513
859,-0.982287,-0.982287,-0.982287
860,-0.951057,-0.833417,-0.833417
861,-0.684547,-0.684547,-0.684547
862,-0.24869,-0.228182,-0.228182
863,0.24869,0.228182,0.228182
864,0.684547,0.684547,0.684547
865,0.951057,0.833417,0.833417
866,0.982287,0.982287,0.982287
867,0.770513,0.604864,0.770513
868,0.368125,0.227442,0.351678
869,-0.125333,-0.149981,-0.0671569
870,-0.587785,-0.527404,-0.485992
871,-0.904827,-0.904827,-0.904827
872,-0.998027,-0.998027,-0.874577
873,-0.844328,-0.73989,-0.844328
874,-0.481754,-0.481754,-0.422164
875,2.54875e-14,-0.0397265,1.36557e-14
876,0.481754,0.402301,0.422164
877,0.844328,0.844328,0.844328
878,0.998027,0.998027,0.874577
879,0.904827,0.792906,0.904827
880,0.587785,0.587785,0.485992
881,0.125333,0.195267,0.0671569
882,-0.368125,-0.197251,-0.351678
883,-0.770513,-0.589769,-0.770513
884,-0.982287,-0.982287,-0.982287
885,-0.951057,-0.833417,-0.833417
886,-0.684547,-0.684547,-0.684547
887,-0.24869,-0.228182,-0.228182
888,0.24869,0.228182,0.228182
889,0.684547,0.684547,0.684547
890,0.951057,0.833417,0.833417
891,0.982287,0.982287,0.982287
892,0.770513,0.604864,0.770513
893,0.368125,0.227442,0.351678
894,-0.125333,-0.149981,-0.0671569
895,-0.587785,-0.527404,-0.485992
896,-0.904827,-0.904827,-0.904827
897,-0.998027,-0.998027,-0.874577
898,-0.844328,-0.73989,-0.844328
899,-0.481754,-0.481754,-0.422164
900,3.92085e-14,-0.0397265,2.09832e-14
901,0.481754,0.402301,0.422164
902,0.844328,0.844328,0.844328
903,0.998027,0.874577,0.874577
904,0.904827,0.904827,0.904827
905,0.587785,0.485992,0.485992
906,0.125333,0.0671569,0.0671569
907,-0.368125,-0.351678,-0.351678
908,-0.770513,-0.770513,-0.770513
909,-0.982287,-0.860785,-0.982287
910,-0.951057,-0.951057,-0.833417
911,-0.684547,-0.570634,-0.684547
912,-0.24869,-0.190211,-0.228182
913,0.24869,0.190211,0.228182
914,0.684547,0.570634,0.684547
915,0.951057,0.951057,0.833417
916,0.982287,0.860785,0.982287
917,0.770513,0.770513,0.770513
918,0.368125,0.351678,0.351678
919,-0.125333,-0.0671569,-0.0671569
920,-0.587785,-0.485992,-0.485992
921,-0.904827,-0.904827,-0.904827
922,-0.998027,-0.998027,-0.874577
923,-0.844328,-0.73989,-0.844328
924,-0.481754,-0.481754,-0.422164
925,-3.91392e-15,-0.0397265,1.32117e-14
926,0.481754,0.402301,0.422164
927,0.844328,0.844328,0.844328
928,0.998027,0.998027,0.874577
929,0.904827,0.792906,0.904827
930,0.587785,0.587785,0.485992
931,0.125333,0.195267,0.0671569
932,-0.368125,-0.197251,-0.351678
933,-0.770513,-0.589769,-0.770513
934,-0.982287,-0.982287,-0.982287
935,-0.951057,-0.833417,-0.833417
936,-0.684547,-0.684547,-0.684547
937,-0.24869,-0.228182,-0.228182
938,0.24869,0.228182,0.228182
939,0.684547,0.684547,0.684547
940,0.951057,0.833417,0.833417
941,0.982287,0.982287,0.982287
942,0.770513,0.604864,0.770513
943,0.368125,0.227442,0.351678
944,-0.125333,-0.149981,-0.0671569
945,-0.587785,-0.527404,-0.485992
946,-0.904827,-0.904827,-0.904827
947,-0.998027,-0.874577,-0.874577
948,-0.844328,-0.844328,-0.844328
949,-0.481754,-0.422164,-0.422164
950,9.80708e-15,5.21805e-15,5.21805e-15
951,0.481754,0.422164,0.422164
952,0.844328,0.844328,0.844328
953,0.998027,0.998027,0.874577
954,0.904827,0.792906,0.904827
955,0.587785,0.587785,0.485992
956,0.125333,0.135019,0.0671569
957,-0.368125,-0.317747,-0.351678
958,-0.770513,-0.770513,-0.770513
959,-0.982287,-0.860785,-0.982287
960,-0.951057,-0.951057,-0.833417
961,-0.684547,-0.570634,-0.684547
962,-0.24869,-0.190211,-0.228182
963,0.24869,0.190211,0.228182
964,0.684547,0.570634,0.684547
965,0.951057,0.951057,0.833417
966,0.982287,0.982287,0.982287
967,0.770513,0.604864,0.770513
968,0.368125,0.227442,0.351678
969,-0.125333,-0.149981,-0.0671568
970,-0.587785,-0.527404,-0.485992
971,-0.904827,-0.904827,-0.904827
972,-0.998026,-0.998026,-0.998026
973,-0.844326,-0.739886,-0.844326
974,-0.481747,-0.481747,-0.42213
975,1.86333e-05,-0.0396796,6.47123e-05
976,0.481803,0.402388,0.42226
977,0.844455,0.844455,0.844455
978,0.998339,0.998339,0.87501
979,0.905566,0.793901,0.905566
980,0.589463,0.589463,0.490407
981,0.128992,0.141285,0.0752481
982,-0.360455,-0.306892,-0.339911
983,-0.75507,-0.75507,-0.75507
984,-0.952407,-0.825291,-0.952407
985,-0.895512,-0.895512,-0.895512
986,-0.585342,-0.417629,-0.585342
987,-0.0784526,0.0602526,-0.032073
988,0.529364,0.538135,0.521196
989,1.12916,1.01602,1.07446
990,1.62773,1.4939,1.62773
991,1.97178,1.97178,1.97178
992,2.1607,2.09005,2.09005
993,2.24468,2.20832,2.20832
994,2.30843,2.3266,2.3266
995,2.44487,2.44487,2.44487
996,2.72592,2.8116,2.8116
997,3.17832,3.17832,3.17832
998,3.77125,3.78555,3.78555
999,4.41924,4.39277,4.39277
1000,5,5,5
1001,5.38275,5.22995,5.38275
1002,5.45991,5.45991,5.45991
1003,5.17438,4.99774,5.17438
1004,4.53557,4.53557,4.53557
1005,3.62044,3.5566,3.5566
1006,2.55909,2.57762,2.57762
1007,1.50843,1.59865,1.59865
1008,0.619673,0.619673,0.619673
1009,0.00720624,0.00720624,0.00720624
1010,-0.27438,-0.116366,-0.27438
1011,-0.239939,-0.239939,-0.239939
1012,0.0319839,0.0716961,0.0716961
1013,0.418927,0.383331,0.383331
1014,0.783753,0.694966,0.694966
1015,1.0066,1.0066,1.0066
1016,1.01217,0.896279,0.896279
1017,0.785957,0.785957,0.785957
1018,0.375794,0.363446,0.363446
1019,-0.121674,-0.0590657,-0.0590657
1020,-0.586108,-0.481577,-0.481577
1021,-0.904088,-0.904088,-0.904088
1022,-0.997714,-0.997714,-0.997714
1023,-0.844201,-0.739709,-0.844201
1024,-0.481704,-0.481704,-0.422068
1025,1.86333e-05,-0.0396926,6.47123e-05
1026,0.48176,0.402319,0.422197
1027,0.84433,0.84433,0.84433
1028,0.998028,0.998028,0.874579
1029,0.904827,0.792906,0.904827
1030,0.587785,0.587785,0.485992
1031,0.125333,0.195267,0.067157
1032,-0.368125,-0.197251,-0.351678
1033,-0.770513,-0.589769,-0.770513
1034,-0.982287,-0.982287,-0.982287
1035,-0.951057,-0.833417,-0.833417
1036,-0.684547,-0.684547,-0.684547
1037,-0.24869,-0.228182,-0.228182
1038,0.24869,0.228182,0.228182
1039,0.684547,0.684547,0.684547
1040,0.951057,0.833417,0.833417
1041,0.982287,0.982287,0.982287
1042,0.770513,0.604864,0.770513
1043,0.368125,0.227442,0.351678
1044,-0.125333,-0.149981,-0.0671569
1045,-0.587785,-0.527404,-0.485992
1046,-0.904827,-0.904827,-0.904827
1047,-0.998027,-0.874577,-0.998027
1048,-0.844328,-0.844328,-0.844328
1049,-0.481754,-0.422164,-0.422164
1050,7.84764e-15,3.4639e-14,3.4639e-14
1051,0.481754,0.422164,0.422164
1052,0.844328,0.844328,0.844328
1053,0.998027,0.874577,0.874577
1054,0.904827,0.904827,0.904827
1055,0.587785,0.527404,0.485992
1056,0.125333,0.149981,0.0671569
1057,-0.368125,-0.227442,-0.351678
1058,-0.770513,-0.604864,-0.770513
1059,-0.982287,-0.982287,-0.982287
1060,-0.951057,-0.833417,-0.833417
1061,-0.684547,-0.684547,-0.684547
1062,-0.24869,-0.228182,-0.228182
1063,0.24869,0.228182,0.228182
1064,0.684547,0.684547,0.684547
1065,0.951057,0.833417,0.833417
1066,0.982287,0.982287,0.982287
1067,0.770513,0.604864,0.770513
1068,0.368125,0.227442,0.351678
1069,-0.125333,-0.149981,-0.0671569
1070,-0.587785,-0.527404,-0.485992
1071,-0.904827,-0.904827,-0.904827
1072,-0.998027,-0.998027,-0.998027
1073,-0.844328,-0.73989,-0.844328
1074,-0.481754,-0.481754,-0.422164
1075,7.84121e-14,-0.0397265,1.15463e-14
1076,0.481754,0.402301,0.422164
1077,0.844328,0.844328,0.844328
1078,0.998027,0.998027,0.998027
1079,0.904827,0.792906,0.904827
1080,0.587785,0.587785,0.485992
1081,0.125333,0.195267,0.0671569
1082,-0.368125,-0.197251,-0.351678
1083,-0.770513,-0.589769,-0.770513
1084,-0.982287,-0.982287,-0.982287
1085,-0.951057,-0.833417,-0.833417
1086,-0.684547,-0.684547,-0.684547
1087,-0.24869,-0.228182,-0.228182
1088,0.24869,0.228182,0.228182
1089,0.684547,0.684547,0.684547
1090,0.951057,0.833417,0.833417
1091,0.982287,0.982287,0.982287
1092,0.770513,0.604864,0.770513
1093,0.368125,0.227442,0.351678
1094,-0.125333,-0.149981,-0.0671569
1095,-0.587785,-0.527404,-0.485992
1096,-0.904827,-0.904827,-0.904827
1097,-0.998027,-0.874577,-0.874577
1098,-0.844328,-0.844328,-0.844328
1099,-0.481754,-0.422164,-0.422164
1100,3.52896e-14,-1.15463e-14,-1.15463e-14
1101,0.481754,0.422164,0.422164
1102,0.844328,0.844328,0.844328
1103,0.998027,0.874577,0.998027
1104,0.904827,0.904827,0.904827
1105,0.587785,0.485992,0.485992
1106,0.125333,0.0671569,0.0671569
1107,-0.368125,-0.351678,-0.351678
1108,-0.770513,-0.770513,-0.770513
1109,-0.982287,-0.860785,-0.982287
1110,-0.951057,-0.951057,-0.833417
1111,-0.684547,-0.542156,-0.684547
1112,-0.24869,-0.133255,-0.228182
1113,0.24869,0.275646,0.228182
1114,0.684547,0.684547,0.684547
1115,0.951057,0.833417,0.833417
1116,0.982287,0.982287,0.982287
1117,0.770513,0.604864,0.770513
1118,0.368125,0.227442,0.351678
1119,-0.125333,-0.149981,-0.0671569
1120,-0.587785,-0.527404,-0.485992
1121,-0.904827,-0.904827,-0.904827
1122,-0.998027,-0.998027,-0.998027
1123,-0.844328,-0.73989,-0.844328
1124,-0.481754,-0.481754,-0.422164
1125,-7.83279e-15,-0.0397265,2.62013e-14
1126,0.481754,0.402301,0.422164
1127,0.844328,0.844328,0.844328
1128,0.998027,0.998027,0.874577
1129,0.904827,0.792906,0.904827
1130,0.587785,0.587785,0.485992
1131,0.125333,0.135019,0.0671569
1132,-0.368125,-0.317747,-0.351678
1133,-0.770513,-0.770513,-0.770513
1134,-0.982287,-0.860785,-0.982287
1135,-0.951057,-0.951057,-0.833417
1136,-0.684547,-0.570634,-0.684547
1137,-0.24869,-0.190211,-0.228182
1138,0.24869,0.190211,0.228182
1139,0.684547,0.570634,0.684547
1140,0.951057,0.951057,0.833417
1141,0.982287,0.860785,0.982287
1142,0.770513,0.770513,0.770513
1143,0.368125,0.351678,0.351678
1144,-0.125333,-0.0671569,-0.0671569
1145,-0.587785,-0.485992,-0.485992
1146,-0.904827,-0.904827,-0.904827
1147,-0.998027,-0.874577,-0.874577
1148,-0.844328,-0.844328,-0.844328
1149,-0.481754,-0.422164,-0.422164
1150,6.27316e-14,3.10862e-15,3.10862e-15
1151,0.481754,0.422164,0.422164
1152,0.844328,0.844328,0.844328
1153,0.998027,0.874577,0.998027
1154,0.904827,0.904827,0.904827
1155,0.587785,0.527404,0.485992
1156,0.125333,0.149981,0.0671569
1157,-0.368125,-0.227442,-0.351678
1158,-0.770513,-0.604864,-0.770513
1159,-0.982287,-0.982287,-0.982287
1160,-0.951057,-0.833417,-0.833417
1161,-0.684547,-0.684547,-0.684547
1162,-0.24869,-0.228182,-0.228182
1163,0.24869,0.228182,0.228182
1164,0.684547,0.684547,0.684547
1165,0.951057,0.833417,0.833417
1166,0.982287,0.982287,0.982287
1167,0.770513,0.604864,0.770513
1168,0.368125,0.227442,0.351678
1169,-0.125333,-0.149981,-0.0671569
1170,-0.587785,-0.527404,-0.485992
1171,-0.904827,-0.904827,-0.904827
1172,-0.998027,-0.874577,-0.998027
1173,-0.844328,-0.844328,-0.844328
1174,-0.481754,-0.422164,-0.422164
1175,1.96092e-14,4.09672e-14,4.09672e-14
1176,0.481754,0.422164,0.422164
1177,0.844328,0.844328,0.844328
1178,0.998027,0.998027,0.874577
1179,0.904827,0.792906,0.904827
1180,0.587785,0.587785,0.485992
1181,0.125333,0.135019,0.0671569
1182,-0.368125,-0.317747,-0.351678
1183,-0.770513,-0.770513,-0.770513
1184,-0.982287,-0.860785,-0.982287
1185,-0.951057,-0.951057,-0.833417
1186,-0.684547,-0.570634,-0.684547
1187,-0.24869,-0.190211,-0.228182
1188,0.24869,0.190211,0.228182
1189,0.684547,0.570634,0.684547
1190,0.951057,0.951057,0.833417
1191,0.982287,0.860785,0.982287
1192,0.770513,0.770513,0.770513
1193,0.368125,0.351678,0.351678
1194,-0.125333,-0.0671569,-0.0671569
1195,-0.587785,-0.485992,-0.485992
1196,-0.904827,-0.904827,-0.904827
1197,-0.998027,-0.874577,-0.998027
1198,-0.844328,-0.844328,-0.844328
1199,-0.481754,-0.422164,-0.422164
1200,-2.35132e-14,1.77636e-14,1.77636e-14
1201,0.481754,0.422164,0.422164
1202,0.844328,0.844328,0.844328
1203,0.998027,0.874577,0.998027
1204,0.904827,0.904827,0.904827
1205,0.587785,0.527404,0.485992
1206,0.125333,0.149981,0.0671569
1207,-0.368125,-0.227442,-0.351678
1208,-0.770513,-0.604864,-0.770513
1209,-0.982287,-0.982287,-0.982287
1210,-0.951057,-0.833417,-0.833417
1211,-0.684547,-0.684547,-0.684547
1212,-0.24869,-0.228182,-0.228182
1213,0.24869,0.228182,0.228182
1214,0.684547,0.684547,0.684547
1215,0.951057,0.833417,0.833417
1216,0.982287,0.982287,0.982287
1217,0.770513,0.604864,0.770513
1218,0.368125,0.227442,0.351678
1219,-0.125333,-0.149981,-0.0671569
1220,-0.587785,-0.527404,-0.485992
1221,-0.904827,-0.904827,-0.904827
1222,-0.998027,-0.998027,-0.874577
1223,-0.844328,-0.73989,-0.844328
1224,-0.481754,-0.481754,-0.422164
1225,4.70512e-14,-0.0397265,-5.32907e-15
1226,0.481754,0.402301,0.422164
1227,0.844328,0.844328,0.844328
1228,0.998027,0.874577,0.998027
1229,0.904827,0.904827,0.904827
1230,0.587785,0.485992,0.485992
1231,0.125333,0.0671569,0.0671569
1232,-0.368125,-0.351678,-0.351678
1233,-0.770513,-0.770513,-0.770513
1234,-0.982287,-0.860785,-0.982287
1235,-0.951057,-0.951057,-0.833417
1236,-0.684547,-0.570634,-0.684547
1237,-0.24869,-0.190211,-0.228182
1238,0.24869,0.190211,0.228182
1239,0.684547,0.570634,0.684547
1240,0.951057,0.951057,0.833417
1241,0.982287,0.982287,0.982287
1242,0.770513,0.604864,0.770513
1243,0.368125,0.227442,0.351678
1244,-0.125333,-0.149981,-0.0671569
1245,-0.587785,-0.527404,-0.485992
1246,-0.904827,-0.904827,-0.904827
1247,-0.998027,-0.874577,-0.998027
1248,-0.844328,-0.844328,-0.844328
1249,-0.481754,-0.422164,-0.422164
1250,3.92877e-15,3.25295e-14,3.25295e-14
1251,0.481754,0.422164,0.422164
1252,0.844328,0.844328,0.844328
1253,0.998027,0.874577,0.874577
1254,0.904827,0.904827,0.904827
1255,0.587785,0.527404,0.485992
1256,0.125333,0.149981,0.0671569
1257,-0.368125,-0.227442,-0.351678
1258,-0.770513,-0.604864,-0.770513
1259,-0.982287,-0.982287,-0.982287
1260,-0.951057,-0.833417,-0.833417
1261,-0.684547,-0.684547,-0.684547
1262,-0.24869,-0.228182,-0.228182
1263,0.24869,0.228182,0.228182
1264,0.684547,0.684547,0.684547
1265,0.951057,0.833417,0.833417
1266,0.982287,0.982287,0.982287
1267,0.770513,0.604864,0.770513
1268,0.368125,0.227442,0.351678
1269,-0.125333,-0.149981,-0.0671569
1270,-0.587785,-0.527404,-0.485992
1271,-0.904827,-0.904827,-0.904827
1272,-0.998027,-0.874577,-0.874577
1273,-0.844328,-0.844328,-0.844328
1274,-0.481754,-0.422164,-0.422164
1275,7.44932e-14,9.4369e-15,9.4369e-15
1276,0.481754,0.422164,0.422164
1277,0.844328,0.844328,0.844328
1278,0.998027,0.998027,0.998027
1279,0.904827,0.792906,0.904827
1280,0.587785,0.587785,0.485992
1281,0.125333,0.135019,0.0671569
1282,-0.368125,-0.317747,-0.351678
1283,-0.770513,-0.770513,-0.770513
1284,-0.982287,-0.860785,-0.982287
1285,-0.951057,-0.951057,-0.833417
1286,-0.684547,-0.570634,-0.684547
1287,-0.24869,-0.190211,-0.228182
1288,0.24869,0.190211,0.228182
1289,0.684547,0.570634,0.684547
1290,0.951057,0.951057,0.833417
1291,0.982287,0.860785,0.982287
1292,0.770513,0.770513,0.770513
1293,0.368125,0.351678,0.351678
1294,-0.125333,-0.0671569,-0.0671569
1295,-0.587785,-0.485992,-0.485992
1296,-0.904827,-0.904827,-0.904827
1297,-0.998027,-0.874577,-0.874577
1298,-0.844328,-0.844328,-0.844328
1299,-0.481754,-0.422164,-0.422164
1300,3.13708e-14,1.67644e-14,1.67644e-14
1301,0.481754,0.422164,0.422164
1302,0.844328,0.844328,0.844328
1303,0.998027,0.874577,0.874577
1304,0.904827,0.904827,0.904827
1305,0.587785,0.527404,0.485992
1306,0.125333,0.149981,0.0671569
1307,-0.368125,-0.227442,-0.351678
1308,-0.770513,-0.604864,-0.770513
1309,-0.982287,-0.982287,-0.982287
1310,-0.951057,-0.833417,-0.833417
1311,-0.684547,-0.684547,-0.684547
1312,-0.24869,-0.228182,-0.228182
1313,0.24869,0.228182,0.228182
1314,0.684547,0.684547,0.684547
1315,0.951057,0.833417,0.833417
1316,0.982287,0.982287,0.982287
1317,0.770513,0.604864,0.770513
1318,0.368125,0.227442,0.351678
1319,-0.125333,-0.149981,-0.0671569
1320,-0.587785,-0.527404,-0.485992
1321,-0.904827,-0.904827,-0.904827
1322,-0.998027,-0.998027,-0.998027
1323,-0.844328,-0.629556,-0.844328
1324,-0.481754,-0.261085,-0.422164
1325,-1.17517e-14,0.107386,2.40918e-14
1326,0.481754,0.475857,0.422164
1327,0.844328,0.844328,0.844328
1328,0.998027,0.874577,0.874577
1329,0.904827,0.904827,0.904827
1330,0.587785,0.485992,0.485992
1331,0.125333,0.0671569,0.0671569
1332,-0.368125,-0.351678,-0.351678
1333,-0.770513,-0.770513,-0.770513
1334,-0.982287,-0.860785,-0.982287
1335,-0.951057,-0.951057,-0.833417
1336,-0.684547,-0.542156,-0.684547
1337,-0.24869,-0.133255,-0.228182
1338,0.24869,0.275646,0.228182
1339,0.684547,0.684547,0.684547
1340,0.951057,0.833417,0.833417
1341,0.982287,0.982287,0.982287
1342,0.770513,0.604864,0.770513
1343,0.368125,0.227442,0.351678
1344,-0.125333,-0.149981,-0.0671569
1345,-0.587785,-0.527404,-0.485992
1346,-0.904827,-0.904827,-0.904827
1347,-0.998027,-0.874577,-0.874577
1348,-0.844328,-0.844328,-0.844328
1349,-0.481754,-0.475857,-0.422164
1350,5.88128e-14,-0.107386,9.99201e-16
1351,0.481754,0.261085,0.422164
1352,0.844328,0.629556,0.844328
1353,0.998027,0.998027,0.998027
1354,0.904827,0.792906,0.904827
1355,0.587785,0.587785,0.485992
1356,0.125333,0.135019,0.0671569
1357,-0.368125,-0.317747,-0.351678
1358,-0.770513,-0.770513,-0.770513
1359,-0.982287,-0.860785,-0.982287
1360,-0.951057,-0.951057,-0.833417
1361,-0.684547,-0.570634,-0.684547
1362,-0.24869,-0.190211,-0.228182
1363,0.24869,0.190211,0.228182
1364,0.684547,0.570634,0.684547
1365,0.951057,0.951057,0.833417
1366,0.982287,0.982287,0.982287
1367,0.770513,0.604864,0.770513
1368,0.368125,0.227442,0.351678
1369,-0.125333,-0.149981,-0.0671569
1370,-0.587785,-0.527404,-0.485992
1371,-0.904827,-0.904827,-0.904827
1372,-0.998027,-0.874577,-0.998027
1373,-0.844328,-0.844328,-0.844328
1374,-0.481754,-0.422164,-0.422164
1375,1.56903e-14,3.88578e-14,3.88578e-14
1376,0.481754,0.422164,0.422164
1377,0.844328,0.844328,0.844328
1378,0.998027,0.874577,0.874577
1379,0.904827,0.904827,0.904827
1380,0.587785,0.485992,0.485992
1381,0.125333,0.0671569,0.0671569
1382,-0.368125,-0.351678,-0.351678
1383,-0.770513,-0.770513,-0.770513
1384,-0.982287,-0.860785,-0.982287
1385,-0.951057,-0.951057,-0.833417
1386,-0.684547,-0.542156,-0.684547
1387,-0.24869,-0.133255,-0.228182
1388,0.24869,0.275646,0.228182
1389,0.684547,0.684547,0.684547
1390,0.951057,0.833417,0.833417
1391,0.982287,0.982287,0.982287
1392,0.770513,0.604864,0.770513
1393,0.368125,0.227442,0.351678
1394,-0.125333,-0.149981,-0.0671569
1395,-0.587785,-0.527404,-0.485992
1396,-0.904827,-0.904827,-0.904827
1397,-0.998027,-0.874577,-0.998027
1398,-0.844328,-0.844328,-0.844328
1399,-0.481754,-0.422164,-0.422164
1400,8.62547e-14,1.57652e-14,1.57652e-14
1401,0.481754,0.422164,0.422164
1402,0.844328,0.844328,0.844328
1403,0.998027,0.998027,0.998027
1404,0.904827,0.792906,0.904827
1405,0.587785,0.587785,0.485992
1406,0.125333,0.135019,0.0671569
1407,-0.368125,-0.317747,-0.351678
1408,-0.770513,-0.770513,-0.770513
1409,-0.982287,-0.860785,-0.982287
1410,-0.951057,-0.951057,-0.833417
1411,-0.684547,-0.570634,-0.684547
1412,-0.24869,-0.190211,-0.228182
1413,0.24869,0.190211,0.228182
1414,0.684547,0.570634,0.684547
1415,0.951057,0.951057,0.833417
1416,0.982287,0.860785,0.982287
1417,0.770513,0.770513,0.770513
1418,0.368125,0.351678,0.351678
1419,-0.125333,-0.0671569,-0.0671569
1420,-0.587785,-0.485992,-0.485992
1421,-0.904827,-0.904827,-0.904827
1422,-0.998027,-0.874577,-0.874577
1423,-0.844328,-0.844328,-0.844328
1424,-0.481754,-0.422164,-0.422164
1425,4.31323e-14,-7.43849e-15,-7.43849e-15
1426,0.481754,0.422164,0.422164
1427,0.844328,0.844328,0.844328
1428,0.998027,0.874577,0.998027
1429,0.904827,0.904827,0.904827
1430,0.587785,0.527404,0.485992
1431,0.125333,0.149981,0.0671569
1432,-0.368125,-0.227442,-0.351678
1433,-0.770513,-0.604864,-0.770513
1434,-0.982287,-0.982287,-0.982287
1435,-0.951057,-0.833417,-0.833417
1436,-0.684547,-0.684547,-0.684547
1437,-0.24869,-0.228182,-0.228182
1438,0.24869,0.228182,0.228182
1439,0.684547,0.684547,0.684547
1440,0.951057,0.833417,0.833417
1441,0.982287,0.982287,0.982287
1442,0.770513,0.604864,0.770513
1443,0.368125,0.227442,0.351678
1444,-0.125333,-0.149981,-0.0671569
1445,-0.587785,-0.527404,-0.485992
1446,-0.904827,-0.904827,-0.904827
1447,-0.998027,-0.998027,-0.998027
1448,-0.844328,-0.629556,-0.844328
1449,-0.481754,-0.261085,-0.422164
1450,9.90369e-18,0.107386,3.04201e-14
1451,0.481754,0.475857,0.422164
1452,0.844328,0.844328,0.844328
1453,0.998027,0.874577,0.874577
