buf_size,overload,trial,method,max_gap,mean_gap,cv_gap,p95_gap,p99_gap,n_surviving,n_total
256,2,2,RDP,4.0000,1.48,0.3906,2.0000,3.0000,3371,5000
256,2,3,PROPOSED,4.0000,1.48,0.4623,3.0000,4.0000,3379,5000
256,2,3,RDP,4.0000,1.48,0.3872,2.0000,3.0000,3379,5000
256,2,4,PROPOSED,4.0000,1.48,0.4602,3.0000,4.0000,3382,5000
256,2,4,RDP,4.0000,1.48,0.3854,2.0000,3.0000,3382,5000
256,2,5,PROPOSED,4.0000,1.48,0.4641,3.0000,4.0000,3370,5000
256,2,5,RDP,4.0000,1.48,0.3905,2.0000,3.0000,3370,5000
256,2,6,PROPOSED,4.0000,1.47,0.4587,3.0000,4.0000,3400,5000
256,2,6,RDP,3.0000,1.47,0.3773,2.0000,3.0000,3400,5000
256,2,7,PROPOSED,4.0000,1.48,0.4618,3.0000,4.0000,3380,5000
256,2,7,RDP,4.0000,1.48,0.3862,2.0000,3.0000,3380,5000
256,2,8,PROPOSED,4.0000,1.48,0.4609,3.0000,4.0000,3386,5000
256,2,8,RDP,4.0000,1.48,0.3836,2.0000,3.0000,3386,5000
256,2,9,PROPOSED,4.0000,1.47,0.4573,3.0000,4.0000,3408,5000
256,2,9,RDP,3.0000,1.47,0.3780,2.0000,3.0000,3408,5000
256,3,0,PROPOSED,6.0000,1.97,0.4330,4.0000,4.0000,2535,5000
256,3,0,RDP,4.0000,1.97,0.4271,4.0000,4.0000,2535,5000
256,3,1,PROPOSED,6.0000,1.96,0.4423,4.0000,4.0000,2551,5000
256,3,1,RDP,4.0000,1.96,0.4282,4.0000,4.0000,2551,5000
256,3,2,PROPOSED,6.0000,1.96,0.4382,4.0000,4.0000,2556,5000
256,3,2,RDP,4.0000,1.96,0.4285,4.0000,4.0000,2556,5000
256,3,3,PROPOSED,6.0000,1.97,0.4334,4.0000,4.0000,2541,5000
256,3,3,RDP,4.0000,1.97,0.4275,4.0000,4.0000,2541,5000
256,3,4,PROPOSED,6.0000,1.98,0.4397,4.0000,4.0000,2525,5000
256,3,4,RDP,4.0000,1.98,0.4264,4.0000,4.0000,2525,5000
256,3,5,PROPOSED,6.0000,1.96,0.4391,4.0000,4.0000,2555,5000
256,3,5,RDP,4.0000,1.96,0.4285,4.0000,4.0000,2555,5000
256,3,6,PROPOSED,6.0000,1.98,0.4358,4.0000,4.0000,2528,5000
256,3,6,RDP,4.0000,1.98,0.4266,4.0000,4.0000,2528,5000
256,3,7,PROPOSED,6.0000,1.98,0.4382,4.0000,4.0000,2530,5000
256,3,7,RDP,4.0000,1.98,0.4268,4.0000,4.0000,2530,5000
256,3,8,PROPOSED,6.0000,1.98,0.4378,4.0000,4.0000,2527,5000
256,3,8,RDP,4.0000,1.98,0.4265,4.0000,4.0000,2527,5000
256,3,9,PROPOSED,6.0000,1.97,0.4333,4.0000,4.0000,2536,5000
256,3,9,RDP,4.0000,1.97,0.4272,4.0000,4.0000,2536,5000
256,5,0,PROPOSED,8.0000,2.88,0.5531,6.0000,6.0000,1739,5000
256,5,0,RDP,6.0000,2.88,0.4690,6.0000,6.0000,1739,5000
256,5,1,PROPOSED,8.0000,2.88,0.5531,6.0000,6.0000,1734,5000
256,5,1,RDP,6.0000,2.88,0.4694,6.0000,6.0000,1734,5000
256,5,2,PROPOSED,8.0000,2.88,0.5518,6.0000,6.0000,1737,5000
256,5,2,RDP,6.0000,2.88,0.4693,6.0000,6.0000,1737,5000
256,5,3,PROPOSED,8.0000,2.90,0.5547,6.0000,6.0000,1726,5000
256,5,3,RDP,6.0000,2.90,0.4704,6.0000,6.0000,1726,5000
256,5,4,PROPOSED,8.0000,2.88,0.5516,6.0000,6.0000,1737,5000
256,5,4,RDP,6.0000,2.88,0.4693,6.0000,6.0000,1737,5000
256,5,5,PROPOSED,8.0000,2.85,0.5542,6.0000,6.0000,1753,5000
256,5,5,RDP,6.0000,2.85,0.4669,6.0000,6.0000,1753,5000
256,5,6,PROPOSED,8.0000,2.89,0.5556,6.0000,6.0000,1732,5000
256,5,6,RDP,6.0000,2.89,0.4696,6.0000,6.0000,1732,5000
256,5,7,PROPOSED,8.0000,2.89,0.5508,6.0000,6.0000,1732,5000
256,5,7,RDP,6.0000,2.89,0.4696,6.0000,6.0000,1732,5000
256,5,8,PROPOSED,8.0000,2.89,0.5533,6.0000,6.0000,1729,5000
256,5,8,RDP,6.0000,2.89,0.4703,6.0000,6.0000,1729,5000
256,5,9,PROPOSED,8.0000,2.88,0.5561,6.0000,6.0000,1735,5000
256,5,9,RDP,6.0000,2.88,0.4695,6.0000,6.0000,1735,5000
256,8,0,PROPOSED,14.0000,4.06,0.6230,9.0000,11.0000,1231,5000
256,8,0,RDP,8.0000,4.06,0.5136,8.0000,8.0000,1231,5000
256,8,1,PROPOSED,12.0000,4.09,0.6251,9.0000,11.0000,1223,5000
256,8,1,RDP,8.0000,4.09,0.5148,8.0000,8.0000,1223,5000
256,8,2,PROPOSED,12.0000,4.06,0.6204,9.0000,10.0000,1231,5000
256,8,2,RDP,8.0000,4.06,0.5136,8.0000,8.0000,1231,5000
256,8,3,PROPOSED,14.0000,4.08,0.6225,9.0000,11.0000,1225,5000
256,8,3,RDP,8.0000,4.08,0.5145,8.0000,8.0000,1225,5000
256,8,4,PROPOSED,11.0000,4.06,0.6195,9.0000,11.0000,1233,5000
256,8,4,RDP,8.0000,4.06,0.5133,8.0000,8.0000,1233,5000
256,8,5,PROPOSED,12.0000,4.06,0.6318,9.0000,11.0000,1232,5000
256,8,5,RDP,8.0000,4.06,0.5135,8.0000,8.0000,1232,5000
256,8,6,PROPOSED,14.0000,4.05,0.6288,9.0000,11.0000,1234,5000
256,8,6,RDP,8.0000,4.05,0.5132,8.0000,8.0000,1234,5000
256,8,7,PROPOSED,12.0000,4.08,0.6279,9.0000,11.0000,1227,5000
256,8,7,RDP,8.0000,4.08,0.5142,8.0000,8.0000,1227,5000
256,8,8,PROPOSED,14.0000,4.08,0.6361,9.0000,11.0000,1225,5000
256,8,8,RDP,8.0000,4.08,0.5145,8.0000,8.0000,1225,5000
256,8,9,PROPOSED,14.0000,4.06,0.6345,9.0000,11.0000,1233,5000
256,8,9,RDP,8.0000,4.06,0.5133,8.0000,8.0000,1233,5000
256,10,0,PROPOSED,14.0000,4.75,0.5891,10.0000,12.0000,1053,5000
256,10,0,RDP,10.0000,4.75,0.5185,8.0000,10.0000,1053,5000
256,10,1,PROPOSED,14.0000,4.79,0.5878,10.0000,12.0000,1044,5000
256,10,1,RDP,10.0000,4.79,0.5174,8.0000,10.0000,1044,5000
256,10,2,PROPOSED,14.0000,4.76,0.5792,10.0000,12.0000,1051,5000
256,10,2,RDP,10.0000,4.76,0.5184,8.0000,10.0000,1051,5000
256,10,3,PROPOSED,14.0000,4.79,0.5930,10.0000,12.0000,1045,5000
256,10,3,RDP,10.0000,4.79,0.5182,8.0000,10.0000,1045,5000
256,10,4,PROPOSED,13.0000,4.79,0.5787,10.0000,11.0000,1044,5000
256,10,4,RDP,10.0000,4.79,0.5174,8.0000,10.0000,1044,5000
256,10,5,PROPOSED,13.0000,4.78,0.5821,10.0000,11.0000,1047,5000
256,10,5,RDP,10.0000,4.78,0.5183,8.0000,10.0000,1047,5000
256,10,6,PROPOSED,14.0000,4.80,0.5749,10.0000,11.0000,1042,5000
256,10,6,RDP,10.0000,4.80,0.5173,8.0000,10.0000,1042,5000
256,10,7,PROPOSED,14.0000,4.83,0.5937,10.0000,13.0000,1037,5000
256,10,7,RDP,10.0000,4.83,0.5178,8.0000,10.0000,1037,5000
256,10,8,PROPOSED,14.0000,4.79,0.5839,10.0000,12.0000,1045,5000
256,10,8,RDP,10.0000,4.79,0.5182,8.0000,10.0000,1045,5000
256,10,9,PROPOSED,14.0000,4.77,0.5875,10.0000,11.0000,1049,5000
256,10,9,RDP,10.0000,4.77,0.5184,8.0000,10.0000,1049,5000
256,15,0,PROPOSED,18.0000,6.30,0.6181,13.0000,18.0000,794,5000
256,15,0,RDP,10.0000,6.30,0.4289,10.0000,10.0000,794,5000
256,15,1,PROPOSED,18.0000,6.24,0.6152,13.0000,15.0000,802,5000
256,15,1,RDP,10.0000,6.24,0.4370,10.0000,10.0000,802,5000
256,15,2,PROPOSED,28.0000,6.29,0.6342,13.0000,18.0000,796,5000
256,15,2,RDP,10.0000,6.29,0.4311,10.0000,10.0000,796,5000
256,15,3,PROPOSED,18.0000,6.23,0.6111,13.0000,14.0000,803,5000
256,15,3,RDP,10.0000,6.23,0.4375,10.0000,10.0000,803,5000
256,15,4,PROPOSED,18.0000,6.27,0.6200,13.0000,18.0000,798,5000
256,15,4,RDP,10.0000,6.27,0.4334,10.0000,10.0000,798,5000
256,15,5,PROPOSED,18.0000,6.28,0.6201,13.0000,18.0000,797,5000
256,15,5,RDP,10.0000,6.28,0.4323,10.0000,10.0000,797,5000
256,15,6,PROPOSED,18.0000,6.31,0.6142,14.0000,18.0000,793,5000
256,15,6,RDP,10.0000,6.31,0.4277,10.0000,10.0000,793,5000
256,15,7,PROPOSED,18.0000,6.32,0.6208,14.0000,18.0000,792,5000
256,15,7,RDP,10.0000,6.32,0.4265,10.0000,10.0000,792,5000
256,15,8,PROPOSED,27.0000,6.28,0.6272,13.0000,18.0000,797,5000
256,15,8,RDP,10.0000,6.28,0.4323,10.0000,10.0000,797,5000
256,15,9,PROPOSED,19.0000,6.28,0.6207,13.0000,18.0000,797,5000
256,15,9,RDP,10.0000,6.28,0.4323,10.0000,10.0000,797,5000
256,20,0,PROPOSED,34.0000,7.53,0.7108,17.0000,28.0000,665,5000
256,20,0,RDP,14.0000,7.53,0.3472,14.0000,14.0000,665,5000
256,20,1,PROPOSED,42.0000,7.55,0.7405,18.0000,28.0000,663,5000
256,20,1,RDP,14.0000,7.55,0.3497,14.0000,14.0000,663,5000
256,20,2,PROPOSED,30.0000,7.54,0.7086,18.0000,25.0000,664,5000
256,20,2,RDP,14.0000,7.54,0.3485,14.0000,14.0000,664,5000
256,20,3,PROPOSED,30.0000,7.54,0.7252,19.0000,26.0000,664,5000
256,20,3,RDP,14.0000,7.54,0.3485,14.0000,14.0000,664,5000
256,20,4,PROPOSED,42.0000,7.54,0.7336,18.0000,28.0000,664,5000
256,20,4,RDP,14.0000,7.54,0.3485,14.0000,14.0000,664,5000
256,20,5,PROPOSED,42.0000,7.53,0.7527,15.0000,30.0000,665,5000
256,20,5,RDP,14.0000,7.53,0.3472,14.0000,14.0000,665,5000
256,20,6,PROPOSED,42.0000,7.53,0.7314,18.0000,28.0000,665,5000
256,20,6,RDP,14.0000,7.53,0.3472,14.0000,14.0000,665,5000
256,20,7,PROPOSED,42.0000,7.48,0.7210,14.0000,27.0000,669,5000
256,20,7,RDP,14.0000,7.48,0.3421,10.0000,14.0000,669,5000
256,20,8,PROPOSED,42.0000,7.55,0.7249,17.0000,25.0000,663,5000
256,20,8,RDP,14.0000,7.55,0.3497,14.0000,14.0000,663,5000
256,20,9,PROPOSED,30.0000,7.52,0.7178,18.0000,27.0000,666,5000
256,20,9,RDP,14.0000,7.52,0.3460,14.0000,14.0000,666,5000
512,2,0,PROPOSED,4.0000,1.37,0.4453,2.0000,4.0000,3640,5000
512,2,0,RDP,3.0000,1.37,0.3766,2.0000,3.0000,3640,5000
512,2,1,PROPOSED,4.0000,1.36,0.4380,2.0000,4.0000,3665,5000
512,2,1,RDP,3.0000,1.36,0.3674,2.0000,2.0000,3665,5000
512,2,2,PROPOSED,4.0000,1.37,0.4428,2.0000,4.0000,3650,5000
512,2,2,RDP,3.0000,1.37,0.3729,2.0000,3.0000,3650,5000
512,2,3,PROPOSED,4.0000,1.37,0.4439,2.0000,4.0000,3645,5000
512,2,3,RDP,3.0000,1.37,0.3748,2.0000,3.0000,3645,5000
512,2,4,PROPOSED,4.0000,1.36,0.4377,2.0000,4.0000,3665,5000
512,2,4,RDP,3.0000,1.36,0.3674,2.0000,2.0000,3665,5000
512,2,5,PROPOSED,4.0000,1.36,0.4382,2.0000,4.0000,3670,5000
512,2,5,RDP,3.0000,1.36,0.3655,2.0000,2.0000,3670,5000
512,2,6,PROPOSED,4.0000,1.36,0.4383,2.0000,4.0000,3674,5000
512,2,6,RDP,3.0000,1.36,0.3640,2.0000,2.0000,3674,5000
512,2,7,PROPOSED,4.0000,1.37,0.4452,2.0000,4.0000,3645,5000
512,2,7,RDP,3.0000,1.37,0.3748,2.0000,3.0000,3645,5000
512,2,8,PROPOSED,4.0000,1.37,0.4444,2.0000,4.0000,3643,5000
512,2,8,RDP,3.0000,1.37,0.3755,2.0000,3.0000,3643,5000
512,2,9,PROPOSED,4.0000,1.37,0.4436,2.0000,4.0000,3646,5000
512,2,9,RDP,3.0000,1.37,0.3744,2.0000,3.0000,3646,5000
512,3,0,PROPOSED,6.0000,1.80,0.4671,4.0000,4.0000,2784,5000
512,3,0,RDP,4.0000,1.80,0.4086,3.0000,4.0000,2784,5000
512,3,1,PROPOSED,6.0000,1.79,0.4620,4.0000,4.0000,2791,5000
512,3,1,RDP,4.0000,1.79,0.4079,3.0000,4.0000,2791,5000
512,3,2,PROPOSED,6.0000,1.80,0.4614,4.0000,4.0000,2780,5000
512,3,2,RDP,4.0000,1.80,0.4093,3.0000,4.0000,2780,5000
512,3,3,PROPOSED,6.0000,1.79,0.4684,4.0000,4.0000,2799,5000
512,3,3,RDP,4.0000,1.79,0.4065,3.0000,4.0000,2799,5000
512,3,4,PROPOSED,6.0000,1.79,0.4732,4.0000,4.0000,2799,5000
512,3,4,RDP,4.0000,1.79,0.4065,3.0000,4.0000,2799,5000
512,3,5,PROPOSED,6.0000,1.78,0.4677,4.0000,4.0000,2812,5000
512,3,5,RDP,4.0000,1.78,0.4087,3.0000,4.0000,2812,5000
512,3,6,PROPOSED,6.0000,1.78,0.4657,4.0000,4.0000,2816,5000
512,3,6,RDP,4.0000,1.78,0.4096,3.0000,4.0000,2816,5000
512,3,7,PROPOSED,6.0000,1.78,0.4662,4.0000,4.0000,2806,5000
512,3,7,RDP,4.0000,1.78,0.4073,3.0000,4.0000,2806,5000
512,3,8,PROPOSED,6.0000,1.79,0.4622,4.0000,4.0000,2795,5000
512,3,8,RDP,4.0000,1.79,0.4072,3.0000,4.0000,2795,5000
512,3,9,PROPOSED,6.0000,1.79,0.4675,4.0000,4.0000,2794,5000
512,3,9,RDP,4.0000,1.79,0.4069,3.0000,4.0000,2794,5000
512,5,0,PROPOSED,6.0000,2.50,0.5745,6.0000,6.0000,2001,5000
512,5,0,RDP,6.0000,2.50,0.4475,6.0000,6.0000,2001,5000
512,5,1,PROPOSED,8.0000,2.50,0.5763,6.0000,6.0000,2000,5000
512,5,1,RDP,6.0000,2.50,0.4473,6.0000,6.0000,2000,5000
512,5,2,PROPOSED,8.0000,2.51,0.5757,6.0000,6.0000,1995,5000
512,5,2,RDP,6.0000,2.51,0.4467,6.0000,6.0000,1995,5000
512,5,3,PROPOSED,8.0000,2.51,0.5757,6.0000,6.0000,1995,5000
512,5,3,RDP,6.0000,2.51,0.4467,6.0000,6.0000,1995,5000
512,5,4,PROPOSED,8.0000,2.50,0.5755,6.0000,6.0000,1997,5000
512,5,4,RDP,6.0000,2.50,0.4469,6.0000,6.0000,1997,5000
512,5,5,PROPOSED,6.0000,2.49,0.5724,6.0000,6.0000,2011,5000
512,5,5,RDP,6.0000,2.49,0.4488,4.0000,6.0000,2011,5000
512,5,6,PROPOSED,8.0000,2.52,0.5779,6.0000,6.0000,1988,5000
512,5,6,RDP,6.0000,2.52,0.4457,6.0000,6.0000,1988,5000
512,5,7,PROPOSED,8.0000,2.51,0.5771,6.0000,6.0000,1992,5000
512,5,7,RDP,6.0000,2.51,0.4463,6.0000,6.0000,1992,5000
512,5,8,PROPOSED,8.0000,2.49,0.5743,6.0000,6.0000,2006,5000
512,5,8,RDP,6.0000,2.49,0.4481,4.0000,6.0000,2006,5000
512,5,9,PROPOSED,8.0000,2.51,0.5754,6.0000,6.0000,1992,5000
512,5,9,RDP,6.0000,2.51,0.4463,6.0000,6.0000,1992,5000
512,8,0,PROPOSED,11.0000,3.36,0.6521,8.0000,10.0000,1489,5000
512,8,0,RDP,6.0000,3.36,0.4998,6.0000,6.0000,1489,5000
512,8,1,PROPOSED,11.0000,3.37,0.6568,8.0000,10.0000,1485,5000
512,8,1,RDP,6.0000,3.37,0.5002,6.0000,6.0000,1485,5000
512,8,2,PROPOSED,11.0000,3.37,0.6497,8.0000,10.0000,1484,5000
512,8,2,RDP,6.0000,3.37,0.5003,6.0000,6.0000,1484,5000
512,8,3,PROPOSED,11.0000,3.37,0.6504,8.0000,9.0000,1484,5000
512,8,3,RDP,6.0000,3.37,0.5003,6.0000,6.0000,1484,5000
512,8,4,PROPOSED,11.0000,3.36,0.6507,8.0000,9.0000,1487,5000
512,8,4,RDP,6.0000,3.36,0.5000,6.0000,6.0000,1487,5000
512,8,5,PROPOSED,11.0000,3.37,0.6549,8.0000,10.0000,1485,5000
512,8,5,RDP,6.0000,3.37,0.5002,6.0000,6.0000,1485,5000
512,8,6,PROPOSED,11.0000,3.35,0.6493,8.0000,9.0000,1493,5000
512,8,6,RDP,6.0000,3.35,0.4993,6.0000,6.0000,1493,5000
512,8,7,PROPOSED,11.0000,3.37,0.6565,8.0000,10.0000,1484,5000
512,8,7,RDP,6.0000,3.37,0.5003,6.0000,6.0000,1484,5000
512,8,8,PROPOSED,11.0000,3.36,0.6501,8.0000,9.0000,1487,5000
512,8,8,RDP,6.0000,3.36,0.5000,6.0000,6.0000,1487,5000
512,8,9,PROPOSED,11.0000,3.37,0.6530,8.0000,10.0000,1484,5000
512,8,9,RDP,6.0000,3.37,0.5003,6.0000,6.0000,1484,5000
512,10,0,PROPOSED,13.0000,3.83,0.6405,8.0000,11.0000,1305,5000
512,10,0,RDP,6.0000,3.83,0.4988,6.0000,6.0000,1305,5000
512,10,1,PROPOSED,13.0000,3.83,0.6388,8.0000,11.0000,1306,5000
512,10,1,RDP,6.0000,3.83,0.4990,6.0000,6.0000,1306,5000
512,10,2,PROPOSED,12.0000,3.85,0.6425,8.0000,11.0000,1301,5000
512,10,2,RDP,6.0000,3.85,0.4983,6.0000,6.0000,1301,5000
512,10,3,PROPOSED,13.0000,3.84,0.6475,9.0000,11.0000,1304,5000
512,10,3,RDP,6.0000,3.84,0.4987,6.0000,6.0000,1304,5000
512,10,4,PROPOSED,12.0000,3.82,0.6433,8.0000,11.0000,1308,5000
512,10,4,RDP,6.0000,3.82,0.4992,6.0000,6.0000,1308,5000
512,10,5,PROPOSED,14.0000,3.83,0.6363,8.0000,10.0000,1306,5000
512,10,5,RDP,6.0000,3.83,0.4990,6.0000,6.0000,1306,5000
512,10,6,PROPOSED,14.0000,3.82,0.6378,8.0000,10.0000,1308,5000
512,10,6,RDP,6.0000,3.82,0.4992,6.0000,6.0000,1308,5000
512,10,7,PROPOSED,14.0000,3.83,0.6430,8.0000,11.0000,1305,5000
512,10,7,RDP,6.0000,3.83,0.4988,6.0000,6.0000,1305,5000
512,10,8,PROPOSED,12.0000,3.84,0.6442,8.0000,11.0000,1303,5000
512,10,8,RDP,6.0000,3.84,0.4986,6.0000,6.0000,1303,5000
512,10,9,PROPOSED,13.0000,3.81,0.6441,8.0000,11.0000,1312,5000
512,10,9,RDP,6.0000,3.81,0.4997,6.0000,6.0000,1312,5000
512,15,0,PROPOSED,14.0000,4.76,0.6619,11.0000,14.0000,1051,5000
512,15,0,RDP,10.0000,4.76,0.5184,8.0000,10.0000,1051,5000
512,15,1,PROPOSED,14.0000,4.75,0.6662,11.0000,14.0000,1053,5000
512,15,1,RDP,10.0000,4.75,0.5185,8.0000,10.0000,1053,5000
512,15,2,PROPOSED,14.0000,4.76,0.6587,11.0000,14.0000,1051,5000
512,15,2,RDP,10.0000,4.76,0.5184,8.0000,10.0000,1051,5000
512,15,3,PROPOSED,14.0000,4.76,0.6470,11.0000,14.0000,1051,5000
512,15,3,RDP,10.0000,4.76,0.5184,8.0000,10.0000,1051,5000
512,15,4,PROPOSED,14.0000,4.76,0.6525,11.0000,14.0000,1052,5000
512,15,4,RDP,10.0000,4.76,0.5177,8.0000,10.0000,1052,5000
512,15,5,PROPOSED,14.0000,4.74,0.6751,11.0000,14.0000,1055,5000
512,15,5,RDP,10.0000,4.74,0.5185,8.0000,10.0000,1055,5000
512,15,6,PROPOSED,14.0000,4.74,0.6585,11.0000,14.0000,1055,5000
512,15,6,RDP,10.0000,4.74,0.5185,8.0000,10.0000,1055,5000
512,15,7,PROPOSED,14.0000,4.76,0.6567,11.0000,14.0000,1051,5000
512,15,7,RDP,10.0000,4.76,0.5184,8.0000,10.0000,1051,5000
512,15,8,PROPOSED,14.0000,4.76,0.6599,11.0000,14.0000,1051,5000
512,15,8,RDP,10.0000,4.76,0.5184,8.0000,10.0000,1051,5000
512,15,9,PROPOSED,14.0000,4.77,0.6628,11.0000,14.0000,1050,5000
512,15,9,RDP,10.0000,4.77,0.5176,8.0000,10.0000,1050,5000
512,20,0,PROPOSED,16.0000,5.42,0.6724,13.0000,14.0000,923,5000
512,20,0,RDP,10.0000,5.42,0.4963,10.0000,10.0000,923,5000
512,20,1,PROPOSED,19.0000,5.42,0.6702,13.0000,14.0000,923,5000
512,20,1,RDP,10.0000,5.42,0.4963,10.0000,10.0000,923,5000
512,20,2,PROPOSED,19.0000,5.43,0.6698,13.0000,14.0000,922,5000
512,20,2,RDP,10.0000,5.43,0.4953,10.0000,10.0000,922,5000
512,20,3,PROPOSED,19.0000,5.42,0.6762,13.0000,14.0000,923,5000
512,20,3,RDP,10.0000,5.42,0.4963,10.0000,10.0000,923,5000
512,20,4,PROPOSED,16.0000,5.43,0.6636,13.0000,14.0000,921,5000
512,20,4,RDP,10.0000,5.43,0.4957,10.0000,10.0000,921,5000
512,20,5,PROPOSED,19.0000,5.42,0.6754,13.0000,14.0000,923,5000
512,20,5,RDP,10.0000,5.42,0.4963,10.0000,10.0000,923,5000
512,20,6,PROPOSED,19.0000,5.43,0.6820,13.0000,14.0000,921,5000
512,20,6,RDP,10.0000,5.43,0.4957,10.0000,10.0000,921,5000
512,20,7,PROPOSED,19.0000,5.43,0.6719,12.0000,14.0000,922,5000
512,20,7,RDP,10.0000,5.43,0.4953,10.0000,10.0000,922,5000
512,20,8,PROPOSED,19.0000,5.43,0.6709,12.0000,14.0000,922,5000
512,20,8,RDP,10.0000,5.43,0.4953,10.0000,10.0000,922,5000
512,20,9,PROPOSED,15.0000,5.44,0.6608,13.0000,14.0000,920,5000
512,20,9,RDP,10.0000,5.44,0.4946,10.0000,10.0000,920,5000
1024,2,0,PROPOSED,3.0000,1.20,0.3518,2.0000,2.0000,4177,5000
1024,2,0,RDP,2.0000,1.20,0.3323,2.0000,2.0000,4177,5000
1024,2,1,PROPOSED,3.0000,1.20,0.3518,2.0000,2.0000,4178,5000
1024,2,1,RDP,2.0000,1.20,0.3322,2.0000,2.0000,4178,5000
1024,2,2,PROPOSED,3.0000,1.20,0.3531,2.0000,3.0000,4174,5000
1024,2,2,RDP,2.0000,1.20,0.3326,2.0000,2.0000,4174,5000
1024,2,3,PROPOSED,3.0000,1.20,0.3523,2.0000,2.0000,4177,5000
1024,2,3,RDP,2.0000,1.20,0.3323,2.0000,2.0000,4177,5000
1024,2,4,PROPOSED,3.0000,1.20,0.3541,2.0000,3.0000,4162,5000
1024,2,4,RDP,2.0000,1.20,0.3338,2.0000,2.0000,4162,5000
1024,2,5,PROPOSED,3.0000,1.21,0.3570,2.0000,3.0000,4140,5000
1024,2,5,RDP,2.0000,1.21,0.3359,2.0000,2.0000,4140,5000
1024,2,6,PROPOSED,3.0000,1.20,0.3541,2.0000,3.0000,4162,5000
1024,2,6,RDP,2.0000,1.20,0.3338,2.0000,2.0000,4162,5000
1024,2,7,PROPOSED,3.0000,1.20,0.3537,2.0000,3.0000,4167,5000
1024,2,7,RDP,2.0000,1.20,0.3333,2.0000,2.0000,4167,5000
1024,2,8,PROPOSED,3.0000,1.20,0.3535,2.0000,3.0000,4169,5000
1024,2,8,RDP,2.0000,1.20,0.3331,2.0000,2.0000,4169,5000
1024,2,9,PROPOSED,3.0000,1.20,0.3537,2.0000,3.0000,4167,5000
1024,2,9,RDP,2.0000,1.20,0.3333,2.0000,2.0000,4167,5000
1024,3,0,PROPOSED,4.0000,1.51,0.4762,3.0000,4.0000,3310,5000
1024,3,0,RDP,4.0000,1.51,0.4144,2.0000,4.0000,3310,5000
1024,3,1,PROPOSED,4.0000,1.50,0.4745,3.0000,4.0000,3325,5000
1024,3,1,RDP,4.0000,1.50,0.4092,2.0000,4.0000,3325,5000
1024,3,2,PROPOSED,4.0000,1.51,0.4744,3.0000,4.0000,3319,5000
1024,3,2,RDP,4.0000,1.51,0.4115,2.0000,4.0000,3319,5000
1024,3,3,PROPOSED,4.0000,1.51,0.4756,3.0000,4.0000,3312,5000
1024,3,3,RDP,4.0000,1.51,0.4136,2.0000,4.0000,3312,5000
1024,3,4,PROPOSED,4.0000,1.51,0.4755,3.0000,4.0000,3308,5000
1024,3,4,RDP,4.0000,1.51,0.4151,2.0000,4.0000,3308,5000
1024,3,5,PROPOSED,4.0000,1.51,0.4747,3.0000,4.0000,3309,5000
1024,3,5,RDP,4.0000,1.51,0.4152,2.0000,4.0000,3309,5000
1024,3,6,PROPOSED,4.0000,1.49,0.4708,3.0000,4.0000,3354,5000
1024,3,6,RDP,4.0000,1.49,0.3972,2.0000,3.0000,3354,5000
1024,3,7,PROPOSED,4.0000,1.51,0.4765,3.0000,4.0000,3305,5000
1024,3,7,RDP,4.0000,1.51,0.4167,2.0000,4.0000,3305,5000
1024,3,8,PROPOSED,4.0000,1.52,0.4768,3.0000,4.0000,3298,5000
1024,3,8,RDP,4.0000,1.52,0.4188,2.0000,4.0000,3298,5000
1024,3,9,PROPOSED,4.0000,1.51,0.4768,3.0000,4.0000,3315,5000
1024,3,9,RDP,4.0000,1.51,0.4130,2.0000,4.0000,3315,5000
1024,5,0,PROPOSED,6.0000,1.99,0.5598,4.0000,6.0000,2509,5000
1024,5,0,RDP,4.0000,1.99,0.4251,4.0000,4.0000,2509,5000
1024,5,1,PROPOSED,6.0000,2.00,0.5648,4.0000,6.0000,2504,5000
1024,5,1,RDP,4.0000,2.00,0.4247,4.0000,4.0000,2504,5000
1024,5,2,PROPOSED,6.0000,1.98,0.5607,4.0000,6.0000,2520,5000
1024,5,2,RDP,4.0000,1.98,0.4260,4.0000,4.0000,2520,5000
1024,5,3,PROPOSED,6.0000,2.00,0.5603,4.0000,6.0000,2505,5000
1024,5,3,RDP,4.0000,2.00,0.4248,4.0000,4.0000,2505,5000
1024,5,4,PROPOSED,6.0000,1.98,0.5572,4.0000,6.0000,2520,5000
1024,5,4,RDP,4.0000,1.98,0.4260,4.0000,4.0000,2520,5000
1024,5,5,PROPOSED,6.0000,1.99,0.5614,4.0000,6.0000,2509,5000
1024,5,5,RDP,4.0000,1.99,0.4251,4.0000,4.0000,2509,5000
1024,5,6,PROPOSED,6.0000,1.99,0.5581,4.0000,6.0000,2510,5000
1024,5,6,RDP,4.0000,1.99,0.4252,4.0000,4.0000,2510,5000
1024,5,7,PROPOSED,6.0000,1.99,0.5626,4.0000,6.0000,2511,5000
1024,5,7,RDP,4.0000,1.99,0.4253,4.0000,4.0000,2511,5000
1024,5,8,PROPOSED,6.0000,1.99,0.5606,4.0000,6.0000,2518,5000
1024,5,8,RDP,4.0000,1.99,0.4258,4.0000,4.0000,2518,5000
1024,5,9,PROPOSED,6.0000,1.98,0.5543,4.0000,6.0000,2523,5000
1024,5,9,RDP,4.0000,1.98,0.4262,4.0000,4.0000,2523,5000
1024,8,0,PROPOSED,6.0000,2.50,0.5821,6.0000,6.0000,2001,5000
