bin,norm_freq,orig_mag,proposed_mag,rdp_mag,proposed_err,rdp_err,proposed_rel_err,rdp_rel_err
324,0.162,0.000148774,0.958569,0.818675,0.95842,0.818526,6442.11,5501.8
325,0.1625,0.000137327,2.11778,0.530904,2.11764,0.530767,15420.5,3864.99
326,0.163,0.000126729,0.760112,0.585915,0.759985,0.585788,5996.94,4622.38
327,0.1635,0.00011692,1.39749,0.487402,1.39738,0.487285,11951.6,4167.69
328,0.164,0.000107843,1.4937,0.669487,1.4936,0.66938,13849.7,6206.95
329,0.1645,9.94472e-05,0.652081,0.703568,0.651982,0.703469,6556.06,7073.79
330,0.165,9.1682e-05,1.47137,0.733851,1.47128,0.73376,16047.6,8003.31
331,0.1655,8.45023e-05,3.41155,0.26477,3.41147,0.264686,40371.3,3132.29
332,0.166,7.78656e-05,2.33989,0.738076,2.33981,0.737999,30049.4,9477.85
333,0.1665,7.17324e-05,1.64031,0.927609,1.64024,0.927537,22866.1,12930.5
334,0.167,6.60661e-05,1.53644,0.343094,1.53637,0.343028,23255.1,5192.2
335,0.1675,6.08323e-05,1.5379,0.724261,1.53784,0.7242,25280,11904.9
336,0.168,5.59993e-05,0.441166,0.51608,0.44111,0.516024,7877.06,9214.83
337,0.1685,5.15376e-05,1.45287,1.00267,1.45282,1.00262,28189.5,19454.1
338,0.169,4.74196e-05,3.11496,0.660995,3.11491,0.660948,65688.2,13938.3
339,0.1695,4.362e-05,3.6438,0.284633,3.64376,0.284589,83534.2,6524.29
340,0.17,4.01148e-05,1.33158,0.322512,1.33154,0.322471,33193.3,8038.71
341,0.1705,3.68823e-05,1.17077,0.467756,1.17074,0.467719,31742.5,12681.4
342,0.171,3.39019e-05,1.05558,0.240262,1.05555,0.240228,31135.4,7085.97
343,0.1715,3.11546e-05,0.715905,0.776337,0.715873,0.776305,22978.1,24917.9
344,0.172,2.86229e-05,0.877391,0.213855,0.877363,0.213827,30652.5,7470.49
345,0.1725,2.62904e-05,0.798487,0.750857,0.798461,0.75083,30370.8,28559.1
346,0.173,2.41421e-05,2.21281,0.537647,2.21279,0.537622,91657,22269.1
347,0.1735,2.21638e-05,2.53883,0.895067,2.53881,0.895044,114548,40383.2
348,0.174,2.03426e-05,1.49763,0.222928,1.49761,0.222907,73619.3,10957.7
349,0.1745,1.86665e-05,1.09934,0.777954,1.09933,0.777936,58893.1,41675.6
350,0.175,1.71242e-05,1.98414,2.21626,1.98412,2.21624,115867,129422
351,0.1755,1.57055e-05,0.974794,2.50597,0.974778,2.50595,62066.1,159559
352,0.176,1.44008e-05,4.28412,1.74963,4.2841,1.74962,297491,121495
353,0.1765,1.32012e-05,1.99753,0.0864732,1.99751,0.08646,151313,6549.41
354,0.177,1.20985e-05,1.94573,0.530839,1.94572,0.530827,160823,43875.3
355,0.1775,1.10852e-05,1.96399,0.742249,1.96398,0.742238,177170,66957.3
356,0.178,1.01543e-05,2.89764,0.929239,2.89763,0.929229,285360,91510.9
357,0.1785,9.29926e-06,2.30231,1.28478,2.3023,1.28477,247579,138158
358,0.179,8.51411e-06,0.974828,0.701819,0.97482,0.70181,114495,82429.1
359,0.1795,7.79333e-06,1.34863,0.572021,1.34863,0.572013,173049,73397.7
360,0.18,7.13182e-06,0.881514,0.411613,0.881507,0.411606,123602,57714
361,0.1805,6.52484e-06,1.21933,0.320247,1.21933,0.32024,186874,49080.1
362,0.181,5.96804e-06,0.233175,0.261222,0.233169,0.261216,39069.6,43769.1
363,0.1815,5.45742e-06,0.0898762,0.762154,0.0898707,0.762149,16467.6,139654
364,0.182,4.98925e-06,2.88105,0.415379,2.88105,0.415374,577451,83253.8
365,0.1825,4.56012e-06,1.2312,0.917131,1.23119,0.917127,269991,201119
366,0.183,4.16688e-06,1.06854,0.256522,1.06853,0.256517,256435,61561.1
367,0.1835,3.8066e-06,1.42325,0.63463,1.42325,0.634626,373890,166718
368,0.184,3.47661e-06,3.13163,0.844398,3.13162,0.844394,900769,242879
369,0.1845,3.17445e-06,0.658166,2.17792,0.658162,2.17792,207331,686077
370,0.185,2.89783e-06,2.18992,2.20072,2.18992,2.20072,755710,759435
371,0.1855,2.64467e-06,1.30022,0.545966,1.30022,0.545964,491636,206439
372,0.186,2.41303e-06,1.19549,0.615718,1.19549,0.615715,495431,255163
373,0.1865,2.20113e-06,1.1943,0.524699,1.1943,0.524696,542582,238376
374,0.187,2.00735e-06,1.13198,0.553824,1.13198,0.553822,563915,275897
375,0.1875,1.83017e-06,1.97563,0.250909,1.97563,0.250907,1.07948e+06,137095
376,0.188,1.66822e-06,0.807948,0.526095,0.807946,0.526094,484315,315361
377,0.1885,1.52023e-06,1.13729,0.500193,1.13729,0.500192,748102,329024
378,0.189,1.38502e-06,1.1129,0.492302,1.1129,0.492301,803524,355446
379,0.1895,1.26153e-06,0.638996,0.683388,0.638995,0.683386,506523,541712
380,0.19,1.14877e-06,2.70591,0.574378,2.70591,0.574377,2.35549e+06,499994
381,0.1905,1.04583e-06,3.49876,0.366396,3.49876,0.366395,3.34544e+06,350340
382,0.191,9.5187e-07,2.74486,0.0827324,2.74486,0.0827314,2.88365e+06,86914.6
383,0.1915,8.66143e-07,1.55106,0.20677,1.55106,0.206769,1.79076e+06,238724
384,0.192,7.87942e-07,1.20168,0.155019,1.20168,0.155019,1.52509e+06,196739
385,0.1925,7.16624e-07,3.24676,0.226602,3.24676,0.226601,4.53064e+06,316206
386,0.193,6.51602e-07,1.20067,0.094408,1.20066,0.0944074,1.84263e+06,144885
387,0.1935,5.92333e-07,1.25667,0.34181,1.25667,0.341809,2.12156e+06,577056
388,0.194,5.38317e-07,0.863135,0.312679,0.863135,0.312679,1.60339e+06,580845
389,0.1945,4.89116e-07,1.12451,0.332765,1.12451,0.332765,2.29906e+06,680339
390,0.195,4.44297e-07,0.534675,0.352372,0.534674,0.352371,1.20342e+06,793099
391,0.1955,4.03487e-07,1.04342,0.0938383,1.04342,0.0938379,2.58601e+06,232567
392,0.196,3.66336e-07,2.14227,0.0799974,2.14227,0.079997,5.84784e+06,218371
393,0.1965,3.32522e-07,0.980355,0.501694,0.980354,0.501693,2.94824e+06,1.50875e+06
394,0.197,3.01755e-07,0.732454,0.571355,0.732453,0.571355,2.42731e+06,1.89344e+06
395,0.1975,2.73766e-07,0.9216,0.395568,0.921599,0.395568,3.36638e+06,1.44491e+06
396,0.198,2.4831e-07,0.713716,0.368933,0.713716,0.368933,2.87429e+06,1.48577e+06
397,0.1985,2.25172e-07,2.83765,0.499798,2.83765,0.499797,1.26022e+07,2.21963e+06
398,0.199,2.04131e-07,3.09444,0.327695,3.09444,0.327694,1.51591e+07,1.60532e+06
399,0.1995,1.85017e-07,4.44294,1.74663,4.44294,1.74663,2.40136e+07,9.44035e+06
400,0.2,1.67649e-07,1.91976,6.0794,1.91975,6.0794,1.1451e+07,3.62626e+07
401,0.2005,1.51873e-07,0.644524,1.83239,0.644523,1.83239,4.24382e+06,1.20652e+07
402,0.201,1.37548e-07,3.12436,0.31368,3.12436,0.313679,2.27147e+07,2.28051e+06
403,0.2015,1.24547e-07,2.87088,0.768663,2.87088,0.768663,2.30505e+07,6.17165e+06
404,0.202,1.12743e-07,2.35437,0.478466,2.35437,0.478465,2.08827e+07,4.24388e+06
405,0.2025,1.02037e-07,0.878796,0.761465,0.878796,0.761465,8.61249e+06,7.46262e+06
406,0.203,9.23221e-08,1.58712,0.723773,1.58712,0.723773,1.71911e+07,7.83965e+06
407,0.2035,8.35068e-08,0.971616,0.555392,0.971616,0.555392,1.16352e+07,6.65085e+06
408,0.204,7.55216e-08,0.743701,0.32611,0.743701,0.326109,9.84752e+06,4.3181e+06
409,0.2045,6.82777e-08,0.962991,0.369831,0.962991,0.369831,1.4104e+07,5.41658e+06
410,0.205,6.1718e-08,2.55629,0.186689,2.55629,0.186688,4.14188e+07,3.02486e+06
411,0.2055,5.57722e-08,1.41812,0.210217,1.41812,0.210217,2.5427e+07,3.76921e+06
412,0.206,5.03904e-08,1.63656,0.807596,1.63656,0.807596,3.24777e+07,1.60268e+07
413,0.2065,4.55131e-08,0.594597,1.17752,0.594597,1.17752,1.30643e+07,2.58721e+07
414,0.207,4.10981e-08,1.08076,0.475679,1.08076,0.475679,2.62972e+07,1.15742e+07
415,0.2075,3.71001e-08,0.342241,0.785711,0.342241,0.785711,9.22479e+06,2.11781e+07
416,0.208,3.34872e-08,1.82729,0.728341,1.82729,0.728341,5.45668e+07,2.17498e+07
417,0.2085,3.02138e-08,0.551888,1.07961,0.551888,1.07961,1.82661e+07,3.57323e+07
418,0.209,2.72597e-08,1.52296,0.595159,1.52296,0.595159,5.58686e+07,2.18329e+07
419,0.2095,2.45839e-08,2.35989,0.0768478,2.35989,0.0768478,9.59934e+07,3.12594e+06
420,0.21,2.21657e-08,1.73653,0.284669,1.73653,0.284669,7.83433e+07,1.28428e+07
421,0.2105,1.99837e-08,1.25268,0.392988,1.25268,0.392988,6.26851e+07,1.96655e+07
422,0.211,1.80002e-08,1.31039,0.434964,1.31039,0.434964,7.27985e+07,2.41644e+07
423,0.2115,1.62263e-08,0.928339,0.673489,0.928339,0.673489,5.72121e+07,4.1506e+07
424,0.212,1.46164e-08,0.486833,0.631446,0.486833,0.631446,3.33073e+07,4.32012e+07
425,0.2125,1.31632e-08,0.596282,0.815825,0.596282,0.815825,4.52991e+07,6.19777e+07
426,0.213,1.18482e-08,1.30203,0.740821,1.30203,0.740821,1.09892e+08,6.25258e+07
427,0.2135,1.06639e-08,2.33912,0.779133,2.33912,0.779133,2.1935e+08,7.3063e+07
428,0.214,9.59991e-09,2.20607,0.30779,2.20607,0.30779,2.29801e+08,3.20618e+07
429,0.2145,8.63509e-09,3.90683,0.59377,3.90683,0.59377,4.52436e+08,6.87624e+07
430,0.215,7.76825e-09,2.98382,2.04161,2.98382,2.04161,3.84105e+08,2.62814e+08
431,0.2155,6.98231e-09,4.4282,2.2198,4.4282,2.2198,6.34203e+08,3.17918e+08
432,0.216,6.28049e-09,3.3539,1.49191,3.3539,1.49191,5.34019e+08,2.37548e+08
433,0.2165,5.64915e-09,2.70099,0.0895413,2.70099,0.0895412,4.78122e+08,1.58504e+07
434,0.217,5.0727e-09,0.671521,0.582686,0.671521,0.582686,1.3238e+08,1.14867e+08
435,0.2175,4.55502e-09,2.79574,0.449931,2.79574,0.449931,6.13772e+08,9.87769e+07
436,0.218,4.08988e-09,2.85306,0.717382,2.85306,0.717382,6.97591e+08,1.75404e+08
437,0.2185,3.67325e-09,1.88204,0.723414,1.88204,0.723414,5.12363e+08,1.96941e+08
438,0.219,3.29869e-09,2.37008,0.572249,2.37008,0.572249,7.18492e+08,1.73478e+08
439,0.2195,2.96048e-09,3.11108,0.50414,3.11108,0.50414,1.05087e+09,1.7029e+08
440,0.22,2.65648e-09,1.31372,0.554211,1.31372,0.554211,4.94534e+08,2.08626e+08
441,0.2205,2.38334e-09,1.03492,0.356879,1.03492,0.356879,4.34231e+08,1.49739e+08
442,0.221,2.13476e-09,3.53272,0.0596675,3.53272,0.0596675,1.65486e+09,2.79505e+07
443,0.2215,1.91741e-09,1.17932,0.343762,1.17932,0.343762,6.15062e+08,1.79285e+08
444,0.222,1.71979e-09,2.80168,0.302672,2.80168,0.302672,1.62908e+09,1.75993e+08
445,0.2225,1.54534e-09,1.69574,0.475317,1.69574,0.475317,1.09732e+09,3.0758e+08
446,0.223,1.37784e-09,2.72443,0.302643,2.72443,0.302643,1.97733e+09,2.19651e+08
447,0.2235,1.2332e-09,3.26425,0.271361,3.26425,0.271361,2.64697e+09,2.20046e+08
448,0.224,1.10661e-09,2.63803,0.0415997,2.63803,0.0415997,2.38387e+09,3.75919e+07
449,0.2245,9.87953e-10,1.90117,0.459541,1.90117,0.459541,1.92435e+09,4.65144e+08
450,0.225,8.83752e-10,0.614596,0.364031,0.614596,0.364031,6.95439e+08,4.11916e+08
451,0.2255,7.97837e-10,1.98756,0.0226552,1.98756,0.0226552,2.49118e+09,2.83958e+07
452,0.226,7.08706e-10,0.129652,0.150965,0.129652,0.150965,1.82943e+08,2.13015e+08
453,0.2265,6.34935e-10,2.83431,0.271774,2.83431,0.271774,4.46394e+09,4.28035e+08
454,0.227,5.6589e-10,2.02983,0.326862,2.02983,0.326862,3.58697e+09,5.77607e+08
455,0.2275,5.06411e-10,2.69016,0.285884,2.69016,0.285884,5.31221e+09,5.64529e+08
456,0.228,4.53943e-10,1.28476,0.343768,1.28476,0.343768,2.83021e+09,7.57293e+08
457,0.2285,4.03628e-10,1.61259,0.307502,1.61259,0.307502,3.99523e+09,7.61846e+08
458,0.229,3.60139e-10,1.37399,0.289131,1.37399,0.289131,3.81517e+09,8.02831e+08
459,0.2295,3.22655e-10,0.970293,0.0993603,0.970293,0.0993603,3.00722e+09,3.07946e+08
460,0.23,2.87222e-10,2.14359,0.136704,2.14359,0.136704,7.46317e+09,4.75951e+08
461,0.2305,2.58606e-10,2.86915,0.205522,2.86915,0.205522,1.10947e+10,7.94733e+08
462,0.231,2.29699e-10,2.52354,0.133524,2.52354,0.133524,1.09863e+10,5.81303e+08
463,0.2315,2.12033e-10,1.51264,0.182414,1.51264,0.182414,7.134e+09,8.6031e+08
464,0.232,1.82036e-10,1.22278,0.320634,1.22278,0.320634,6.71723e+09,1.76138e+09
465,0.2325,1.62564e-10,1.48543,0.265904,1.48543,0.265904,9.13748e+09,1.63569e+09
466,0.233,1.24244e-10,0.934683,0.525195,0.934683,0.525195,7.52295e+09,4.22711e+09
467,0.2335,1.26577e-10,2.37586,0.335558,2.37586,0.335558,1.87701e+10,2.65101e+09
468,0.234,1.1387e-10,0.975288,0.635903,0.975288,0.635903,8.56494e+09,5.58447e+09
469,0.2345,1.0253e-10,0.313168,0.5318,0.313168,0.5318,3.05441e+09,5.18678e+09
470,0.235,9.16629e-11,1.52761,0.519278,1.52761,0.519278,0,0
471,0.2355,8.33158e-11,2.22417,0.65045,2.22417,0.65045,0,0
472,0.236,7.28745e-11,1.19135,0.52974,1.19135,0.52974,0,0
473,0.2365,6.48135e-11,1.44173,0.200917,1.44173,0.200917,0,0
474,0.237,5.33398e-11,3.28555,0.537946,3.28555,0.537946,0,0
475,0.2375,4.95765e-11,3.13695,0.828306,3.13695,0.828306,0,0
476,0.238,4.35786e-11,2.6404,0.174856,2.6404,0.174856,0,0
477,0.2385,3.74051e-11,3.70034,0.878363,3.70034,0.878363,0,0
478,0.239,3.59561e-11,3.21573,0.511852,3.21573,0.511852,0,0
479,0.2395,3.20389e-11,8.98339,2.99627,8.98339,2.99627,0,0
480,0.24,2.88498e-11,28.3804,8.71057,28.3804,8.71057,0,0
481,0.2405,2.50862e-11,4.43842,3.20777,4.43842,3.20777,0,0
482,0.241,2.05315e-11,7.50212,0.601295,7.50212,0.601295,0,0
483,0.2415,2.03064e-11,1.92759,1.08938,1.92759,1.08938,0,0
484,0.242,1.50329e-11,4.51081,0.193371,4.51081,0.193371,0,0
485,0.2425,1.41403e-11,4.8695,1.1574,4.8695,1.1574,0,0
486,0.243,1.24796e-11,0.937946,0.444553,0.937946,0.444553,0,0
487,0.2435,1.07398e-11,1.58997,0.311742,1.58997,0.311742,0,0
488,0.244,1.02047e-11,1.17107,0.533102,1.17107,0.533102,0,0
489,0.2445,5.53293e-12,1.25607,0.82236,1.25607,0.82236,0,0
490,0.245,7.15306e-12,1.06782,0.690275,1.06782,0.690275,0,0
491,0.2455,8.3859e-12,0.501086,0.829792,0.501086,0.829792,0,0
492,0.246,4.98443e-12,0.194938,0.718175,0.194938,0.718175,0,0
493,0.2465,8.52943e-12,1.77764,0.367061,1.77764,0.367061,0,0
494,0.247,6.34311e-12,1.54459,0.834362,1.54459,0.834362,0,0
495,0.2475,5.77197e-12,0.948146,0.233714,0.948146,0.233714,0,0
496,0.248,3.67461e-12,0.712859,0.608912,0.712859,0.608912,0,0
497,0.2485,3.5797e-12,0.745889,0.245987,0.745889,0.245987,0,0
498,0.249,9.52217e-12,1.28665,0.315831,1.28665,0.315831,0,0
499,0.2495,2.34058e-12,1.67744,0.533877,1.67744,0.533877,0,0
500,0.25,3.21044e-12,1.05262,0.589977,1.05262,0.589977,0,0
501,0.2505,8.10919e-12,0.536854,0.426925,0.536854,0.426925,0,0
502,0.251,2.42091e-12,1.29956,0.686221,1.29956,0.686221,0,0
503,0.2515,3.10317e-12,0.673193,0.551292,0.673193,0.551292,0,0
504,0.252,3.92434e-12,1.02787,0.860372,1.02787,0.860372,0,0
505,0.2525,4.1058e-12,1.3984,0.0881051,1.3984,0.0881051,0,0
506,0.253,1.45656e-12,2.18054,0.323049,2.18054,0.323049,0,0
507,0.2535,3.48112e-12,1.52709,0.289989,1.52709,0.289989,0,0
508,0.254,2.55915e-12,1.43106,0.452366,1.43106,0.452366,0,0
509,0.2545,3.3702e-12,0.166444,0.279389,0.166444,0.279389,0,0
510,0.255,1.4781e-12,2.23576,0.943868,2.23576,0.943868,0,0
511,0.2555,1.28487e-12,0.727681,0.89761,0.727681,0.89761,0,0
512,0.256,2.29872e-12,3.00609,0.243875,3.00609,0.243875,0,0
513,0.2565,9.40118e-13,1.55872,0.22166,1.55872,0.22166,0,0
514,0.257,1.67914e-12,1.90781,0.2055,1.90781,0.2055,0,0
515,0.2575,1.11234e-12,3.0763,0.234132,3.0763,0.234132,0,0
516,0.258,2.86788e-13,0.963462,0.0541934,0.963462,0.0541934,0,0
517,0.2585,1.65186e-12,1.78254,0.356074,1.78254,0.356074,0,0
518,0.259,1.26089e-12,2.14789,0.279855,2.14789,0.279855,0,0
519,0.2595,2.09225e-12,1.48918,0.097954,1.48918,0.097954,0,0
520,0.26,1.4887e-12,3.39382,0.398527,3.39382,0.398527,0,0
521,0.2605,1.69674e-12,1.99578,0.378861,1.99578,0.378861,0,0
522,0.261,2.50315e-12,0.044948,0.188714,0.044948,0.188714,0,0
523,0.2615,6.08518e-13,1.37414,0.26473,1.37414,0.26473,0,0
524,0.262,2.18593e-13,1.68178,0.414553,1.68178,0.414553,0,0
525,0.2625,1.9365e-12,1.05453,0.280417,1.05453,0.280417,0,0
526,0.263,3.07971e-12,0.403261,0.395689,0.403261,0.395689,0,0
527,0.2635,3.63417e-12,3.31201,0.134323,3.31201,0.134323,0,0
528,0.264,4.71544e-12,1.70397,1.0622,1.70397,1.0622,0,0
529,0.2645,1.42127e-12,3.79531,1.47447,3.79531,1.47447,0,0
530,0.265,2.20734e-12,3.13245,1.39038,3.13245,1.39038,0,0
531,0.2655,2.24628e-12,2.23156,0.473982,2.23156,0.473982,0,0
532,0.266,8.03294e-13,0.529244,0.168765,0.529244,0.168765,0,0
533,0.2665,3.65621e-12,2.04198,0.507967,2.04198,0.507967,0,0
534,0.267,4.41193e-12,0.609571,0.595832,0.609571,0.595832,0,0
535,0.2675,4.97228e-12,1.29923,0.684441,1.29923,0.684441,0,0
536,0.268,1.35198e-12,1.48513,0.482668,1.48513,0.482668,0,0
537,0.2685,1.78551e-12,1.03908,0.651382,1.03908,0.651382,0,0
538,0.269,1.71973e-12,0.827599,0.20756,0.827599,0.20756,0,0
539,0.2695,3.13361e-12,0.113802,0.388203,0.113802,0.388203,0,0
540,0.27,9.38254e-13,0.909293,0.188463,0.909293,0.188463,0,0
541,0.2705,1.84307e-12,1.01577,0.145152,1.01577,0.145152,0,0
542,0.271,1.19875e-12,0.954258,0.609889,0.954258,0.609889,0,0
543,0.2715,3.89756e-12,0.764538,0.956023,0.764538,0.956023,0,0
544,0.272,8.34455e-13,0.577122,0.717104,0.577122,0.717104,0,0
545,0.2725,1.80233e-12,1.90725,0.803953,1.90725,0.803953,0,0
546,0.273,1.20102e-12,0.258948,0.393989,0.258948,0.393989,0,0
547,0.2735,9.32517e-14,2.60766,1.18336,2.60766,1.18336,0,0
548,0.274,1.50005e-12,1.94291,1.05283,1.94291,1.05283,0,0
549,0.2745,4.85441e-12,0.943534,0.244673,0.943534,0.244673,0,0
550,0.275,8.21395e-13,0.740948,0.237344,0.740948,0.237344,0,0
551,0.2755,1.46079e-12,2.14298,0.195684,2.14298,0.195684,0,0
552,0.276,4.99395e-13,0.574399,0.518495,0.574399,0.518495,0,0
553,0.2765,2.35489e-12,1.47719,0.649722,1.47719,0.649722,0,0
554,0.277,2.22206e-12,1.86371,1.15043,1.86371,1.15043,0,0
555,0.2775,1.4849e-12,0.852831,0.741077,0.852831,0.741077,0,0
556,0.278,2.00779e-12,3.99937,0.732843,3.99937,0.732843,0,0
557,0.2785,3.86935e-12,4.37296,0.834699,4.37296,0.834699,0,0
558,0.279,5.3809e-12,3.55475,0.524614,3.55475,0.524614,0,0
559,0.2795,5.00795e-12,0.288273,2.43806,0.288273,2.43806,0,0
560,0.28,2.22526e-12,7.43084,14.3311,7.43084,14.3311,0,0
561,0.2805,1.71633e-12,8.04343,2.69705,8.04343,2.69705,0,0
562,0.281,1.45873e-12,3.36806,0.701309,3.36806,0.701309,0,0
563,0.2815,8.21324e-13,1.91648,0.953751,1.91648,0.953751,0,0
564,0.282,4.07466e-12,0.487893,0.708293,0.487893,0.708293,0,0
565,0.2825,8.31921e-12,0.856683,0.797087,0.856683,0.797087,0,0
566,0.283,2.95591e-12,0.648055,1.03785,0.648055,1.03785,0,0
567,0.2835,2.87982e-12,0.378548,0.772922,0.378548,0.772922,0,0
568,0.284,1.00216e-12,1.50332,0.274205,1.50332,0.274205,0,0
569,0.2845,1.07282e-12,1.2705,0.330502,1.2705,0.330502,0,0
570,0.285,2.17658e-12,0.586509,0.555612,0.586509,0.555612,0,0
571,0.2855,2.25897e-12,0.685057,0.320704,0.685057,0.320704,0,0
572,0.286,1.55852e-12,1.6674,0.656611,1.6674,0.656611,0,0
573,0.2865,1.5088e-12,0.462859,0.709575,0.462859,0.709575,0,0
574,0.287,1.73438e-12,1.04711,0.478704,1.04711,0.478704,0,0
575,0.2875,1.3122e-12,1.57107,0.407236,1.57107,0.407236,0,0
576,0.288,1.117e-12,1.99959,0.623995,1.99959,0.623995,0,0
577,0.2885,4.9514e-13,1.68734,0.512456,1.68734,0.512456,0,0
578,0.289,1.61058e-12,2.5007,0.535198,2.5007,0.535198,0,0
579,0.2895,1.86754e-12,1.01139,0.400723,1.01139,0.400723,0,0
580,0.29,1.1127e-12,2.07933,0.660086,2.07933,0.660086,0,0
581,0.2905,4.11608e-12,0.334125,0.674852,0.334125,0.674852,0,0
582,0.291,1.21373e-11,1.40894,0.399716,1.40894,0.399716,0,0
583,0.2915,1.43882e-12,1.93514,0.422677,1.93514,0.422677,0,0
584,0.292,1.83337e-12,2.26948,0.566227,2.26948,0.566227,0,0
585,0.2925,1.98728e-12,1.09423,0.418908,1.09423,0.418908,0,0
586,0.293,1.23439e-12,2.02858,0.657087,2.02858,0.657087,0,0
587,0.2935,1.41314e-12,0.766824,0.669658,0.766824,0.669658,0,0
588,0.294,1.32117e-11,1.49827,0.524509,1.49827,0.524509,0,0
589,0.2945,2.09455e-12,1.5058,0.541136,1.5058,0.541136,0,0
590,0.295,2.03505e-12,2.56114,1.50338,2.56114,1.50338,0,0
591,0.2955,1.23621e-12,1.36508,1.19006,1.36508,1.19006,0,0
592,0.296,2.82984e-12,3.04496,0.42966,3.04496,0.42966,0,0
593,0.2965,5.76674e-12,1.08413,0.487342,1.08413,0.487342,0,0
594,0.297,2.68535e-12,0.389294,0.345123,0.389294,0.345123,0,0
595,0.2975,5.3498e-13,2.02943,0.889364,2.02943,0.889364,0,0
596,0.298,5.2984e-13,1.04121,0.276125,1.04121,0.276125,0,0
597,0.2985,2.06262e-12,2.01331,0.9539,2.01331,0.9539,0,0
598,0.299,1.57709e-12,3.40209,0.0777026,3.40209,0.0777026,0,0
599,0.2995,9.79786e-13,0.780343,0.265258,0.780343,0.265258,0,0
600,0.3,6.03206e-13,1.01175,0.417318,1.01175,0.417318,0,0
601,0.3005,1.09296e-12,4.18493,0.537408,4.18493,0.537408,0,0
602,0.301,3.60413e-12,2.66706,0.528731,2.66706,0.528731,0,0
603,0.3015,5.98635e-12,2.80901,0.936677,2.80901,0.936677,0,0
604,0.302,4.08558e-12,2.4942,0.674173,2.4942,0.674173,0,0
605,0.3025,4.30475e-12,3.25357,0.869231,3.25357,0.869231,0,0
606,0.303,3.04803e-12,1.62095,0.33598,1.62095,0.33598,0,0
607,0.3035,4.61959e-12,0.487288,0.553231,0.487288,0.553231,0,0
608,0.304,3.0686e-12,5.06943,1.45764,5.06943,1.45764,0,0
609,0.3045,6.47908e-12,2.1955,2.56018,2.1955,2.56018,0,0
610,0.305,6.25736e-12,3.5573,2.58631,3.5573,2.58631,0,0
611,0.3055,2.22896e-12,2.974,0.828219,2.974,0.828219,0,0
612,0.306,2.15535e-12,1.54428,0.609636,1.54428,0.609636,0,0
613,0.3065,1.33988e-12,1.79061,0.549583,1.79061,0.549583,0,0
614,0.307,8.14294e-13,1.49106,0.461796,1.49106,0.461796,0,0
615,0.3075,1.07831e-12,2.0284,0.458545,2.0284,0.458545,0,0
616,0.308,3.20053e-12,0.536119,0.880342,0.536119,0.880342,0,0
617,0.3085,1.41108e-12,0.577561,0.986596,0.577561,0.986596,0,0
618,0.309,3.87649e-12,1.3593,0.721834,1.3593,0.721834,0,0
619,0.3095,2.05256e-12,1.25836,1.01328,1.25836,1.01328,0,0
620,0.31,8.44072e-13,0.506862,0.878732,0.506862,0.878732,0,0
621,0.3105,5.31539e-12,3.29631,0.790828,3.29631,0.790828,0,0
622,0.311,1.08249e-11,1.43694,0.0441356,1.43694,0.0441356,0,0
623,0.3115,2.62883e-11,2.12852,0.336761,2.12852,0.336761,0,0
624,0.312,4.87393e-12,0.556843,0.340452,0.556843,0.340452,0,0
625,0.3125,1.1588e-11,2.23206,0.647,2.23206,0.647,0,0
626,0.313,9.73297e-12,1.0467,0.559894,1.0467,0.559894,0,0
627,0.3135,1.1449e-12,2.40711,0.497662,2.40711,0.497662,0,0
628,0.314,2.29312e-12,0.899799,0.879505,0.899799,0.879505,0,0
629,0.3145,4.81964e-12,3.34969,1.13089,3.34969,1.13089,0,0
630,0.315,7.30237e-13,2.67652,0.749524,2.67652,0.749524,0,0
631,0.3155,2.00903e-12,1.24698,0.660286,1.24698,0.660286,0,0
632,0.316,1.99897e-12,0.625912,0.436646,0.625912,0.436646,0,0
633,0.3165,7.87259e-13,1.51232,0.65994,1.51232,0.65994,0,0
634,0.317,1.05953e-12,1.7749,0.59125,1.7749,0.59125,0,0
635,0.3175,2.31245e-12,1.37913,0.991249,1.37913,0.991249,0,0
636,0.318,1.49525e-12,1.66533,0.571688,1.66533,0.571688,0,0
637,0.3185,2.26042e-12,2.1705,0.618173,2.1705,0.618173,0,0
638,0.319,4.36352e-12,2.58757,0.481448,2.58757,0.481448,0,0
639,0.3195,1.87522e-12,2.75827,1.11323,2.75827,1.11323,0,0
640,0.32,1.88252e-12,7.35631,26.1031,7.35631,26.1031,0,0
641,0.3205,3.41137e-12,3.49214,1.2711,3.49214,1.2711,0,0
642,0.321,1.24587e-12,4.34631,0.668945,4.34631,0.668945,0,0
643,0.3215,1.73406e-12,3.70383,1.01132,3.70383,1.01132,0,0
644,0.322,2.14074e-12,1.65559,0.748272,1.65559,0.748272,0,0
645,0.3225,4.96239e-12,1.48738,0.703302,1.48738,0.703302,0,0
646,0.323,6.42276e-13,0.638625,0.422174,0.638625,0.422174,0,0
647,0.3235,1.48713e-12,0.927388,0.980922,0.927388,0.980922,0,0
648,0.324,2.24765e-12,1.09464,0.746556,1.09464,0.746556,0,0
649,0.3245,8.67351e-13,2.02022,1.01,2.02022,1.01,0,0
650,0.325,8.9095e-13,2.03091,0.639961,2.03091,0.639961,0,0
651,0.3255,1.05748e-12,2.13113,0.566373,2.13113,0.566373,0,0
652,0.326,2.46112e-12,0.621567,0.520432,0.621567,0.520432,0,0
