method,sample_idx,value
RDP,273,-0.844328
RDP,277,0.844328
RDP,279,0.904827
RDP,283,-0.770513
RDP,284,-0.982287
RDP,286,-0.684547
RDP,289,0.684547
RDP,291,0.982287
RDP,292,0.770513
RDP,296,-0.904827
RDP,298,-0.844328
RDP,302,0.844328
RDP,304,0.904827
RDP,308,-0.770513
RDP,309,-0.982287
RDP,311,-0.684547
RDP,314,0.684547
RDP,316,0.982287
RDP,317,0.770513
RDP,321,-0.904827
RDP,323,-0.844328
RDP,327,0.844328
RDP,329,0.904827
RDP,333,-0.770513
RDP,334,-0.982287
RDP,336,-0.684547
RDP,339,0.684547
RDP,341,0.982287
RDP,342,0.770513
RDP,346,-0.904827
RDP,348,-0.844328
RDP,352,0.844328
RDP,354,0.904827
RDP,358,-0.770513
RDP,359,-0.982287
RDP,361,-0.684547
RDP,364,0.684547
RDP,366,0.982287
RDP,367,0.770513
RDP,371,-0.904827
RDP,373,-0.844328
RDP,377,0.844328
RDP,379,0.904827
RDP,383,-0.770513
RDP,384,-0.982287
RDP,386,-0.684547
RDP,389,0.684547
RDP,391,0.982287
RDP,392,0.770513
RDP,396,-0.904827
RDP,398,-0.844328
RDP,402,0.844328
RDP,404,0.904827
RDP,408,-0.770513
RDP,409,-0.982287
RDP,411,-0.684547
RDP,414,0.684547
RDP,416,0.982287
RDP,417,0.770513
RDP,421,-0.904827
RDP,423,-0.844328
RDP,427,0.844328
RDP,429,0.904827
RDP,433,-0.770513
RDP,434,-0.982287
RDP,436,-0.684547
RDP,439,0.684547
RDP,441,0.982287
RDP,442,0.770513
RDP,446,-0.904827
RDP,448,-0.844328
RDP,452,0.844328
RDP,454,0.904827
RDP,458,-0.770513
RDP,459,-0.982287
RDP,461,-0.684547
RDP,464,0.684547
RDP,466,0.982287
RDP,467,0.770513
RDP,471,-0.904827
RDP,473,-0.844328
RDP,477,0.844328
RDP,479,0.904827
RDP,483,-0.770513
RDP,484,-0.982287
RDP,486,-0.684547
RDP,489,0.684547
RDP,491,0.982287
RDP,492,0.770513
RDP,496,-0.904827
RDP,498,-0.844328
RDP,502,0.844328
RDP,504,0.904827
RDP,508,-0.770513
RDP,509,-0.982287
RDP,511,-0.684547
RDP,514,0.684547
RDP,516,0.982287
RDP,517,0.770513
RDP,521,-0.904827
RDP,523,-0.844328
RDP,527,0.844328
RDP,529,0.904827
RDP,533,-0.770513
RDP,534,-0.982287
RDP,536,-0.684547
RDP,539,0.684547
RDP,541,0.982287
RDP,542,0.770513
RDP,546,-0.904827
RDP,548,-0.844328
RDP,552,0.844328
RDP,554,0.904827
RDP,558,-0.770513
RDP,559,-0.982287
RDP,561,-0.684547
RDP,564,0.684547
RDP,566,0.982287
RDP,567,0.770513
RDP,571,-0.904827
RDP,572,-0.998027
RDP,573,-0.844328
RDP,577,0.844328
RDP,579,0.904827
RDP,583,-0.770513
RDP,584,-0.982287
RDP,586,-0.684547
RDP,589,0.684547
RDP,591,0.982287
RDP,592,0.770513
RDP,596,-0.904827
RDP,598,-0.844328
RDP,602,0.844328
RDP,604,0.904827
RDP,608,-0.770513
RDP,609,-0.982287
RDP,611,-0.684547
RDP,614,0.684547
RDP,616,0.982287
RDP,617,0.770513
RDP,621,-0.904827
RDP,623,-0.844328
RDP,627,0.844328
RDP,629,0.904827
RDP,633,-0.770513
RDP,634,-0.982287
RDP,636,-0.684547
RDP,639,0.684547
RDP,641,0.982287
RDP,642,0.770513
RDP,646,-0.904827
RDP,648,-0.844328
RDP,652,0.844328
RDP,654,0.904827
RDP,658,-0.770513
RDP,659,-0.982287
RDP,661,-0.684547
RDP,664,0.684547
RDP,666,0.982287
RDP,667,0.770513
RDP,671,-0.904827
RDP,673,-0.844328
RDP,677,0.844328
RDP,679,0.904827
RDP,683,-0.770513
RDP,684,-0.982287
RDP,686,-0.684547
RDP,689,0.684547
RDP,691,0.982287
RDP,692,0.770513
RDP,696,-0.904827
RDP,698,-0.844328
RDP,702,0.844328
RDP,704,0.904827
RDP,708,-0.770513
RDP,709,-0.982287
RDP,711,-0.684547
RDP,714,0.684547
RDP,716,0.982287
RDP,717,0.770513
RDP,721,-0.904827
RDP,723,-0.844328
RDP,727,0.844328
RDP,728,0.998027
RDP,729,0.904827
RDP,733,-0.770513
RDP,734,-0.982287
RDP,736,-0.684547
RDP,739,0.684547
RDP,741,0.982287
RDP,742,0.770513
RDP,746,-0.904827
RDP,748,-0.844328
RDP,752,0.844328
RDP,754,0.904827
RDP,758,-0.770513
RDP,759,-0.982287
RDP,761,-0.684547
RDP,764,0.684547
RDP,766,0.982287
RDP,767,0.770513
RDP,771,-0.904827
RDP,773,-0.844328
RDP,777,0.844328
RDP,779,0.904827
RDP,783,-0.770513
RDP,784,-0.982287
RDP,786,-0.684547
RDP,789,0.684547
RDP,791,0.982287
RDP,792,0.770513
RDP,796,-0.904827
RDP,797,-0.998027
RDP,798,-0.844328
RDP,802,0.844328
RDP,804,0.904827
RDP,808,-0.770513
RDP,809,-0.982287
RDP,811,-0.684547
RDP,814,0.684547
RDP,816,0.982287
RDP,817,0.770513
RDP,821,-0.904827
RDP,823,-0.844328
RDP,827,0.844328
RDP,828,0.998027
RDP,829,0.904827
RDP,833,-0.770513
RDP,834,-0.982287
RDP,836,-0.684547
RDP,839,0.684547
RDP,841,0.982287
RDP,842,0.770513
RDP,846,-0.904827
RDP,848,-0.844328
RDP,852,0.844328
RDP,854,0.904827
RDP,858,-0.770513
RDP,859,-0.982287
RDP,861,-0.684547
RDP,864,0.684547
RDP,866,0.982287
RDP,867,0.770513
RDP,871,-0.904827
RDP,873,-0.844328
RDP,877,0.844328
RDP,879,0.904827
RDP,883,-0.770513
RDP,884,-0.982287
RDP,886,-0.684547
RDP,889,0.684547
RDP,891,0.982287
RDP,892,0.770513
RDP,896,-0.904827
RDP,898,-0.844328
RDP,902,0.844328
RDP,904,0.904827
RDP,908,-0.770513
RDP,909,-0.982287
RDP,911,-0.684547
RDP,914,0.684547
RDP,916,0.982287
RDP,917,0.770513
RDP,921,-0.904827
RDP,923,-0.844328
RDP,927,0.844328
RDP,929,0.904827
RDP,933,-0.770513
RDP,934,-0.982287
RDP,936,-0.684547
RDP,939,0.684547
RDP,941,0.982287
RDP,942,0.770513
RDP,946,-0.904827
RDP,948,-0.844328
RDP,952,0.844328
RDP,954,0.904827
RDP,958,-0.770513
RDP,959,-0.982287
RDP,961,-0.684547
RDP,964,0.684547
RDP,966,0.982287
RDP,967,0.770513
RDP,971,-0.904827
RDP,972,-0.998026
RDP,973,-0.844326
RDP,977,0.844455
RDP,979,0.905566
RDP,983,-0.75507
RDP,984,-0.952407
RDP,985,-0.895512
RDP,986,-0.585342
RDP,990,1.62773
RDP,991,1.97178
RDP,995,2.44487
RDP,997,3.17832
RDP,1000,5
RDP,1001,5.38275
RDP,1002,5.45991
RDP,1003,5.17438
RDP,1004,4.53557
RDP,1008,0.619673
RDP,1009,0.00720624
RDP,1010,-0.27438
RDP,1011,-0.239939
RDP,1015,1.0066
RDP,1017,0.785957
RDP,1021,-0.904088
RDP,1022,-0.997714
RDP,1023,-0.844201
RDP,1027,0.84433
RDP,1029,0.904827
RDP,1033,-0.770513
RDP,1034,-0.982287
RDP,1036,-0.684547
RDP,1039,0.684547
RDP,1041,0.982287
RDP,1042,0.770513
RDP,1046,-0.904827
RDP,1047,-0.998027
RDP,1048,-0.844328
RDP,1052,0.844328
RDP,1054,0.904827
RDP,1058,-0.770513
RDP,1059,-0.982287
RDP,1061,-0.684547
RDP,1064,0.684547
RDP,1066,0.982287
RDP,1067,0.770513
RDP,1071,-0.904827
RDP,1072,-0.998027
RDP,1073,-0.844328
RDP,1077,0.844328
RDP,1078,0.998027
RDP,1079,0.904827
RDP,1083,-0.770513
RDP,1084,-0.982287
RDP,1086,-0.684547
RDP,1089,0.684547
RDP,1091,0.982287
RDP,1092,0.770513
RDP,1096,-0.904827
RDP,1098,-0.844328
RDP,1102,0.844328
RDP,1103,0.998027
RDP,1104,0.904827
RDP,1108,-0.770513
RDP,1109,-0.982287
RDP,1111,-0.684547
RDP,1114,0.684547
RDP,1116,0.982287
RDP,1117,0.770513
RDP,1121,-0.904827
RDP,1122,-0.998027
RDP,1123,-0.844328
RDP,1127,0.844328
RDP,1129,0.904827
RDP,1133,-0.770513
RDP,1134,-0.982287
RDP,1136,-0.684547
RDP,1139,0.684547
RDP,1141,0.982287
RDP,1142,0.770513
RDP,1146,-0.904827
RDP,1148,-0.844328
RDP,1152,0.844328
RDP,1153,0.998027
RDP,1154,0.904827
RDP,1158,-0.770513
RDP,1159,-0.982287
RDP,1161,-0.684547
RDP,1164,0.684547
RDP,1166,0.982287
RDP,1167,0.770513
RDP,1171,-0.904827
RDP,1172,-0.998027
RDP,1173,-0.844328
RDP,1177,0.844328
RDP,1179,0.904827
RDP,1183,-0.770513
RDP,1184,-0.982287
RDP,1186,-0.684547
RDP,1189,0.684547
RDP,1191,0.982287
RDP,1192,0.770513
RDP,1196,-0.904827
RDP,1197,-0.998027
RDP,1198,-0.844328
RDP,1202,0.844328
RDP,1203,0.998027
RDP,1204,0.904827
RDP,1208,-0.770513
RDP,1209,-0.982287
RDP,1211,-0.684547
RDP,1214,0.684547
RDP,1216,0.982287
RDP,1217,0.770513
RDP,1221,-0.904827
RDP,1223,-0.844328
RDP,1227,0.844328
RDP,1228,0.998027
RDP,1229,0.904827
RDP,1233,-0.770513
RDP,1234,-0.982287
RDP,1236,-0.684547
RDP,1239,0.684547
RDP,1241,0.982287
RDP,1242,0.770513
RDP,1246,-0.904827
RDP,1247,-0.998027
RDP,1248,-0.844328
RDP,1252,0.844328
RDP,1254,0.904827
RDP,1258,-0.770513
RDP,1259,-0.982287
RDP,1261,-0.684547
RDP,1264,0.684547
RDP,1266,0.982287
RDP,1267,0.770513
RDP,1271,-0.904827
RDP,1273,-0.844328
RDP,1277,0.844328
RDP,1278,0.998027
RDP,1279,0.904827
RDP,1283,-0.770513
RDP,1284,-0.982287
RDP,1286,-0.684547
RDP,1289,0.684547
RDP,1291,0.982287
RDP,1292,0.770513
RDP,1296,-0.904827
RDP,1298,-0.844328
RDP,1302,0.844328
RDP,1304,0.904827
RDP,1308,-0.770513
RDP,1309,-0.982287
RDP,1311,-0.684547
RDP,1314,0.684547
RDP,1316,0.982287
RDP,1317,0.770513
RDP,1321,-0.904827
RDP,1322,-0.998027
RDP,1323,-0.844328
RDP,1327,0.844328
RDP,1329,0.904827
RDP,1333,-0.770513
RDP,1334,-0.982287
RDP,1336,-0.684547
RDP,1339,0.684547
RDP,1341,0.982287
RDP,1342,0.770513
RDP,1346,-0.904827
RDP,1348,-0.844328
RDP,1352,0.844328
RDP,1353,0.998027
RDP,1354,0.904827
RDP,1358,-0.770513
RDP,1359,-0.982287
RDP,1361,-0.684547
RDP,1364,0.684547
RDP,1366,0.982287
RDP,1367,0.770513
RDP,1371,-0.904827
RDP,1372,-0.998027
RDP,1373,-0.844328
RDP,1377,0.844328
RDP,1379,0.904827
RDP,1383,-0.770513
RDP,1384,-0.982287
RDP,1386,-0.684547
RDP,1389,0.684547
RDP,1391,0.982287
RDP,1392,0.770513
RDP,1396,-0.904827
RDP,1397,-0.998027
RDP,1398,-0.844328
RDP,1402,0.844328
RDP,1403,0.998027
RDP,1404,0.904827
RDP,1408,-0.770513
RDP,1409,-0.982287
RDP,1411,-0.684547
RDP,1414,0.684547
RDP,1416,0.982287
RDP,1417,0.770513
RDP,1421,-0.904827
RDP,1423,-0.844328
RDP,1427,0.844328
RDP,1428,0.998027
RDP,1429,0.904827
RDP,1433,-0.770513
RDP,1434,-0.982287
RDP,1436,-0.684547
RDP,1439,0.684547
RDP,1441,0.982287
RDP,1442,0.770513
RDP,1446,-0.904827
RDP,1447,-0.998027
RDP,1448,-0.844328
RDP,1452,0.844328
RDP,1454,0.904827
RDP,1458,-0.770513
RDP,1459,-0.982287
RDP,1461,-0.684547
RDP,1464,0.684547
RDP,1466,0.982287
RDP,1467,0.770513
RDP,1471,-0.904827
RDP,1473,-0.844328
RDP,1477,0.844328
RDP,1478,0.998027
RDP,1479,0.904827
RDP,1483,-0.770513
RDP,1484,-0.982287
RDP,1486,-0.684547
RDP,1489,0.684547
RDP,1491,0.982287
RDP,1492,0.770513
RDP,1496,-0.904827
RDP,1497,-0.998027
RDP,1498,-0.844328
RDP,1502,0.844328
RDP,1504,0.904827
RDP,1508,-0.770513
RDP,1509,-0.982287
RDP,1511,-0.684547
RDP,1514,0.684547
RDP,1516,0.982287
RDP,1517,0.770513
RDP,1521,-0.904827
RDP,1522,-0.998027
RDP,1523,-0.844328
RDP,1527,0.844328
RDP,1528,0.998027
RDP,1529,0.904827
RDP,1533,-0.770513
RDP,1534,-0.982287
RDP,1536,-0.684547
RDP,1539,0.684547
RDP,1541,0.982287
RDP,1542,0.770513
RDP,1546,-0.904827
RDP,1548,-0.844328
RDP,1552,0.844328
RDP,1553,0.998027
RDP,1554,0.904827
RDP,1558,-0.770513
RDP,1559,-0.982287
RDP,1561,-0.684547
RDP,1564,0.684547
RDP,1566,0.982287
RDP,1567,0.770513
RDP,1571,-0.904827
RDP,1572,-0.998027
RDP,1573,-0.844328
RDP,1577,0.844328
RDP,1579,0.904827
RDP,1583,-0.770513
RDP,1584,-0.982287
RDP,1586,-0.684547
RDP,1589,0.684547
RDP,1591,0.982287
RDP,1592,0.770513
RDP,1596,-0.904827
RDP,1598,-0.844328
RDP,1602,0.844328
RDP,1603,0.998027
RDP,1604,0.904827
RDP,1608,-0.770513
RDP,1609,-0.982287
RDP,1611,-0.684547
RDP,1614,0.684547
RDP,1616,0.982287
RDP,1617,0.770513
RDP,1621,-0.904827
RDP,1623,-0.844328
RDP,1627,0.844328
RDP,1629,0.904827
RDP,1633,-0.770513
RDP,1634,-0.982287
RDP,1636,-0.684547
RDP,1639,0.684547
RDP,1641,0.982287
RDP,1642,0.770513
RDP,1646,-0.904827
RDP,1647,-0.998027
RDP,1648,-0.844328
RDP,1652,0.844328
RDP,1654,0.904827
RDP,1658,-0.770513
RDP,1659,-0.982287
RDP,1661,-0.684547
RDP,1664,0.684547
RDP,1666,0.982287
RDP,1667,0.770513
RDP,1671,-0.904827
RDP,1673,-0.844328
RDP,1677,0.844328
RDP,1678,0.998027
RDP,1679,0.904827
RDP,1683,-0.770513
RDP,1684,-0.982287
RDP,1686,-0.684547
RDP,1689,0.684547
RDP,1691,0.982287
RDP,1692,0.770513
RDP,1696,-0.904827
RDP,1697,-0.998027
RDP,1698,-0.844328
RDP,1702,0.844328
RDP,1704,0.904827
RDP,1708,-0.770513
RDP,1709,-0.982287
RDP,1711,-0.684547
RDP,1714,0.684547
RDP,1716,0.982287
RDP,1717,0.770513
RDP,1721,-0.904827
RDP,1722,-0.998027
RDP,1723,-0.844328
RDP,1727,0.844328
RDP,1728,0.998027
RDP,1729,0.904827
RDP,1733,-0.770513
RDP,1734,-0.982287
RDP,1736,-0.684547
RDP,1739,0.684547
RDP,1741,0.982287
RDP,1742,0.770513
RDP,1746,-0.904827
RDP,1748,-0.844328
RDP,1752,0.844328
RDP,1753,0.998027
RDP,1754,0.904827
RDP,1758,-0.770513
RDP,1759,-0.982287
RDP,1761,-0.684547
RDP,1764,0.684547
RDP,1766,0.982287
RDP,1767,0.770513
RDP,1771,-0.904827
RDP,1772,-0.998027
RDP,1773,-0.844328
RDP,1777,0.844328
RDP,1779,0.904827
RDP,1783,-0.770513
RDP,1784,-0.982287
RDP,1786,-0.684547
RDP,1789,0.684547
RDP,1791,0.982287
RDP,1792,0.770513
RDP,1796,-0.904827
RDP,1798,-0.844328
RDP,1802,0.844328
RDP,1803,0.998027
RDP,1804,0.904827
RDP,1808,-0.770513
RDP,1809,-0.982287
RDP,1811,-0.684547
RDP,1814,0.684547
RDP,1816,0.982287
RDP,1817,0.770513
RDP,1821,-0.904827
RDP,1822,-0.998027
RDP,1823,-0.844328
RDP,1827,0.844328
RDP,1829,0.904827
RDP,1833,-0.770513
RDP,1834,-0.982287
RDP,1836,-0.684547
RDP,1839,0.684547
RDP,1841,0.982287
RDP,1842,0.770513
RDP,1846,-0.904827
RDP,1847,-0.998027
RDP,1848,-0.844328
RDP,1852,0.844328
RDP,1853,0.998027
RDP,1854,0.904827
RDP,1858,-0.770513
RDP,1859,-0.982287
RDP,1861,-0.684547
RDP,1864,0.684547
RDP,1866,0.982287
RDP,1867,0.770513
RDP,1871,-0.904827
RDP,1873,-0.844328
RDP,1877,0.844328
RDP,1878,0.998027
RDP,1879,0.904827
RDP,1883,-0.770513
RDP,1884,-0.982287
RDP,1886,-0.684547
RDP,1889,0.684547
RDP,1891,0.982287
RDP,1892,0.770513
RDP,1896,-0.904827
RDP,1897,-0.998027
RDP,1898,-0.844328
RDP,1902,0.844328
RDP,1904,0.904827
RDP,1908,-0.770513
RDP,1909,-0.982287
RDP,1911,-0.684547
RDP,1914,0.684547
RDP,1916,0.982287
RDP,1917,0.770513
RDP,1921,-0.904827
RDP,1923,-0.844328
RDP,1927,0.844328
RDP,1928,0.998027
RDP,1929,0.904827
RDP,1933,-0.770513
RDP,1934,-0.982287
RDP,1936,-0.684547
RDP,1939,0.684547
RDP,1941,0.982287
RDP,1942,0.770513
RDP,1946,-0.904827
RDP,1948,-0.844328
RDP,1952,0.844328
RDP,1954,0.904827
RDP,1958,-0.770513
RDP,1959,-0.982287
RDP,1961,-0.684547
RDP,1964,0.684547
RDP,1966,0.982287
RDP,1967,0.770513
RDP,1971,-0.904827
RDP,1972,-0.998027
RDP,1973,-0.844328
RDP,1977,0.844328
RDP,1979,0.904827
RDP,1983,-0.770513
RDP,1984,-0.982287
RDP,1986,-0.684547
RDP,1989,0.684547
RDP,1991,0.982287
RDP,1992,0.770513
RDP,1996,-0.904827
RDP,1997,-0.998027
RDP,1999,-0.481754
